SOLfas			CALext		
1.9672131150000	7.1164043420000	9.0651823490000	1.9672131150000	-11.6338854800000	13.4286025600000
2.0268256330000	7.0242208710000	9.0567872230000	2.0268256330000	-11.6322010600000	13.4285469800000
2.0864381520000	6.9397889850000	9.0561512300000	2.0864381520000	-11.6328624000000	13.4285689200000
2.1460506710000	6.8195922470000	9.0507546240000	2.1460506710000	-11.6333735800000	13.4285019400000
2.2056631890000	6.7260559050000	9.0488842080000	2.2056631890000	-11.6319943100000	13.4282743400000
2.2652757080000	6.6715722940000	9.0478544300000	2.2652757080000	-11.6316956700000	13.4282268900000
2.3248882270000	6.5841629440000	9.0322027190000	2.3248882270000	-11.6313190400000	13.4283178500000
2.3845007450000	6.4255468430000	9.0264101950000	2.3845007450000	-11.6311333000000	13.4281047700000
2.4441132640000	6.3268052830000	9.0028685370000	2.4441132640000	-11.6309619100000	13.4281969100000
2.5037257820000	6.2577496930000	8.9943121630000	2.5037257820000	-11.6291480900000	13.4279047400000
2.5633383010000	6.2010601300000	8.9870225010000	2.5633383010000	-11.6279869500000	13.4278582500000
2.6229508200000	6.0444253280000	8.9778174010000	2.6229508200000	-11.6321988000000	13.4276848600000
2.6825633380000	5.9063523130000	8.9738632050000	2.6825633380000	-11.6360572500000	13.4275467800000
2.7421758570000	5.7566628070000	8.9702867310000	2.7421758570000	-11.6389897500000	13.4271630800000
2.8017883760000	5.5111950920000	8.9638735070000	2.8017883760000	-11.6383271400000	13.4267049100000
2.8614008940000	5.3683550840000	8.9654712520000	2.8614008940000	-11.6360261500000	13.4268255400000
2.9210134130000	5.2091953000000	8.9536090970000	2.9210134130000	-11.6355968900000	13.4261998800000
2.9806259310000	5.0333885150000	8.9234224780000	2.9806259310000	-11.6354489000000	13.4265138100000
3.0402384500000	4.9332931980000	8.9221064440000	3.0402384500000	-11.6348847500000	13.4266559100000
3.0998509690000	4.7864602210000	8.9150718730000	3.0998509690000	-11.6347449900000	13.4266848600000
3.1594634870000	4.6701026510000	8.9123509740000	3.1594634870000	-11.6347564500000	13.4268844800000
3.2190760060000	4.6140879850000	8.9087222520000	3.2190760060000	-11.6328778700000	13.4268306700000
3.2786885250000	4.5792141380000	8.9125483800000	3.2786885250000	-11.6319688900000	13.4269654100000
3.3383010430000	4.5060192600000	8.9101172660000	3.3383010430000	-11.6320165000000	13.4271740900000
3.3979135620000	4.4660022540000	8.9086724640000	3.3979135620000	-11.6281532400000	13.4270562900000
3.4575260800000	4.3712089590000	8.9049435320000	3.4575260800000	-11.6286495800000	13.4270532200000
3.5171385990000	4.3015676080000	8.9126565780000	3.5171385990000	-11.6283548400000	13.4271336100000
3.5767511180000	4.2900655590000	8.9141190700000	3.5767511180000	-11.6309037000000	13.4273663600000
3.6363636360000	4.2975588900000	8.9099976330000	3.6363636360000	-11.6310780800000	13.4277765700000
3.6959761550000	4.2710286100000	8.9109890600000	3.6959761550000	-11.6323171700000	13.4279132300000
3.7555886740000	4.2882618600000	8.9131539260000	3.7555886740000	-11.6334672100000	13.4284971800000
3.8152011920000	4.2873818610000	8.9157554610000	3.8152011920000	-11.6350603300000	13.4285010500000
3.8748137110000	4.2931995140000	8.9166715430000	3.8748137110000	-11.6354229900000	13.4285869600000
3.9344262300000	4.3062136970000	8.9188152040000	3.9344262300000	-11.6336544600000	13.4285828600000
3.9940387480000	4.3277968420000	8.9255542320000	3.9940387480000	-11.6337529500000	13.4284384200000
4.0536512670000	4.3603989780000	8.9243539200000	4.0536512670000	-11.6319261000000	13.4278605800000
4.1132637850000	4.4144713650000	8.9388397980000	4.1132637850000	-11.6328011100000	13.4271897500000
4.1728763040000	4.4271232160000	8.9322532680000	4.1728763040000	-11.6320371300000	13.4275396900000
4.2324888230000	4.4170295540000	8.9335847490000	4.2324888230000	-11.6318241900000	13.4272662100000
4.2921013410000	4.3926524780000	8.9338242010000	4.2921013410000	-11.6317739800000	13.4274736900000
4.3517138600000	4.3906314070000	8.9293280920000	4.3517138600000	-11.6313925800000	13.4276218500000
4.4113263790000	4.3738904910000	8.9308044620000	4.4113263790000	-11.6322105700000	13.4277602000000
4.4709388970000	4.3461922130000	8.9450042050000	4.4709388970000	-11.6323113900000	13.4271040100000
4.5305514160000	4.3431156080000	8.9500102120000	4.5305514160000	-11.6367393600000	13.4268102600000
4.5901639340000	4.3516590760000	8.9496291670000	4.5901639340000	-11.6360425600000	13.4272672700000
4.6497764530000	4.3772370130000	8.9375616860000	4.6497764530000	-11.6362626300000	13.4279481400000
4.7093889720000	4.4490881680000	8.9360508220000	4.7093889720000	-11.6359925300000	13.4286516600000
4.7690014900000	4.5311077400000	8.9285535530000	4.7690014900000	-11.6356526400000	13.4286174400000
4.8286140090000	4.6119193910000	8.9251683650000	4.8286140090000	-11.6369257000000	13.4284847700000
4.8882265280000	4.6900725070000	8.9283109410000	4.8882265280000	-11.6384581200000	13.4283449600000
4.9478390460000	4.7827497030000	8.9282144130000	4.9478390460000	-11.6384759800000	13.4285433400000
5.0074515650000	4.8480136330000	8.9291304070000	5.0074515650000	-11.6381878700000	13.4282389700000
5.0670640830000	4.9183058350000	8.9283948240000	5.0670640830000	-11.6406988000000	13.4284592600000
5.1266766020000	4.9782184840000	8.9368307810000	5.1266766020000	-11.6401831400000	13.4284050300000
5.1862891210000	5.0348315240000	8.9416594690000	5.1862891210000	-11.6412539000000	13.4282485900000
5.2459016390000	5.1218779750000	8.9600076860000	5.2459016390000	-11.6408411200000	13.4282504900000
5.3055141580000	5.1928072250000	8.9829399350000	5.3055141580000	-11.6392143500000	13.4281920500000
5.3651266770000	5.2751964700000	8.9931180070000	5.3651266770000	-11.6394852100000	13.4281636500000
5.4247391950000	5.3625062000000	8.9917047340000	5.4247391950000	-11.6402884200000	13.4281697400000
5.4843517140000	5.4401927950000	8.9908242870000	5.4843517140000	-11.6405787000000	13.4283699900000
5.5439642320000	5.4947979800000	8.9917153530000	5.5439642320000	-11.6387922300000	13.4282427800000
5.6035767510000	5.5732337590000	9.0014153710000	5.6035767510000	-11.6370065800000	13.4282066700000
5.6631892700000	5.6096764520000	9.0001737080000	5.6631892700000	-11.6412458900000	13.4280443700000
5.7228017880000	5.6758698900000	9.0068428640000	5.7228017880000	-11.6426581500000	13.4278971600000
5.7824143070000	5.6713439220000	9.0054712070000	5.7824143070000	-11.6481778600000	13.4274528600000
5.8420268260000	5.7369464170000	9.0009791300000	5.8420268260000	-11.6473170000000	13.4270255200000
5.9016393440000	5.8440018290000	9.0048381470000	5.9016393440000	-11.6437819900000	13.4269332800000
5.9612518630000	5.8789495380000	9.0012658260000	5.9612518630000	-11.6457539600000	13.4265376300000
6.0208643820000	6.0529787540000	9.0205156040000	6.0208643820000	-11.6450390700000	13.4266798200000
6.0804769000000	6.1819139230000	9.0345406440000	6.0804769000000	-11.6456189600000	13.4267664200000
6.1400894190000	6.2576564890000	9.0595620560000	6.1400894190000	-11.6448798300000	13.4268906900000
6.1997019370000	6.3324645070000	9.0690289890000	6.1997019370000	-11.6450310100000	13.4271260000000
6.2593144560000	6.4583827860000	9.0753660000000	6.2593144560000	-11.6423154400000	13.4275012000000
6.3189269750000	6.5347156070000	9.0824188490000	6.3189269750000	-11.6441272400000	13.4275453200000
6.3785394930000	6.6743426100000	9.0901530870000	6.3785394930000	-11.6419774200000	13.4273976800000
6.4381520120000	6.8422267420000	9.1166870650000	6.4381520120000	-11.6413916600000	13.4275491600000
6.4977645310000	6.9759212970000	9.1390982590000	6.4977645310000	-11.6423876200000	13.4275290700000
6.5573770490000	7.0957445110000	9.1433951040000	6.5573770490000	-11.6464623500000	13.4278937200000
6.6169895680000	7.1292286300000	9.1536852130000	6.6169895680000	-11.6487334300000	13.4274181200000
6.6766020860000	7.2728734570000	9.1585878220000	6.6766020860000	-11.6494698000000	13.4276196500000
6.7362146050000	7.4054092140000	9.1687100530000	6.7362146050000	-11.6524591400000	13.4278583200000
6.7958271240000	7.4995943400000	9.1674840170000	6.7958271240000	-11.6469707100000	13.4278903500000
6.8554396420000	7.6091321340000	9.1628446490000	6.8554396420000	-11.6449990500000	13.4274865000000
6.9150521610000	7.7310888800000	9.1687236270000	6.9150521610000	-11.6472497900000	13.4268987000000
6.9746646800000	7.9290263030000	9.1815559980000	6.9746646800000	-11.6435243700000	13.4270774600000
7.0342771980000	8.0415330480000	9.1954507280000	7.0342771980000	-11.6433997900000	13.4270775100000
7.0938897170000	8.1438068720000	9.2023048340000	7.0938897170000	-11.6391569900000	13.4269526900000
7.1535022350000	8.3008967750000	9.2062280820000	7.1535022350000	-11.6385962200000	13.4275288600000
7.2131147540000	8.4164326160000	9.2131399210000	7.2131147540000	-11.6392933700000	13.4275953400000
7.2727272730000	8.5265368240000	9.2202672030000	7.2727272730000	-11.6440336800000	13.4280434700000
7.3323397910000	8.6155762710000	9.2237643130000	7.3323397910000	-11.6465513500000	13.4284888500000
7.3919523100000	8.6691808900000	9.2307302340000	7.3919523100000	-11.6487053400000	13.4283019900000
7.4515648290000	8.7363039400000	9.2300942130000	7.4515648290000	-11.6485481900000	13.4279868300000
7.5111773470000	8.7190407370000	9.2344491680000	7.5111773470000	-11.6459013200000	13.4275475400000
7.5707898660000	8.7403920520000	9.2415659880000	7.5707898660000	-11.6424509900000	13.4270576300000
7.6304023850000	8.7482964810000	9.2689128170000	7.6304023850000	-11.6391686600000	13.4265033900000
7.6900149030000	8.7765772250000	9.2729319200000	7.6900149030000	-11.6366960000000	13.4272783700000
7.7496274220000	8.7915187550000	9.2618988860000	7.7496274220000	-11.6393046900000	13.4283463200000
7.8092399400000	8.8848772940000	9.2103548310000	7.8092399400000	-11.6380871400000	13.4279610700000
7.8688524590000	8.9302437110000	9.1782907470000	7.8688524590000	-11.6410131600000	13.4273450300000
7.9284649780000	8.7700076990000	9.1513242720000	7.9284649780000	-11.6457351800000	13.4271293900000
7.9880774960000	8.8096612770000	9.1313303270000	7.9880774960000	-11.6411350800000	13.4278275500000
8.0476900150000	8.8809157010000	9.1332046580000	8.0476900150000	-11.6414190300000	13.4280749700000
8.1073025340000	8.9002467080000	9.1357172870000	8.1073025340000	-11.6440972100000	13.4277537500000
8.1669150520000	8.9242641270000	9.1257969880000	8.1669150520000	-11.6439999700000	13.4289149200000
8.2265275710000	8.8686373850000	9.1239732000000	8.2265275710000	-11.6449882600000	13.4288838900000
8.2861400890000	8.9187213060000	9.1268617240000	8.2861400890000	-11.6412753800000	13.4291397200000
8.3457526080000	8.8993071390000	9.1273515830000	8.3457526080000	-11.6391349300000	13.4292472600000
8.4053651270000	8.8793076680000	9.1221101630000	8.4053651270000	-11.6421468500000	13.4293750400000
8.4649776450000	8.8461357410000	9.1260090210000	8.4649776450000	-11.6433321700000	13.4289767500000
8.5245901640000	8.7403914270000	9.1254649370000	8.5245901640000	-11.6392357400000	13.4293779200000
8.5842026830000	8.6793559920000	9.1251556420000	8.5842026830000	-11.6392071000000	13.4290737700000
8.6438152010000	8.5220208440000	9.1200094820000	8.6438152010000	-11.6386923400000	13.4288088900000
8.7034277200000	8.3936227020000	9.1187350370000	8.7034277200000	-11.6370165900000	13.4286195400000
8.7630402380000	8.2889107880000	9.1157261030000	8.7630402380000	-11.6369810400000	13.4287575500000
8.8226527570000	8.1067711780000	9.1139454870000	8.8226527570000	-11.6382517100000	13.4285182700000
8.8822652760000	7.9879396180000	9.1141218010000	8.8822652760000	-11.6396003300000	13.4287919200000
8.9418777940000	7.8259887070000	9.1088119460000	8.9418777940000	-11.6413148000000	13.4288788700000
9.0014903130000	7.6262471560000	9.1047609410000	9.0014903130000	-11.6409058500000	13.4278904300000
9.0611028320000	7.4056400120000	9.0986871510000	9.0611028320000	-11.6433635000000	13.4277395700000
9.1207153500000	7.2372144300000	9.1001514570000	9.1207153500000	-11.6420551800000	13.4281549600000
9.1803278690000	7.0925545360000	9.0947695120000	9.1803278690000	-11.6390417100000	13.4283333000000
9.2399403870000	6.8617590700000	9.0884587780000	9.2399403870000	-11.6393510400000	13.4283703400000
9.2995529060000	6.7121698960000	9.0955609620000	9.2995529060000	-11.6392902800000	13.4287595600000
9.3591654250000	6.5766687540000	9.0960760590000	9.3591654250000	-11.6399924400000	13.4290436800000
9.4187779430000	6.4844552200000	9.0964016600000	9.4187779430000	-11.6410982600000	13.4292045000000
9.4783904620000	6.3367531090000	9.0999180290000	9.4783904620000	-11.6422705000000	13.4290775300000
9.5380029810000	6.1705287220000	9.0833147140000	9.5380029810000	-11.6390319100000	13.4290226400000
9.5976154990000	6.1008838740000	9.0960763390000	9.5976154990000	-11.6338754900000	13.4291365600000
9.6572280180000	5.9912152930000	9.0993863560000	9.6572280180000	-11.6310504500000	13.4290575200000
9.7168405370000	5.8756581670000	9.0975904310000	9.7168405370000	-11.6286354700000	13.4289244300000
9.7764530550000	5.7905721730000	9.1017550460000	9.7764530550000	-11.6260434600000	13.4286441500000
9.8360655740000	5.6557878200000	9.1031495630000	9.8360655740000	-11.6267433300000	13.4283105000000
9.8956780920000	5.5903116180000	9.1063227790000	9.8956780920000	-11.6250635800000	13.4285266400000
9.9552906110000	5.5357117210000	9.1074912770000	9.9552906110000	-11.6301811100000	13.4283253300000
10.0149031300000	5.4793626340000	9.1061328530000	10.0149031300000	-11.6307511800000	13.4284443300000
10.0745156500000	5.3687039880000	9.1039089450000	10.0745156500000	-11.6331094900000	13.4281619000000
10.1341281700000	5.2640099190000	9.1039476620000	10.1341281700000	-11.6326786300000	13.4278885600000
10.1937406900000	5.1175803470000	9.0982937690000	10.1937406900000	-11.6316097100000	13.4277990600000
10.2533532000000	5.0140649310000	9.0998219050000	10.2533532000000	-11.6324831800000	13.4277968100000
10.3129657200000	4.9628605190000	9.1028589540000	10.3129657200000	-11.6293233100000	13.4275110200000
10.3725782400000	4.9544804780000	9.1080316310000	10.3725782400000	-11.6240084000000	13.4268327400000
10.4321907600000	4.9141270480000	9.1080784370000	10.4321907600000	-11.6248154200000	13.4267278100000
10.4918032800000	4.8323827090000	9.1061159890000	10.4918032800000	-11.6228018200000	13.4268593700000
10.5514158000000	4.7500312780000	9.1032818530000	10.5514158000000	-11.6226947100000	13.4267915000000
10.6110283200000	4.7166427590000	9.1065100640000	10.6110283200000	-11.6188710800000	13.4273530300000
10.6706408300000	4.6081610100000	9.1010708090000	10.6706408300000	-11.6204725400000	13.4272548600000
10.7302533500000	4.5915256620000	9.1026645800000	10.7302533500000	-11.6216889700000	13.4275909300000
10.7898658700000	4.5793160640000	9.1070518100000	10.7898658700000	-11.6228160100000	13.4271134800000
10.8494783900000	4.4872496360000	9.1072202810000	10.8494783900000	-11.6234054000000	13.4269201900000
10.9090909100000	4.3705410600000	9.1048004350000	10.9090909100000	-11.6236098200000	13.4265357900000
10.9687034300000	4.2296626320000	9.0919183250000	10.9687034300000	-11.6239448800000	13.4270872400000
11.0283159500000	4.1433771620000	9.0901437210000	11.0283159500000	-11.6245604200000	13.4270731800000
11.0879284600000	4.0268036290000	9.0963287460000	11.0879284600000	-11.6219015200000	13.4274548000000
11.1475409800000	3.9017037180000	9.0876095480000	11.1475409800000	-11.6246142300000	13.4279261100000
11.2071535000000	3.7724828910000	9.0821705860000	11.2071535000000	-11.6231801400000	13.4277567800000
11.2667660200000	3.7023967350000	9.0959517210000	11.2667660200000	-11.6241892100000	13.4279138900000
11.3263785400000	3.6277705270000	9.1006527450000	11.3263785400000	-11.6212659900000	13.4270652700000
11.3859910600000	3.5715692020000	9.1054476040000	11.3859910600000	-11.6247124000000	13.4273059200000
11.4456035800000	3.5643656100000	9.1098094690000	11.4456035800000	-11.6276776300000	13.4278405800000
11.5052161000000	3.5904879170000	9.1129712850000	11.5052161000000	-11.6269507300000	13.4277159200000
11.5648286100000	3.5981332650000	9.1149650470000	11.5648286100000	-11.6274100400000	13.4278471700000
11.6244411300000	3.6028732390000	9.1162825530000	11.6244411300000	-11.6284517500000	13.4281608000000
11.6840536500000	3.5957740550000	9.1151133040000	11.6840536500000	-11.6305901500000	13.4283439400000
11.7436661700000	3.5987600860000	9.1160721700000	11.7436661700000	-11.6304934900000	13.4284988100000
11.8032786900000	3.5966026930000	9.1180442400000	11.8032786900000	-11.6309786700000	13.4285283600000
11.8628912100000	3.6025488160000	9.1182981150000	11.8628912100000	-11.6302463700000	13.4286732300000
11.9225037300000	3.6019424570000	9.1184274930000	11.9225037300000	-11.6311548000000	13.4287461300000
11.9821162400000	3.6006194570000	9.1183006160000	11.9821162400000	-11.6308917800000	13.4286432500000
12.0417287600000	3.5994874340000	9.1185031720000	12.0417287600000	-11.6306192600000	13.4285136700000
12.1013412800000	3.6021227960000	9.1178750210000	12.1013412800000	-11.6311270700000	13.4282952900000
12.1609538000000	3.6361161370000	9.1181649750000	12.1609538000000	-11.6297605600000	13.4277647100000
12.2205663200000	3.6540922440000	9.1199921510000	12.2205663200000	-11.6303723900000	13.4278310600000
12.2801788400000	3.6935591980000	9.1209147390000	12.2801788400000	-11.6311159000000	13.4278215400000
12.3397913600000	3.7016237660000	9.1200101080000	12.3397913600000	-11.6310475900000	13.4279031400000
12.3994038700000	3.7184906100000	9.1193082000000	12.3994038700000	-11.6315064300000	13.4281528900000
12.4590163900000	3.7403748410000	9.1235052630000	12.4590163900000	-11.6339443400000	13.4283851600000
12.5186289100000	3.7471235020000	9.1239835570000	12.5186289100000	-11.6366488100000	13.4283573600000
12.5782414300000	3.7861103210000	9.1236871860000	12.5782414300000	-11.6385445900000	13.4280330900000
12.6378539500000	3.8924594130000	9.1276871020000	12.6378539500000	-11.6376659200000	13.4279647600000
12.6974664700000	3.9872987730000	9.1325556130000	12.6974664700000	-11.6392690000000	13.4278335000000
12.7570789900000	4.0350333300000	9.1298977100000	12.7570789900000	-11.6388240700000	13.4277775500000
12.8166915100000	4.0912927220000	9.1263102200000	12.8166915100000	-11.6425659800000	13.4278154300000
12.8763040200000	4.1781540150000	9.1275882530000	12.8763040200000	-11.6419122900000	13.4278136400000
12.9359165400000	4.2401877350000	9.1283462250000	12.9359165400000	-11.6444417800000	13.4276888500000
12.9955290600000	4.3410240330000	9.1304353490000	12.9955290600000	-11.6441109300000	13.4277236800000
13.0551415800000	4.4078171140000	9.1287538710000	13.0551415800000	-11.6426163400000	13.4281695900000
13.1147541000000	4.4896955270000	9.1265827370000	13.1147541000000	-11.6414957300000	13.4277510900000
13.1743666200000	4.4658911800000	9.1266896000000	13.1743666200000	-11.6430812900000	13.4276546700000
13.2339791400000	4.5158907790000	9.1275520940000	13.2339791400000	-11.6428893400000	13.4277143700000
13.2935916500000	4.5496586770000	9.1299649250000	13.2935916500000	-11.6473995100000	13.4277848500000
13.3532041700000	4.5922951350000	9.1311606680000	13.3532041700000	-11.6479267000000	13.4280036400000
13.4128166900000	4.5993292760000	9.1320162060000	13.4128166900000	-11.6508240600000	13.4280213200000
13.4724292100000	4.6709289250000	9.1336192810000	13.4724292100000	-11.6497311200000	13.4281527800000
13.5320417300000	4.6881580870000	9.1317718560000	13.5320417300000	-11.6512284700000	13.4289140400000
13.5916542500000	4.7325297160000	9.1311946880000	13.5916542500000	-11.6521530200000	13.4287839100000
13.6512667700000	4.8170114030000	9.1307898510000	13.6512667700000	-11.6515565200000	13.4290532400000
13.7108792800000	4.9305466280000	9.1328454710000	13.7108792800000	-11.6466243300000	13.4290269100000
13.7704918000000	5.0197057470000	9.1303340700000	13.7704918000000	-11.6479621200000	13.4290399000000
13.8301043200000	5.0463739950000	9.1282977210000	13.8301043200000	-11.6481604800000	13.4288102900000
13.8897168400000	5.1065668720000	9.1283102440000	13.8897168400000	-11.6469379700000	13.4283572300000
13.9493293600000	5.1746679790000	9.1290207930000	13.9493293600000	-11.6466652500000	13.4282825900000
14.0089418800000	5.1711444560000	9.1273736250000	14.0089418800000	-11.6463682200000	13.4282596100000
14.0685544000000	5.2698019010000	9.1270235060000	14.0685544000000	-11.6473475000000	13.4282495600000
14.1281669200000	5.3599383500000	9.1274002820000	14.1281669200000	-11.6440706700000	13.4279272600000
14.1877794300000	5.4303823760000	9.1263261710000	14.1877794300000	-11.6446297000000	13.4279110600000
14.2473919500000	5.5220050270000	9.1260275840000	14.2473919500000	-11.6435900700000	13.4279382400000
14.3070044700000	5.5868870220000	9.1240062300000	14.3070044700000	-11.6450482000000	13.4280170800000
14.3666169900000	5.6301483000000	9.1223274400000	14.3666169900000	-11.6507171300000	13.4281025100000
14.4262295100000	5.6878537900000	9.1246986990000	14.4262295100000	-11.6519615000000	13.4280469400000
14.4858420300000	5.1053534770000	9.1158065560000	14.4858420300000	-11.6371724700000	13.4273650700000
14.5454545500000	4.1235252280000	9.0482764540000	14.5454545500000	-11.6377391800000	13.4255470400000
14.6050670600000	3.7310096090000	9.0108987150000	14.6050670600000	-11.6063241600000	13.4245322000000
14.6646795800000	3.5598777150000	8.9961794260000	14.6646795800000	-11.6086755800000	13.4264369700000
14.7242921000000	3.3410703210000	8.9696912250000	14.7242921000000	-11.6191643800000	13.4262561800000
14.7839046200000	3.2621773730000	8.9659604880000	14.7839046200000	-11.6248917700000	13.4266937200000
14.8435171400000	3.1909541480000	8.9633937120000	14.8435171400000	-11.6294839700000	13.4272904600000
14.9031296600000	3.2174685740000	8.9651057500000	14.9031296600000	-11.6292411100000	13.4277080700000
14.9627421800000	3.1916554350000	8.9656728820000	14.9627421800000	-11.6301694200000	13.4277414200000
15.0223546900000	3.1119267650000	8.9669507020000	15.0223546900000	-11.6313601400000	13.4279810300000
15.0819672100000	3.1327152120000	8.9696498640000	15.0819672100000	-11.6308756200000	13.4280589500000
15.1415797300000	3.1404290230000	8.9731563240000	15.1415797300000	-11.6279952600000	13.4279049800000
15.2011922500000	3.1203135410000	8.9727608770000	15.2011922500000	-11.6290145100000	13.4280830300000
15.2608047700000	3.1026666650000	8.9768246920000	15.2608047700000	-11.6315152100000	13.4276401900000
15.3204172900000	3.1221091590000	8.9798098540000	15.3204172900000	-11.6299287900000	13.4265842800000
15.3800298100000	3.0598148500000	8.9740540390000	15.3800298100000	-11.6328367800000	13.4268856700000
15.4396423200000	2.8438523640000	8.9728388930000	15.4396423200000	-11.6333521100000	13.4271942700000
15.4992548400000	2.6777831510000	8.9663100790000	15.4992548400000	-11.6339230300000	13.4274446700000
15.5588673600000	2.5812905170000	8.9718308310000	15.5588673600000	-11.6267440300000	13.4273404600000
15.7377049200000	1.6536424250000	8.7872412010000	15.6184798800000	-11.6283462400000	13.4271930000000
			15.6780924000000	-11.6363252200000	13.4269562500000
			15.7377049200000	-11.6480700500000	13.4266964300000
			15.7973174400000	-11.6440148100000	13.4250754200000
			15.8569299600000	-11.6276096000000	13.4152446400000
			15.9165424700000	-11.6493869400000	13.4127123200000
			15.9761549900000	-11.6404313800000	13.4157376800000
			16.0357675100000	-11.6409277100000	13.4198894100000
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
