CALinsBEST			CALext		
t	x	y	t	x	y
0.000000000000	25.875075050000	5.360784780000	0.000000000000	-5.271172812000	14.931403800000
0.025183207840	25.873412280000	5.361401735000	0.025183207840	-5.270342907000	14.931336300000
0.050366415670	25.874992490000	5.361416896000	0.050366415670	-5.271488826000	14.931009150000
0.075549623510	25.873172360000	5.361147940000	0.075549623510	-5.270478753000	14.931514560000
0.100732831300	25.872031860000	5.359492970000	0.100732831300	-5.270551630000	14.931623550000
0.125916039200	25.872085360000	5.358978696000	0.125916039200	-5.269337327000	14.931398520000
0.151099247000	25.871728180000	5.359505260000	0.151099247000	-5.271477876000	14.931592350000
0.176282454900	25.868028230000	5.357703901000	0.176282454900	-5.270564387000	14.931461890000
0.201465662700	25.869300980000	5.358095255000	0.201465662700	-5.269759635000	14.931407670000
0.226648870500	25.868916130000	5.357764435000	0.226648870500	-5.270043949000	14.931530150000
0.251832078400	25.871680910000	5.356825470000	0.251832078400	-5.271835374000	14.931320010000
0.277015286200	25.871139490000	5.356659011000	0.277015286200	-5.272198759000	14.931556740000
0.302198494000	25.870714190000	5.357412060000	0.302198494000	-5.269785113000	14.931409090000
0.327381701900	25.873579950000	5.355809859000	0.327381701900	-5.273615479000	14.931127960000
0.352564909700	25.872467670000	5.354460140000	0.352564909700	-5.272751669000	14.930924900000
0.377748117600	25.875533330000	5.354661486000	0.377748117600	-5.273511595000	14.930832990000
0.402931325400	25.880916400000	5.356014451000	0.402931325400	-5.274451154000	14.930543860000
0.428114533200	25.882064450000	5.355244583000	0.428114533200	-5.272604820000	14.929883960000
0.453297741100	25.879541800000	5.355473223000	0.453297741100	-5.260340213000	14.931286810000
0.478480948900	25.883119580000	5.356787511000	0.478480948900	-5.235122259000	14.939304740000
0.503664156700	25.740434180000	5.367653795000	0.503664156700	-5.184067489000	14.925079720000
0.528847364600	25.727879660000	5.366884872000	0.528847364600	-5.184301898000	14.923125690000
0.554030572400	25.671937480000	5.363571354000	0.554030572400	-5.121820874000	14.927131700000
0.579213780300	25.626796100000	5.364164362000	0.579213780300	-5.113543227000	14.925830580000
0.604396988100	25.625256700000	5.367301749000	0.604396988100	-5.130981714000	14.928257860000
0.629580195900	25.587500220000	5.377165351000	0.629580195900	-5.125794219000	14.927398400000
0.654763403800	25.516166210000	5.393167189000	0.654763403800	-5.128486438000	14.930014790000
0.679946611600	25.351904700000	5.444948028000	0.679946611600	-5.153820142000	14.928109010000
0.705129819400	25.207302820000	5.490297105000	0.705129819400	-5.163980652000	14.934927500000
0.730313027300	25.003245920000	5.536890913000	0.730313027300	-5.169758410000	14.934709090000
0.755496235100	25.031609390000	5.570332482000	0.755496235100	-5.159193556000	14.934400100000
0.780679442900	24.848666780000	5.637480086000	0.780679442900	-5.150067522000	14.924034710000
0.805862650800	24.771608760000	5.652184646000	0.805862650800	-5.148428501000	14.923219710000
0.831045858600	24.453811720000	5.721875136000	0.831045858600	-5.240657950000	14.925868930000
0.856229066500	24.266903150000	5.738094417000	0.856229066500	-5.265566365000	14.927386290000
0.881412274300	24.146374080000	5.739851721000	0.881412274300	-5.288679184000	14.933965570000
0.906595482100	24.025054650000	5.749782290000	0.906595482100	-5.296874949000	14.934995500000
