GFsup2BEST			GFext		
t	x	y	t	x	y
0.0	10.69021419	18.23522274	0.0	6.228914968	24.56363328
0.05526083112	10.69239788	18.23243038	0.05526083112	6.227870897	24.56307634
0.1105216622	10.70673966	18.23126058	0.1105216622	6.228468407	24.56255225
0.1657824934	10.69865056	18.22703526	0.1657824934	6.229203347	24.56264051
0.2210433245	10.70659954	18.22965696	0.2210433245	6.229554215	24.56325717
0.2763041556	10.73707021	18.23180651	0.2763041556	6.227581034	24.56302782
0.3315649867	10.70982825	18.23239966	0.3315649867	6.228229048	24.56309894
0.3868258179	10.71104121	18.23339521	0.3868258179	6.229541536	24.56275783
0.442086649	10.70481588	18.2328429	0.442086649	6.226993851	24.56316862
0.4973474801	10.71613636	18.23364496	0.4973474801	6.229061496	24.56310303
0.5526083112	10.70549289	18.23565942	0.5526083112	6.228525916	24.5628252
0.6078691424	10.73190618	18.2377159	0.6078691424	6.227234354	24.56291811
0.6631299735	10.71503494	18.23726242	0.6631299735	6.226875904	24.56292217
0.7183908046	10.69660378	18.23545465	0.7183908046	6.22953804	24.56233119
0.7736516357	10.71421908	18.23637626	0.7736516357	6.226980856	24.56245772
0.8289124668	10.7045471	18.2360657	0.8289124668	6.226610856	24.56207133
0.884173298	10.71523501	18.2383185	0.884173298	6.228198848	24.56242182
0.9394341291	10.71088383	18.23934331	0.9394341291	6.227313502	24.56257972
0.9946949602	10.73018865	18.24150989	0.9946949602	6.228827402	24.56228958
1.049955791	10.71037155	18.23969443	1.049955791	6.226391383	24.56274255
1.105216622	10.73499633	18.24236249	1.105216622	6.225667865	24.56237106
1.160477454	10.70962591	18.2396304	1.160477454	6.225587147	24.5622872
1.215738285	10.72619569	18.23941756	1.215738285	6.227330103	24.56287262
1.270999116	10.7653196	18.24066965	1.270999116	6.225069065	24.56288571
1.326259947	10.74064134	18.23752807	1.326259947	6.225162551	24.56311154
1.381520778	10.76894059	18.23877444	1.381520778	6.22578153	24.56323374
1.436781609	10.78540711	18.23844979	1.436781609	6.222913352	24.56267205
1.49204244	10.80293763	18.2363311	1.49204244	6.225576995	24.56274121
1.547303271	10.79786882	18.23617049	1.547303271	6.224812952	24.5629324
1.602564103	10.78344664	18.23489218	1.602564103	6.223358931	24.56145461
1.657824934	10.75191579	18.23391375	1.657824934	6.2219696	24.56153871
1.713085765	10.77124801	18.2331523	1.713085765	6.220829088	24.56240962
1.768346596	10.78623362	18.23347404	1.768346596	6.221006439	24.56196171
1.823607427	10.74329767	18.23176522	1.823607427	6.222815189	24.56272858
1.878868258	10.76807438	18.23106382	1.878868258	6.222014167	24.56215067
1.934129089	10.76705602	18.23074982	1.934129089	6.219949578	24.56156456
1.98938992	10.77063049	18.23007617	1.98938992	6.218706472	24.56139223
2.044650752	10.75229852	18.22808722	2.044650752	6.221896197	24.5611132
2.099911583	10.77721118	18.22978757	2.099911583	6.221444773	24.56231753
2.155172414	10.77886777	18.23052652	2.155172414	6.21638425	24.56178006
2.210433245	10.78745272	18.23191741	2.210433245	6.210902632	24.56271155
2.265694076	10.79517024	18.23208813	2.265694076	6.210802875	24.56400333
2.320954907	10.80383206	18.23298587	2.320954907	6.214450419	24.56460042
2.376215738	10.81011951	18.23308434	2.376215738	6.210712964	24.56473155
2.431476569	10.81381323	18.23444603	2.431476569	6.209471165	24.56604228
2.486737401	10.82266182	18.23448749	2.486737401	6.20972229	24.565194
2.541998232	10.82244846	18.23439685	2.541998232	6.205548135	24.5655097
2.597259063	10.83287187	18.2363434	2.597259063	6.210743411	24.5655336
2.652519894	10.8524677	18.23808931	2.652519894	6.204939199	24.56606448
2.707780725	10.80366444	18.23513488	2.707780725	6.206075019	24.56573808
2.763041556	10.80761859	18.23618454	2.763041556	6.205087718	24.56658771
2.818302387	10.81342912	18.23711782	2.818302387	6.204389872	24.56686519
2.873563218	10.8205069	18.23692976	2.873563218	6.205864203	24.56702223
2.92882405	10.82205964	18.23752838	2.92882405	6.200875161	24.56612121
2.984084881	10.82969212	18.23597038	2.984084881	6.194623475	24.5666894
3.039345712	10.84938405	18.23812141	3.039345712	6.196174523	24.56791602
3.094606543	10.88182832	18.23896312	3.094606543	6.192644995	24.56890456
3.149867374	10.90500091	18.23993203	3.149867374	6.18952764	24.56841753
3.205128205	10.86336592	18.23831591	3.205128205	6.193543482	24.56793811
3.260389036	10.83835558	18.23792677	3.260389036	6.188291404	24.56867477
3.315649867	10.85469547	18.23895425	3.315649867	6.192300655	24.56766091
3.370910698	10.82567078	18.23842869	3.370910698	6.188936724	24.56947823
3.42617153	10.83142102	18.23810937	3.42617153	6.195072859	24.56763826
3.481432361	10.81695803	18.23769931	3.481432361	6.181207939	24.568998
3.536693192	10.83893799	18.23825985	3.536693192	6.18257445	24.56848503
3.591954023	10.82482784	18.23639722	3.591954023	6.173219856	24.56546292
3.647214854	10.8525303	18.2374359	3.647214854	6.17188303	24.56393444
3.702475685	10.83354314	18.2369492	3.702475685	6.147200232	24.56184149
3.757736516	10.82469296	18.2324973	3.757736516	6.136369053	24.561783
3.812997347	10.80999431	18.23078415	3.812997347	6.131487061	24.5628284
3.868258179	10.80894183	18.23047788	3.868258179	6.120365043	24.55982735
3.92351901	10.80874275	18.23526181	3.92351901	6.120054559	24.56100082
3.978779841	10.81209449	18.23670049	3.978779841	6.108392045	24.56101006
4.034040672	10.8245076	18.23702445	4.034040672	6.10479408	24.55892953
4.089301503	10.79657352	18.23584929	4.089301503	6.109392775	24.55682209
4.144562334	10.79420719	18.23590976	4.144562334	6.105430811	24.55671069
4.199823165	10.80170331	18.23638991	4.199823165	6.109140758	24.55631972
4.255083996	10.80752544	18.23862528	4.255083996	6.111335112	24.55564082
4.310344828	10.79754661	18.2379101	4.310344828	6.129734466	24.5503374
