GMfasBEST			GMfasBEST		
t	x	y	t	x	y
0.000000000000	13.549640530000	1.697829443000	0.000000000000	13.549640530000	1.697829443000
0.018490098550	13.551640550000	1.697927872000	0.018490098550	13.551640550000	1.697927872000
0.036980197100	13.551132770000	1.698445944000	0.036980197100	13.551132770000	1.698445944000
0.055470295660	13.550248230000	1.698306961000	0.055470295660	13.550248230000	1.698306961000
0.073960394210	13.550298520000	1.697775768000	0.073960394210	13.550298520000	1.697775768000
0.092450492760	13.551476890000	1.697561564000	0.092450492760	13.551476890000	1.697561564000
0.110940591300	13.549920890000	1.697312349000	0.110940591300	13.549920890000	1.697312349000
0.129430689900	13.548696590000	1.696874625000	0.129430689900	13.548696590000	1.696874625000
0.147920788400	13.549254670000	1.697186977000	0.147920788400	13.549254670000	1.697186977000
0.166410887000	13.552504670000	1.697725937000	0.166410887000	13.552504670000	1.697725937000
0.184900985500	13.551994080000	1.697806905000	0.184900985500	13.551994080000	1.697806905000
0.203391084100	13.551821980000	1.698259340000	0.203391084100	13.551821980000	1.698259340000
0.221881182600	13.552922720000	1.700148221000	0.221881182600	13.552922720000	1.700148221000
0.240371281200	13.549272930000	1.701174581000	0.240371281200	13.549272930000	1.701174581000
0.258861379700	13.548244010000	1.700914749000	0.258861379700	13.548244010000	1.700914749000
0.277351478300	13.548745480000	1.700774451000	0.277351478300	13.548745480000	1.700774451000
0.295841576800	13.545668590000	1.700811194000	0.295841576800	13.545668590000	1.700811194000
0.314331675400	13.548777940000	1.703433068000	0.314331675400	13.548777940000	1.703433068000
0.332821773900	13.551158630000	1.704011128000	0.332821773900	13.551158630000	1.704011128000
0.351311872500	13.555253150000	1.703557999000	0.351311872500	13.555253150000	1.703557999000
0.369801971000	13.560916580000	1.703705394000	0.369801971000	13.560916580000	1.703705394000
0.388292069600	13.562493380000	1.703988515000	0.388292069600	13.562493380000	1.703988515000
0.406782168100	13.561922210000	1.702893632000	0.406782168100	13.561922210000	1.702893632000
0.425272266700	13.564499790000	1.702851466000	0.425272266700	13.564499790000	1.702851466000
0.443762365300	13.567097110000	1.702199803000	0.443762365300	13.567097110000	1.702199803000
0.462252463800	13.567239250000	1.701973524000	0.462252463800	13.567239250000	1.701973524000
0.480742562400	13.569779260000	1.700795011000	0.480742562400	13.569779260000	1.700795011000
0.499232660900	13.564472990000	1.699818110000	0.499232660900	13.564472990000	1.699818110000
0.517722759500	13.564765310000	1.698536873000	0.517722759500	13.564765310000	1.698536873000
0.536212858000	13.559726290000	1.697509284000	0.536212858000	13.559726290000	1.697509284000
0.554702956600	13.558572110000	1.697028423000	0.554702956600	13.558572110000	1.697028423000
