GFsup2			GFext		
2.3762157380	-12.3837807500	16.8612306900	2.3762157380	7.6902667410	24.0882910600
2.4314765690	-12.3818223100	16.8604811900	2.4314765690	7.6956418880	24.0887072500
2.4867374010	-12.3793205900	16.8604538400	2.4867374010	7.7028119880	24.0880742200
2.5419982320	-12.3868096000	16.8605565100	2.5419982320	7.7023547830	24.0883797000
2.5972590630	-12.3748377100	16.8606260700	2.5972590630	7.7160960610	24.0872418700
2.6525198940	-12.3628643200	16.8605851800	2.6525198940	7.7173667650	24.0875569500
2.7077807250	-12.3836569000	16.8604495200	2.7077807250	7.7266906360	24.0882772400
2.7630415560	-12.3695063500	16.8605983400	2.7630415560	7.7293607400	24.0884390400
2.8183023870	-12.3275810100	16.8611872900	2.8183023870	7.7451400570	24.0876486700
2.8735632180	-12.3323783000	16.8611847100	2.8735632180	7.7575651380	24.0865178400
2.9288240500	-12.3063691700	16.8593056800	2.9288240500	7.7529831400	24.0870865900
2.9840848810	-12.3147003900	16.8587877600	2.9840848810	7.7603106380	24.0867638800
3.0393457120	-12.2975912400	16.8598914400	3.0393457120	7.7602878520	24.0865039400
3.0946065430	-12.2816744000	16.8571847100	3.0946065430	7.7663028270	24.0869187800
3.1498673740	-12.2903058800	16.8580215100	3.1498673740	7.7699772090	24.0873686400
3.2051282050	-12.2846780400	16.8556072600	3.2051282050	7.7708170000	24.0864862500
3.2603890360	-12.2727460200	16.8573153300	3.2603890360	7.7734956180	24.0869780500
3.3156498670	-12.2832586100	16.8546532300	3.3156498670	7.7759356960	24.0873040100
3.3709106980	-12.2671075900	16.8545921600	3.3709106980	7.7778260910	24.0871130100
3.4261715300	-12.2567330400	16.8535578600	3.4261715300	7.7816796660	24.0863395800
3.4814323610	-12.2366301800	16.8541819600	3.4814323610	7.7897762830	24.0869988400
3.5366931920	-12.2665606700	16.8562076100	3.5366931920	7.7939940310	24.0865738700
3.5919540230	-12.2859946300	16.8581956700	3.5919540230	7.7911136290	24.0876639800
3.6472148540	-12.2813129600	16.8571214800	3.6472148540	7.7945298230	24.0869416500
3.7024756850	-12.2750301400	16.8577369200	3.7024756850	7.7992320710	24.0870307100
3.7577365160	-12.2758151500	16.8583326400	3.7577365160	7.7979338890	24.0873203400
3.8129973470	-12.2795026300	16.8573270300	3.8129973470	7.8002763670	24.0881330400
3.8682581790	-12.2787584800	16.8590422300	3.8682581790	7.8009619280	24.0894930700
3.9235190100	-12.2812160700	16.8565581800	3.9235190100	7.8103689040	24.0883768900
3.9787798410	-12.2780641800	16.8569261800	3.9787798410	7.8106124680	24.0885452700
4.0340406720	-12.2835879100	16.8576966300	4.0340406720	7.8055884690	24.0886561800
4.0893015030	-12.2762375300	16.8561367000	4.0893015030	7.8120443820	24.0891291000
4.1445623340	-12.2785920400	16.8538336700	4.1445623340	7.8170473050	24.0880385600
4.1998231650	-12.2784022900	16.8536308200	4.1998231650	7.8216756460	24.0886051800
4.2550839960	-12.2689924500	16.8524217100	4.2550839960	7.8236465720	24.0876573700
4.3103448280	-12.2576256100	16.8518401800	4.3103448280	7.8298966560	24.0886795700
4.3656056590	-12.2311972300	16.8500975900	4.3656056590	7.8338035360	24.0902662200
4.4208664900	-12.2368053900	16.8512815800	4.4208664900	7.8422619330	24.0895897100
4.4761273210	-12.2442002100	16.8521074400	4.4761273210	7.8533280260	24.0907545000
4.5313881520	-12.2478988200	16.8515350000	4.5313881520	7.8620784990	24.0900961100
4.5866489830	-12.2462887300	16.8513631800	4.5866489830	7.8750251080	24.0914353900
4.6419098140	-12.2418485100	16.8518699700	4.6419098140	7.8815498180	24.0916305100
4.6971706450	-12.2560614700	16.8487627000	4.6971706450	7.8833646760	24.0917220800
4.7524314770	-12.2545528500	16.8504386300	4.7524314770	7.8897509430	24.0914599000
4.8076923080	-12.2394892300	16.8506000700	4.8076923080	7.8954733370	24.0920435000
4.8629531390	-12.2455430700	16.8509009600	4.8629531390	7.8963455440	24.0919483100
4.9182139700	-12.2337512400	16.8525670700	4.9182139700	7.8999947440	24.0905666800
4.9734748010	-12.2443430300	16.8520388200	4.9734748010	7.9032176400	24.0910870900
5.0287356320	-12.2153409500	16.8519599400	5.0287356320	7.9055118060	24.0906071100
5.0839964630	-12.1746053000	16.8514203700	5.0839964630	7.9133197710	24.0910190200
5.1392572940	-12.1515942700	16.8499199100	5.1392572940	7.9124118830	24.0903338600
5.1945181260	-12.1325353000	16.8493584200	5.1945181260	7.9250107630	24.0893320500
5.2497789570	-12.1433478300	16.8490130800	5.2497789570	7.9297548630	24.0901701000
5.3050397880	-12.1522577400	16.8490628800	5.3050397880	7.9298983280	24.0901853300
5.3603006190	-12.1146877800	16.8507554500	5.3603006190	7.9388932190	24.0910085200
5.4155614500	-12.0717993700	16.8492620700	5.4155614500	7.9681647990	24.0904960200
5.4708222810	-12.0105056600	16.8470281200	5.4708222810	7.9891218720	24.0902594200
5.5260831120	-11.9700084100	16.8513160800	5.5260831120	7.9989710520	24.0891129100
5.5813439430	-11.9996985900	16.8533897700	5.5813439430	8.0068867140	24.0908125500
5.6366047750	-12.0327462400	16.8532276900	5.6366047750	8.0069768940	24.0922332200
5.6918656060	-12.0554884700	16.8536688400	5.6918656060	8.0112374530	24.0915833000
5.7471264370	-12.0741488500	16.8532589400	5.7471264370	8.0071858110	24.0924661000
5.8023872680	-12.0617692300	16.8535600700	5.8023872680	8.0105007540	24.0916419300
5.8576480990	-12.0502543900	16.8546864100	5.8576480990	8.0079608440	24.0917797000
5.9129089300	-12.0334013200	16.8542456900	5.9129089300	8.0086891800	24.0925028500
5.9681697610	-12.0261183200	16.8538772700	5.9681697610	8.0125844180	24.0921849100
6.0234305920	-12.0229282100	16.8536445700	6.0234305920	8.0123092030	24.0932215300
6.0786914240	-12.0327679400	16.8530777100	6.0786914240	8.0180284690	24.0932274000
6.1339522550	-12.0298689700	16.8509951000	6.1339522550	8.0226681520	24.0931493800
6.1892130860	-12.0159879400	16.8520989700	6.1892130860	8.0267285530	24.0923367700
6.2444739170	-12.0321268200	16.8534075400	6.2444739170	8.0308781960	24.0916896500
6.2997347480	-12.0026686500	16.8523337100	6.2997347480	8.0412852560	24.0920112800
6.3549955790	-11.9794817100	16.8500665600	6.3549955790	8.0458910300	24.0918713600
6.4102564100	-11.9350973100	16.8494947900	6.4102564100	8.0575595900	24.0908123100
6.4655172410	-11.9407924600	16.8501171900	6.4655172410	8.0835386440	24.0915430600
6.5207780730	-11.9349900900	16.8495809000	6.5207780730	8.0797657030	24.0904478500
6.5760389040	-11.9378585000	16.8495248800	6.5760389040	8.0916028940	24.0891456700
6.6312997350	-11.9574280100	16.8498237800	6.6312997350	8.0956805690	24.0882199100
6.6865605660	-11.9636151800	16.8481898600	6.6865605660	8.0976646640	24.0884470800
6.7418213970	-11.9607764800	16.8503039800	6.7418213970	8.1006662390	24.0880106300
6.7970822280	-11.9756165200	16.8508022300	6.7970822280	8.1005092810	24.0877920200
6.8523430590	-11.9561213200	16.8508094700	6.8523430590	8.1053858310	24.0872131600
6.9076038900	-11.9467097000	16.8512156800	6.9076038900	8.1070195830	24.0877206600
6.9628647210	-11.9514853400	16.8475792600	6.9628647210	8.1116196160	24.0871309600
7.0181255530	-11.9645433500	16.8480413900	7.0181255530	8.1169648010	24.0868505100
7.0733863840	-11.9724506600	16.8500807100	7.0733863840	8.1107676110	24.0879809600
7.1286472150	-11.9735637400	16.8513803500	7.1286472150	8.1123265780	24.0873820800
7.1839080460	-11.9679029100	16.8528086900	7.1839080460	8.1154795830	24.0882544900
7.2391688770	-11.9598893600	16.8537280700	7.2391688770	8.1141683680	24.0878928500
7.2944297080	-11.9650362300	16.8555293200	7.2944297080	8.1127487000	24.0880177200
7.3496905390	-11.9901345600	16.8551021800	7.3496905390	8.1136495280	24.0866378200
7.4049513700	-11.9791578000	16.8565872500	7.4049513700	8.1159464740	24.0882736500
7.4602122020	-11.9757198900	16.8560397400	7.4602122020	8.1130843530	24.0876868400
7.5154730330	-11.9805489000	16.8529475200	7.5154730330	8.1183644390	24.0887610900
7.5707338640	-11.9567936300	16.8532819100	7.5707338640	8.1177644680	24.0880578400
7.6259946950	-11.9489870100	16.8541540200	7.6259946950	8.1126083370	24.0885122800
7.6812555260	-11.9597798900	16.8529719000	7.6812555260	8.1142206510	24.0885207700
7.7365163570	-11.9657859900	16.8519941600	7.7365163570	8.1179496990	24.0875951200
7.7917771880	-11.9495345300	16.8484772600	7.7917771880	8.1221991630	24.0885013300
7.8470380190	-11.9663989500	16.8479864400	7.8470380190	8.1263231270	24.0874541100
7.9022988510	-11.9773114300	16.8508639800	7.9022988510	8.1237294220	24.0883639200
7.9575596820	-11.9585085200	16.8516547500	7.9575596820	8.1243073020	24.0868900600
8.0128205130	-11.9464731700	16.8373186500	8.0128205130	8.1485908160	24.0869511700
8.0680813440	-11.9495800200	16.8384517900	8.0680813440	8.1580348990	24.0850681400
8.1233421750	-11.9440823300	16.8436468800	8.1233421750	8.1746989320	24.0840608500
8.1786030060	-11.9369742600	16.8470750800	8.1786030060	8.2059777540	24.0842423000
8.2338638370	-11.9430731700	16.8502224900	8.2338638370	8.2121900250	24.0831118600
8.2891246680	-11.9460258700	16.8493763500	8.2891246680	8.2149688410	24.0843898000
8.3443855000	-11.9268125700	16.8436369700	8.3443855000	8.2291615540	24.0822901800
8.3996463310	-11.9209143500	16.8421215900	8.3996463310	8.2392677500	24.0810623300
8.4549071620	-11.9104188300	16.8456140100	8.4549071620	8.2644597480	24.0825620300
8.5101679930	-11.9164955700	16.8489905600	8.5101679930	8.2645040960	24.0815867200
8.5654288240	-11.9276867300	16.8507438500	8.5654288240	8.2767982090	24.0830630800
8.6206896550	-11.9272159300	16.8527741900	8.6206896550	8.2883253710	24.0830766200
8.6759504860	-11.9192708600	16.8533599600	8.6759504860	8.2964188130	24.0851638400
8.7312113170	-11.9331561600	16.8547457200	8.7312113170	8.3040476410	24.0824348000
8.7864721490	-11.9227074600	16.8546090100	8.7864721490	8.3133650990	24.0849558900
8.8417329800	-11.9129093500	16.8544895700	8.8417329800	8.3177254860	24.0845131400
8.8969938110	-11.9126083800	16.8535075700	8.8969938110	8.3218123950	24.0845147100
8.9522546420	-11.9326239100	16.8515459800	8.9522546420	8.3245578240	24.0836161500
9.0075154730	-11.9473437300	16.8505134200	9.0075154730	8.3321368010	24.0840937500
9.0627763040	-11.9361147100	16.8529869400	9.0627763040	8.3281785110	24.0833482200
9.1180371350	-11.9288277300	16.8535755200	9.1180371350	8.3284695400	24.0849422900
9.1732979660	-11.9225815400	16.8540515500	9.1732979660	8.3335577690	24.0837349300
9.2285587980	-11.9364858800	16.8520166700	9.2285587980	8.3295117780	24.0842486900
9.2838196290	-11.9348092400	16.8499575900	9.2838196290	8.3331324830	24.0838629500
9.3390804600	-11.9108948700	16.8506172700	9.3390804600	8.3379772150	24.0837365300
9.3943412910	-11.8768277500	16.8477848000	9.3943412910	8.3464329940	24.0818675600
9.4496021220	-11.9168098800	16.8472131100	9.4496021220	8.3445761070	24.0834352400
9.5048629530	-11.9312352300	16.8496723900	9.5048629530	8.3416353010	24.0831288900
9.5601237840	-11.9385653900	16.8491984600	9.5601237840	8.3533672130	24.0829025000
9.6153846150	-11.9446614500	16.8476877800	9.6153846150	8.3587032930	24.0822443500
9.6706454470	-11.9458573200	16.8495875800	9.6706454470	8.3598785210	24.0835794400
9.7259062780	-11.9460078500	16.8516908500	9.7259062780	8.3658446570	24.0840452500
9.7811671090	-11.9474981400	16.8505380800	9.7811671090	8.3738136660	24.0839006600
9.8364279400	-11.9614502300	16.8507863700	9.8364279400	8.3750378550	24.0833640800
9.8916887710	-11.9741527200	16.8512813100	9.8916887710	8.3780154860	24.0832067900
9.9469496020	-11.9654778500	16.8510170300	9.9469496020	8.3721934060	24.0829998900
10.0022104300	-11.9849962800	16.8504982800	10.0022104300	8.3720202990	24.0827601800
10.0574712600	-11.9775609300	16.8517825500	10.0574712600	8.3741935410	24.0843111200
10.1127321000	-11.9674367700	16.8492731000	10.1127321000	8.3769182000	24.0824433400
10.1679929300	-11.9613937300	16.8492947600	10.1679929300	8.3727455390	24.0825906500
10.2232537600	-11.9460812900	16.8513440700	10.2232537600	8.3833492740	24.0820706500
10.2785145900	-11.9359368600	16.8536238200	10.2785145900	8.3946474180	24.0844401200
10.3337754200	-11.9381739500	16.8544606900	10.3337754200	8.4065437920	24.0841474600
10.3890362500	-11.9415837400	16.8533494800	10.3890362500	8.4153688430	24.0830929400
10.4442970800	-11.9495921100	16.8487938600	10.4442970800	8.4124877070	24.0831957400
10.4995579100	-11.9360381000	16.8532193400	10.4995579100	8.4229311190	24.0840030500
10.5548187400	-11.9404964300	16.8555214300	10.5548187400	8.4259088810	24.0861719700
10.6100795800	-11.9520759000	16.8558134500	10.6100795800	8.4270062210	24.0857094300
10.6653404100	-11.9551696200	16.8555562500	10.6653404100	8.4299594920	24.0839582500
10.7206012400	-11.9638946500	16.8567185800	10.7206012400	8.4269643820	24.0853619100
10.7758620700	-11.9561087100	16.8566380300	10.7758620700	8.4297953990	24.0865399500
10.8311229000	-11.9530182900	16.8556790700	10.8311229000	8.4329196880	24.0846253100
10.8863837300	-11.9636415900	16.8547605700	10.8863837300	8.4322625240	24.0853657700
10.9416445600	-12.0238427200	16.8522291200	10.9416445600	8.4319411750	24.0861789000
10.9969053900	-12.0258590300	16.8521098100	10.9969053900	8.4331853910	24.0849255400
11.0521662200	-11.9878427200	16.8501690500	11.0521662200	8.4362957870	24.0843128900
11.1074270600	-11.9885800500	16.8504753000	11.1074270600	8.4389750600	24.0857624200
11.1626878900	-11.9979665100	16.8530474600	11.1626878900	8.4403228630	24.0858184800
11.2179487200	-11.9981989900	16.8529304300	11.2179487200	8.4382880370	24.0860002200
11.2732095500	-12.0085180700	16.8530944000	11.2732095500	8.4380042840	24.0861815700
11.3284703800	-12.0052645100	16.8526373200	11.3284703800	8.4392583760	24.0856636500
11.3837312100	-11.9631116900	16.8531682700	11.3837312100	8.4427267680	24.0860293000
11.4389920400	-11.9506619300	16.8525074200	11.4389920400	8.4458552380	24.0862837200
11.4942528700	-11.9616288100	16.8508660000	11.4942528700	8.4473734560	24.0869991200
11.5495137000	-11.9509077000	16.8493681700	11.5495137000	8.4435366830	24.0857942800
11.6047745400	-11.9390150400	16.8489508100	11.6047745400	8.4457364610	24.0859877400
11.6600353700	-11.9155051800	16.8491473300	11.6600353700	8.4507682190	24.0863882600
11.7152962000	-11.9347847500	16.8466619000	11.7152962000	8.4536805530	24.0861797900
11.7705570300	-11.9502579100	16.8486310900	11.7705570300	8.4557928310	24.0851976300
11.8258178600	-11.9422949100	16.8514088200	11.8258178600	8.4548919210	24.0861556000
11.8810786900	-11.9334020200	16.8495899900	11.8810786900	8.4568357240	24.0865363000
11.9363395200	-11.9410442300	16.8475479300	11.9363395200	8.4574300630	24.0867973700
11.9916003500	-11.9486903700	16.8497921100	11.9916003500	8.4609497770	24.0854760400
12.0468611800	-11.9459954500	16.8497724200	12.0468611800	8.4648463340	24.0853369900
12.1021220200	-11.9425021900	16.8527255800	12.1021220200	8.4677727340	24.0849866000
12.1573828500	-11.9366248500	16.8532884000	12.1573828500	8.4715168510	24.0845374500
12.2126436800	-11.9389621500	16.8538325000	12.2126436800	8.4801895980	24.0849686800
12.2679045100	-11.9459050600	16.8540130400	12.2679045100	8.4882786270	24.0840349600
12.3231653400	-11.9335202500	16.8541612500	12.3231653400	8.4879204700	24.0838420700
12.3784261700	-11.9445238400	16.8556228300	12.3784261700	8.4950688740	24.0847780000
12.4336870000	-11.9508958600	16.8563496900	12.4336870000	8.4971611210	24.0845833600
12.4889478300	-11.9430341300	16.8555588400	12.4889478300	8.4988986030	24.0869620500
12.5442086600	-11.9557108800	16.8536698400	12.5442086600	8.5210075750	24.0862574000
12.5994695000	-11.9552318000	16.8525683900	12.5994695000	8.5250868060	24.0865715500
12.6547303300	-11.9464885600	16.8507431600	12.6547303300	8.5343520670	24.0869000400
12.7099911600	-11.9153804800	16.8429098900	12.7099911600	8.5397877630	24.0881496100
12.7652519900	-11.9173715900	16.8355813000	12.7652519900	8.5434475220	24.0877513900
12.8205128200	-11.9277657000	16.8428300900	12.8205128200	8.5449071080	24.0869648200
12.8757736500	-11.9212706200	16.8458804700	12.8757736500	8.5561474500	24.0881574100
12.9310344800	-11.9308068300	16.8503740200	12.9310344800	8.5579067770	24.0868579600
12.9862953100	-11.9455908200	16.8546446600	12.9862953100	8.5622116280	24.0870950100
13.0415561500	-11.9540021400	16.8557650300	13.0415561500	8.5647785800	24.0874101100
13.0968169800	-11.9595779700	16.8563047300	13.0968169800	8.5657167830	24.0875765600
13.1520778100	-11.9581786600	16.8569870400	13.1520778100	8.5697297020	24.0876041500
13.2073386400	-11.9635849500	16.8576952700	13.2073386400	8.5735236300	24.0865177000
13.2625994700	-11.9621059500	16.8575878800	13.2625994700	8.5743242550	24.0874400300
13.3178603000	-11.9574562100	16.8570337600	13.3178603000	8.5784548440	24.0878079700
13.3731211300	-11.9629972200	16.8558841100	13.3731211300	8.5817852900	24.0877980900
13.4283819600	-11.9520187000	16.8561869600	13.4283819600	8.5824369940	24.0870138800
13.4836427900	-11.9536452100	16.8525371800	13.4836427900	8.5864829720	24.0864274200
13.5389036300	-11.9398506500	16.8514679700	13.5389036300	8.5851904750	24.0870481100
13.5941644600	-11.9168544600	16.8507660200	13.5941644600	8.6055962760	24.0877296800
13.6494252900	-11.9101816700	16.8478037500	13.6494252900	8.6103859000	24.0885161200
13.7046861200	-11.9167028600	16.8490233700	13.7046861200	8.6297536860	24.0887284200
13.7599469500	-11.9235124300	16.8522917500	13.7599469500	8.6342981710	24.0892199300
13.8152077800	-11.9252747100	16.8535491900	13.8152077800	8.6391809060	24.0881068400
13.8704686100	-11.9351940000	16.8523793200	13.8704686100	8.6460743960	24.0891055900
13.9257294400	-11.9484569200	16.8542919900	13.9257294400	8.6461183080	24.0892088600
13.9809902700	-11.9296785500	16.8520037000	13.9809902700	8.6515072710	24.0884038900
14.0362511100	-11.9389977700	16.8528846400	14.0362511100	8.6532594770	24.0886428500
14.0915119400	-11.9378209500	16.8547482700	14.0915119400	8.6578354150	24.0893172500
14.1467727700	-11.9322446100	16.8545862400	14.1467727700	8.6646098900	24.0894868700
14.2020336000	-11.9384827900	16.8515000900	14.2020336000	8.6633987390	24.0894449600
14.2572944300	-11.9457857900	16.8535373400	14.2572944300	8.6690201530	24.0899821400
14.3125552600	-11.9346057000	16.8541725000	14.3125552600	8.6686647170	24.0903674700
14.3678160900	-11.9539641600	16.8481677900	14.3678160900	8.6728175010	24.0891940500
14.4230769200	-11.9639301600	16.8355892600	14.4230769200	8.6706406190	24.0894375600
14.4783377500	-11.9498355200	16.8319422900	14.4783377500	8.6749349600	24.0898497700
14.5335985900	-11.9437534200	16.8235634600	14.5335985900	8.6758515450	24.0895386300
14.5888594200	-11.9163169000	16.7787483600	14.5888594200	8.6790435960	24.0893571100
14.6441202500	-11.7709917400	16.7166189300	14.6441202500	8.6935711600	24.0888200200
14.6993810800	-12.1246792700	16.4873252300	14.6993810800	8.7447711270	24.0846963700
14.7546419100	-12.6673978500	16.0644060500	14.7546419100	8.7547456920	24.0844347800
14.8099027400	-13.0378769900	15.6528584800	14.8099027400	8.7903473880	24.0805062700
14.8651635700	-13.2511355000	15.3174081500	14.8651635700	8.7815504010	24.0805308500
14.9204244000	-13.3718878300	14.0915292300	14.9204244000	8.7853392340	24.0783478600
			14.9756852300	8.8433083140	24.0611555000
			15.0309460700	13.3578806100	22.5499180100
					
					
					
					
