SOLfas			SOLext		
t	x	y	t	x	y
0.0000000000	27.0503501000	8.5804653790	0.0000000000	43.4897241700	15.6204848100
0.0244110826	27.0515361400	8.5803885580	0.0244110826	43.4906886700	15.6199241000
0.0488221653	27.0514371600	8.5801200680	0.0488221653	43.4915268300	15.6198516500
0.0732332479	27.0530321100	8.5797153820	0.0732332479	43.4928063800	15.6196564200
0.0976443305	27.0538110600	8.5791210890	0.0976443305	43.4940188700	15.6193238900
0.1220554132	27.0548235100	8.5779407070	0.1220554132	43.4953594800	15.6191100800
0.1464664958	27.0555318500	8.5782324290	0.1464664958	43.4948997800	15.6192959500
0.1708775784	27.0566512400	8.5774950070	0.1708775784	43.4946742700	15.6195470800
0.1952886611	27.0543575600	8.5772869320	0.1952886611	43.4961501000	15.6194916900
0.2196997437	27.0545764100	8.5772426060	0.2196997437	43.4970274600	15.6191016300
0.2441108263	27.0557352600	8.5777583220	0.2441108263	43.4972108900	15.6197456600
0.2685219089	27.0547619600	8.5780908800	0.2685219089	43.4944103300	15.6198145800
0.2929329916	27.0540603400	8.5778729310	0.2929329916	43.4955474700	15.6199568500
0.3173440742	27.0549550100	8.5783050840	0.3173440742	43.4949887200	15.6206336900
0.3417551568	27.0550427300	8.5779179540	0.3417551568	43.4957159800	15.6200135200
0.3661662395	27.0551867200	8.5780689770	0.3661662395	43.4962637800	15.6204775800
0.3905773221	27.0566873300	8.5784202970	0.3905773221	43.4959876100	15.6202679700
0.4149884047	27.0572461300	8.5779970240	0.4149884047	43.4960578300	15.6205219900
0.4393994874	27.0574809600	8.5781880190	0.4393994874	43.4966615200	15.6203572900
0.4638105700	27.0575252800	8.5794201220	0.4638105700	43.4965736500	15.6203834300
0.4882216526	27.0675045100	8.5807356890	0.4882216526	43.4978577900	15.6213864800
0.5126327353	27.0656726500	8.5797143350	0.5126327353	43.4979018700	15.6217193800
0.5370438179	27.0599514900	8.5791792420	0.5370438179	43.4984680400	15.6234741400
0.5614549005	27.0226569300	8.5908708240	0.5614549005	43.4994261200	15.6299262200
0.5858659832	26.9971525200	8.6051415750	0.5858659832	43.4968290600	15.6316916200
0.6102770658	26.9183281600	8.6224478880	0.6102770658	43.4928350000	15.6376652700
0.6346881484	26.7615319200	8.6470479730	0.6346881484	43.4785053000	15.6559568300
