GMfas			GMext		
t	x	y	t	x	y
0.00000000000	14.62376819000	0.67967122670	0.00000000000	5.00622793600	9.51042752400
0.05961251863	14.67123294000	0.67683517390	0.05961251863	5.00759854500	9.50998400200
0.11922503730	14.77395044000	0.66795452190	0.11922503730	5.01215157600	9.50937067700
0.17883755590	14.84211747000	0.66231381610	0.17883755590	5.01292962800	9.50936120500
0.23845007450	14.93159324000	0.65450745020	0.23845007450	5.01511323000	9.50910800900
0.29806259310	15.03839114000	0.64494382680	0.29806259310	5.01576093500	9.50891409500
0.35767511180	15.09500957000	0.64090496350	0.35767511180	5.01594309100	9.50899947600
0.41728763040	15.20021671000	0.63212472040	0.41728763040	5.01956406500	9.50819654100
0.47690014900	15.26178326000	0.62731369680	0.47690014900	5.02186275400	9.50799036400
0.53651266770	15.37916522000	0.61811338460	0.53651266770	5.02463498600	9.50771972900
0.59612518630	15.47640524000	0.60987416140	0.59612518630	5.03073822600	9.50702902400
0.65573770490	15.55076669000	0.60364030900	0.65573770490	5.03216553600	9.50693993900
0.71535022350	15.65049461000	0.59494625060	0.71535022350	5.03410167300	9.50676376100
0.77496274220	15.69132422000	0.59388874820	0.77496274220	5.03794752500	9.50736457700
0.83457526080	15.73003225000	0.60260521030	0.83457526080	5.06742871600	9.50451727100
0.89418777940	15.76341961000	0.60426002430	0.89418777940	5.06688214300	9.50479676300
0.95380029810	15.80863609000	0.60175620100	0.95380029810	5.07820545300	9.50420024500
1.01341281700	15.89195919000	0.59187861770	1.01341281700	5.08610843400	9.50406125100
1.07302533500	15.97657461000	0.58649558390	1.07302533500	5.08830285500	9.50394620700
1.13263785400	16.02851110000	0.58010299610	1.13263785400	5.10795055300	9.50238340700
1.19225037300	16.09350349000	0.57278711440	1.19225037300	5.11482785800	9.50085506100
1.25186289100	16.18430539000	0.57140856390	1.25186289100	5.13221420200	9.50069771700
1.31147541000	16.23494403000	0.57357215130	1.31147541000	5.14378935100	9.49955573700
