CALinsMM			CALext		
t	x	y	t	x	y
2.861400894	12.17846317	4.607904853	2.861400894000	-12.075634480000	14.640744730000
2.921013413	12.22114456	4.599422465	2.921013413000	-12.076486850000	14.645214720000
2.980625931	12.22865113	4.586312734	2.980625931000	-12.074039090000	14.649430400000
3.04023845	12.21853433	4.593618897	3.040238450000	-12.070311720000	14.647836250000
3.099850969	12.19413977	4.601275432	3.099850969000	-12.067912430000	14.648702520000
3.159463487	12.17528218	4.604523254	3.159463487000	-12.065603680000	14.649392380000
3.219076006	12.16642141	4.609517758	3.219076006000	-12.071008330000	14.647019120000
3.278688525	12.16418895	4.609691649	3.278688525000	-12.065965250000	14.645494270000
3.338301043	12.16388968	4.610625062	3.338301043000	-12.065244540000	14.646311930000
3.397913562	12.1662616	4.606276807	3.397913562000	-12.064569630000	14.648877250000
3.45752608	12.1733653	4.602501843	3.457526080000	-12.061407700000	14.648265580000
3.517138599	12.16711207	4.604193535	3.517138599000	-12.062241540000	14.647751220000
3.576751118	12.18336469	4.60337281	3.576751118000	-12.059460830000	14.647471240000
3.636363636	12.20189562	4.603697025	3.636363636000	-12.063015530000	14.646819790000
3.695976155	12.20376061	4.604360083	3.695976155000	-12.062258920000	14.647749990000
3.755588674	12.20084039	4.604812266	3.755588674000	-12.061250000000	14.647000170000
3.815201192	12.19870893	4.602179832	3.815201192000	-12.061387440000	14.647604950000
3.874813711	12.20459046	4.602428601	3.874813711000	-12.059453080000	14.647536660000
3.93442623	12.21085577	4.603682157	3.934426230000	-12.057811060000	14.646044860000
3.994038748	12.21180129	4.60603	3.994038748000	-12.062313620000	14.648753390000
4.053651267	12.17900032	4.611378917	4.053651267000	-12.059982460000	14.647681530000
4.113263785	12.15970825	4.614438136	4.113263785000	-12.056012050000	14.643105870000
4.172876304	12.1221835	4.621453231	4.172876304000	-12.060579360000	14.643168410000
4.232488823	12.12286459	4.630796541	4.232488823000	-12.058428770000	14.641556680000
4.292101341	12.13799352	4.635872791	4.292101341000	-12.060269270000	14.642536930000
4.35171386	12.18900091	4.627518514	4.351713860000	-12.057925020000	14.641202800000
4.411326379	12.1995437	4.624909967	4.411326379000	-12.056889930000	14.641920060000
4.470938897	12.19235807	4.629298083	4.470938897000	-12.055055970000	14.643191460000
4.530551416	12.20536734	4.633550876	4.530551416000	-12.054613750000	14.642769530000
4.590163934	12.2181908	4.634149863	4.590163934000	-12.055349000000	14.643006290000
4.649776453	12.23384729	4.626735683	4.649776453000	-12.055150030000	14.643102790000
4.709388972	12.2268197	4.627005104	4.709388972000	-12.052970720000	14.643902080000
4.76900149	12.21685986	4.628874735	4.769001490000	-12.057570870000	14.643912070000
4.828614009	12.21535149	4.628259961	4.828614009000	-12.054928720000	14.644580780000
4.888226528	12.21203469	4.629055172	4.888226528000	-12.052063290000	14.643099150000
4.947839046	12.21378141	4.629980679	4.947839046000	-12.052225450000	14.645715020000
5.007451565	12.21891993	4.631135592	5.007451565000	-12.052443590000	14.644497410000
5.067064083	12.23382259	4.638212514	5.067064083000	-12.053770650000	14.645345820000
5.126676602	12.23120935	4.637211204	5.126676602000	-12.050712660000	14.646511250000
5.186289121	12.22732691	4.636267136	5.186289121000	-12.051274500000	14.645240270000
5.245901639	12.23360185	4.641618879	5.245901639000	-12.048594930000	14.647792620000
5.305514158	12.23335775	4.639206196	5.305514158000	-12.046638150000	14.646779130000
5.365126677	12.23422455	4.633630462	5.365126677000	-12.049208730000	14.646621750000
5.424739195	12.25559404	4.630907393	5.424739195000	-12.052026860000	14.642510690000
5.484351714	12.26150642	4.631393123	5.484351714000	-12.050408800000	14.642570790000
5.543964232	12.26169678	4.626037653	5.543964232000	-12.049716270000	14.642255780000
5.603576751	12.2422549	4.627745844	5.603576751000	-12.048951360000	14.643037880000
5.66318927	12.21107937	4.622269845	5.663189270000	-12.044513010000	14.640864390000
5.722801788	12.20003346	4.617113826	5.722801788000	-12.042323260000	14.639470010000
5.782414307	12.20958624	4.618662537	5.782414307000	-12.037867430000	14.638516360000
5.842026826	12.21648437	4.621810609	5.842026826000	-12.042969400000	14.636577880000
5.901639344	12.22575084	4.627847662	5.901639344000	-12.045212590000	14.636958170000
5.961251863	12.21542986	4.6216846	5.961251863000	-12.042534520000	14.640412930000
6.020864382	12.20326765	4.62096854	6.020864382000	-12.034142190000	14.638506530000
6.0804769	12.20529299	4.616802835	6.080476900000	-12.044445220000	14.637557120000
6.140089419	12.22218295	4.627410297	6.140089419000	-12.043089820000	14.639709370000
6.199701937	12.1867618	4.649174111	6.199701937000	-12.041581770000	14.636216590000
6.259314456	12.20609171	4.663277208	6.259314456000	-12.044089120000	14.636537290000
6.318926975	12.2080084	4.662769023	6.318926975000	-12.042014100000	14.636604350000
6.378539493	12.14602047	4.656004086	6.378539493000	-12.032096590000	14.640124310000
6.438152012	12.106727	4.658949999	6.438152012000	-12.010500240000	14.637853230000
6.497764531	12.09329137	4.663610067	6.497764531000	-12.017043590000	14.639249210000
6.557377049	12.09564598	4.676595645	6.557377049000	-12.021779320000	14.638308980000
6.616989568	12.07319823	4.671382324	6.616989568000	-12.033227410000	14.628539330000
6.676602086	12.07475725	4.678287423	6.676602086000	-12.039875330000	14.634350540000
6.736214605	12.0689451	4.675662912	6.736214605000	-12.044784200000	14.634850620000
6.795827124	12.07194504	4.672480368	6.795827124000	-12.045550230000	14.635718930000
6.855439642	12.10356852	4.683227579	6.855439642000	-12.044448970000	14.637147060000
6.915052161	12.12497952	4.695013775	6.915052161000	-12.043013890000	14.641233300000
6.97466468	12.17052393	4.702174842	6.974664680000	-12.046395870000	14.642717640000
7.034277198	12.2007014	4.706028353	7.034277198000	-12.041454810000	14.639924460000
7.093889717	12.20835304	4.698022814	7.093889717000	-12.040509950000	14.640229670000
7.153502235	12.21509696	4.692180131	7.153502235000	-12.034953140000	14.640431720000
7.213114754	12.20358924	4.690805551	7.213114754000	-12.036135930000	14.642734950000
7.272727273	12.17230796	4.679624043	7.272727273000	-12.038654220000	14.639457950000
7.332339791	12.17932978	4.680268757	7.332339791000	-12.032627180000	14.641913290000
7.39195231	12.19336423	4.686089959	7.391952310000	-12.034897280000	14.639186080000
7.451564829	12.18476993	4.681724711	7.451564829000	-12.040741600000	14.638261190000
7.511177347	12.20220416	4.68614539	7.511177347000	-12.038165800000	14.637832860000
7.570789866	12.2065574	4.686332106	7.570789866000	-12.040876980000	14.638714730000
7.630402385	12.20096059	4.687736466	7.630402385000	-12.040848480000	14.637107780000
7.690014903	12.19796408	4.685863711	7.690014903000	-12.039511440000	14.636586500000
7.749627422	12.19022411	4.682185138	7.749627422000	-12.033051280000	14.636428950000
7.80923994	12.17495751	4.675082537	7.809239940000	-12.036320220000	14.637957030000
7.868852459	12.17839699	4.670755342	7.868852459000	-12.034298560000	14.639038360000
7.928464978	12.18685425	4.679628969	7.928464978000	-12.040726480000	14.639185410000
7.988077496	12.19082796	4.681084374	7.988077496000	-12.037187730000	14.639163210000
8.047690015	12.22361108	4.68450662	8.047690015000	-12.040322360000	14.640245080000
8.107302534	12.24759808	4.67781445	8.107302534000	-12.040416270000	14.639401010000
8.166915052	12.25599219	4.675491066	8.166915052000	-12.036413940000	14.638144800000
8.226527571	12.22262345	4.662391768	8.226527571000	-12.036708900000	14.639079820000
8.286140089	12.19563857	4.64900919	8.286140089000	-12.037754160000	14.638539220000
8.345752608	12.15255052	4.645806054	8.345752608000	-12.041220070000	14.638851820000
8.405365127	12.1590995	4.65621932	8.405365127000	-12.037525400000	14.637583090000
8.464977645	12.19323741	4.668245839	8.464977645000	-12.039807230000	14.639156680000
8.524590164	12.20727465	4.668816591	8.524590164000	-12.041639800000	14.638376880000
8.584202683	12.26163123	4.670373447	8.584202683000	-12.042144880000	14.638427170000
8.643815201	12.30083197	4.66390877	8.643815201000	-12.039871180000	14.638788710000
8.70342772	12.27749254	4.659077374	8.703427720000	-12.037281250000	14.639112220000
8.763040238	12.32034879	4.662217107	8.763040238000	-12.038636340000	14.639801300000
8.822652757	12.37861493	4.668505314	8.822652757000	-12.038361970000	14.639360700000
8.882265276	12.42394933	4.674898822	8.882265276000	-12.041846990000	14.640266790000
8.941877794	12.42936097	4.678482644	8.941877794000	-12.036613590000	14.639205230000
9.001490313	12.41100102	4.673850163	9.001490313000	-12.038397910000	14.638908900000
9.061102832	12.40311924	4.673644337	9.061102832000	-12.037194080000	14.639687580000
9.12071535	12.41192529	4.674627544	9.120715350000	-12.038909950000	14.639050470000
9.180327869	12.43064771	4.675570861	9.180327869000	-12.042259830000	14.639312560000
9.239940387	12.43630301	4.670530429	9.239940387000	-12.038287790000	14.638323120000
9.299552906	12.47185062	4.672341432	9.299552906000	-12.039380410000	14.638457400000
9.359165425	12.48400785	4.675893811	9.359165425000	-12.038682740000	14.638026460000
9.418777943	12.48476399	4.673949125	9.418777943000	-12.039916690000	14.636547330000
9.478390462	12.47658805	4.673195234	9.478390462000	-12.042992160000	14.634810250000
9.538002981	12.47652973	4.668056368	9.538002981000	-12.039726500000	14.634279520000
9.597615499	12.49049089	4.666477746	9.597615499000	-12.037671890000	14.634029330000
9.657228018	12.49666722	4.668099784	9.657228018000	-12.038551670000	14.632772550000
9.716840537	12.48852476	4.670918432	9.716840537000	-12.043858200000	14.632519590000
9.776453055	12.47915315	4.677828599	9.776453055000	-12.041756210000	14.631772370000
9.836065574	12.46649291	4.673577853	9.836065574000	-12.038716560000	14.632107360000
9.895678092	12.45606407	4.668774252	9.895678092000	-12.039508790000	14.631812770000
9.955290611	12.46458741	4.666679336	9.955290611000	-12.039024680000	14.630242900000
10.01490313	12.4638612	4.665274629	10.014903130000	-12.040026810000	14.629020280000
10.07451565	12.46674939	4.666753407	10.074515650000	-12.038702880000	14.630735780000
10.13412817	12.46684852	4.665548347	10.134128170000	-12.038714180000	14.628543380000
10.19374069	12.47538822	4.662862514	10.193740690000	-12.040064140000	14.624292510000
10.2533532	12.4810931	4.659885272	10.253353200000	-12.036188750000	14.625643570000
10.31296572	12.48235958	4.652907156	10.312965720000	-12.033281290000	14.621247770000
10.37257824	12.47154635	4.650188018	10.372578240000	-12.039036090000	14.623493020000
10.43219076	12.48426927	4.631679079	10.432190760000	-12.033957560000	14.622407700000
10.49180328	12.48652121	4.61126696	10.491803280000	-12.030200100000	14.621051550000
10.5514158	12.48922707	4.60000429	10.551415800000	-12.026874550000	14.624915900000
10.61102832	12.48163579	4.593037359	10.611028320000	-12.026997480000	14.626701020000
10.67064083	12.47003941	4.588231573	10.670640830000	-12.030073130000	14.628601360000
10.73025335	12.47218226	4.590014648	10.730253350000	-12.036043640000	14.629298710000
10.78986587	12.46605674	4.599239963	10.789865870000	-12.035173980000	14.631181980000
10.84947839	12.45950539	4.605323708	10.849478390000	-12.037615300000	14.631127000000
10.90909091	12.45469799	4.607303472	10.909090910000	-12.038716270000	14.632660960000
10.96870343	12.443408	4.602645966	10.968703430000	-12.039126740000	14.633287850000
11.02831595	12.45009511	4.600933381	11.028315950000	-12.040530240000	14.634591150000
11.08792846	12.46342412	4.600733618	11.087928460000	-12.045180600000	14.636054760000
11.14754098	12.4678722	4.599200492	11.147540980000	-12.046029100000	14.636462300000
11.2071535	12.46520911	4.599695275	11.207153500000	-12.044380440000	14.636419930000
11.26676602	12.46895212	4.599192933	11.266766020000	-12.042910570000	14.636544260000
11.32637854	12.47370801	4.599487182	11.326378540000	-12.045480090000	14.638080960000
11.38599106	12.47939033	4.599007451	11.385991060000	-12.048377850000	14.637951100000
11.44560358	12.48526741	4.598860808	11.445603580000	-12.047334200000	14.637833080000
11.5052161	12.48560739	4.598980663	11.505216100000	-12.049915010000	14.637574390000
11.56482861	12.48292864	4.595736981	11.564828610000	-12.049399210000	14.637806350000
11.62444113	12.49029955	4.593702072	11.624441130000	-12.048047760000	14.638220860000
11.68405365	12.48743341	4.59391799	11.684053650000	-12.046277500000	14.638124260000
11.74366617	12.49313964	4.594033262	11.743666170000	-12.048498010000	14.638418150000
11.80327869	12.47759564	4.593319459	11.803278690000	-12.051190970000	14.638410800000
11.86289121	12.47130177	4.59459139	11.862891210000	-12.048323610000	14.638997350000
11.92250373	12.47186487	4.599199523	11.922503730000	-12.049787470000	14.638259130000
11.98211624	12.47562935	4.607597631	11.982116240000	-12.045297230000	14.638671970000
12.04172876	12.50411774	4.612020783	12.041728760000	-12.049013420000	14.639080630000
12.10134128	12.52967257	4.610938017	12.101341280000	-12.052122080000	14.638662060000
12.1609538	12.55933103	4.612691225	12.160953800000	-12.047910340000	14.638944500000
12.22056632	12.56763392	4.616934411	12.220566320000	-12.053181600000	14.638821140000
12.28017884	12.56202642	4.618304752	12.280178840000	-12.048690860000	14.638749580000
12.33979136	12.56066679	4.625623347	12.339791360000	-12.049511900000	14.638794040000
12.39940387	12.56673444	4.626936967	12.399403870000	-12.051642190000	14.638557140000
12.45901639	12.54154897	4.647826361	12.459016390000	-12.049898260000	14.638426480000
12.51862891	12.55489616	4.661192553	12.518628910000	-12.052508870000	14.637842060000
12.57824143	12.57594892	4.666692827	12.578241430000	-12.052736880000	14.638216990000
12.63785395	12.57568177	4.669753035	12.637853950000	-12.052685790000	14.638079770000
12.69746647	12.58270881	4.674658982	12.697466470000	-12.051738710000	14.637956690000
12.75707899	12.58555432	4.674698762	12.757078990000	-12.054747200000	14.637506950000
12.81669151	12.5824359	4.682499566	12.816691510000	-12.053492550000	14.637916960000
12.87630402	12.56768597	4.686619937	12.876304020000	-12.056226980000	14.636866860000
12.93591654	12.5618045	4.68675064	12.935916540000	-12.054258010000	14.637095990000
12.99552906	12.56598013	4.689517147	12.995529060000	-12.052986390000	14.636631940000
13.05514158	12.58308642	4.694016449	13.055141580000	-12.054619960000	14.636851190000
13.1147541	12.60269482	4.692385272	13.114754100000	-12.053923540000	14.636887630000
13.17436662	12.62325275	4.69523197	13.174366620000	-12.054437030000	14.636918950000
13.23397914	12.62988963	4.690300338	13.233979140000	-12.054680890000	14.636715850000
13.29359165	12.62096403	4.688372314	13.293591650000	-12.050267030000	14.636177870000
13.35320417	12.63085554	4.685751952	13.353204170000	-12.052144600000	14.634681340000
13.41281669	12.62347349	4.682876559	13.412816690000	-12.053836430000	14.633895080000
13.47242921	12.63878006	4.686837973	13.472429210000	-12.053707350000	14.635524650000
13.53204173	12.64389942	4.682697306	13.532041730000	-12.056468490000	14.635863550000
13.59165425	12.65003378	4.686360044	13.591654250000	-12.054208000000	14.636394370000
13.65126677	12.64715159	4.680510578	13.651266770000	-12.052746760000	14.636400640000
13.71087928	12.64642048	4.679756322	13.710879280000	-12.049040400000	14.637032690000
13.7704918	12.70080081	4.679842691	13.770491800000	-12.050440150000	14.637558940000
13.83010432	12.75601197	4.682108235	13.830104320000	-12.048898430000	14.637676310000
13.88971684	12.82742721	4.744170787	13.889716840000	-12.048330470000	14.639113610000
			13.949329360000	-12.053585380000	14.633499290000
			14.008941880000	-12.053068670000	14.370966490000
