CALbump			CALextskinUSED		
t	x	y	t	x	y
0.000000000000	14.596275050000	7.122580952000	0.000	-4.266906365	14.60913093
0.024860161590	14.597018320000	7.122095281000	0.02486016159	-4.265924968	14.60860955
0.049720323180	14.597978440000	7.122222916000	0.04972032318	-4.266565603	14.60845187
0.074580484770	14.597132350000	7.122324021000	0.07458048477	-4.265701502	14.60860269
0.099440646360	14.595829550000	7.122567497000	0.09944064636	-4.26748932	14.60847365
0.124300808000	14.597332500000	7.122284818000	0.124300808	-4.266364639	14.6088597
0.149160969500	14.597947350000	7.122239849000	0.1491609695	-4.266742964	14.6089311
0.174021131100	14.598771240000	7.122523351000	0.1740211311	-4.266231715	14.60916601
0.198881292700	14.597191110000	7.122909812000	0.1988812927	-4.265457485	14.60895009
0.223741454300	14.596789190000	7.122970807000	0.2237414543	-4.266574628	14.60880245
0.248601615900	14.596808530000	7.122997789000	0.2486016159	-4.267614562	14.60895087
0.273461777500	14.599475130000	7.123024039000	0.2734617775	-4.265678391	14.60895464
0.298321939100	14.602527050000	7.122843029000	0.2983219391	-4.265543166	14.60854101
0.323182100700	14.602634980000	7.123006273000	0.3231821007	-4.265703489	14.60883484
0.348042262300	14.609146400000	7.123087800000	0.3480422623	-4.265850434	14.60886189
0.372902423900	14.608930490000	7.123252413000	0.3729024239	-4.26641395	14.60859221
0.397762585500	14.610893930000	7.123244374000	0.3977625855	-4.265776528	14.60884596
0.422622747000	14.613960480000	7.123042795000	0.422622747	-4.265512128	14.6091886
0.447482908600	14.614516080000	7.123122666000	0.4474829086	-4.265850858	14.60916003
0.472343070200	14.614093820000	7.123314681000	0.4723430702	-4.266311252	14.60868639
0.497203231800	14.618027790000	7.123119764000	0.4972032318	-4.264103648	14.6084262
0.522063393400	14.615330160000	7.123250671000	0.5220633934	-4.263978692	14.60854679
0.546923555000	14.616653000000	7.123299625000	0.546923555	-4.264173292	14.60857268
0.571783716600	14.614142730000	7.123557191000	0.5717837166	-4.264803208	14.60848159
0.596643878200	14.618996260000	7.123545370000	0.5966438782	-4.264267933	14.60835219
0.621504039800	14.621188050000	7.123371724000	0.6215040398	-4.264422306	14.60866909
0.646364201400	14.618434660000	7.123480757000	0.6463642014	-4.26415081	14.60805968
0.671224363000	14.616461370000	7.123177299000	0.671224363	-4.2642719	14.60872324
0.696084524500	14.614109410000	7.123228511000	0.6960845245	-4.264617221	14.6083894
0.720944686100	14.616508670000	7.123193122000	0.7209446861	-4.264998813	14.60799511
0.745804847700	14.612131430000	7.122977281000	0.7458048477	-4.26470348	14.60897142
0.770665009300	14.612509040000	7.122914111000	0.7706650093	-4.264525419	14.60919153
0.795525170900	14.613112040000	7.123185455000	0.7955251709	-4.263449368	14.60903231
0.820385332500	14.610396330000	7.122990507000	0.8203853325	-4.263400051	14.60908938
0.845245494100	14.609388400000	7.123151605000	0.8452454941	-4.263479605	14.60897954
0.870105655700	14.610559140000	7.122979739000	0.8701056557	-4.263696369	14.60913677
0.894965817300	14.611594580000	7.123029288000	0.8949658173	-4.263542202	14.60901616
0.919825978900	14.611958890000	7.123360850000	0.9198259789	-4.264115795	14.608862
0.944686140500	14.613605030000	7.123623770000	0.9446861405	-4.265294301	14.60835398
0.969546302100	14.611607140000	7.123587832000	0.9695463021	-4.264350255	14.6089729
0.994406463600	14.611471690000	7.123651783000	0.9944064636	-4.264226113	14.60932651
1.019266625000	14.608472500000	7.123463727000	1.019266625	-4.263916798	14.60857593
1.044126787000	14.610972400000	7.123792776000	1.044126787	-4.264645753	14.60825936
1.068986948000	14.611922930000	7.124060866000	1.068986948	-4.263890584	14.60849657
1.093847110000	14.612049500000	7.123951720000	1.09384711	-4.264854278	14.60845014
1.118707272000	14.609777580000	7.123693901000	1.118707272	-4.263943141	14.60871879
1.143567433000	14.607727410000	7.123929779000	1.143567433	-4.263665159	14.60865598
1.168427595000	14.607790530000	7.123852414000	1.168427595	-4.264876415	14.60847309
1.193287756000	14.606367620000	7.123656518000	1.193287756	-4.264904033	14.60880773
1.218147918000	14.606522930000	7.123848132000	1.218147918	-4.263398681	14.60872091
1.243008080000	14.607128800000	7.123913983000	1.24300808	-4.264115283	14.60886679
1.267868241000	14.606758320000	7.124207507000	1.267868241	-4.264693595	14.60846912
1.292728403000	14.606993470000	7.123832380000	1.292728403	-4.263677451	14.60859359
1.317588564000	14.604306120000	7.124278170000	1.317588564	-4.263303452	14.60903368
1.342448726000	14.604004880000	7.124344416000	1.342448726	-4.262487873	14.60876324
1.367308888000	14.603995480000	7.124024016000	1.367308888	-4.263897278	14.60880123
1.392169049000	14.602245350000	7.123711062000	1.392169049	-4.261803964	14.609419
1.417029211000	14.600568670000	7.123415866000	1.417029211	-4.262457455	14.61003353
1.441889372000	14.600160580000	7.123315364000	1.441889372	-4.261485616	14.6102691
1.466749534000	14.598981560000	7.123068794000	1.466749534	-4.263463929	14.6095585
1.491609695000	14.599412780000	7.122950253000	1.491609695	-4.261908637	14.61000318
1.516469857000	14.598900210000	7.122737565000	1.516469857	-4.263675497	14.61060825
1.541330019000	14.599738300000	7.122685512000	1.541330019	-4.261010781	14.60982881
1.566190180000	14.599559270000	7.122719996000	1.56619018	-4.263667324	14.60956129
1.591050342000	14.600024630000	7.122728816000	1.591050342	-4.261494673	14.60986795
1.615910503000	14.599473450000	7.122770434000	1.615910503	-4.260548862	14.61010529
1.640770665000	14.598551880000	7.122453831000	1.640770665	-4.260260169	14.61070429
1.665630827000	14.597158230000	7.122214986000	1.665630827	-4.262056162	14.61010728
1.690490988000	14.593533440000	7.121955943000	1.690490988	-4.262406568	14.61060977
1.715351150000	14.590335220000	7.121532002000	1.71535115	-4.262484054	14.61090726
1.740211311000	14.572315790000	7.120767406000	1.740211311	-4.263082353	14.61176052
1.765071473000	14.466263010000	7.120018419000	1.765071473	-4.274247732	14.61471174
1.789931635000	14.446882000000	7.119874537000	1.789931635	-4.272267339	14.61390572
1.814791796000	14.411588740000	7.118886284000	1.814791796	-4.280805819	14.61704819
1.839651958000	14.303332440000	7.119910545000	1.839651958	-4.302036013	14.61948773
1.864512119000	14.297607460000	7.120170067000	1.864512119	-4.299908787	14.61914274
1.889372281000	14.288132550000	7.120634600000	1.889372281	-4.299981943	14.62014178
1.914232443000	14.297357850000	7.121855534000	1.914232443	-4.302733397	14.62018243
1.939092604000	14.421086850000	7.125960316000	1.939092604	-4.290161091	14.6191249
1.963952766000	14.460433830000	7.130205098000	1.963952766	-4.273816411	14.62085825
1.988812927000	14.488629960000	7.131298392000	1.988812927	-4.267981962	14.6237988
2.013673089000	14.531227670000	7.132793307000	2.013673089	-4.262441462	14.62424997
2.038533250000	14.507991300000	7.132763996000	2.03853325	-4.265788138	14.62161591
2.063393412000	14.495059470000	7.131518896000	2.063393412	-4.266113556	14.62041849
2.088253574000	14.504478530000	7.130141053000	2.088253574	-4.261772809	14.61915352
2.113113735000	14.496448100000	7.129259936000	2.113113735	-4.264663978	14.62031186
2.137973897000	14.471685020000	7.128926546000	2.137973897	-4.266463509	14.62206608
2.162834058000	14.461407680000	7.127884723000	2.162834058	-4.266193159	14.6201375
2.187694220000	14.434490260000	7.128522707000	2.18769422	-4.265713475	14.6193777
2.212554382000	14.421278670000	7.130104199000	2.212554382	-4.266179152	14.61768096
2.237414543000	14.416342980000	7.130342650000	2.237414543	-4.2693212	14.61723533
2.262274705000	14.390148750000	7.131791020000	2.262274705	-4.266120685	14.61502822
2.287134866000	14.379664430000	7.130517241000	2.287134866	-4.266647484	14.61573731
2.311995028000	14.366789240000	7.135280363000	2.311995028	-4.265101247	14.61504761
2.336855190000	14.368216980000	7.134491965000	2.33685519	-4.267984985	14.61286683
2.361715351000	14.373955440000	7.134438376000	2.361715351	-4.263844102	14.61250038
2.386575513000	14.386201700000	7.134936835000	2.386575513	-4.261908233	14.61247452
2.411435674000	14.406147480000	7.136381808000	2.411435674	-4.257249308	14.61129968
2.436295836000	14.405666130000	7.133929976000	2.436295836	-4.257452656	14.60969432
2.461155998000	14.396881340000	7.132566249000	2.461155998	-4.256916359	14.60870628
2.486016159000	14.408626360000	7.130895142000	2.486016159	-4.259959881	14.60919851
2.510876321000	14.422598730000	7.129727572000	2.510876321	-4.255528713	14.60809893
2.535736482000	14.424057290000	7.127771694000	2.535736482	-4.256897509	14.60784141
2.560596644000	14.413684330000	7.127378772000	2.560596644	-4.257323011	14.60839996
2.585456805000	14.431595830000	7.125605152000	2.585456805	-4.254955091	14.60680189
2.610316967000	14.434825350000	7.124971665000	2.610316967	-4.25548364	14.60664759
2.635177129000	14.440591780000	7.123668068000	2.635177129	-4.256238146	14.60707007
2.660037290000	14.446077680000	7.122807965000	2.66003729	-4.252123583	14.60779128
2.684897452000	14.441591760000	7.121937689000	2.684897452	-4.256770674	14.60730036
2.709757613000	14.444566990000	7.122176328000	2.709757613	-4.251548163	14.606026
2.734617775000	14.452071790000	7.121913547000	2.734617775	-4.253194575	14.60709271
2.759477937000	14.450981670000	7.121145603000	2.759477937	-4.250935019	14.60572544
2.784338098000	14.451240750000	7.120678789000	2.784338098	-4.251582276	14.60617859
2.809198260000	14.449951210000	7.121486345000	2.80919826	-4.25227146	14.60596237
2.834058421000	14.449849270000	7.122097948000	2.834058421	-4.248947511	14.60512971
2.858918583000	14.453585660000	7.122255447000	2.858918583	-4.252320133	14.60555607
2.883778745000	14.454072470000	7.122219949000	2.883778745	-4.250028689	14.604904
2.908638906000	14.441671250000	7.123773471000	2.908638906	-4.250690391	14.60565806
2.933499068000	14.440748100000	7.123928268000	2.933499068	-4.248885198	14.6058821
2.958359229000	14.439798390000	7.123772951000	2.958359229	-4.253759966	14.60710301
2.983219391000	14.438107810000	7.124549934000	2.983219391	-4.25041794	14.60672315
3.008079553000	14.431900340000	7.125432256000	3.008079553	-4.254215273	14.60640397
3.032939714000	14.412211340000	7.129658872000	3.032939714	-4.2537673	14.60394561
3.057799876000	14.340603790000	7.134776888000	3.057799876	-4.260086559	14.60287302
3.082660037000	14.313672280000	7.137696706000	3.082660037	-4.268670235	14.60234795
3.107520199000	14.287535360000	7.144954768000	3.107520199	-4.270080276	14.60082567
3.132380360000	14.282154110000	7.148179528000	3.13238036	-4.274789082	14.60059532
3.157240522000	14.279767030000	7.144869206000	3.157240522	-4.272460651	14.59924513
3.182100684000	14.278730920000	7.139088936000	3.182100684	-4.276042027	14.600248
3.206960845000	14.272880080000	7.138631846000	3.206960845	-4.272193257	14.60053585
3.231821007000	14.278781120000	7.135962192000	3.231821007	-4.268831591	14.60074429
3.256681168000	14.287634100000	7.132285427000	3.256681168	-4.265892208	14.60172995
