GMfasc			GMext		
t	x	y	t	x	y
22.29508197	11.95609741	-0.018216057	22.29508197	-6.15331251	11.24471886
22.35469449	11.96517116	-0.016676985	22.35469449	-6.153671672	11.24200914
22.414307	11.97475131	-0.014622174	22.414307	-6.154321025	11.24235339
22.47391952	11.9928022	-0.017819668	22.47391952	-6.15341984	11.24617935
22.53353204	12.00242665	-0.022256754	22.53353204	-6.151425085	11.24467648
22.59314456	12.01423894	-0.021609642	22.59314456	-6.150908181	11.24406364
22.65275708	12.0273117	-0.01909572	22.65275708	-6.148036351	11.24379545
22.7123696	12.03951132	-0.018788643	22.7123696	-6.151000408	11.2444192
22.77198212	12.04298426	-0.021560161	22.77198212	-6.144749714	11.24575995
22.83159463	12.03608591	-0.026163169	22.83159463	-6.14128812	11.24484442
22.89120715	12.04663331	-0.036234588	22.89120715	-6.133031884	11.24373131
22.95081967	12.08358723	-0.047431498	22.95081967	-6.130808684	11.25451776
