GMfasBEST1MMM			GMext		
1.2893367080	23.6967803900	2.5924686750	1.2893367080	46.4147780900	8.6901588580
1.3132133140	23.5424583100	2.6024914590	1.3132133140	46.4131198700	8.6850375040
1.3370899190	23.5150323200	2.5767684570	1.3370899190	46.4166799300	8.6771367000
1.3609665250	23.3962623000	2.5821399870	1.3609665250	46.4184388000	8.6680158510
1.3848431310	23.3213655400	2.5787095440	1.3848431310	46.3815436900	8.6619805150
1.4087197360	23.1551682000	2.5948285420	1.4087197360	46.3810522300	8.6492682710
1.4325963420	23.1594648700	2.5745915300	1.4325963420	46.3817509800	8.6435162290
1.4564729480	23.0223307600	2.5883335910	1.4564729480	46.3862244400	8.6379289480
1.4803495540	22.8163417900	2.5992040830	1.4803495540	46.3877367200	8.6310746790
1.5042261590	22.6735798900	2.6043037230	1.5042261590	46.3898471200	8.6270423920
1.5281027650	22.6522221500	2.5826292320	1.5281027650	46.3954405200	8.6232408380
1.5519793710	22.5263416000	2.5989032250	1.5519793710	46.3934361800	8.6225558050
1.5758559760	22.3823362400	2.6169700500	1.5758559760	46.3949215800	8.6204590750
1.5997325820	22.3146333300	2.6228864240	1.5997325820	46.3937611800	8.6206510710
1.6236091880	22.1595301700	2.6412727460	1.6236091880	46.3954237800	8.6159495380
1.6474857930	21.9666921500	2.6224854100	1.6474857930	46.3999058400	8.6054816860
1.6713623990	21.8508608700	2.6305962870	1.6713623990	46.4011179300	8.5984436170
1.6952390050	21.7918304100	2.6391135640	1.6952390050	46.4029788900	8.5949283390
1.7191156110	21.6768435300	2.6467349640	1.7191156110	46.3446344600	8.5888968790
1.7429922160	21.5445662800	2.6655175400	1.7429922160	46.3506831700	8.5858046540
1.7668688220	21.5397348600	2.6390121220	1.7668688220	46.3543420100	8.5781224080
1.7907454280	21.4300072000	2.6499276670	1.7907454280	46.3595498000	8.5705260870
1.8146220330	21.2707075100	2.6605909470	1.8146220330	46.3636549500	8.5654400640
1.8384986390	21.1757006000	2.6674697380	1.8384986390	46.3642438100	8.5636763770
1.8623752450	21.0307885300	2.6474109030	1.8623752450	46.3644023300	8.5606200000
1.8862518500	20.9276660200	2.6528912660	1.8862518500	46.3682136700	8.5575354650
1.9101284560	20.8714391800	2.6582681800	1.9101284560	46.3706638000	8.5546767190
1.9340050620	20.7471916500	2.6696387460	1.9340050620	46.3731508200	8.5494053410
1.9578816680	20.6011927700	2.6418042620	1.9578816680	46.3777961500	8.5398190340
1.9817582730	20.5439332300	2.6469268840	1.9817582730	46.3763505800	8.5441265050
2.0056348790	20.4236328800	2.6622758130	2.0056348790	46.3787185400	8.5388910410
2.0295114850	20.3855057200	2.6281186610	2.0295114850	46.3817004100	8.5335406970
2.0533880900	20.2910656200	2.6384585290	2.0533880900	46.3813377300	8.5304495300
2.0772646960	20.1556428800	2.6483121470	2.0772646960	46.3813477800	8.5286317840
2.1011413020	20.0849168300	2.6506563690	2.1011413020	46.3808947000	8.5284911800
2.1250179070	19.9918934500	2.6662176750	2.1250179070	46.3804316600	8.5248481800
2.1488945130	19.9711196900	2.6450692870	2.1488945130	46.3818895900	8.5240473730
2.1727711190	19.8768921300	2.6486857910	2.1727711190	46.3808988600	8.5265777290
2.1966477250	19.7613881800	2.6640239780	2.1966477250	46.3771034900	8.5241918160
2.2205243300	19.6686926000	2.6683922570	2.2205243300	46.3786373900	8.5213124800
2.2444009360	19.4982423900	2.6885982050	2.2444009360	46.3253227700	8.5154511580
2.2682775420	19.4514424000	2.6976427110	2.2682775420	46.3300433500	8.5085306090
2.2921541470	19.3498036000	2.7107431960	2.2921541470	46.3137675700	8.5091204530
2.3160307530	19.2759570600	2.7164398680	2.3160307530	46.3164004400	8.5036148070
2.3399073590	19.2986506700	2.6968119800	2.3399073590	46.3109355400	8.5036403720
2.3637839640	19.2707414900	2.6894494700	2.3637839640	46.3198727000	8.4962192170
2.3876605700	19.1981144500	2.6971809400	2.3876605700	46.3147459700	8.4961921210
2.4115371760	19.0613319100	2.7101377770	2.4115371760	46.3166230900	8.4934519470
2.4354137820	18.9923599900	2.7170314470	2.4354137820	46.3115165000	8.4935488820
2.4592903870	18.9675213900	2.7182913400	2.4592903870	46.3032329200	8.4945043720
2.4831669930	18.9363466100	2.7208092400	2.4831669930	46.3070670700	8.4921384100
2.5070435990	18.9055212700	2.7252929310	2.5070435990	46.3077089700	8.4893893020
2.5309202040	18.8481253500	2.7047854840	2.5309202040	46.3113563200	8.4845488640
2.5547968100	18.7121490500	2.7005973710	2.5547968100	46.3001409600	8.4850339450
2.5786734160	18.6403644800	2.7018185190	2.5786734160	46.3012857700	8.4815123280
2.6025500210	18.4454783300	2.7164588880	2.6025500210	46.3092405000	8.4711886500
2.6264266270	18.3720601000	2.7309274590	2.6264266270	46.3021536000	8.4722854040
2.6503032330	18.3321215700	2.7181523550	2.6503032330	46.3025359100	8.4705774570
2.6741798390	18.2777466400	2.7156537370	2.6741798390	46.3075250500	8.4647701520
2.6980564440	18.2493680100	2.7120345570	2.6980564440	46.3052442400	8.4661646180
2.7219330500	18.2405224000	2.7155168620	2.7219330500	46.2987761400	8.4722605410
2.7458096560	18.1796149800	2.7261204840	2.7458096560	46.3014024600	8.4746652110
2.7696862610	18.0336853400	2.7584407470	2.7696862610	46.3014888800	8.4758381850
2.7935628670	17.9924731100	2.7634745160	2.7935628670	46.2980149100	8.4783810710
2.8174394730	17.9640504200	2.7697411320	2.8174394730	46.2971862000	8.4786930840
2.8413160790	17.9242504300	2.7760701190	2.8413160790	46.2964245700	8.4805603340
2.8651926840	17.8712032600	2.7828539630	2.8651926840	46.2957926400	8.4812318990
2.8890692900	17.8335040100	2.7874283710	2.8890692900	46.2947942500	8.4824500200
2.9129458960	17.7682121100	2.7999462360	2.9129458960	46.2918329400	8.4846605220
2.9368225010	17.7145055600	2.8110268680	2.9368225010	46.2927822600	8.4848626780
2.9606991070	17.6563194200	2.8200258240	2.9606991070	46.2945775800	8.4839081330
2.9845757130	17.5101682300	2.8348774730	2.9845757130	46.2924362900	8.4825229550
3.0084523180	17.3805710900	2.8556689830	3.0084523180	46.2900886100	8.4827423490
3.0323289240	17.2470381900	2.8761092990	3.0323289240	46.2908076400	8.4806117140
3.0562055300	17.2276722600	2.8587585990	3.0562055300	46.2901696600	8.4785333040
3.0800821360	17.0418609300	2.8752687620	3.0800821360	46.2892070600	8.4725843390
3.1039587410	16.9688351300	2.8849757700	3.1039587410	46.2914618900	8.4727825030
3.1278353470	16.8173306800	2.9002235060	3.1278353470	46.2927740100	8.4649136300
3.1517119530	16.8296309600	2.9033653600	3.1517119530	46.2923577200	8.4662322050
3.1755885580	16.9152117100	2.8903488620	3.1755885580	46.2908735700	8.4698578360
3.1994651640	16.9380982500	2.8881332390	3.1994651640	46.2925895100	8.4731523710
3.2233417700	16.9357555100	2.8869672590	3.2233417700	46.2894102500	8.4768369390
3.2472183750	16.9026584600	2.8922481670	3.2472183750	46.2894869000	8.4770270460
3.2710949810	16.9069281000	2.8926252430	3.2710949810	46.2888909700	8.4792064690
3.2949715870	16.9209926200	2.8924575640	3.2949715870	46.2878720600	8.4821782750
3.3188481930	16.8741622200	2.9036036410	3.3188481930	46.2865528500	8.4838552050
3.3427247980	16.8423058700	2.9046820910	3.3427247980	46.2883227400	8.4827714160
3.3666014040	16.7990038900	2.9112981770	3.3666014040	46.2879502300	8.4834913520
3.3904780100	16.7851816600	2.9151932220	3.3904780100	46.2855593100	8.4866228070
3.4143546150	16.7620079900	2.9246652710	3.4143546150	46.2829982400	8.4907976010
3.4382312210	16.7113173900	2.9433350380	3.4382312210	46.2824099400	8.4923921950
3.4621078270	16.6568890000	2.9594405250	3.4621078270	46.2783869300	8.4954528960
3.4859844320	16.5756457300	2.9750965770	3.4859844320	46.2712280100	8.5009893400
3.5098610380	16.5756838600	2.9808724240	3.5098610380	46.2708492000	8.5034582620
3.5337376440	16.5719468700	3.0225319720	3.5337376440	46.2593867000	8.5157797900
3.5576142500	16.5795962600	3.0301680940	3.5576142500	46.2608579100	8.5203898360
3.5814908550	16.5897943400	3.0309194440	3.5814908550	46.2585976700	8.5221947340
3.6053674610	16.5844420400	3.0349621890	3.6053674610	46.2595592400	8.5261386090
3.6292440670	16.5094093300	3.0681270160	3.6292440670	46.2302505100	8.5295868750
3.6531206720	16.2995922600	3.1397959970	3.6531206720	46.2149745100	8.5348282060
3.6769972780	16.2439506200	3.1574193230	3.6769972780	46.2099297700	8.5342304150
3.7008738840	16.1574009600	3.1807581620	3.7008738840	46.2013489200	8.5400203750
3.7247504890	15.9965939900	3.2067214360	3.7247504890	46.2919238200	8.5547947890
3.7486270950	15.9392747300	3.2200879100	3.7486270950	46.2874476000	8.5598182950
3.7725037010	15.9511692700	3.2239809350	3.7725037010	46.2782341800	8.5680513980
3.7963803070	15.8847103800	3.2347285480	3.7963803070	46.2756127900	8.5715469070
3.8202569120	15.8377468000	3.2543669870	3.8202569120	46.2609679500	8.5730978310
3.8441335180	15.8591039500	3.2499968450	3.8441335180	46.2477137100	8.5761456050
3.8680101240	15.8500542500	3.2427878100	3.8680101240	46.2387955300	8.5803202310
3.8918867290	15.8552007200	3.2393126060	3.8918867290	46.2275796200	8.5852891600
3.9157633350	15.9066958900	3.2558586640	3.9157633350	46.2157652500	8.5927823930
3.9396399410	15.9370957700	3.2487662910	3.9396399410	46.2230613300	8.5907387820
3.9635165460	15.9308086700	3.2769918600	3.9635165460	46.2205036000	8.5926188690
3.9873931520	15.9711565200	3.2960998000	3.9873931520	46.2174035400	8.5965224430
4.0112697580	15.8815933100	3.3085903370	4.0112697580	46.1923305900	8.6073826900
4.0351463640	15.8583699000	3.3151914650	4.0351463640	46.1781953200	8.6130020070
4.0590229690	15.7880926600	3.3587078660	4.0590229690	46.1625001500	8.6242917660
4.0828995750	15.5272732100	3.4624751190	4.0828995750	46.2225317300	8.6472749680
4.1067761810	15.3354949800	3.5061057710	4.1067761810	46.1974251800	8.6558491110
4.1306527860	15.2121655500	3.5296947010	4.1306527860	46.1840595300	8.6650862120
4.1545293920	15.0564310400	3.5517384180	4.1545293920	46.1788168800	8.6697945710
4.1784059980	14.9675733400	3.5698492680	4.1784059980	46.1764635600	8.6716141180
4.2022826040	14.9351113100	3.5782912720	4.2022826040	46.1728243200	8.6731227150
4.2261592090	15.0768445300	3.5789339420	4.2261592090	46.1720010400	8.6741059470
4.2500358150	15.0553628300	3.5929886580	4.2500358150	46.1696677800	8.6757528330
4.2739124210	14.9321311300	3.6283119620	4.2739124210	46.1668131400	8.6792155990
4.2977890260	14.8095835000	3.6583913930	4.2977890260	46.1678045700	8.6795543690
4.3216656320	14.7762469400	3.6626950570	4.3216656320	46.1669716400	8.6793707110
4.3455422380	14.6893270800	3.6844280810	4.3455422380	46.1673538800	8.6783202190
4.3694188430	14.6250703800	3.6879982300	4.3694188430	46.1621067700	8.6820597130
4.3932954490	14.5156450100	3.7102126810	4.3932954490	46.1599020200	8.6855156040
4.4171720550	14.3408413300	3.7310235210	4.4171720550	46.1496831300	8.6927657780
4.4410486610	14.3686555200	3.7085902510	4.4410486610	46.1446789800	8.6963796980
4.4649252660	14.3234934200	3.7023203950	4.4649252660	46.1353826100	8.6919091190
4.4888018720	14.2069973800	3.7300696610	4.4888018720	46.1181593200	8.7003091910
4.5126784780	14.1578303000	3.7387115070	4.5126784780	46.1181727400	8.7012391890
4.5365550830	14.1230327500	3.7400521500	4.5365550830	46.1160732200	8.7009911290
4.5604316890	14.1102120300	3.7407215910	4.5604316890	46.1101064400	8.7034048360
4.5843082950	14.1779672700	3.7388137760	4.5843082950	46.1075698200	8.7041589880
4.6081849000	14.2158441900	3.7361409040	4.6081849000	46.1077008500	8.7022155020
4.6320615060	14.2046847000	3.7776543100	4.6320615060	46.1036154300	8.7053361880
4.6559381120	14.2075221300	3.7818519200	4.6559381120	46.1065077700	8.7046516930
4.6798147180	14.1096313400	3.8001609000	4.6798147180	46.1013386800	8.7084611790
4.7036913230	14.0999259700	3.8064936430	4.7036913230	46.1019708300	8.7061199660
4.7275679290	14.0550760500	3.8052631560	4.7275679290	46.1033594700	8.7032400470
4.7514445350	14.0329856700	3.8037096350	4.7514445350	46.1036998500	8.7006524390
4.7753211400	14.0263881600	3.7649966790	4.7753211400	46.0951807900	8.7085875880
4.7991977460	13.9674101200	3.7693196850	4.7991977460	46.0954544800	8.7076199020
4.8230743520	13.7728337500	3.7945922220	4.8230743520	46.0941245300	8.7071917760
4.8469509570	13.6325950000	3.8142720820	4.8469509570	46.0919043600	8.7084377370
4.8708275630	13.4846809200	3.8309727010	4.8708275630	46.0909994000	8.7075035220
4.8947041690	13.3775622800	3.8414696330	4.8947041690	46.0906181500	8.7060467680
4.9185807750	13.3420827700	3.8319651570	4.9185807750	46.0899653500	8.7052675110
4.9424573800	13.2427660500	3.8285689920	4.9424573800	46.0897817200	8.7039407370
4.9663339860	13.1769627400	3.8338645900	4.9663339860	46.0900605900	8.7029518860
4.9902105920	13.0672967100	3.8370814690	4.9902105920	46.0916461500	8.6992034420
5.0140871970	13.0255004100	3.8308551530	5.0140871970	46.0944863400	8.6956310080
5.0379638030	12.9395002900	3.8208979610	5.0379638030	46.0936078400	8.6937048400
5.0618404090	12.8720954500	3.8239684400	5.0618404090	46.0921812900	8.6943899700
5.0857170140	12.7414141700	3.8284533860	5.0857170140	46.0928174300	8.6943331030
5.1095936200	12.6569053900	3.8312970550	5.1095936200	46.0894467500	8.6964829640
5.1334702260	12.4985144600	3.8103666810	5.1334702260	46.0849808100	8.7006677690
5.1573468320	12.4550383700	3.8102306420	5.1573468320	46.0845734300	8.7007251630
5.1812234370	12.4009351000	3.7902391010	5.1812234370	46.0837754900	8.7007305010
5.2051000430	12.2978188600	3.7737155550	5.2051000430	46.0816364900	8.7021157410
5.2289766490	12.3427016500	3.7652642500	5.2289766490	46.0840137400	8.6990382170
5.2528532540	12.3726987100	3.7581974150	5.2528532540	46.0876421600	8.6943727220
5.2767298600	12.3107033600	3.7599830080	5.2767298600	46.0861256400	8.6949402860
5.3006064660	12.2411037400	3.7661749580	5.3006064660	46.0884285700	8.6929571100
5.3244830710	12.2131180700	3.7660900470	5.3244830710	46.0898516400	8.6925242480
5.3483596770	12.1814908100	3.7679849850	5.3483596770	46.0920489900	8.6889557940
5.3722362830	12.1519224800	3.7714057390	5.3722362830	46.0938032700	8.6873470970
5.3961128890	12.1514992800	3.7530592130	5.3961128890	46.0945432200	8.6871496420
5.4199894940	12.1151604300	3.7339022270	5.4199894940	46.0950681800	8.6856853810
5.4438661000	12.0876552600	3.7331770620	5.4438661000	46.0955498000	8.6849995010
5.4677427060	12.0402807700	3.7334933120	5.4677427060	46.0955935200	8.6851665210
5.4916193110	12.0262974100	3.7409023390	5.4916193110	46.0960566000	8.6851988270
5.5154959170	11.9950681400	3.7417163830	5.5154959170	46.0958994800	8.6850182480
5.5393725230	11.9878146300	3.7373630830	5.5393725230	46.0965812900	8.6844581920
5.5632491290	12.0128251600	3.7051050610	5.5632491290	46.0961050200	8.6837165910
5.5871257340	12.0025603800	3.6985920450	5.5871257340	46.0963170200	8.6831031460
5.6110023400	11.9876770100	3.6920337110	5.6110023400	46.0976646600	8.6817154880
5.6348789460	11.9632730000	3.6878843680	5.6348789460	46.0981975400	8.6799986210
5.6587555510	11.9145177700	3.6936487550	5.6587555510	46.0988530700	8.6808359350
5.6826321570	11.8663956700	3.7023885850	5.6826321570	46.0982179100	8.6815233360
5.7065087630	11.8580971000	3.7036808830	5.7065087630	46.0968297200	8.6822500940
5.7303853680	11.9654089800	3.6747986400	5.7303853680	46.1004891300	8.6769847510
5.7542619740	11.9927700600	3.6723081150	5.7542619740	46.1012288300	8.6745527680
5.7781385800	11.9860277500	3.6716221890	5.7781385800	46.1021562800	8.6728438830
5.8020151860	11.9660729700	3.6689287100	5.8020151860	46.1032606500	8.6706795680
5.8258917910	11.9558768600	3.6684519280	5.8258917910	46.1034940800	8.6699591610
5.8497683970	11.9621340500	3.6723373810	5.8497683970	46.1037899300	8.6704857560
5.8736450030	11.9370196800	3.6641801280	5.8736450030	46.1078385200	8.6624950670
5.8975216080	11.9432875600	3.6278632340	5.8975216080	46.1171003200	8.6450788980
5.9213982140	11.9090611000	3.6212291990	5.9213982140	46.0690610400	8.6390283350
5.9452748200	11.9005769500	3.6222736510	5.9452748200	46.0710218800	8.6344349100
5.9691514250	11.9198430800	3.6194463650	5.9691514250	46.0689557200	8.6332356740
5.9930280310	11.9204417300	3.6172478180	5.9930280310	46.0743340700	8.6281189960
6.0169046370	11.9335738600	3.6102903260	6.0169046370	46.0801799300	8.6204439060
6.0407812430	11.9605550700	3.6114784680	6.0407812430	46.0808909600	8.6202015180
6.0646578480	11.9166655800	3.6208346280	6.0646578480	46.0819941400	8.6196313480
6.0885344540	11.9121610800	3.6207680300	6.0885344540	46.0867345800	8.6163587730
6.1124110600	11.9321316500	3.6150382820	6.1124110600	46.0881292200	8.6143457240
6.1362876650	12.0414713800	3.6034343490	6.1362876650	46.0907438500	8.6128312430
6.1601642710	12.5814474200	3.5642295570	6.1601642710	46.1036404100	8.6040338040
6.1840408770	13.1613510800	3.5442926640	6.1840408770	46.1684033400	8.5969069390
6.2079174820	13.3894957600	3.5560092640	6.2079174820	46.1899319700	8.5934611940
6.2317940880	13.8564068000	3.5459427760	6.2317940880	46.1733637500	8.5997539030
6.2556706940	14.3884181400	3.5171295470	6.2556706940	46.1653987700	8.6003230120
6.2795473000	15.8518132300	3.3133936220	6.2795473000	46.2143363700	8.5764503190
6.3034239050	18.3315809300	3.0756571600	6.3034239050	46.2424596000	8.5537195390
6.3273005110	18.7931065800	3.1295600730	6.3273005110	46.2127116200	8.5791212560
6.3511771170	18.9544247600	3.1667679490	6.3511771170	46.2078343600	8.5884338650
6.3750537220	18.9983869800	3.1931008070	6.3750537220	46.2068218900	8.5904659930
6.3989303280	20.8749487600	3.0369780050	6.3989303280	46.2822283600	8.5704413220
6.4228069340	20.9432184200	3.0385285280	6.4228069340	46.3012542200	8.5658256410
6.4466835390	21.6897880900	2.9591701760	6.4466835390	46.2602869100	8.5897841150
6.4705601450	22.3116623600	2.8335285910	6.4705601450	46.3192497000	8.5679200870
6.4944367510	23.5292179500	2.6085050660	6.4944367510	46.3637149900	8.5526012720
6.5183133570	24.5708434700	2.5094112990	6.5183133570	46.3761885900	8.5540651120
6.5421899620	25.1476986300	2.5638413110	6.5421899620	46.3102810400	8.5953837390
6.5660665680	25.4568322500	2.6544704450	6.5660665680	46.3612722100	8.6434421540
6.5899431740	25.4902149600	2.6647459450	6.5899431740	46.3683941400	8.6462203760
6.6138197790	25.6291647000	2.6533845530	6.6138197790	46.3516041900	8.6489039920
6.6376963850	26.9304934200	2.4149686980	6.6376963850	46.4205142600	8.6755714220
6.6615729910	27.0507992200	2.3832626490	6.6615729910	46.4088608200	8.6855390380
6.6854495960	27.3833311700	2.3332201920	6.6854495960	46.3800589300	8.7144539900
6.7093262020	27.6871550800	2.3065246500	6.7093262020	46.3764965400	8.7269888430
6.7332028080	27.7245957700	2.2975759500	6.7332028080	46.3748225600	8.7261570080
6.7570794140	27.8433193200	2.2673278860	6.7570794140	46.3778566400	8.7282523300
6.7809560190	27.8774626400	2.2127571710	6.7809560190	46.3782723300	8.7319251350
6.8048326250	27.8452281500	2.2151723950	6.8048326250	46.3763577200	8.7355391160
6.8287092310	27.8107095900	2.2078567820	6.8287092310	46.3805359600	8.7316380740
6.8525858360	27.7638567000	2.2115856010	6.8525858360	46.3826059600	8.7292951420
6.8764624420	27.6322521800	2.2392149260	6.8764624420	46.3818273400	8.7341953170
6.9003390480	27.6520808100	2.2437806610	6.9003390480	46.3858460700	8.7365528000
6.9242156540	27.6719801500	2.2459040910	6.9242156540	46.3832977000	8.7426067880
6.9480922590	27.6665907900	2.2422082540	6.9480922590	46.4398095100	8.7352646780
6.9719688650	27.6511212300	2.2559000290	6.9719688650	46.4336569900	8.7453251720
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
