SOLfasBEST(?)			SOLext		
t	x	y	t	x	y
6.1997019370000	-0.3226316242000	9.8149356860000	6.1997019370000	-12.7333711600000	13.6666705800000
6.2593144560000	-0.3032263080000	9.8112874580000	6.2593144560000	-12.7470616700000	13.6658513800000
6.3189269750000	-0.3170350152000	9.8106819230000	6.3189269750000	-12.7806496400000	13.6665135900000
6.3785394930000	-0.3068960103000	9.8120394650000	6.3785394930000	-12.7952950400000	13.6668960000000
6.4381520120000	-0.3244865962000	9.8132089830000	6.4381520120000	-12.8196201500000	13.6668927100000
6.4977645310000	-0.3201202550000	9.8115124910000	6.4977645310000	-12.8540227700000	13.6680630600000
6.5573770490000	-0.3262413376000	9.8142305960000	6.5573770490000	-12.8663472300000	13.6679985900000
6.6169895680000	-0.3278923578000	9.8158760330000	6.6169895680000	-12.8842505300000	13.6680898600000
6.6766020860000	-0.3079065486000	9.8144537810000	6.6766020860000	-12.8957597900000	13.6692613300000
6.7362146050000	-0.2979853438000	9.8165008620000	6.7362146050000	-12.9112381400000	13.6678476300000
6.7958271240000	-0.3046655551000	9.8147350100000	6.7958271240000	-12.9181179100000	13.6691118800000
6.8554396420000	-0.3248297333000	9.8147837520000	6.8554396420000	-12.9378174500000	13.6698822400000
6.9150521610000	-0.3323062270000	9.8144698810000	6.9150521610000	-12.9567572400000	13.6699174800000
6.9746646800000	-0.3175281465000	9.8139078660000	6.9746646800000	-12.9685074600000	13.6688191900000
7.0342771980000	-0.3284880177000	9.8167474680000	7.0342771980000	-12.9836135700000	13.6686042000000
7.0938897170000	-0.3446874538000	9.8273561520000	7.0938897170000	-12.9972613300000	13.6686116500000
7.1535022350000	-0.3420264071000	9.8379565300000	7.1535022350000	-13.0117642100000	13.6688653700000
7.2131147540000	-0.3351879844000	9.8401890300000	7.2131147540000	-13.0182657200000	13.6692123600000
7.2727272730000	-0.3471518783000	9.8322782820000	7.2727272730000	-13.0297827700000	13.6692415000000
7.3323397910000	-0.3446120975000	9.8206956500000	7.3323397910000	-13.0447783600000	13.6697287800000
7.3919523100000	-0.3376562770000	9.8265649800000	7.3919523100000	-13.0672091200000	13.6706675600000
7.4515648290000	-0.3475656931000	9.8329194010000	7.4515648290000	-13.0832117300000	13.6708023000000
7.5111773470000	-0.3428433338000	9.8320357500000	7.5111773470000	-13.0896059200000	13.6708596400000
7.5707898660000	-0.3407177331000	9.8295019580000	7.5707898660000	-13.0992250500000	13.6711155400000
7.6304023850000	-0.3479247274000	9.8287654120000	7.6304023850000	-13.1103785000000	13.6716341600000
7.6900149030000	-0.3500518903000	9.8360437260000	7.6900149030000	-13.1206053100000	13.6715415600000
7.7496274220000	-0.3551611464000	9.8394748130000	7.7496274220000	-13.1419411300000	13.6716143600000
7.8092399400000	-0.4068315974000	9.8290892230000	7.8092399400000	-13.1759958100000	13.6710897100000
7.8688524590000	-0.3610921433000	9.8258677390000	7.8688524590000	-13.1851137100000	13.6706464900000
7.9284649780000	-0.3489909735000	9.8206873280000	7.9284649780000	-13.2039758800000	13.6691864500000
7.9880774960000	-0.3687583030000	9.8288534570000	7.9880774960000	-13.2344239200000	13.6691495200000
8.0476900150000	-0.3862839562000	9.8262088390000	8.0476900150000	-13.2570426700000	13.6689734700000
8.1073025340000	-0.4011347121000	9.8242790550000	8.1073025340000	-13.2818525100000	13.6704337000000
8.1669150520000	-0.4013684359000	9.8209025720000	8.1669150520000	-13.2970825900000	13.6708626500000
8.2265275710000	-0.4086141196000	9.8190229610000	8.2265275710000	-13.3142370200000	13.6708113400000
8.2861400890000	-0.4011718020000	9.8185835800000	8.2861400890000	-13.3246168000000	13.6708408200000
8.3457526080000	-0.3957272473000	9.8159783100000	8.3457526080000	-13.3377632100000	13.6710247400000
8.4053651270000	-0.3880670801000	9.8151444180000	8.4053651270000	-13.3541296500000	13.6708372000000
8.4649776450000	-0.3982934583000	9.8146261160000	8.4649776450000	-13.3829745900000	13.6703581000000
8.5245901640000	-0.3888151372000	9.8138252030000	8.5245901640000	-13.3936132300000	13.6703653100000
8.5842026830000	-0.3808208959000	9.8163669140000	8.5842026830000	-13.4081842200000	13.6705391600000
8.6438152010000	-0.3843609002000	9.8166404440000	8.6438152010000	-13.4164248000000	13.6703381400000
8.7034277200000	-0.3855699497000	9.8178049880000	8.7034277200000	-13.4304214400000	13.6703103600000
8.7630402380000	-0.3948530258000	9.8147461170000	8.7630402380000	-13.4484320100000	13.6699174700000
8.8226527570000	-0.3909283975000	9.8132553110000	8.8226527570000	-13.4612279100000	13.6704834800000
8.8822652760000	-0.3911334585000	9.8131815150000	8.8822652760000	-13.4736173100000	13.6707202100000
8.9418777940000	-0.3964004781000	9.8137630000000	8.9418777940000	-13.4886298900000	13.6707794300000
9.0014903130000	-0.3717735549000	9.8115722710000	9.0014903130000	-13.4896669300000	13.6708982700000
9.0611028320000	-0.3975270035000	9.8146323250000	9.0611028320000	-13.5079234000000	13.6703698200000
9.1207153500000	-0.4076637356000	9.8126343070000	9.1207153500000	-13.5353670000000	13.6702421100000
9.1803278690000	-0.4100962744000	9.8169759510000	9.1803278690000	-13.5490959100000	13.6708836900000
9.2399403870000	-0.3934340124000	9.8191815830000	9.2399403870000	-13.5462613200000	13.6705925200000
9.2995529060000	-0.4020947751000	9.8195571530000	9.2995529060000	-13.5555780500000	13.6713933700000
9.3591654250000	-0.3966475080000	9.8163610250000	9.3591654250000	-13.5672808100000	13.6717402900000
9.4187779430000	-0.4093613234000	9.8249026570000	9.4187779430000	-13.5644658900000	13.6716693800000
9.4783904620000	-0.4150293340000	9.8296244690000	9.4783904620000	-13.5685012200000	13.6709069700000
9.5380029810000	-0.4176346113000	9.8253705720000	9.5380029810000	-13.5853630800000	13.6707820100000
9.5976154990000	-0.4098056827000	9.8231983170000	9.5976154990000	-13.5904168800000	13.6711070500000
9.6572280180000	-0.4156681539000	9.8229596870000	9.6572280180000	-13.5969806100000	13.6710001000000
9.7168405370000	-0.4240923678000	9.8288263010000	9.7168405370000	-13.6066912500000	13.6711291600000
9.7764530550000	-0.4188603620000	9.8310291000000	9.7764530550000	-13.6116397800000	13.6717685500000
9.8360655740000	-0.4167481141000	9.8290076300000	9.8360655740000	-13.6165850300000	13.6726068000000
9.8956780920000	-0.4025099339000	9.8260372650000	9.8956780920000	-13.6143961100000	13.6720788300000
9.9552906110000	-0.4109331376000	9.8282706570000	9.9552906110000	-13.6146239700000	13.6722639000000
10.0149031300000	-0.4169872563000	9.8311239280000	10.0149031300000	-13.6162521600000	13.6719673200000
10.0745156500000	-0.4204157526000	9.8268144600000	10.0745156500000	-13.6237137300000	13.6714008200000
10.1341281700000	-0.4292172174000	9.8299632530000	10.1341281700000	-13.6269854900000	13.6716483700000
10.1937406900000	-0.4295044428000	9.8342327760000	10.1937406900000	-13.6290040300000	13.6713878100000
10.2533532000000	-0.4324799259000	9.8327213840000	10.2533532000000	-13.6327892000000	13.6713872000000
10.3129657200000	-0.4260855461000	9.8300883110000	10.3129657200000	-13.6343341400000	13.6718532000000
10.3725782400000	-0.4364091353000	9.8335042640000	10.3725782400000	-13.6390765800000	13.6713284300000
10.4321907600000	-0.4330997694000	9.8308724280000	10.4321907600000	-13.6421608100000	13.6719251600000
10.4918032800000	-0.4302440647000	9.8279225990000	10.4918032800000	-13.6484934500000	13.6718567800000
10.5514158000000	-0.4332400932000	9.8294861440000	10.5514158000000	-13.6627647900000	13.6720043700000
10.6110283200000	-0.4281774987000	9.8269439480000	10.6110283200000	-13.6665304000000	13.6720247100000
10.6706408300000	-0.4348731900000	9.8323245930000	10.6706408300000	-13.6750355000000	13.6712460700000
10.7302533500000	-0.4436582454000	9.8297167660000	10.7302533500000	-13.6903012600000	13.6705726400000
10.7898658700000	-0.4405796497000	9.8293843210000	10.7898658700000	-13.6958309000000	13.6708005800000
10.8494783900000	-0.4352426553000	9.8262486180000	10.8494783900000	-13.6988485100000	13.6710073300000
10.9090909100000	-0.4553811092000	9.8245874100000	10.9090909100000	-13.7118964800000	13.6710243800000
10.9687034300000	-0.5047683350000	9.8325840940000	10.9687034300000	-13.7141948200000	13.6705622400000
11.0283159500000	-0.5271802186000	9.8241683280000	11.0283159500000	-13.7220743100000	13.6703597300000
11.0879284600000	-0.5560752730000	9.8316988670000	11.0879284600000	-13.7332582800000	13.6712168500000
11.1475409800000	-0.5616591549000	9.8299301280000	11.1475409800000	-13.7364482300000	13.6715918900000
11.2071535000000	-0.5994946481000	9.8284416750000	11.2071535000000	-13.7442769600000	13.6719999400000
11.2667660200000	-0.6650328241000	9.8393646830000	11.2667660200000	-13.7599188100000	13.6731426400000
11.3263785400000	-0.6656270878000	9.8374088870000	11.3263785400000	-13.7694753700000	13.6736699400000
11.3859910600000	-0.6705385752000	9.8344721980000	11.3859910600000	-13.7803209100000	13.6737464200000
11.4456035800000	-0.7004012574000	9.8304239030000	11.4456035800000	-13.7902441600000	13.6744458100000
11.5052161000000	-0.7130693975000	9.8295501670000	11.5052161000000	-13.7999161500000	13.6742084000000
11.5648286100000	-0.7286221578000	9.8296019870000	11.5648286100000	-13.8212047300000	13.6741446200000
11.6244411300000	-0.7232170924000	9.8253650440000	11.6244411300000	-13.8349980800000	13.6738568900000
11.6840536500000	-0.7342287933000	9.8284105500000	11.6840536500000	-13.8454084000000	13.6738179700000
11.7436661700000	-0.7314319843000	9.8295961600000	11.7436661700000	-13.8502731600000	13.6736684600000
11.8032786900000	-0.7279979880000	9.8284229500000	11.8032786900000	-13.8556920600000	13.6731786000000
11.8628912100000	-0.7248747787000	9.8283105050000	11.8628912100000	-13.8615399200000	13.6728499800000
11.9225037300000	-0.7356162814000	9.8296926900000	11.9225037300000	-13.8749447900000	13.6722348900000
11.9821162400000	-0.7185211428000	9.8233952280000	11.9821162400000	-13.8879386700000	13.6723779100000
12.0417287600000	-0.7069318168000	9.8211474400000	12.0417287600000	-13.8860625900000	13.6726308600000
12.1013412800000	-0.7003744317000	9.8175572760000	12.1013412800000	-13.8924900000000	13.6728073800000
12.1609538000000	-0.6964669860000	9.8163695610000	12.1609538000000	-13.8939730700000	13.6720981300000
12.2205663200000	-0.6793312777000	9.8128643390000	12.2205663200000	-13.8973571300000	13.6724223000000
12.2801788400000	-0.6859403170000	9.8135663750000	12.2801788400000	-13.9011209000000	13.6729783000000
12.3397913600000	-0.6882732347000	9.8146709540000	12.3397913600000	-13.9007143600000	13.6729537400000
12.3994038700000	-0.6870255229000	9.8133346850000	12.3994038700000	-13.9036393500000	13.6724190500000
12.4590163900000	-0.6910659250000	9.8138918050000	12.4590163900000	-13.9060321900000	13.6726664800000
12.5186289100000	-0.6937558659000	9.8110065800000	12.5186289100000	-13.9113865000000	13.6726111100000
12.5782414300000	-0.6892785843000	9.8122079400000	12.5782414300000	-13.9064371600000	13.6720849900000
12.6378539500000	-0.6993674113000	9.8114255850000	12.6378539500000	-13.9097961800000	13.6719379900000
12.6974664700000	-0.7168451045000	9.8148395200000	12.6974664700000	-13.9124913400000	13.6719182800000
12.7570789900000	-0.7162996336000	9.8144197160000	12.7570789900000	-13.9168122300000	13.6718567500000
12.8166915100000	-0.7172448687000	9.8201856710000	12.8166915100000	-13.9132939400000	13.6714824100000
12.8763040200000	-0.7096360662000	9.8224276310000	12.8763040200000	-13.9095016200000	13.6716960600000
12.9359165400000	-0.7072638729000	9.8201951840000	12.9359165400000	-13.9126720500000	13.6714411300000
12.9955290600000	-0.7097567786000	9.8208966460000	12.9955290600000	-13.9103758800000	13.6715151000000
13.0551415800000	-0.6974127573000	9.8174607940000	13.0551415800000	-13.9136854800000	13.6709443800000
13.1147541000000	-0.7015733255000	9.8175208360000	13.1147541000000	-13.9124190100000	13.6707989000000
13.1743666200000	-0.7019976111000	9.8170468420000	13.1743666200000	-13.9117182500000	13.6703745300000
13.2339791400000	-0.6876866997000	9.8147780430000	13.2339791400000	-13.9151632400000	13.6698236200000
13.2935916500000	-0.7075332826000	9.8196788800000	13.2935916500000	-13.9161988600000	13.6703036200000
13.3532041700000	-0.7115673953000	9.8189791650000	13.3532041700000	-13.9157528400000	13.6700943200000
13.4128166900000	-0.7055673635000	9.8166710890000	13.4128166900000	-13.9155781700000	13.6700667900000
13.4724292100000	-0.7138442516000	9.8181330050000	13.4724292100000	-13.9156211000000	13.6701041500000
13.5320417300000	-0.7114800426000	9.8158972730000	13.5320417300000	-13.9173298800000	13.6698060000000
13.5916542500000	-0.7089392766000	9.8152540860000	13.5916542500000	-13.9148341400000	13.6695822900000
13.6512667700000	-0.7041967128000	9.8115316110000	13.6512667700000	-13.9145537600000	13.6690565300000
13.7108792800000	-0.7060167570000	9.8133753720000	13.7108792800000	-13.9168176500000	13.6690814700000
13.7704918000000	-0.7075388940000	9.8130274710000	13.7704918000000	-13.9171271200000	13.6695281400000
13.8301043200000	-0.7065338618000	9.8131003430000	13.8301043200000	-13.9142560200000	13.6685706600000
13.8897168400000	-0.7007161308000	9.8114853640000	13.8897168400000	-13.9116942700000	13.6683636300000
13.9493293600000	-0.7044552444000	9.8111090850000	13.9493293600000	-13.9134193300000	13.6682791900000
14.0089418800000	-0.7059909992000	9.8111447370000	14.0089418800000	-13.9161503900000	13.6684173800000
14.0685544000000	-0.7073651720000	9.8122455330000	14.0685544000000	-13.9168359500000	13.6685166400000
14.1281669200000	-0.7097843341000	9.8116271130000	14.1281669200000	-13.9174282900000	13.6685548900000
14.1877794300000	-0.7128581293000	9.8124378420000	14.1877794300000	-13.9179339500000	13.6685995200000
14.2473919500000	-0.7176040272000	9.8121529720000	14.2473919500000	-13.9182240700000	13.6686968300000
14.3070044700000	-0.7164152841000	9.8112303210000	14.3070044700000	-13.9222018300000	13.6690976200000
14.3666169900000	-0.7195140779000	9.8125667640000	14.3666169900000	-13.9248436300000	13.6688210100000
14.4262295100000	-0.7266441806000	9.8130283300000	14.4262295100000	-13.9237292200000	13.6686979000000
14.4858420300000	-0.7162622275000	9.8096604190000	14.4858420300000	-13.9244070100000	13.6690373100000
14.5454545500000	-0.7254573741000	9.8095291240000	14.5454545500000	-13.9280256200000	13.6690924400000
14.6050670600000	-0.7236307649000	9.8063791650000	14.6050670600000	-13.9277475900000	13.6689910100000
14.6646795800000	-0.7128807087000	9.8039396850000	14.6646795800000	-13.9275024300000	13.6685445800000
14.7242921000000	-0.7252658063000	9.8036380970000	14.7242921000000	-13.9301552800000	13.6685903800000
14.7839046200000	-0.7497451400000	9.7969543190000	14.7839046200000	-13.9370640500000	13.6687293900000
14.8435171400000	-0.7407683934000	9.8020938060000	14.8435171400000	-13.9367543700000	13.6683778300000
14.9031296600000	-0.7304684214000	9.7999152580000	14.9031296600000	-13.9369671700000	13.6676660400000
14.9627421800000	-0.7909305300000	9.8008538980000	14.9627421800000	-13.9397363300000	13.6672580100000
15.0223546900000	-0.7925682687000	9.8010250570000	15.0223546900000	-13.9421637400000	13.6670751900000
15.0819672100000	-0.7824967017000	9.8017677390000	15.0819672100000	-13.9394528400000	13.6665920400000
15.1415797300000	-0.7741427057000	9.7992879750000	15.1415797300000	-13.9329340300000	13.6663513100000
15.2011922500000	-0.7838567928000	9.8004513790000	15.2011922500000	-13.9310907900000	13.6664528500000
15.2608047700000	-0.7977933641000	9.8009014180000	15.2608047700000	-13.9307613600000	13.6665985800000
15.3204172900000	-0.7919979544000	9.8025935810000	15.3204172900000	-13.9279383900000	13.6659987900000
15.3800298100000	-0.7853139605000	9.8037270290000	15.3800298100000	-13.9242477400000	13.6657811000000
15.4396423200000	-0.7772260597000	9.7998011500000	15.4396423200000	-13.9218398500000	13.6655384100000
15.4992548400000	-0.7699542823000	9.7968582680000	15.4992548400000	-13.9225136800000	13.6652941500000
15.5588673600000	-0.7682514718000	9.7935312950000	15.5588673600000	-13.9208339900000	13.6650346000000
15.6184798800000	-0.7658192011000	9.7940343880000	15.6184798800000	-13.9185912500000	13.6649999800000
15.6780924000000	-0.7834762492000	9.7992983440000	15.6780924000000	-13.9210629000000	13.6641597100000
15.7377049200000	-0.7876545859000	9.7997344300000	15.7377049200000	-13.9185448500000	13.6641918500000
15.7973174400000	-0.7842434791000	9.7979993090000	15.7973174400000	-13.9132246500000	13.6637194900000
15.8569299600000	-0.7801216805000	9.8012479560000	15.8569299600000	-13.9105745900000	13.6632954600000
15.9165424700000	-0.7883297829000	9.8032336220000	15.9165424700000	-13.9141278300000	13.6630235600000
15.9761549900000	-0.7673714281000	9.7996577010000	15.9761549900000	-13.9082614300000	13.6636147000000
16.0357675100000	-0.7644431583000	9.7970167610000	16.0357675100000	-13.9071705900000	13.6636313300000
16.0953800300000	-0.7800472613000	9.8001688800000	16.0953800300000	-13.9090154500000	13.6633209800000
16.1549925500000	-0.7624153893000	9.7895122180000	16.1549925500000	-13.9108923400000	13.6624248500000
16.2146050700000	-0.7559369068000	9.7872589550000	16.2146050700000	-13.9097099300000	13.6619549900000
16.2742175900000	-0.7737168827000	9.7926107580000	16.2742175900000	-13.9086507300000	13.6618467100000
16.3338301000000	-0.7762514970000	9.7921172440000	16.3338301000000	-13.9050580200000	13.6602570800000
16.3934426200000	-0.7712730055000	9.7894527710000	16.3934426200000	-13.9064225300000	13.6595933900000
16.4530551400000	-0.7662657167000	9.7902421150000	16.4530551400000	-13.9048000300000	13.6596678800000
16.5126676600000	-0.7629437217000	9.7868509980000	16.5126676600000	-13.9051194300000	13.6593460700000
16.5722801800000	-0.7669466680000	9.7876924210000	16.5722801800000	-13.9044362700000	13.6594157000000
16.6318927000000	-0.7624199281000	9.7876431140000	16.6318927000000	-13.9041437700000	13.6596277600000
