SOLfasBEST(?)			SOLext		
t	x	y	t	x	y
0.0000000000000	-2.0583941160000	9.8102187650000	0.0000000000000	-10.9051092500000	13.6642332800000
0.0596125186300	-2.0443282740000	9.8083883690000	0.0596125186300	-10.9137623500000	13.6642401300000
0.1192250373000	-2.0430106120000	9.8092006260000	0.1192250373000	-10.9322132500000	13.6649607000000
0.1788375559000	-2.0347044550000	9.8077553830000	0.1788375559000	-10.9590550000000	13.6644341900000
0.2384500745000	-2.0315746940000	9.8090651910000	0.2384500745000	-10.9918514800000	13.6660004500000
0.2980625931000	-2.0348306020000	9.8118056520000	0.2980625931000	-11.0175806400000	13.6666629300000
0.3576751118000	-2.0327083510000	9.8107643340000	0.3576751118000	-11.0395826700000	13.6663299300000
0.4172876304000	-2.0331823910000	9.8109687940000	0.4172876304000	-11.0592782400000	13.6659984100000
0.4769001490000	-2.0403602660000	9.8118695920000	0.4769001490000	-11.0810243900000	13.6663130100000
0.5365126677000	-1.9722181570000	9.8182556460000	0.5365126677000	-11.0920203500000	13.6664743700000
0.5961251863000	-1.9420533750000	9.8201492920000	0.5961251863000	-11.1123750600000	13.6670816700000
0.6557377049000	-1.9077982360000	9.8207785900000	0.6557377049000	-11.1357909000000	13.6679964100000
0.7153502235000	-1.8822875340000	9.8223400800000	0.7153502235000	-11.1506608000000	13.6682098000000
0.7749627422000	-1.8772422640000	9.8211339610000	0.7749627422000	-11.1756785900000	13.6689070000000
0.8345752608000	-1.8039432300000	9.8177284070000	0.8345752608000	-11.1952396400000	13.6682574900000
0.8941877794000	-1.7742566340000	9.8312194360000	0.8941877794000	-11.2022081500000	13.6678771400000
0.9538002981000	-1.6851582680000	9.8228863950000	0.9538002981000	-11.1998161800000	13.6675040800000
1.0134128170000	-1.7020463170000	9.8200865930000	1.0134128170000	-11.2055995100000	13.6674646200000
1.0730253350000	-1.6671339060000	9.8137991050000	1.0730253350000	-11.2062485600000	13.6667933700000
1.1326378540000	-1.5994742180000	9.8103932560000	1.1326378540000	-11.2056965300000	13.6667447500000
1.1922503730000	-1.4994157640000	9.8125245100000	1.1922503730000	-11.2022421300000	13.6675371700000
1.2518628910000	-1.3981653920000	9.8156659100000	1.2518628910000	-11.1988523900000	13.6678408500000
1.3114754100000	-1.3095641750000	9.8133843630000	1.3114754100000	-11.1996217800000	13.6680733100000
1.3710879280000	-1.2893325020000	9.8116500460000	1.3710879280000	-11.2064465900000	13.6684258500000
1.4307004470000	-1.2625098160000	9.8138884300000	1.4307004470000	-11.2135307300000	13.6687720600000
1.4903129660000	-1.1656519050000	9.8208911390000	1.4903129660000	-11.2148125400000	13.6689484100000
1.5499254840000	-1.1316781250000	9.8225624650000	1.5499254840000	-11.2172475200000	13.6690663400000
1.6095380030000	-0.9989967383000	9.8222405880000	1.6095380030000	-11.2153785600000	13.6689743800000
1.6691505220000	-0.9944951785000	9.8215507220000	1.6691505220000	-11.2158207300000	13.6687177000000
1.7287630400000	-0.9899635834000	9.8167335440000	1.7287630400000	-11.2245078600000	13.6691300500000
1.7883755590000	-0.9309326428000	9.8164413660000	1.7883755590000	-11.2571898900000	13.6681282900000
1.8479880770000	-0.8857088137000	9.8277053620000	1.8479880770000	-11.2710285400000	13.6686918500000
1.9076005960000	-0.8819277134000	9.8209877950000	1.9076005960000	-11.2928976900000	13.6687522000000
1.9672131150000	-0.8867865151000	9.8184162540000	1.9672131150000	-11.3147822400000	13.6694058800000
2.0268256330000	-0.8761123753000	9.8232825240000	2.0268256330000	-11.3193562800000	13.6689963300000
2.0864381520000	-0.8516871873000	9.8263214770000	2.0864381520000	-11.3254605400000	13.6701845500000
2.1460506710000	-0.8630878717000	9.8196781070000	2.1460506710000	-11.3486970300000	13.6710538300000
2.2056631890000	-0.8677371739000	9.8173946460000	2.2056631890000	-11.3795862000000	13.6713241300000
2.2652757080000	-0.8616873808000	9.8190013650000	2.2652757080000	-11.3867232200000	13.6712312300000
2.3248882270000	-0.8508414590000	9.8195444050000	2.3248882270000	-11.3969383900000	13.6705317600000
2.3845007450000	-0.8500021829000	9.8185178350000	2.3845007450000	-11.4208719700000	13.6700543300000
2.4441132640000	-0.8364350618000	9.8163084210000	2.4441132640000	-11.4425091100000	13.6700609200000
2.5037257820000	-0.7933529234000	9.8194159450000	2.5037257820000	-11.4542627500000	13.6700937000000
2.5633383010000	-0.7260331090000	9.8180261930000	2.5633383010000	-11.4612495900000	13.6699379600000
2.6229508200000	-0.7948298894000	9.8153842300000	2.6229508200000	-11.4830544100000	13.6683455900000
2.6825633380000	-0.7923295248000	9.8151335500000	2.6825633380000	-11.5097356600000	13.6687374000000
2.7421758570000	-0.7740477857000	9.8137797840000	2.7421758570000	-11.5243221900000	13.6690875300000
2.8017883760000	-0.7707992782000	9.8152554500000	2.8017883760000	-11.5251548500000	13.6695331400000
2.8614008940000	-0.7646022642000	9.8161066800000	2.8614008940000	-11.5356532100000	13.6691542100000
2.9210134130000	-0.7760876434000	9.8154836120000	2.9210134130000	-11.5643235200000	13.6680683900000
2.9806259310000	-0.7688534730000	9.8146812350000	2.9806259310000	-11.6011607000000	13.6684113100000
3.0402384500000	-0.7318818017000	9.8213733080000	3.0402384500000	-11.6196630400000	13.6677679700000
3.0998509690000	-0.7217802436000	9.8204153440000	3.0998509690000	-11.6535827300000	13.6674138100000
3.1594634870000	-0.7220454448000	9.8175002250000	3.1594634870000	-11.6731533200000	13.6684018400000
3.2190760060000	-0.6952101687000	9.8204591920000	3.2190760060000	-11.6784527400000	13.6692904200000
3.2786885250000	-0.6463468332000	9.8255105470000	3.2786885250000	-11.6814012200000	13.6692873600000
3.3383010430000	-0.6147238787000	9.8284732520000	3.3383010430000	-11.6759995900000	13.6700473300000
3.3979135620000	-0.6228202873000	9.8201544950000	3.3979135620000	-11.6954318500000	13.6703020000000
3.4575260800000	-0.6265925895000	9.8170688880000	3.4575260800000	-11.7399980900000	13.6699791200000
3.5171385990000	-0.6270017676000	9.8159949390000	3.5171385990000	-11.7677388100000	13.6692706800000
3.5767511180000	-0.6216694162000	9.8205928640000	3.5767511180000	-11.7944592200000	13.6695929600000
3.6363636360000	-0.6282277942000	9.8236618030000	3.6363636360000	-11.8167421100000	13.6700454900000
3.6959761550000	-0.5878343539000	9.8183613200000	3.6959761550000	-11.8373035800000	13.6692573100000
3.7555886740000	-0.5548908095000	9.8147854960000	3.7555886740000	-11.8677745000000	13.6681052400000
3.8152011920000	-0.5353047703000	9.8137975660000	3.8152011920000	-11.8860290300000	13.6685704900000
3.8748137110000	-0.5239544020000	9.8159395820000	3.8748137110000	-11.8890319000000	13.6694952100000
3.9344262300000	-0.5236835763000	9.8196765730000	3.9344262300000	-11.8977568600000	13.6702848200000
3.9940387480000	-0.4780636026000	9.8211200200000	3.9940387480000	-11.9125317600000	13.6692465700000
4.0536512670000	-0.4685843267000	9.8190933710000	4.0536512670000	-11.9213335400000	13.6670920800000
4.1132637850000	-0.4633368134000	9.8123833320000	4.1132637850000	-11.9549526700000	13.6660536900000
4.1728763040000	-0.4289013790000	9.8164841900000	4.1728763040000	-11.9703171100000	13.6669093100000
4.2324888230000	-0.3994104864000	9.8158024220000	4.2324888230000	-11.9835395100000	13.6679716300000
4.2921013410000	-0.3897314486000	9.8134510070000	4.2921013410000	-12.0023827500000	13.6674648500000
4.3517138600000	-0.3848625448000	9.8096575230000	4.3517138600000	-12.0364250800000	13.6683499800000
4.4113263790000	-0.3750755717000	9.8057442320000	4.4113263790000	-12.0586357100000	13.6689092900000
4.4709388970000	-0.3694331481000	9.8107753150000	4.4709388970000	-12.0843375300000	13.6684309600000
4.5305514160000	-0.3415784913000	9.8120211630000	4.5305514160000	-12.1137518300000	13.6681810800000
4.5901639340000	-0.3500568006000	9.8168793370000	4.5901639340000	-12.1263764600000	13.6683109600000
4.6497764530000	-0.3435120713000	9.8133911300000	4.6497764530000	-12.1420297900000	13.6686557700000
4.7093889720000	-0.3290552188000	9.8132892140000	4.7093889720000	-12.1635109600000	13.6687008000000
4.7690014900000	-0.3180053031000	9.8123730990000	4.7690014900000	-12.1799532900000	13.6685267800000
4.8286140090000	-0.3124067196000	9.8095628370000	4.8286140090000	-12.2065031500000	13.6689300400000
4.8882265280000	-0.3224214320000	9.8118202020000	4.8882265280000	-12.2330985500000	13.6677679000000
4.9478390460000	-0.3292297948000	9.8138025710000	4.9478390460000	-12.2551790100000	13.6675217700000
5.0074515650000	-0.3243532834000	9.8165108210000	5.0074515650000	-12.2747180500000	13.6676532200000
5.0670640830000	-0.2993391999000	9.8153945930000	5.0670640830000	-12.2829524600000	13.6679396700000
5.1266766020000	-0.3231618281000	9.8135441980000	5.1266766020000	-12.3013260800000	13.6684251700000
5.1862891210000	-0.3135326947000	9.8151297730000	5.1862891210000	-12.3236218700000	13.6688243600000
5.2459016390000	-0.3058984106000	9.8122139850000	5.2459016390000	-12.3476247200000	13.6696927700000
5.3055141580000	-0.3079152519000	9.8167365670000	5.3055141580000	-12.3623236000000	13.6693153800000
5.3651266770000	-0.2906314351000	9.8201675150000	5.3651266770000	-12.3851493800000	13.6687421000000
5.4247391950000	-0.3097638380000	9.8181328690000	5.4247391950000	-12.4088339700000	13.6684503300000
5.4843517140000	-0.3464044523000	9.8153849530000	5.4843517140000	-12.4610525600000	13.6673538400000
5.5439642320000	-0.3413736158000	9.8152380180000	5.5439642320000	-12.4998181300000	13.6666483200000
5.6035767510000	-0.3269974332000	9.8118817580000	5.6035767510000	-12.5226740300000	13.6671881800000
5.6631892700000	-0.3149308087000	9.8131463210000	5.6631892700000	-12.5398518900000	13.6672233900000
5.7228017880000	-0.3588087715000	9.8125895520000	5.7228017880000	-12.5749930300000	13.6678712100000
5.7824143070000	-0.3248231958000	9.8101174530000	5.7824143070000	-12.5887612500000	13.6672230300000
5.8420268260000	-0.3243289052000	9.8139614580000	5.8420268260000	-12.6127608600000	13.6663485800000
5.9016393440000	-0.3255030953000	9.8260592570000	5.9016393440000	-12.6444276200000	13.6659482000000
5.9612518630000	-0.3167578645000	9.8244375800000	5.9612518630000	-12.6537458200000	13.6662506800000
6.0208643820000	-0.3189643510000	9.8149614860000	6.0208643820000	-12.6855079600000	13.6662834600000
6.0804769000000	-0.3270228981000	9.8153428480000	6.0804769000000	-12.7069935800000	13.6663026900000
6.1400894190000	-0.3263652474000	9.8152338470000	6.1400894190000	-12.7183912800000	13.6664264700000
