GFsup			GFext		
t	x	y	t	x	y
0.00000000000000	7.04148853100000	17.46248803000000	0.00000000000000	28.22648268000000	22.00212964000000
0.05526083112000	6.98887374900000	17.44349996000000	0.05526083112000	28.22675466000000	22.00109353000000
0.11052166220000	7.03730527000000	17.45141415000000	0.11052166220000	28.22603929000000	22.00141615000000
0.16578249340000	7.03962697500000	17.44528730000000	0.16578249340000	28.22746556000000	22.00070110000000
0.22104332450000	7.03064153000000	17.43819005000000	0.22104332450000	28.22681579000000	22.00098563000000
0.27630415560000	7.03474216000000	17.46209125000000	0.27630415560000	28.22602072000000	22.00141933000000
0.33156498670000	7.06998028300000	17.46545650000000	0.33156498670000	28.22745845000000	22.00121691000000
0.38682581790000	7.08440875700000	17.45532720000000	0.38682581790000	28.22860854000000	22.00115595000000
0.44208664900000	7.05861423000000	17.45344644000000	0.44208664900000	28.22800965000000	22.00112891000000
0.49734748010000	7.05773850700000	17.44784810000000	0.49734748010000	28.22751434000000	22.00139745000000
0.55260831120000	7.05832649800000	17.45012920000000	0.55260831120000	28.22674982000000	22.00149005000000
0.60786914240000	7.07103084400000	17.44776885000000	0.60786914240000	28.22840624000000	22.00098581000000
0.66312997350000	7.05714973100000	17.45477978000000	0.66312997350000	28.22691212000000	22.00144329000000
0.71839080460000	7.05273176700000	17.45701654000000	0.71839080460000	28.22683657000000	22.00150211000000
0.77365163570000	7.05139679300000	17.45490412000000	0.77365163570000	28.22623915000000	22.00151591000000
0.82891246680000	7.05102338900000	17.44968102000000	0.82891246680000	28.22654375000000	22.00155321000000
0.88417329800000	7.04746843900000	17.44439873000000	0.88417329800000	28.22682775000000	22.00120269000000
0.93943412910000	7.08064785600000	17.43821952000000	0.93943412910000	28.22694517000000	22.00118627000000
0.99469496020000	7.06644683300000	17.44413913000000	0.99469496020000	28.22716776000000	22.00119731000000
1.04995579100000	7.09040260100000	17.43781596000000	1.04995579100000	28.22749453000000	22.00124173000000
1.10521662200000	7.05195216700000	17.44481736000000	1.10521662200000	28.22754426000000	22.00100615000000
1.16047745400000	7.06489089900000	17.45044520000000	1.16047745400000	28.22682185000000	22.00149905000000
1.21573828500000	7.04363231600000	17.45121640000000	1.21573828500000	28.22684189000000	22.00128152000000
1.27099911600000	7.06337458400000	17.43977898000000	1.27099911600000	28.22639842000000	22.00140576000000
1.32625994700000	7.06539763600000	17.44357811000000	1.32625994700000	28.22613383000000	22.00148304000000
1.38152077800000	7.07745293400000	17.44115911000000	1.38152077800000	28.22733553000000	22.00104986000000
1.43678160900000	7.12161882400000	17.42802592000000	1.43678160900000	28.22788191000000	22.00096047000000
1.49204244000000	7.12336223400000	17.43182593000000	1.49204244000000	28.22747482000000	22.00108553000000
1.54730327100000	7.15547279500000	17.42440706000000	1.54730327100000	28.22705384000000	22.00109785000000
1.60256410300000	7.14888675300000	17.42765966000000	1.60256410300000	28.22688580000000	22.00126474000000
1.65782493400000	7.14946769600000	17.42788516000000	1.65782493400000	28.22693284000000	22.00119778000000
1.71308576500000	7.14842521500000	17.43298557000000	1.71308576500000	28.22655785000000	22.00124930000000
1.76834659600000	7.15835202300000	17.43175406000000	1.76834659600000	28.22670147000000	22.00144200000000
1.82360742700000	7.16372057600000	17.42843592000000	1.82360742700000	28.22794377000000	22.00096479000000
1.87886825800000	7.15556947900000	17.42624678000000	1.87886825800000	28.22725694000000	22.00125339000000
1.93412908900000	7.14690921600000	17.43183984000000	1.93412908900000	28.22649541000000	22.00128697000000
1.98938992000000	7.15821359400000	17.43147818000000	1.98938992000000	28.22824209000000	22.00080024000000
2.04465075200000	7.13001848000000	17.42536885000000	2.04465075200000	28.22767834000000	22.00066152000000
2.09991158300000	7.15362487000000	17.40676813000000	2.09991158300000	28.22705567000000	22.00088325000000
2.15517241400000	7.15722892600000	17.41539393000000	2.15517241400000	28.22775291000000	22.00077184000000
2.21043324500000	7.15403536800000	17.39891037000000	2.21043324500000	28.22788732000000	22.00072559000000
2.26569407600000	7.15008250500000	17.38888471000000	2.26569407600000	28.22755795000000	22.00080066000000
2.32095490700000	7.14009525600000	17.40913906000000	2.32095490700000	28.22653511000000	22.00105884000000
2.37621573800000	7.16499262400000	17.41277566000000	2.37621573800000	28.22784594000000	22.00061344000000
2.43147656900000	7.17417118700000	17.42013933000000	2.43147656900000	28.22713814000000	22.00106493000000
2.48673740100000	7.21958502700000	17.40652448000000	2.48673740100000	28.22816285000000	22.00095968000000
2.54199823200000	7.22400436100000	17.39440293000000	2.54199823200000	28.22912457000000	22.00045377000000
2.59725906300000	7.26723940300000	17.37886220000000	2.59725906300000	28.22920293000000	22.00040382000000
2.65251989400000	7.25745678400000	17.38724248000000	2.65251989400000	28.22895293000000	22.00055446000000
2.70778072500000	7.28129902000000	17.37852958000000	2.70778072500000	28.23044976000000	22.00010290000000
2.76304155600000	7.26977747000000	17.37268548000000	2.76304155600000	28.22941407000000	22.00035672000000
2.81830238700000	7.27279661300000	17.38252909000000	2.81830238700000	28.22967317000000	22.00030237000000
2.87356321800000	7.27270834000000	17.39587442000000	2.87356321800000	28.23012048000000	22.00021617000000
2.92882405000000	7.27779789600000	17.38831837000000	2.92882405000000	28.23024040000000	22.00019749000000
2.98408488100000	7.26862061700000	17.39518028000000	2.98408488100000	28.22846776000000	22.00086955000000
3.03934571200000	7.29099967200000	17.38596031000000	3.03934571200000	28.23025949000000	22.00043227000000
3.09460654300000	7.27749746200000	17.38427737000000	3.09460654300000	28.22954358000000	22.00030060000000
3.14986737400000	7.26313239300000	17.38609359000000	3.14986737400000	28.22885282000000	22.00055658000000
3.20512820500000	7.29937776700000	17.38095363000000	3.20512820500000	28.22876651000000	22.00071808000000
3.26038903600000	7.33740284000000	17.38366840000000	3.26038903600000	28.23222368000000	21.99952947000000
3.31564986700000	7.33527470200000	17.37817167000000	3.31564986700000	28.23157124000000	21.99975448000000
3.37091069800000	7.37106956400000	17.37154107000000	3.37091069800000	28.22976255000000	22.00026778000000
3.42617153000000	7.38722826900000	17.35717213000000	3.42617153000000	28.23053669000000	22.00005069000000
3.48143236100000	7.38129680600000	17.33089124000000	3.48143236100000	28.23228731000000	21.99957384000000
3.53669319200000	7.34083565000000	17.30893896000000	3.53669319200000	28.23154567000000	21.99952681000000
3.59195402300000	7.33211895900000	17.28082738000000	3.59195402300000	28.23018974000000	21.99986942000000
3.64721485400000	7.31143439400000	17.28358635000000	3.64721485400000	28.22936384000000	22.00029607000000
3.70247568500000	7.30670149500000	17.27503961000000	3.70247568500000	28.22848455000000	22.00078093000000
3.75773651600000	7.28581341800000	17.27420821000000	3.75773651600000	28.22828738000000	22.00053504000000
3.81299734700000	7.33910172600000	17.25694998000000	3.81299734700000	28.22907951000000	22.00041261000000
3.86825817900000	7.33975501300000	17.26211534000000	3.86825817900000	28.22802311000000	22.00076606000000
3.92351901000000	7.32391078700000	17.25548696000000	3.92351901000000	28.22773727000000	22.00076435000000
3.97877984100000	7.32754813000000	17.24622411000000	3.97877984100000	28.22988559000000	22.00002628000000
4.03404067200000	7.34763208000000	17.25793320000000	4.03404067200000	28.22840848000000	22.00058673000000
4.08930150300000	7.34654060900000	17.26496495000000	4.08930150300000	28.22837909000000	22.00081182000000
4.14456233400000	7.33855901700000	17.26656011000000	4.14456233400000	28.22765299000000	22.00104488000000
4.19982316500000	7.33871177600000	17.27458342000000	4.19982316500000	28.22905751000000	22.00083417000000
4.25508399600000	7.36023628900000	17.28537421000000	4.25508399600000	28.22927372000000	22.00105099000000
4.31034482800000	7.33038649000000	17.29031140000000	4.31034482800000	28.22873823000000	22.00130142000000
4.36560565900000	7.32426741700000	17.27812561000000	4.36560565900000	28.22992454000000	22.00079693000000
4.42086649000000	7.33143266900000	17.27017188000000	4.42086649000000	28.23044677000000	22.00064032000000
4.47612732100000	7.33313179200000	17.27393346000000	4.47612732100000	28.22813003000000	22.00133229000000
4.53138815200000	7.30850232700000	17.27883002000000	4.53138815200000	28.22768360000000	22.00140978000000
4.58664898300000	7.30652265500000	17.27244624000000	4.58664898300000	28.22897884000000	22.00098118000000
4.64190981400000	7.31261772200000	17.26458545000000	4.64190981400000	28.22752031000000	22.00119784000000
4.69717064500000	7.32254805900000	17.26182475000000	4.69717064500000	28.22867252000000	22.00088668000000
4.75243147700000	7.33484171300000	17.26951637000000	4.75243147700000	28.22797401000000	22.00107825000000
4.80769230800000	7.33699141300000	17.26590983000000	4.80769230800000	28.22867634000000	22.00104323000000
4.86295313900000	7.33873788300000	17.24106432000000	4.86295313900000	28.22843993000000	22.00104378000000
4.91821397000000	7.37581332700000	17.25606748000000	4.91821397000000	28.22929869000000	22.00059086000000
4.97347480100000	7.53042758900000	17.23912779000000	4.97347480100000	28.23637602000000	21.99844852000000
5.02873563200000	7.50434045800000	17.24259663000000	5.02873563200000	28.24444532000000	21.99660848000000
5.08399646300000	7.38828794400000	17.26420913000000	5.08399646300000	28.23552751000000	21.99913470000000
5.13925729400000	7.42576124400000	17.25448538000000	5.13925729400000	28.23301880000000	21.99975977000000
5.19451812600000	7.47864893700000	17.24953207000000	5.19451812600000	28.23233508000000	22.00013290000000
5.24977895700000	7.43257605400000	17.26680501000000	5.24977895700000	28.23110538000000	22.00047771000000
5.30503978800000	7.41529320900000	17.28044959000000	5.30503978800000	28.23050457000000	22.00053562000000
5.36030061900000	7.33540781700000	17.29334731000000	5.36030061900000	28.22695596000000	22.00171016000000
5.41556145000000	7.27855425200000	17.30138550000000	5.41556145000000	28.22297274000000	22.00295595000000
5.47082228100000	7.22477213100000	17.30036605000000	5.47082228100000	28.22586550000000	22.00185718000000
5.52608311200000	7.26520505800000	17.28532068000000	5.52608311200000	28.22684986000000	22.00151652000000
5.58134394300000	7.22161309200000	17.29472467000000	5.58134394300000	28.22615705000000	22.00169714000000
5.63660477500000	7.22179006400000	17.29957596000000	5.63660477500000	28.22694769000000	22.00125682000000
5.69186560600000	7.22290512400000	17.30072245000000	5.69186560600000	28.22645190000000	22.00164833000000
5.74712643700000	7.20398933100000	17.30293288000000	5.74712643700000	28.22504144000000	22.00214989000000
5.80238726800000	7.21456970100000	17.29005724000000	5.80238726800000	28.22640855000000	22.00173180000000
