GFsupBEST?			GFext		
t	x	y	t	x	y
0.00000000000000	28.82466765000000	23.34623854000000	0.00000000000000	-8.63834141700000	34.71764474000000
0.06208866261000	28.81784933000000	23.34307486000000	0.06208866261000	-8.63810004600000	34.71654687000000
0.12417732520000	28.80204425000000	23.34282607000000	0.12417732520000	-8.63820951800000	34.71601141000000
0.18626598780000	28.78544829000000	23.34317151000000	0.18626598780000	-8.63870907400000	34.71608044000000
0.24835465040000	28.80383709000000	23.34730914000000	0.24835465040000	-8.63995574900000	34.71661900000000
0.31044331310000	28.77944417000000	23.34154716000000	0.31044331310000	-8.63856244600000	34.71678687000000
0.37253197570000	28.82509382000000	23.34901106000000	0.37253197570000	-8.64011185200000	34.71580551000000
0.43462063830000	28.82712534000000	23.34940962000000	0.43462063830000	-8.63825510900000	34.71580123000000
0.49670930090000	28.84246074000000	23.34758673000000	0.49670930090000	-8.63869829400000	34.71597802000000
0.55879796350000	28.84292374000000	23.34591069000000	0.55879796350000	-8.64120531000000	34.71619952000000
0.62088662610000	28.86746146000000	23.34980328000000	0.62088662610000	-8.63964098700000	34.71686287000000
0.68297528870000	28.88375295000000	23.35645850000000	0.68297528870000	-8.64040857200000	34.71663655000000
0.74506395130000	28.86749309000000	23.35229113000000	0.74506395130000	-8.64030791400000	34.71713146000000
0.80715261390000	28.85754568000000	23.36425232000000	0.80715261390000	-8.64013814600000	34.71768573000000
0.86924127650000	28.86327598000000	23.35882001000000	0.86924127650000	-8.64085517900000	34.71672164000000
0.93132993920000	28.85488888000000	23.36027852000000	0.93132993920000	-8.64096422500000	34.71684587000000
0.99341860180000	28.94201836000000	23.35749703000000	0.99341860180000	-8.64269580900000	34.71742669000000
1.05550726400000	28.93803269000000	23.36080525000000	1.05550726400000	-8.64551774400000	34.71711862000000
1.11759592700000	28.95848532000000	23.36399852000000	1.11759592700000	-8.64172397100000	34.71705082000000
1.17968459000000	28.99218772000000	23.36301802000000	1.17968459000000	-8.64430137500000	34.71687751000000
1.24177325200000	29.03508965000000	23.36003303000000	1.24177325200000	-8.64421784800000	34.71735789000000
1.30386191500000	28.98176551000000	23.36282056000000	1.30386191500000	-8.64449172600000	34.71662663000000
1.36595057700000	29.01562444000000	23.37443765000000	1.36595057700000	-8.63984050200000	34.71694444000000
1.42803924000000	29.04374802000000	23.36830957000000	1.42803924000000	-8.64522453500000	34.71712221000000
1.49012790300000	29.03035078000000	23.36346161000000	1.49012790300000	-8.64324501000000	34.71673828000000
1.55221656500000	29.02129029000000	23.36249893000000	1.55221656500000	-8.64585167000000	34.71686868000000
1.61430522800000	29.01087081000000	23.36655341000000	1.61430522800000	-8.64528569400000	34.71672754000000
1.67639389000000	28.99109901000000	23.35766271000000	1.67639389000000	-8.64465067000000	34.71666766000000
1.73848255300000	29.01005024000000	23.37058826000000	1.73848255300000	-8.64523081300000	34.71696411000000
1.80057121600000	29.04638360000000	23.37328892000000	1.80057121600000	-8.64430911400000	34.71660956000000
1.86265987800000	29.02142276000000	23.36913413000000	1.86265987800000	-8.64465909700000	34.71714159000000
1.92474854100000	29.00479658000000	23.36518873000000	1.92474854100000	-8.64258916200000	34.71643059000000
1.98683720400000	29.00697687000000	23.36448056000000	1.98683720400000	-8.64388100500000	34.71616216000000
2.04892586600000	29.00093212000000	23.35765739000000	2.04892586600000	-8.64275468200000	34.71621963000000
2.11101452900000	29.00132590000000	23.35816714000000	2.11101452900000	-8.64250913200000	34.71625587000000
2.17310319100000	29.01804223000000	23.36365478000000	2.17310319100000	-8.64232544900000	34.71631581000000
2.23519185400000	29.03522013000000	23.35614078000000	2.23519185400000	-8.64085443100000	34.71578056000000
2.29728051700000	29.02853270000000	23.36056839000000	2.29728051700000	-8.64279035500000	34.71621845000000
2.35936917900000	28.99061395000000	23.35402231000000	2.35936917900000	-8.64266357000000	34.71653273000000
2.42145784200000	28.99962241000000	23.35474349000000	2.42145784200000	-8.64544722500000	34.71532738000000
2.48354650400000	28.94170528000000	23.35218771000000	2.48354650400000	-8.64409625000000	34.71603870000000
2.54563516700000	28.94833889000000	23.35545132000000	2.54563516700000	-8.64677072800000	34.71517415000000
2.60772383000000	28.97889075000000	23.35972438000000	2.60772383000000	-8.64530780700000	34.71589243000000
2.66981249200000	28.99647716000000	23.36161000000000	2.66981249200000	-8.64771053800000	34.71611626000000
2.73190115500000	28.98834625000000	23.36010285000000	2.73190115500000	-8.64573033300000	34.71580545000000
2.79398981700000	28.99920115000000	23.35551129000000	2.79398981700000	-8.64592706100000	34.71609013000000
2.85607848000000	29.01984977000000	23.35768941000000	2.85607848000000	-8.64523545800000	34.71482297000000
2.91816714300000	29.10484949000000	23.36261597000000	2.91816714300000	-8.64543428500000	34.71515255000000
2.98025580500000	29.11668123000000	23.35442991000000	2.98025580500000	-8.64552583100000	34.71488964000000
3.04234446800000	29.12954912000000	23.35495741000000	3.04234446800000	-8.64418134500000	34.71493036000000
3.10443313100000	29.15344930000000	23.35593440000000	3.10443313100000	-8.64275742600000	34.71478601000000
3.16652179300000	29.20765802000000	23.35914178000000	3.16652179300000	-8.64444446400000	34.71464730000000
3.22861045600000	29.22582089000000	23.35948612000000	3.22861045600000	-8.64391871200000	34.71461087000000
3.29069911800000	29.24457435000000	23.36095951000000	3.29069911800000	-8.64303784100000	34.71477166000000
3.35278778100000	29.28813874000000	23.36825217000000	3.35278778100000	-8.64297518800000	34.71477939000000
3.41487644400000	29.29119850000000	23.36207234000000	3.41487644400000	-8.64161369600000	34.71535346000000
3.47696510600000	29.28698926000000	23.35839285000000	3.47696510600000	-8.64196114600000	34.71488711000000
3.53905376900000	29.30760532000000	23.36024737000000	3.53905376900000	-8.64228590400000	34.71496418000000
3.60114243100000	29.31821015000000	23.36464817000000	3.60114243100000	-8.64282327400000	34.71498617000000
3.66323109400000	29.33279460000000	23.37314687000000	3.66323109400000	-8.64135707900000	34.71586276000000
3.72531975700000	29.36858184000000	23.38163382000000	3.72531975700000	-8.64215594100000	34.71540189000000
3.78740841900000	29.40311768000000	23.37565115000000	3.78740841900000	-8.64242035900000	34.71395604000000
3.84949708200000	29.40876871000000	23.36853298000000	3.84949708200000	-8.64184656000000	34.71517631000000
3.91158574400000	29.42381327000000	23.36922087000000	3.91158574400000	-8.64151756100000	34.71486689000000
3.97367440700000	29.43144691000000	23.36419017000000	3.97367440700000	-8.64262787400000	34.71518117000000
4.03576307000000	29.41693643000000	23.36535837000000	4.03576307000000	-8.64403912200000	34.71418580000000
4.09785173200000	29.40500789000000	23.35845762000000	4.09785173200000	-8.64182505600000	34.71471763000000
4.15994039500000	29.43959463000000	23.35572686000000	4.15994039500000	-8.64183298200000	34.71462772000000
4.22202905700000	29.45979804000000	23.35419577000000	4.22202905700000	-8.64263491000000	34.71421707000000
4.28411772000000	29.45351163000000	23.35191421000000	4.28411772000000	-8.64389280900000	34.71413525000000
4.34620638300000	29.45480665000000	23.35537597000000	4.34620638300000	-8.64300503000000	34.71426817000000
4.40829504500000	29.46970434000000	23.35595346000000	4.40829504500000	-8.64282752700000	34.71453100000000
4.47038370800000	29.49256124000000	23.35724199000000	4.47038370800000	-8.64285730500000	34.71507740000000
4.53247237100000	29.47902860000000	23.35419049000000	4.53247237100000	-8.64091369700000	34.71461255000000
4.59456103300000	29.46199220000000	23.35581693000000	4.59456103300000	-8.64111914200000	34.71431076000000
4.65664969600000	29.45377854000000	23.35582008000000	4.65664969600000	-8.64406320800000	34.71390279000000
4.71873835800000	29.45240710000000	23.35528837000000	4.71873835800000	-8.64304598100000	34.71426394000000
4.78082702100000	29.45779907000000	23.35420095000000	4.78082702100000	-8.64166490300000	34.71465763000000
4.84291568400000	29.43507022000000	23.35318883000000	4.84291568400000	-8.64237668900000	34.71390468000000
4.90500434600000	29.42941737000000	23.35133238000000	4.90500434600000	-8.64369645700000	34.71418330000000
4.96709300900000	29.46085458000000	23.35735243000000	4.96709300900000	-8.64283464700000	34.71424919000000
5.02918167100000	29.48960058000000	23.36344320000000	5.02918167100000	-8.64230972900000	34.71409866000000
5.09127033400000	29.46297271000000	23.35952065000000	5.09127033400000	-8.64182687400000	34.71348227000000
5.15335899700000	29.45752633000000	23.35649182000000	5.15335899700000	-8.64254049000000	34.71317960000000
