CALbump			CALextNEW		
t	x	y	t	x	y
0.000000000000	12.423636570000	7.117269766000	0.000000000000	-0.558336437100	14.777304370000
0.023668639050	12.421432120000	7.117061998000	0.023668639050	-0.559203629500	14.776046850000
0.047337278110	12.418906050000	7.117187077000	0.047337278110	-0.559941036700	14.776070440000
0.071005917160	12.418247570000	7.117610651000	0.071005917160	-0.558997406100	14.775998210000
0.094674556210	12.417144870000	7.117455958000	0.094674556210	-0.559149822100	14.775995710000
0.118343195300	12.418394500000	7.117459668000	0.118343195300	-0.560071661900	14.776021790000
0.142011834300	12.415285050000	7.117511862000	0.142011834300	-0.559768803100	14.776029430000
0.165680473400	12.408770830000	7.117393828000	0.165680473400	-0.559434713100	14.776045350000
0.189349112400	12.399297430000	7.117697565000	0.189349112400	-0.559634141700	14.775981750000
0.213017751500	12.409136740000	7.117097590000	0.213017751500	-0.560262898800	14.776050470000
0.236686390500	12.415681320000	7.116835191000	0.236686390500	-0.559620960500	14.776010050000
0.260355029600	12.409305100000	7.117138300000	0.260355029600	-0.559752882800	14.775943100000
0.284023668600	12.411436870000	7.116672499000	0.284023668600	-0.558406347400	14.775825910000
0.307692307700	12.417332000000	7.116689817000	0.307692307700	-0.559274764700	14.775994550000
0.331360946700	12.420662560000	7.115820774000	0.331360946700	-0.559632816000	14.775951610000
0.355029585800	12.414441790000	7.115104963000	0.355029585800	-0.560084690900	14.775933190000
0.378698224900	12.413475240000	7.115178678000	0.378698224900	-0.559581930000	14.775988700000
0.402366863900	12.416041850000	7.115953513000	0.402366863900	-0.559751233000	14.776031110000
0.426035503000	12.417506240000	7.114985480000	0.426035503000	-0.559205313100	14.775864290000
0.449704142000	12.418763010000	7.115705290000	0.449704142000	-0.559317748200	14.775929020000
0.473372781100	12.416719970000	7.115088842000	0.473372781100	-0.558915493400	14.776020870000
0.497041420100	12.421632590000	7.115725610000	0.497041420100	-0.559233448700	14.775958790000
0.520710059200	12.422155420000	7.115913943000	0.520710059200	-0.560455066800	14.775955480000
0.544378698200	12.421174930000	7.115900756000	0.544378698200	-0.558371649400	14.775900270000
