GFsup2			GFext		
t	x	y	t	x	y
0.00000000000000	-16.34261325000000	16.40720856000000	0.00000000000000	-6.91169809300000	23.38350196000000
0.05526083112000	-16.32133156000000	16.40592037000000	0.05526083112000	-6.91312361200000	23.38329377000000
0.11052166220000	-16.28029368000000	16.40498202000000	0.11052166220000	-6.91278036700000	23.38317865000000
0.16578249340000	-16.23141750000000	16.40308571000000	0.16578249340000	-6.91236031400000	23.38323963000000
0.22104332450000	-16.30350672000000	16.39728161000000	0.22104332450000	-6.91456877600000	23.38350111000000
0.27630415560000	-16.23324790000000	16.40178058000000	0.27630415560000	-6.91399326900000	23.38332658000000
0.33156498670000	-16.16914460000000	16.40012120000000	0.33156498670000	-6.91377487200000	23.38322393000000
0.38682581790000	-16.25354461000000	16.39755193000000	0.38682581790000	-6.91559133100000	23.38320344000000
0.44208664900000	-16.27366192000000	16.39682963000000	0.44208664900000	-6.91639392200000	23.38310179000000
0.49734748010000	-16.21276594000000	16.40035753000000	0.49734748010000	-6.91588169100000	23.38319966000000
0.55260831120000	-16.16092651000000	16.40139173000000	0.55260831120000	-6.91571243100000	23.38328752000000
0.60786914240000	-16.18007728000000	16.40016655000000	0.60786914240000	-6.91766849200000	23.38323761000000
0.66312997350000	-16.18470238000000	16.39859275000000	0.66312997350000	-6.91703781900000	23.38321151000000
0.71839080460000	-16.19103517000000	16.40001911000000	0.71839080460000	-6.91743432200000	23.38316117000000
0.77365163570000	-16.21233733000000	16.40107969000000	0.77365163570000	-6.91757819800000	23.38301991000000
0.82891246680000	-16.21294548000000	16.40038470000000	0.82891246680000	-6.91822153700000	23.38315931000000
0.88417329800000	-16.21581390000000	16.40221980000000	0.88417329800000	-6.91630566000000	23.38331250000000
0.93943412910000	-16.20041875000000	16.40215732000000	0.93943412910000	-6.91648731400000	23.38317885000000
0.99469496020000	-16.21047436000000	16.40058284000000	0.99469496020000	-6.91728099200000	23.38315571000000
1.04995579100000	-16.23290866000000	16.40178919000000	1.04995579100000	-6.91849603800000	23.38334490000000
1.10521662200000	-16.23794426000000	16.40381403000000	1.10521662200000	-6.91779246900000	23.38345033000000
1.16047745400000	-16.23579067000000	16.40381021000000	1.16047745400000	-6.91750095600000	23.38337200000000
1.21573828500000	-16.25163331000000	16.40234186000000	1.21573828500000	-6.91899906000000	23.38341951000000
1.27099911600000	-16.27310428000000	16.40251727000000	1.27099911600000	-6.92078315900000	23.38335247000000
1.32625994700000	-16.24745462000000	16.40275442000000	1.32625994700000	-6.92090755800000	23.38345253000000
1.38152077800000	-16.25575015000000	16.40556108000000	1.38152077800000	-6.91879408100000	23.38361291000000
1.43678160900000	-16.26498631000000	16.40688185000000	1.43678160900000	-6.91798530700000	23.38337116000000
1.49204244000000	-16.24543750000000	16.40863265000000	1.49204244000000	-6.91735893500000	23.38372906000000
1.54730327100000	-16.24991025000000	16.40898029000000	1.54730327100000	-6.91864140900000	23.38369760000000
1.60256410300000	-16.26878493000000	16.40874144000000	1.60256410300000	-6.91907323800000	23.38386581000000
1.65782493400000	-16.26342081000000	16.40913114000000	1.65782493400000	-6.92019195600000	23.38404880000000
1.71308576500000	-16.24932534000000	16.40777156000000	1.71308576500000	-6.92044791700000	23.38421689000000
1.76834659600000	-16.24523295000000	16.40721137000000	1.76834659600000	-6.92019171100000	23.38423130000000
1.82360742700000	-16.25357843000000	16.40742916000000	1.82360742700000	-6.92142986300000	23.38401574000000
1.87886825800000	-16.27402439000000	16.40514300000000	1.87886825800000	-6.92203983100000	23.38429426000000
1.93412908900000	-16.25704156000000	16.40569324000000	1.93412908900000	-6.92242792300000	23.38419434000000
1.98938992000000	-16.24109121000000	16.40501102000000	1.98938992000000	-6.92360218200000	23.38436559000000
2.04465075200000	-16.24557925000000	16.40321072000000	2.04465075200000	-6.92218593200000	23.38447557000000
2.09991158300000	-16.24254271000000	16.40315538000000	2.09991158300000	-6.92384683500000	23.38425282000000
2.15517241400000	-16.23570028000000	16.40293425000000	2.15517241400000	-6.92305193000000	23.38439856000000
2.21043324500000	-16.24059457000000	16.40195970000000	2.21043324500000	-6.92422023500000	23.38437580000000
2.26569407600000	-16.23493541000000	16.40096366000000	2.26569407600000	-6.92507291600000	23.38432086000000
2.32095490700000	-16.23763651000000	16.39662814000000	2.32095490700000	-6.92608890100000	23.38455426000000
2.37621573800000	-16.21238596000000	16.39810880000000	2.37621573800000	-6.92367775600000	23.38404539000000
2.43147656900000	-16.21941279000000	16.39754276000000	2.43147656900000	-6.92231819600000	23.38425485000000
2.48673740100000	-16.23233620000000	16.39669635000000	2.48673740100000	-6.92541805900000	23.38430181000000
2.54199823200000	-16.23504162000000	16.39689654000000	2.54199823200000	-6.92542927800000	23.38402919000000
2.59725906300000	-16.22795759000000	16.39920122000000	2.59725906300000	-6.92462385400000	23.38405500000000
2.65251989400000	-16.22713863000000	16.40020032000000	2.65251989400000	-6.92430703400000	23.38400875000000
2.70778072500000	-16.22539725000000	16.39792768000000	2.70778072500000	-6.92473046100000	23.38423812000000
2.76304155600000	-16.21930310000000	16.39886142000000	2.76304155600000	-6.92287886100000	23.38415666000000
2.81830238700000	-16.21702613000000	16.39885316000000	2.81830238700000	-6.92313202400000	23.38410278000000
2.87356321800000	-16.21441731000000	16.39587806000000	2.87356321800000	-6.92314319200000	23.38421802000000
2.92882405000000	-16.21279711000000	16.39296451000000	2.92882405000000	-6.92284950000000	23.38412336000000
2.98408488100000	-16.21511747000000	16.38918590000000	2.98408488100000	-6.92319092300000	23.38378376000000
3.03934571200000	-16.20098445000000	16.38704477000000	3.03934571200000	-6.92395446800000	23.38374571000000
3.09460654300000	-16.20710027000000	16.38838228000000	3.09460654300000	-6.92126168100000	23.38357716000000
3.14986737400000	-16.21136608000000	16.38880087000000	3.14986737400000	-6.92149899600000	23.38371169000000
3.20512820500000	-16.21249738000000	16.38810367000000	3.20512820500000	-6.92146291000000	23.38341665000000
3.26038903600000	-16.21112218000000	16.38853901000000	3.26038903600000	-6.92272548400000	23.38338652000000
3.31564986700000	-16.21059370000000	16.38712396000000	3.31564986700000	-6.92311155900000	23.38344780000000
3.37091069800000	-16.21872526000000	16.38361104000000	3.37091069800000	-6.92066307000000	23.38310851000000
3.42617153000000	-16.21146388000000	16.38706960000000	3.42617153000000	-6.92299162000000	23.38311981000000
3.48143236100000	-16.21254721000000	16.38873412000000	3.48143236100000	-6.92212754300000	23.38271142000000
3.53669319200000	-16.22073220000000	16.38410222000000	3.53669319200000	-6.92084757300000	23.38255522000000
3.59195402300000	-16.22678490000000	16.38152616000000	3.59195402300000	-6.91944166200000	23.38269234000000
3.64721485400000	-16.21764881000000	16.38248791000000	3.64721485400000	-6.91970882000000	23.38263034000000
3.70247568500000	-16.22376730000000	16.38129521000000	3.70247568500000	-6.92057705100000	23.38265315000000
3.75773651600000	-16.21249993000000	16.37654059000000	3.75773651600000	-6.92084929400000	23.38250802000000
3.81299734700000	-16.22569233000000	16.37030169000000	3.81299734700000	-6.92121054800000	23.38220624000000
3.86825817900000	-16.22270288000000	16.36317590000000	3.86825817900000	-6.92181230200000	23.38140701000000
3.92351901000000	-16.22515978000000	16.36710382000000	3.92351901000000	-6.92007580200000	23.38129956000000
3.97877984100000	-16.23110576000000	16.36820361000000	3.97877984100000	-6.92166778700000	23.38125848000000
4.03404067200000	-16.23039967000000	16.37232646000000	4.03404067200000	-6.92059644600000	23.38090109000000
4.08930150300000	-16.22623779000000	16.37468929000000	4.08930150300000	-6.92021192600000	23.38081545000000
