CALins2BEST			CALext		
t	x	y	t	x	y
0.000000000000	24.753158920000	6.645944598000	0.000000000000	2.338342067000	14.879004620000
0.059612518630	24.747102630000	6.639076786000	0.059612518630	2.340388905000	14.875519540000
0.119225037300	24.742995000000	6.637451357000	0.119225037300	2.339109713000	14.875699870000
0.178837555900	24.737543510000	6.633929526000	0.178837555900	2.336277693000	14.875702740000
0.238450074500	24.730527470000	6.630187039000	0.238450074500	2.333255876000	14.875957880000
0.298062593100	24.746099480000	6.640804319000	0.298062593100	2.342336136000	14.876032390000
0.357675111800	24.757930400000	6.647860689000	0.357675111800	2.342064773000	14.875214540000
0.417287630400	24.764184090000	6.651909247000	0.417287630400	2.341522489000	14.875793170000
0.476900149000	24.760717550000	6.647765877000	0.476900149000	2.342697512000	14.876512260000
0.536512667700	24.722476290000	6.617246341000	0.536512667700	2.338572691000	14.877525110000
0.596125186300	24.559191570000	6.544379729000	0.596125186300	2.337777676000	14.889057580000
0.655737704900	24.435188290000	6.472496655000	0.655737704900	2.350384765000	14.900000910000
0.715350223500	24.456327870000	6.492649603000	0.715350223500	2.339484958000	14.900119030000
0.774962742200	24.506503540000	6.498857173000	0.774962742200	2.352771379000	14.898424030000
0.834575260800	24.496622470000	6.564970278000	0.834575260800	2.373741735000	14.893916340000
0.894187779400	24.548144590000	6.583487565000	0.894187779400	2.414174492000	14.890341050000
0.953800298100	24.594607240000	6.590240578000	0.953800298100	2.435740827000	14.882542500000
1.013412817000	24.598486470000	6.589188551000	1.013412817000	2.394919489000	14.881246720000
1.073025335000	24.606840870000	6.587693798000	1.073025335000	2.384177832000	14.880193090000
1.132637854000	24.603622480000	6.578557681000	1.132637854000	2.372271643000	14.874714930000
1.192250373000	24.603456530000	6.569683820000	1.192250373000	2.335725369000	14.879263680000
1.251862891000	24.737431840000	6.598847617000	1.251862891000	2.340829617000	14.869831380000
1.311475410000	24.753539630000	6.635370248000	1.311475410000	2.328764137000	14.869789760000
1.371087928000	24.731019760000	6.621731236000	1.371087928000	2.340487738000	14.872580260000
1.430700447000	24.764155830000	6.588499885000	1.430700447000	2.344650970000	14.872913450000
1.490312966000	24.744071880000	6.571620366000	1.490312966000	2.348143937000	14.875914620000
1.549925484000	24.759017530000	6.576010501000	1.549925484000	2.338512300000	14.874145620000
1.609538003000	24.773241040000	6.578059853000	1.609538003000	2.321658041000	14.871623790000
1.669150522000	24.777981250000	6.580047368000	1.669150522000	2.329505145000	14.871542560000
1.728763040000	24.769046060000	6.575681225000	1.728763040000	2.336178315000	14.870039740000
1.788375559000	24.761824730000	6.576088346000	1.788375559000	2.339424886000	14.870557600000
1.847988077000	24.758413340000	6.574325983000	1.847988077000	2.333676111000	14.868727530000
1.907600596000	24.755173270000	6.572194188000	1.907600596000	2.316566153000	14.865787050000
1.967213115000	24.755687630000	6.570894192000	1.967213115000	2.331218536000	14.869311050000
2.026825633000	24.762378920000	6.571455580000	2.026825633000	2.326681823000	14.867086340000
2.086438152000	24.757016820000	6.570691296000	2.086438152000	2.329938390000	14.868918540000
2.146050671000	24.722978030000	6.559442592000	2.146050671000	2.328603761000	14.869725930000
2.205663189000	24.659349370000	6.553711675000	2.205663189000	2.332369395000	14.869383570000
2.265275708000	24.681086570000	6.562966830000	2.265275708000	2.323343270000	14.871199080000
2.324888227000	24.712526580000	6.569433881000	2.324888227000	2.324714089000	14.870071650000
2.384500745000	24.703361050000	6.569634576000	2.384500745000	2.326495035000	14.869171110000
2.444113264000	24.658372890000	6.560087433000	2.444113264000	2.334735821000	14.870118930000
2.503725782000	24.619250340000	6.552237874000	2.503725782000	2.331287601000	14.869419290000
2.563338301000	24.597266460000	6.550517993000	2.563338301000	2.332951254000	14.868706620000
2.622950820000	24.602349130000	6.551315624000	2.622950820000	2.338167824000	14.867999780000
2.682563338000	24.622216230000	6.556449059000	2.682563338000	2.336163921000	14.868758270000
2.742175857000	24.613615090000	6.561562190000	2.742175857000	2.343195346000	14.867933240000
2.801788376000	24.610381380000	6.565169926000	2.801788376000	2.344074110000	14.867061080000
2.861400894000	24.594893990000	6.553754975000	2.861400894000	2.339570909000	14.866777200000
2.921013413000	24.630565300000	6.521111333000	2.921013413000	2.335256470000	14.867528170000
2.980625931000	24.623069720000	6.507700206000	2.980625931000	2.337442875000	14.868238030000
3.040238450000	24.610795940000	6.501660983000	3.040238450000	2.345006485000	14.866302850000
3.099850969000	24.606112360000	6.502736971000	3.099850969000	2.339454736000	14.867671940000
3.159463487000	24.600475680000	6.498531086000	3.159463487000	2.341818200000	14.866974660000
3.219076006000	24.571127120000	6.495264445000	3.219076006000	2.343865282000	14.868647820000
3.278688525000	24.566211060000	6.493677722000	3.278688525000	2.339807082000	14.868145430000
3.338301043000	24.580213000000	6.499107656000	3.338301043000	2.339893872000	14.862964030000
3.397913562000	24.607953190000	6.504562400000	3.397913562000	2.342219251000	14.864825810000
3.457526080000	24.614238910000	6.508871061000	3.457526080000	2.337288132000	14.864491520000
3.517138599000	24.654804350000	6.520635700000	3.517138599000	2.333883964000	14.860899910000
3.576751118000	24.678206020000	6.519204056000	3.576751118000	2.336539296000	14.861116840000
3.636363636000	24.694703840000	6.521044373000	3.636363636000	2.338752252000	14.862464110000
3.695976155000	24.605428490000	6.548471418000	3.695976155000	2.333764249000	14.858874650000
3.755588674000	24.647693250000	6.557910013000	3.755588674000	2.341862191000	14.860969990000
3.815201192000	24.707494090000	6.569915369000	3.815201192000	2.338142580000	14.856471300000
3.874813711000	24.865293950000	6.585044493000	3.874813711000	2.340241153000	14.855125410000
3.934426230000	24.799972110000	6.570977421000	3.934426230000	2.340215334000	14.858749650000
3.994038748000	24.642556150000	6.555014092000	3.994038748000	2.341662076000	14.859959760000
4.053651267000	24.625640170000	6.556683768000	4.053651267000	2.341342306000	14.861716650000
4.113263785000	24.593386950000	6.553647588000	4.113263785000	2.337047242000	14.862404230000
4.172876304000	24.573394470000	6.543223392000	4.172876304000	2.339057553000	14.864279410000
4.232488823000	24.573321800000	6.542188671000	4.232488823000	2.336854545000	14.864120040000
