SOLfas			SOLext		
t	x	y	t	x	y
0.0000000000	21.9180419800	10.0061318600	0.0000000000	40.7619308700	17.1608308100
0.0182922368	21.9178497100	10.0059857200	0.0182922368	40.7625776300	17.1596689100
0.0365844736	21.9182301400	10.0061891800	0.0365844736	40.7632375200	17.1595469700
0.0548767103	21.9180303500	10.0056465100	0.0548767103	40.7627537500	17.1597538900
0.0731689471	21.9171499400	10.0058923600	0.0731689471	40.7632903300	17.1596469400
0.0914611839	21.9166573900	10.0056725000	0.0914611839	40.7628029300	17.1595504800
0.1097534206	21.9175353400	10.0058675300	0.1097534206	40.7623909000	17.1595737600
0.1280456574	21.9180973000	10.0059717200	0.1280456574	40.7628881300	17.1595650900
0.1463378942	21.9168470100	10.0061579800	0.1463378942	40.7626016900	17.1597687000
0.1646301310	21.9162121700	10.0062379100	0.1646301310	40.7628285200	17.1595038000
0.1829223677	21.9164470600	10.0059784700	0.1829223677	40.7632848500	17.1596962000
0.2012146045	21.9175831300	10.0059237600	0.2012146045	40.7620917600	17.1595892500
0.2195068413	21.9162427900	10.0059650600	0.2195068413	40.7626357200	17.1594715600
0.2377990781	21.9163308500	10.0056867200	0.2377990781	40.7620921700	17.1597601800
0.2560913148	21.9164227100	10.0052174800	0.2560913148	40.7625419700	17.1596578700
0.2743835516	21.9153340100	10.0048547800	0.2743835516	40.7616749700	17.1599390200
0.2926757884	21.9150318500	10.0048471600	0.2926757884	40.7617721800	17.1595549600
0.3109680252	21.9152137300	10.0051458200	0.3109680252	40.7621753900	17.1599880100
0.3292602619	21.9159300900	10.0055733200	0.3292602619	40.7624448000	17.1599171900
0.3475524987	21.9153963600	10.0051336000	0.3475524987	40.7625878000	17.1596954700
0.3658447355	21.9158131700	10.0046506900	0.3658447355	40.7616541200	17.1597775000
0.3841369723	21.9150936400	10.0046663600	0.3841369723	40.7626155300	17.1595030100
0.4024292090	21.9156538200	10.0049823400	0.4024292090	40.7622851400	17.1593549000
0.4207214458	21.9148826000	10.0044937600	0.4207214458	40.7622233800	17.1594753900
0.4390136826	21.9156362700	10.0044933500	0.4390136826	40.7619654700	17.1596497500
