SOLfasSLIDES			SOLext		
t	x	y	t	x	y
2.285735524	9.024172876	6.005835407	2.285735524	26.80734184	13.53923688
2.304318739	8.934700573	6.010727813	2.304318739	26.80953886	13.53795102
2.322901955	8.908912822	6.013585733	2.322901955	26.80402714	13.53869078
2.341485171	8.805844189	6.017464589	2.341485171	26.7998562	13.53999879
2.360068386	8.717498667	6.02245874	2.360068386	26.78693327	13.54077725
2.378651602	8.6588865	6.021979732	2.378651602	26.78347349	13.54236989
2.397234818	8.646255544	6.020452324	2.397234818	26.78413664	13.54240875
2.415818033	8.635339834	6.022937586	2.415818033	26.78311997	13.54343697
2.434401249	8.627659539	6.025847491	2.434401249	26.7831775	13.54347036
2.452984464	8.56406658	6.026903145	2.452984464	26.78358219	13.54215522
2.47156768	8.538419451	6.027045943	2.47156768	26.7829878	13.54210958
2.490150896	8.472091282	6.027841856	2.490150896	26.77244626	13.54210076
2.508734111	8.322141016	6.031535609	2.508734111	26.72782622	13.54260244
2.527317327	8.321854903	6.031732391	2.527317327	26.72297748	13.54253817
2.545900543	8.3209347	6.027918972	2.545900543	26.71671453	13.5423175
2.564483758	8.305704436	6.026854357	2.564483758	26.71417184	13.54096842
2.583066974	8.245090507	6.021901935	2.583066974	26.70813969	13.53923167
2.60165019	8.16393805	6.021115774	2.60165019	26.70225047	13.53831736
2.620233405	8.137209872	6.019335186	2.620233405	26.68354995	13.53515501
2.638816621	8.034423055	6.026618975	2.638816621	26.6614191	13.53650335
2.657399836	7.968028512	6.023305197	2.657399836	26.64777522	13.53769488
2.675983052	7.944173057	6.021324816	2.675983052	26.64375173	13.53927541
2.694566268	7.952366668	6.023855167	2.694566268	26.64301655	13.53758771
2.713149483	7.974904766	6.022351477	2.713149483	26.64144666	13.5383954
2.731732699	7.958204047	6.021820814	2.731732699	26.6462186	13.53925544
2.750315915	7.917884545	6.022419609	2.750315915	26.63764687	13.54109911
2.76889913	7.888437738	6.019987666	2.76889913	26.64278309	13.54123903
2.787482346	7.846472042	6.020715606	2.787482346	26.64116346	13.54180647
2.806065562	7.838330496	6.016212816	2.806065562	26.64240018	13.5403552
2.824648777	7.864241421	6.016264266	2.824648777	26.64211161	13.54289707
2.843231993	7.901118	6.015617251	2.843231993	26.64790265	13.5428766
2.861815209	7.895143329	6.01678143	2.861815209	26.64805545	13.541492
2.880398424	7.868305011	6.021693935	2.880398424	26.65172204	13.54169615
2.89898164	7.798626721	6.028100188	2.89898164	26.65312384	13.53437099
2.917564855	7.765809679	6.024938693	2.917564855	26.65328029	13.53367569
2.936148071	7.722590104	6.024147727	2.936148071	26.65028895	13.52772225
2.954731287	7.656697206	6.022223455	2.954731287	26.64626872	13.52458819
2.973314502	7.612136231	6.025399439	2.973314502	26.63926857	13.52582382
2.991897718	7.545596104	6.023827169	2.991897718	26.63717522	13.52966061
3.010480934	7.507122443	6.024255221	3.010480934	26.63748727	13.527696
3.029064149	7.461520388	6.022147774	3.029064149	26.63525022	13.52954763
3.047647365	7.442935171	6.020922609	3.047647365	26.63052291	13.52875272
3.066230581	7.430049533	6.020586637	3.066230581	26.62753677	13.53224088
3.084813796	7.412742905	6.015123474	3.084813796	26.61676353	13.53081729
3.103397012	7.397601969	6.016404097	3.103397012	26.61074239	13.52922003
3.121980227	7.378567317	6.015218516	3.121980227	26.60454178	13.52836866
3.140563443	7.379608461	6.014909893	3.140563443	26.60117151	13.52717512
3.159146659	7.363872497	6.015872476	3.159146659	26.59584522	13.52633323
3.177729874	7.363533909	6.015528677	3.177729874	26.59859631	13.52675422
3.19631309	7.323446405	6.017538453	3.19631309	26.59368576	13.52448094
3.214896306	7.270562689	6.021259701	3.214896306	26.58989326	13.5188317
3.233479521	7.214332266	6.019299073	3.233479521	26.58320984	13.51526551
3.252062737	7.201135822	6.017208087	3.252062737	26.57953261	13.51308586
3.270645953	7.143842624	6.008229499	3.270645953	26.56498504	13.50901756
3.289229168	7.112547023	6.005619828	3.289229168	26.56534412	13.50972511
3.307812384	7.085055706	6.003523491	3.307812384	26.56000645	13.50849579
3.326395599	7.01898325	6.000365803	3.326395599	26.56098996	13.51294097
3.344978815	6.991230876	6.003451422	3.344978815	26.56399934	13.51522308
3.363562031	6.962515776	5.998852625	3.363562031	26.56362049	13.5219522
3.382145246	6.98431718	5.999386631	3.382145246	26.56399303	13.52241707
3.400728462	7.009344337	5.993781414	3.400728462	26.56932854	13.52454679
3.419311678	7.036314256	5.995180095	3.419311678	26.57069111	13.52570035
3.437894893	7.044661396	5.999445848	3.437894893	26.57111812	13.5269814
3.456478109	7.020320056	5.99789714	3.456478109	26.57351678	13.52731286
3.475061325	6.967799144	6.004386611	3.475061325	26.57521392	13.52727191
3.49364454	6.961117854	6.004775685	3.49364454	26.57415189	13.52875573
3.512227756	6.945084349	6.009835134	3.512227756	26.57386225	13.52824635
3.530810972	6.918082545	6.009241585	3.530810972	26.57535204	13.5262144
3.549394187	6.890417878	6.007840952	3.549394187	26.57978895	13.52657098
3.567977403	6.855703696	6.003585538	3.567977403	26.58133458	13.52322124
3.586560618	6.811746139	5.996909938	3.586560618	26.57871672	13.52062005
3.605143834	6.793762767	5.995680762	3.605143834	26.58224116	13.52097381
3.62372705	6.723887925	5.993343827	3.62372705	26.58155607	13.51676781
3.642310265	6.680153399	5.983012159	3.642310265	26.58380763	13.50986848
3.660893481	6.688357817	5.982169215	3.660893481	26.58939183	13.51131988
3.679476697	6.682852754	5.979780851	3.679476697	26.59102413	13.5067446
3.698059912	6.665252482	5.980383497	3.698059912	26.58673119	13.5111529
3.716643128	6.639266971	5.982990621	3.716643128	26.58767187	13.5210591
3.735226344	6.583325726	5.991299796	3.735226344	26.58862046	13.52151665
3.753809559	6.560408358	5.996949449	3.753809559	26.5873499	13.52397605
3.772392775	6.533662488	5.99499352	3.772392775	26.58030317	13.52845876
3.79097599	6.512783729	5.995927421	3.79097599	26.58078914	13.53112536
3.809559206	6.441910423	5.992264488	3.809559206	26.56872162	13.52638865
3.828142422	6.411035444	5.993507087	3.828142422	26.56438869	13.52657097
3.846725637	6.368847261	5.99435744	3.846725637	26.5590429	13.51898429
3.865308853	6.382805417	5.981364701	3.865308853	26.55771026	13.51533963
3.883892069	6.38888671	5.982372151	3.883892069	26.56293657	13.51880488
3.902475284	6.398350331	5.986610205	3.902475284	26.57022192	13.51686965
3.9210585	6.387438004	6.001641785	3.9210585	26.57447858	13.5168438
3.939641716	6.385732185	6.006233029	3.939641716	26.57317973	13.51891103
3.958224931	6.365057308	6.010785248	3.958224931	26.57626832	13.5194818
3.976808147	6.374343454	6.012618355	3.976808147	26.57650327	13.52130362
3.995391363	6.383391127	6.008578178	3.995391363	26.57349619	13.52581786
4.013974578	6.380527672	6.010762943	4.013974578	26.57267489	13.52714219
4.032557794	6.375136273	6.011528685	4.032557794	26.57455701	13.52848702
4.051141009	6.328400149	6.014417817	4.051141009	26.57117324	13.52945229
4.069724225	6.285208075	6.014326206	4.069724225	26.56597337	13.53115086
4.088307441	6.268407662	6.009818737	4.088307441	26.56307326	13.5306152
4.106890656	6.246125423	6.005464461	4.106890656	26.56063765	13.53207476
4.125473872	6.211610478	6.002804825	4.125473872	26.53187749	13.52988045
4.144057088	6.047147939	5.965163137	4.144057088	26.49129325	13.51731856
4.162640303	5.988328806	5.950187236	4.162640303	26.47821172	13.50889446
4.181223519	5.925195839	5.937488274	4.181223519	26.41725631	13.48558607
4.199806735	5.882558258	5.921399838	4.199806735	26.42390263	13.47424065
4.21838995	5.816804276	5.91478347	4.21838995	26.42500436	13.46373006
4.236973166	5.790432501	5.91235582	4.236973166	26.42542816	13.45957211
4.255556381	5.773614035	5.909859601	4.255556381	26.42319887	13.4564332
4.274139597	5.81650218	5.902676811	4.274139597	26.41672795	13.45749273
4.292722813	5.851913699	5.911108361	4.292722813	26.43196089	13.45320076
4.311306028	5.890881892	5.912728377	4.311306028	26.42439211	13.45506513
4.329889244	5.882686925	5.915678991	4.329889244	26.43400838	13.45602943
4.34847246	5.857068986	5.921414529	4.34847246	26.43172573	13.45111705
4.367055675	5.813885873	5.920515252	4.367055675	26.42213875	13.45440306
4.385638891	5.782722489	5.922535592	4.385638891	26.41505895	13.45540966
4.404222107	5.761270416	5.926226617	4.404222107	26.41544773	13.45659027
4.422805322	5.752899918	5.923970611	4.422805322	26.40817087	13.45903837
4.441388538	5.708561206	5.923482436	4.441388538	26.41166943	13.45909825
4.459971754	5.642347397	5.923963949	4.459971754	26.41208804	13.45972734
4.478554969	5.589393908	5.916605858	4.478554969	26.40621283	13.45818177
4.497138185	5.570959048	5.920410155	4.497138185	26.40996462	13.45759742
4.5157214	5.490648191	5.923661664	4.5157214	26.4056633	13.45638451
4.534304616	5.407903423	5.932232279	4.534304616	26.37855601	13.45195718
4.552887832	5.369783317	5.931188701	4.552887832	26.36119711	13.45153331
4.571471047	5.300687751	5.928831415	4.571471047	26.32336784	13.4455693
4.590054263	5.24689518	5.929012694	4.590054263	26.29564006	13.4486529
4.608637479	5.206499266	5.923232953	4.608637479	26.28371194	13.44794761
4.627220694	5.156033762	5.926771017	4.627220694	26.27522062	13.450827
4.64580391	5.127494437	5.929594026	4.64580391	26.2774182	13.45251853
4.664387126	5.072164831	5.934864184	4.664387126	26.278356	13.45493914
4.682970341	5.02107296	5.938652543	4.682970341	26.27394008	13.45754347
4.701553557	4.986263524	5.936943624	4.701553557	26.27250921	13.45792999
4.720136772	4.97388392	5.936156002	4.720136772	26.27312099	13.45670625
4.738719988	4.921247776	5.93479861	4.738719988	26.26537925	13.45693365
4.757303204	4.762808218	5.933040416	4.757303204	26.20463141	13.45571625
4.775886419	4.711739432	5.938826654	4.775886419	26.19377781	13.45752129
4.794469635	4.586368543	5.941837904	4.794469635	26.18024461	13.45511214
4.813052851	4.465382714	5.9412038	4.813052851	26.15796654	13.45515308
4.831636066	4.420764463	5.942857473	4.831636066	26.14409944	13.4603326
4.850219282	4.333217044	5.94267149	4.850219282	26.11834491	13.46457925
4.868802498	4.288339423	5.944466034	4.868802498	26.13324003	13.46055949
4.887385713	4.23936828	5.949232959	4.887385713	26.12445059	13.45683029
4.905968929	4.141966072	5.946099141	4.905968929	26.11613648	13.45331085
4.924552145	4.105489704	5.944926729	4.924552145	26.11085937	13.45405856
4.94313536	3.976933212	5.952430031	4.94313536	26.04048929	13.45481538
4.961718576	3.988901178	5.948983421	4.961718576	26.03478026	13.45581929
4.980301791	3.994757712	5.94376683	4.980301791	26.01769873	13.45489073
4.998885007	3.965326046	5.948011242	4.998885007	26.00339689	13.45472572
5.017468223	3.929831843	5.945642648	5.017468223	25.99708808	13.4561779
5.036051438	3.901158158	5.947896454	5.036051438	25.9926211	13.45588584
5.054634654	3.848828297	5.943634906	5.054634654	25.98574623	13.46039684
5.07321787	3.767604067	5.942780727	5.07321787	25.97755535	13.46544223
5.091801085	3.696557528	5.945700738	5.091801085	25.95657894	13.47478688
5.110384301	3.662267812	5.950445438	5.110384301	25.93723071	13.47508956
5.128967517	3.57476284	5.947352232	5.128967517	25.90806503	13.47877905
5.147550732	3.518826651	5.948131885	5.147550732	25.89930229	13.47541405
5.166133948	3.456123959	5.946708306	5.166133948	25.87637733	13.47234167
5.184717163	3.393899702	5.948654908	5.184717163	25.8446934	13.47614541
5.203300379	3.396992367	5.947674107	5.203300379	25.84050331	13.47002698
5.221883595	3.391917458	5.94685919	5.221883595	25.83383902	13.46793175
5.24046681	3.399746237	5.941627312	5.24046681	25.82728673	13.46432651
5.259050026	3.396809306	5.945566582	5.259050026	25.82154584	13.46158565
5.277633242	3.396655527	5.945074002	5.277633242	25.81308416	13.46084873
5.296216457	3.411915808	5.941871951	5.296216457	25.81575797	13.45970393
5.314799673	3.493645893	5.939536721	5.314799673	25.82588213	13.45899265
5.333382889	3.53646467	5.939252375	5.333382889	25.83350125	13.45733364
5.351966104	3.543616754	5.939209727	5.351966104	25.83256232	13.45893254
5.37054932	3.539787128	5.938802915	5.37054932	25.83193956	13.45905429
5.389132535	3.527009823	5.942911402	5.389132535	25.82281673	13.46254815
5.407715751	3.531986131	5.943220665	5.407715751	25.82164528	13.46209799
5.426298967	3.534108295	5.942101118	5.426298967	25.82216106	13.46158344
5.444882182	3.525974221	5.943937127	5.444882182	25.82324174	13.46112904
5.463465398	3.464157367	5.944779322	5.463465398	25.81369253	13.46222342
5.482048614	3.407005902	5.945817948	5.482048614	25.79323221	13.4632167
5.500631829	3.37369127	5.948572732	5.500631829	25.78109468	13.46412888
5.519215045	3.33337811	5.947713815	5.519215045	25.76395161	13.46652524
5.537798261	3.324246899	5.945192	5.537798261	25.7587006	13.46579898
5.556381476	3.314019857	5.94603072	5.556381476	25.75295484	13.4670957
5.574964692	3.259698618	5.942293619	5.574964692	25.74824924	13.46536363
5.593547908	3.180904999	5.940845729	5.593547908	25.73564425	13.4689387
5.612131123	3.134930356	5.938706828	5.612131123	25.72627808	13.46553324
5.630714339	3.040572221	5.939354271	5.630714339	25.70645823	13.46641576
5.649297554	2.981215734	5.940873165	5.649297554	25.69279558	13.46388579
5.66788077	2.899827964	5.947291758	5.66788077	25.67836377	13.46132214
5.686463986	2.865709976	5.954559937	5.686463986	25.67464122	13.45969201
5.705047201	2.796366264	5.95771317	5.705047201	25.65889388	13.45425239
5.723630417	2.715841115	5.959069121	5.723630417	25.63557162	13.45126913
5.742213633	2.681608275	5.943634955	5.742213633	25.61852104	13.45545212
5.760796848	2.642709833	5.951484056	5.760796848	25.61370283	13.45743305
5.779380064	2.620062983	5.955020323	5.779380064	25.60522098	13.46008109
5.79796328	2.550608789	5.955831831	5.79796328	25.59162666	13.46215698
5.816546495	2.49940102	5.952594468	5.816546495	25.57611486	13.46030737
5.835129711	2.462946864	5.961657737	5.835129711	25.56156995	13.45277057
5.853712926	2.473070557	5.9609419	5.853712926	25.55365302	13.45031099
5.872296142	2.501412702	5.945551333	5.872296142	25.55118211	13.4524083
5.890879358	2.494586699	5.948538427	5.890879358	25.54401673	13.4595957
5.909462573	2.42412997	5.949352591	5.909462573	25.53492451	13.46102812
5.928045789	2.36682875	5.94880295	5.928045789	25.52530917	13.46143588
5.946629005	2.339589986	5.949271557	5.946629005	25.52485491	13.46385994
5.96521222	2.274836055	5.946128436	5.96521222	25.51005753	13.46472748
5.983795436	2.24383762	5.953046045	5.983795436	25.49566615	13.46138451
6.002378652	2.211849407	5.945733199	6.002378652	25.47842463	13.46174937
6.020961867	2.198263363	5.946860689	6.020961867	25.46938514	13.46020557
6.039545083	2.183734176	5.948964232	6.039545083	25.44623143	13.46361802
6.058128299	2.135325551	5.94001458	6.058128299	25.4190669	13.4675422
6.076711514	2.107363191	5.94620091	6.076711514	25.3938328	13.47413068
6.09529473	2.063768474	5.946466181	6.09529473	25.38130768	13.47597806
6.113877945	2.053495927	5.945138041	6.113877945	25.37778297	13.47441863
6.132461161	2.027991557	5.945939632	6.132461161	25.37309298	13.47155951
6.151044377	2.022483987	5.948995938	6.151044377	25.36635822	13.47003998
6.169627592	2.022013367	5.946061432	6.169627592	25.36833841	13.47208955
6.188210808	2.022634855	5.946530718	6.188210808	25.36331298	13.48005686
6.206794024	2.052703266	5.941292721	6.206794024	25.35858402	13.48090779
6.225377239	2.03726212	5.943069227	6.225377239	25.35597339	13.48137223
6.243960455	2.022381374	5.945900473	6.243960455	25.35585221	13.49695566
6.262543671	2.016091728	5.948149133	6.262543671	25.35565885	13.50679675
6.281126886	1.959872404	5.943987542	6.281126886	25.32875028	13.52606581
6.299710102	1.901042365	5.942427762	6.299710102	25.31157369	13.53889428
6.318293317	1.915666899	5.939164069	6.318293317	25.29483159	13.5492835
6.336876533	1.920637566	5.93838347	6.336876533	25.29077853	13.55427009
6.355459749	1.896912109	5.945245446	6.355459749	25.28668708	13.55244674
6.374042964	1.845463582	5.94581684	6.374042964	25.25074463	13.56876914
6.39262618	1.819354213	5.946626465	6.39262618	25.24774462	13.57661938
6.411209396	1.799212353	5.958104617	6.411209396	25.23344707	13.60455654
6.429792611	1.772183929	5.945113859	6.429792611	25.22896434	13.60656053
6.448375827	1.740018177	5.947371872	6.448375827	25.2269194	13.60357725
6.466959043	1.740888958	5.947837005	6.466959043	25.21389357	13.60619116
6.485542258	1.765649668	5.940838435	6.485542258	25.21852857	13.61648774
6.504125474	1.883279942	5.955250126	6.504125474	25.22569974	13.62811394
6.52270869	1.924586145	5.9413628	6.52270869	25.23259437	13.63772491
6.541291905	1.907889215	5.94978795	6.541291905	25.23780064	13.64182136
6.559875121	1.90669908	5.955177105	6.559875121	25.25020749	13.66460588
6.578458336	1.987302048	5.956017073	6.578458336	25.23876255	13.68598558
6.597041552	2.193572719	5.983149695	6.597041552	25.21603976	13.70580851
6.615624768	3.506770969	5.990664448	6.615624768	25.33385455	13.74842733
			6.634207983	25.55174221	13.69586115
			6.652791199	25.96277311	13.66998544
			6.671374415	26.42839695	13.59836837
			6.68995763	26.60871458	13.49983986
			6.708540846	26.84730405	13.32326495
			6.727124062	26.9848678	13.39836043
			6.745707277	26.94229445	13.41581763
			6.764290493	27.04878896	13.44123132
			6.782873708	27.06251097	13.43210286
			6.801456924	27.0649214	13.38075524
			6.82004014	27.07043748	13.38725136
			6.838623355	27.08546286	13.40517988
			6.857206571	27.08328031	13.41629755
			6.875789787	27.15792869	13.44315374
			6.894373002	27.17819914	13.44815377
			6.912956218	27.17954686	13.45371604
			6.931539434	27.17885213	13.4592371
			6.950122649	27.17727241	13.46115243
			6.968705865	27.17778292	13.4639437
			6.987289081	27.17960968	13.46230016
