GMfas			GMext		
t	x	y	t	x	y
0.0000000000	14.8360427600	0.6048310206	0.0000000000	43.5883130300	8.4702812890
0.0236345159	14.8351220300	0.6052724952	0.0236345159	43.5881962100	8.4703840830
0.0472690317	14.8356412900	0.6050944392	0.0472690317	43.5881712800	8.4704213400
0.0709035475	14.8364072500	0.6053992923	0.0709035475	43.5879493500	8.4704700440
0.0945380634	14.8367406300	0.6054322016	0.0945380634	43.5876226500	8.4704408360
0.1181725792	14.8349778100	0.6053748002	0.1181725792	43.5877708500	8.4703335810
0.1418070951	14.8342331900	0.6055381257	0.1418070951	43.5879172200	8.4703610510
0.1654416109	14.8350049100	0.6054278724	0.1654416109	43.5874443600	8.4703529670
0.1890761268	14.8362358100	0.6049179641	0.1890761268	43.5878809800	8.4702679350
0.2127106426	14.8353080600	0.6049272038	0.2127106426	43.5872111000	8.4701964050
0.2363451585	14.8341260300	0.6048796671	0.2363451585	43.5873385100	8.4703166730
0.2599796743	14.8341577700	0.6046973790	0.2599796743	43.5875849800	8.4701309290
0.2836141902	14.8350565700	0.6053496751	0.2836141902	43.5872412400	8.4704458000
0.3072487060	14.8346776600	0.6051333605	0.3072487060	43.5873991500	8.4702470570
0.3308832219	14.8338890800	0.6051731083	0.3308832219	43.5874773000	8.4701937940
0.3545177377	14.8357177900	0.6056820389	0.3545177377	43.5874634900	8.4702607370
0.3781522536	14.8347732200	0.6054949028	0.3781522536	43.5874291700	8.4704240830
0.4017867694	14.8354086700	0.6053280169	0.4017867694	43.5873817800	8.4702760940
0.4254212852	14.8340281200	0.6055261862	0.4254212852	43.5873584100	8.4702532600
0.4490558011	14.8335413800	0.6053438934	0.4490558011	43.5873820000	8.4702340100
0.4726903169	14.8333386300	0.6053574701	0.4726903169	43.5873679300	8.4701588890
0.4963248328	14.8351706800	0.6055863694	0.4963248328	43.5874071000	8.4700859840
0.5199593486	14.8349827100	0.6055353439	0.5199593486	43.5874034300	8.4701789700
0.5435938645	14.8331660500	0.6052150982	0.5435938645	43.5875700500	8.4703486560
0.5672283803	14.8316474300	0.6054255060	0.5672283803	43.5867185700	8.4702833740
0.5908628962	14.8324055700	0.6052720577	0.5908628962	43.5866130200	8.4707184980
0.6144974120	14.8318444900	0.6054509953	0.6144974120	43.5879025800	8.4702028280
0.6381319279	14.8323848500	0.6047955984	0.6381319279	43.5868170400	8.4701511540
0.6617664437	14.8336839700	0.6051455573	0.6617664437	43.5867230600	8.4702935320
0.6854009596	14.8323285500	0.6050577576	0.6854009596	43.5868746900	8.4705982660
