CALins2BEST			CALext		
t	x	y	t	x	y
0.000000000000	21.318721950000	6.632156368000	0.000000000000	-7.138326778000	14.718850790000
0.023898860020	21.322049660000	6.633818900000	0.023898860020	-7.135608656000	14.717784390000
0.047797720050	21.328362390000	6.636840260000	0.047797720050	-7.136817723000	14.717666890000
0.071696580070	21.334599900000	6.650423468000	0.071696580070	-7.133742164000	14.718515730000
0.095595440100	21.338338070000	6.665272063000	0.095595440100	-7.131449613000	14.718336300000
0.119494300100	21.323529870000	6.685855506000	0.119494300100	-7.137839023000	14.712518080000
0.143393160100	21.322732160000	6.693037436000	0.143393160100	-7.142221163000	14.711930280000
0.167292020200	21.320656300000	6.700811518000	0.167292020200	-7.144426274000	14.707264500000
0.191190880200	21.316575910000	6.707751644000	0.191190880200	-7.156433471000	14.699685320000
0.215089740200	21.316305790000	6.708689928000	0.215089740200	-7.155117611000	14.699190230000
0.238988600200	21.321244330000	6.713120914000	0.238988600200	-7.153317950000	14.697455670000
0.262887460300	21.326031160000	6.715616980000	0.262887460300	-7.153501033000	14.695941360000
0.286786320300	21.325196800000	6.719735616000	0.286786320300	-7.154125677000	14.691372110000
0.310685180300	21.324881500000	6.719697109000	0.310685180300	-7.151711011000	14.689504760000
0.334584040300	21.327234090000	6.721455343000	0.334584040300	-7.158524334000	14.685093470000
0.358482900400	21.327023390000	6.721466803000	0.358482900400	-7.155909069000	14.685072610000
0.382381760400	21.327063860000	6.721177358000	0.382381760400	-7.159726063000	14.684722290000
0.406280620400	21.321219240000	6.719052530000	0.406280620400	-7.160195308000	14.686774120000
0.430179480400	21.320354960000	6.718807707000	0.430179480400	-7.157228452000	14.686501390000
0.454078340500	21.321832460000	6.717603481000	0.454078340500	-7.158029583000	14.688445830000
0.477977200500	21.330056510000	6.717223141000	0.477977200500	-7.156204869000	14.687733810000
0.501876060500	21.328437700000	6.716578448000	0.501876060500	-7.155511701000	14.688912880000
0.525774920500	21.325293940000	6.715554440000	0.525774920500	-7.153804045000	14.690776630000
0.549673780600	21.331341500000	6.715458744000	0.549673780600	-7.154476701000	14.690010320000
0.573572640600	21.327310290000	6.714760858000	0.573572640600	-7.153678654000	14.691114600000
0.597471500600	21.321855390000	6.713488179000	0.597471500600	-7.153964443000	14.691446320000
0.621370360600	21.326209680000	6.712817657000	0.621370360600	-7.155116875000	14.692203610000
0.645269220700	21.325633410000	6.712591314000	0.645269220700	-7.151911490000	14.692203420000
0.669168080700	21.323967300000	6.712003801000	0.669168080700	-7.155641156000	14.693573920000
0.693066940700	21.324719020000	6.712846991000	0.693066940700	-7.154191619000	14.695791000000
0.716965800700	21.325451910000	6.711928257000	0.716965800700	-7.150911961000	14.695787150000
0.740864660800	21.324136810000	6.711253265000	0.740864660800	-7.153567201000	14.698097310000
0.764763520800	21.322924360000	6.710410328000	0.764763520800	-7.152995335000	14.698766680000
0.788662380800	21.322821710000	6.709975954000	0.788662380800	-7.151489488000	14.700070300000
0.812561240800	21.322157170000	6.710004346000	0.812561240800	-7.152402747000	14.701944640000
0.836460100900	21.319704280000	6.709221311000	0.836460100900	-7.151794308000	14.702538850000
0.860358960900	21.319158690000	6.708890986000	0.860358960900	-7.152545368000	14.704613660000
0.884257820900	21.322451220000	6.709169874000	0.884257820900	-7.151298155000	14.705969020000
0.908156680900	21.323976950000	6.708826005000	0.908156680900	-7.152935776000	14.704461140000
0.932055541000	21.323663540000	6.709428453000	0.932055541000	-7.146858771000	14.705319720000
0.955954401000	21.325828580000	6.709285207000	0.955954401000	-7.146709771000	14.703311620000
0.979853261000	21.325816500000	6.709366745000	0.979853261000	-7.144167252000	14.700753670000
1.003752121000	21.324750860000	6.709097794000	1.003752121000	-7.143998153000	14.701512010000
1.027650981000	21.326421900000	6.709519624000	1.027650981000	-7.140582455000	14.700186360000
1.051549841000	21.328150980000	6.708394184000	1.051549841000	-7.140553418000	14.699598570000
1.075448701000	21.330163590000	6.708560874000	1.075448701000	-7.138088650000	14.697328360000
1.099347561000	21.330343600000	6.707911732000	1.099347561000	-7.135029608000	14.696922750000
1.123246421000	21.328554720000	6.706861270000	1.123246421000	-7.120669147000	14.693648820000
1.147145281000	21.327756360000	6.706831729000	1.147145281000	-7.122800660000	14.692700950000
1.171044141000	21.328968140000	6.706374200000	1.171044141000	-7.121262140000	14.687708070000
1.194943001000	21.331561500000	6.704734859000	1.194943001000	-7.116309017000	14.686471770000
1.218841861000	21.334824830000	6.704591750000	1.218841861000	-7.097474724000	14.683146810000
1.242740721000	21.333125460000	6.704491919000	1.242740721000	-7.081640596000	14.680559890000
1.266639581000	21.333322250000	6.705289064000	1.266639581000	-7.078303852000	14.680326120000
