GFsup_1			GFext		
t	x	y	t	x	y
0.00000000000000	-8.08621835900000	15.84898798000000	0.00000000000000	-10.80318773000000	23.22361913000000
0.05526083112000	-8.07352164300000	15.85151780000000	0.05526083112000	-10.80343747000000	23.22258244000000
0.11052166220000	-8.07023812800000	15.85119187000000	0.11052166220000	-10.80338400000000	23.22272382000000
0.16578249340000	-8.06049270500000	15.85188243000000	0.16578249340000	-10.80520288000000	23.22292895000000
0.22104332450000	-8.06597601700000	15.85141711000000	0.22104332450000	-10.80435228000000	23.22257694000000
0.27630415560000	-8.05824405100000	15.85134386000000	0.27630415560000	-10.80493435000000	23.22291835000000
0.33156498670000	-8.06260359700000	15.85239945000000	0.33156498670000	-10.80559335000000	23.22254044000000
0.38682581790000	-8.05499020900000	15.85365324000000	0.38682581790000	-10.80576332000000	23.22252590000000
0.44208664900000	-8.04700974200000	15.85411692000000	0.44208664900000	-10.80665334000000	23.22235566000000
0.49734748010000	-8.05181028100000	15.85545659000000	0.49734748010000	-10.80703578000000	23.22261582000000
0.55260831120000	-8.04280482000000	15.85636623000000	0.55260831120000	-10.80773166000000	23.22275715000000
0.60786914240000	-8.03568219800000	15.86095822000000	0.60786914240000	-10.81127767000000	23.22275755000000
0.66312997350000	-8.05802088300000	15.86014106000000	0.66312997350000	-10.81198870000000	23.22288123000000
0.71839080460000	-8.07480207400000	15.86044808000000	0.71839080460000	-10.81322114000000	23.22257019000000
0.77365163570000	-8.05551347300000	15.86308057000000	0.77365163570000	-10.81259860000000	23.22263766000000
0.82891246680000	-8.05645213400000	15.86416066000000	0.82891246680000	-10.81592695000000	23.22285299000000
0.88417329800000	-8.05779603400000	15.86430563000000	0.88417329800000	-10.81622408000000	23.22257221000000
0.93943412910000	-8.04660188200000	15.86728834000000	0.93943412910000	-10.81928920000000	23.22281636000000
0.99469496020000	-8.03475451400000	15.87309893000000	0.99469496020000	-10.82383945000000	23.22260180000000
1.04995579100000	-8.01700278900000	15.87049485000000	1.04995579100000	-10.82613029000000	23.22260061000000
1.10521662200000	-7.98292024800000	15.87568848000000	1.10521662200000	-10.82771466000000	23.22247764000000
1.16047745400000	-7.98736385300000	15.87878086000000	1.16047745400000	-10.82920744000000	23.22259512000000
1.21573828500000	-7.97060455600000	15.88301639000000	1.21573828500000	-10.82786640000000	23.22274588000000
1.27099911600000	-7.94043284100000	15.89265075000000	1.27099911600000	-10.83049499000000	23.22274029000000
1.32625994700000	-7.89573008000000	15.88859843000000	1.32625994700000	-10.83462232000000	23.22284089000000
1.38152077800000	-7.96025533000000	15.92075226000000	1.38152077800000	-10.83347455000000	23.22300201000000
1.43678160900000	-7.96758524200000	15.92907953000000	1.43678160900000	-10.83159796000000	23.22296858000000
1.49204244000000	-7.96506257800000	15.93493388000000	1.49204244000000	-10.83640631000000	23.22295981000000
1.54730327100000	-7.97979592300000	15.93971878000000	1.54730327100000	-10.83782841000000	23.22309197000000
1.60256410300000	-7.99279122300000	15.94136439000000	1.60256410300000	-10.84084261000000	23.22301724000000
1.65782493400000	-7.95939405100000	15.94809456000000	1.65782493400000	-10.84478885000000	23.22335247000000
1.71308576500000	-7.96666871900000	15.94924559000000	1.71308576500000	-10.84545038000000	23.22346333000000
1.76834659600000	-7.96586362900000	15.95174151000000	1.76834659600000	-10.85194512000000	23.22341547000000
1.82360742700000	-7.96382986100000	15.95333781000000	1.82360742700000	-10.85326435000000	23.22392307000000
1.87886825800000	-7.92661395100000	15.95946382000000	1.87886825800000	-10.85250459000000	23.22368656000000
1.93412908900000	-7.95697576600000	15.95972477000000	1.93412908900000	-10.85531852000000	23.22390762000000
1.98938992000000	-7.97296515900000	15.95672273000000	1.98938992000000	-10.86276591000000	23.22354576000000
