CALbumpBEST			CALext		
t	x	y	t	x	y
0.000000000000	8.236325880000	7.998023504000	0.000000000000	-13.210887980000	14.342824270000
0.023645692940	8.235790831000	7.998407098000	0.023645692940	-13.210667150000	14.340820680000
0.047291385870	8.237709485000	7.998125453000	0.047291385870	-13.208309720000	14.339308080000
0.070937078810	8.233934685000	7.999048165000	0.070937078810	-13.210850230000	14.340134630000
0.094582771750	8.233212323000	8.007406274000	0.094582771750	-13.209658680000	14.339977270000
0.118228464700	8.238076140000	8.011329341000	0.118228464700	-13.210671140000	14.340157480000
0.141874157600	8.199092078000	8.062117864000	0.141874157600	-13.212246690000	14.340795870000
0.165519850600	8.142698920000	8.080167186000	0.165519850600	-13.210788280000	14.340193950000
0.189165543500	8.090629148000	8.091470305000	0.189165543500	-13.213591120000	14.340416010000
0.212811236400	8.189384606000	8.111735410000	0.212811236400	-13.209929320000	14.341119570000
0.236456929400	8.172649653000	8.121096264000	0.236456929400	-13.209499800000	14.341704200000
0.260102622300	8.151051092000	8.133475094000	0.260102622300	-13.205680320000	14.342046680000
0.283748315200	8.137894446000	8.140613267000	0.283748315200	-13.202591470000	14.341791580000
0.307394008200	8.156149406000	8.140781254000	0.307394008200	-13.203053160000	14.341594600000
0.331039701100	8.162206140000	8.140570505000	0.331039701100	-13.200663600000	14.342012130000
0.354685394100	8.156550881000	8.143108167000	0.354685394100	-13.202620080000	14.342584130000
0.378331087000	8.149918305000	8.147203540000	0.378331087000	-13.203450990000	14.343813480000
0.401976779900	8.141476604000	8.148713278000	0.401976779900	-13.202821520000	14.342734520000
0.425622472900	8.143367188000	8.146927341000	0.425622472900	-13.205084480000	14.343620240000
0.449268165800	8.134901980000	8.145248238000	0.449268165800	-13.204628180000	14.341854740000
0.472913858700	8.121878111000	8.150778991000	0.472913858700	-13.202774700000	14.343248200000
0.496559551700	8.106888830000	8.147811572000	0.496559551700	-13.206190810000	14.343678220000
0.520205244600	8.086530787000	8.142669761000	0.520205244600	-13.205260290000	14.343329920000
0.543850937600	8.077155277000	8.144522222000	0.543850937600	-13.206506800000	14.343167190000
0.567496630500	8.081041770000	8.144429413000	0.567496630500	-13.208104540000	14.343827880000
0.591142323400	8.079397226000	8.139821422000	0.591142323400	-13.206738700000	14.343155900000
0.614788016400	8.083321456000	8.139428759000	0.614788016400	-13.207444080000	14.343225640000
0.638433709300	8.080500551000	8.143179551000	0.638433709300	-13.207615190000	14.342803870000
0.662079402200	8.082152089000	8.144493680000	0.662079402200	-13.210632940000	14.343808470000
0.685725095200	8.079442774000	8.145801536000	0.685725095200	-13.209337890000	14.343174090000
0.709370788100	8.072470816000	8.147344799000	0.709370788100	-13.209521510000	14.344000140000
0.733016481000	8.074574805000	8.146883268000	0.733016481000	-13.208402460000	14.343695680000
0.756662174000	8.058911177000	8.152842165000	0.756662174000	-13.206259150000	14.343573850000
0.780307866900	8.064835197000	8.154419096000	0.780307866900	-13.208884220000	14.343437700000
0.803953559900	8.066153281000	8.152335904000	0.803953559900	-13.207828410000	14.342868590000
0.827599252800	8.000847389000	8.158161233000	0.827599252800	-13.204648710000	14.343460090000
0.851244945700	7.970924021000	8.154036578000	0.851244945700	-13.206695850000	14.343476390000
