CALbump			CALext									
t	x	y	t	x	y							
9.359165425	15.16071391	6.441964771	9.359165425	-10.2735182666913	14.43594619							
9.418777943	15.1645306	6.442924684	9.418777943	-10.2804857201925	14.43612065							
9.478390462	15.18246197	6.440935145	9.478390462	-10.2874531736937	14.43578651							
9.538002981	15.19364127	6.440062184	9.538002981	-10.2944206271949	14.43614523							
9.597615499	15.21453952	6.438388293	9.597615499	-10.3013880806961	14.43662915							
9.657228018	15.21561874	6.429921367	9.657228018	-10.3083555341974	14.43649012							
9.716840537	15.23365064	6.423415722	9.716840537	-10.3153229876986	14.43648028							
9.776453055	15.24492899	6.42160534	9.776453055	-10.3222904411998	14.43634515							
9.836065574	15.25219	6.417393055	9.836065574	-10.329257894701	14.43647064							
9.895678092	15.26245193	6.412845198	9.895678092	-10.3362253482022	14.43651281							
9.955290611	15.27208451	6.410013345	9.955290611	-10.3431928017035	14.43652803							
10.01490313	15.31616221	6.409700012	10.01490313	-10.3501602552047	14.43633258							
10.07451565	15.34592624	6.413073043	10.07451565	-10.3571277087059	14.43615463							
10.13412817	15.36078065	6.415665712	10.13412817	-10.3640951622071	14.43611681							
10.19374069	15.37102479	6.417757472	10.19374069	-10.3710626157083	14.43570874							
10.2533532	15.38116634	6.41853904	10.2533532	-10.3780300692095	14.43581814							
10.31296572	15.38691907	6.417677823	10.31296572	-10.3849975227108	14.43566319							
10.37257824	15.39776522	6.415950282	10.37257824	-10.391964976212	14.43579396							
10.43219076	15.40289982	6.417308162	10.43219076	-10.3989324297132	14.43564241							
10.49180328	15.45016997	6.416084137	10.49180328	-10.4058998832144	14.43492004							
10.5514158	15.44219268	6.416311257	10.5514158	-10.4128673367156	14.4343955							
10.61102832	15.43273671	6.421420968	10.61102832	-10.4198347902169	14.43351124							
10.67064083	15.4295384	6.422215013	10.67064083	-10.4268022437181	14.43340948							
10.73025335	15.43200767	6.427429869	10.73025335	-10.4337696972193	14.43358526							
10.78986587	15.43481414	6.438840978	10.78986587	-10.4407371507205	14.4332851							
10.84947839	15.44000409	6.444779214	10.84947839	-10.4477046042217	14.4332426							
10.90909091	15.444276	6.458305466	10.90909091	-10.4546720577229	14.43341017							
10.96870343	15.41076187	6.471856014	10.96870343	-10.4616395112242	14.43389797							
11.02831595	15.41010108	6.482825133	11.02831595	-10.4686069647254	14.43394028							
11.08792846	15.40166994	6.483961034	11.08792846	-10.4755744182266	14.43355697							
11.14754098	15.4110181	6.485128037	11.14754098	-10.4825418717278	14.43427609							
11.2071535	15.39115267	6.488893034	11.2071535	-10.489509325229	14.43472115							
11.26676602	15.37645411	6.492336836	11.26676602	-10.4964767787303	14.43453458							
11.32637854	15.38978256	6.49391227	11.32637854	-10.5034442322315	14.43408636							
11.38599106	15.39324393	6.494846689	11.38599106	-10.5104116857327	14.43424207							
11.44560358	15.38837672	6.495742313	11.44560358	-10.5173791392339	14.43416552							
11.5052161	15.38087551	6.499926227	11.5052161	-10.5243465927351	14.43419351							
11.56482861	15.37865612	6.498422616	11.56482861	-10.5313140462363	14.43409107							
11.62444113	15.37588479	6.499814603	11.62444113	-10.5382814997376	14.43381462							
11.68405365	15.3725079	6.498015162	11.68405365	-10.5452489532388	14.43396877							
11.74366617	15.37389714	6.500249209	11.74366617	-10.55221640674	14.43333795							
11.80327869	15.38285646	6.501322567	11.80327869	-10.5591838602412	14.43362201							
11.86289121	15.38352974	6.504211937	11.86289121	-10.5661513137424	14.43384796							
11.92250373	15.37707562	6.505631617	11.92250373	-10.5731187672437	14.43418348							
11.98211624	15.37840262	6.505519992	11.98211624	-10.5800862207449	14.43394914							
12.04172876	15.38352083	6.511721889	12.04172876	-10.5870536742461	14.43387394							
12.10134128	15.38995315	6.51286831	12.10134128	-10.5940211277473	14.43386994							
12.1609538	15.39350104	6.51217399	12.1609538	-10.6009885812485	14.43389154							
12.22056632	15.39656632	6.515394629	12.22056632	-10.6079560347498	14.43335354							
12.28017884	15.40239172	6.517439398	12.28017884	-10.614923488251	14.4337138							
12.33979136	15.4010022	6.522901666	12.33979136	-10.6218909417522	14.43384504							
12.39940387	15.39274012	6.519030602	12.39940387	-10.6288583952534	14.43334916							
12.45901639	15.36706842	6.523695274	12.45901639	-10.6358258487546	14.43304651							
12.51862891	15.36372507	6.518222293	12.51862891	-10.6427933022558	14.43276914							
12.57824143	15.38110375	6.509569599	12.57824143	-10.6497607557571	14.43167403							
12.63785395	15.39654383	6.504535604	12.63785395	-10.6567282092583	14.43194465							
12.69746647	15.39084182	6.500555038	12.69746647	-10.6636956627595	14.43196797							
12.75707899	15.38606356	6.50056813	12.75707899	-10.6706631162607	14.43198731							
12.81669151	15.38509281	6.504428294	12.81669151	-10.6776305697619	14.43213461							
12.87630402	15.37053035	6.499669902	12.87630402	-10.6845980232632	14.43262116							
12.93591654	15.36712344	6.499119037	12.93591654	-10.6915654767644	14.43188689							
12.99552906	15.37717595	6.49728845	12.99552906	-10.6985329302656	14.43191002							
13.05514158	15.38504836	6.500390093	13.05514158	-10.7055003837668	14.43209076							
13.1147541	15.38517058	6.498284721	13.1147541	-10.712467837268	14.43255274							
13.17436662	15.38204934	6.495360319	13.17436662	-10.7194352907692	14.43260869							
13.23397914	15.37133956	6.497098272	13.23397914	-10.7264027442705	14.43319861							
13.29359165	15.37190984	6.494638729	13.29359165	-10.7333701977717	14.43290926							
13.35320417	15.37103897	6.496863841	13.35320417	-10.7403376512729	14.43291645							
13.41281669	15.36019131	6.494127215	13.41281669	-10.7473051047741	14.43302915							
13.47242921	15.35429124	6.493802384	13.47242921	-10.7542725582753	14.4340965							
13.53204173	15.34802984	6.49224907	13.53204173	-10.7612400117766	14.43296157							
13.59165425	15.31957079	6.493272908	13.59165425	-10.7682074652778	14.4332053							
13.65126677	15.30574291	6.493466825	13.65126677	-10.775174918779	14.43247842							
13.71087928	15.30097414	6.49417989	13.71087928	-10.7821423722802	14.43317993							
13.7704918	15.3052546	6.494767399	13.7704918	-10.7891098257814	14.43357885							
13.83010432	15.29122073	6.495935281	13.83010432	-10.7960772792826	14.43326658							
13.88971684	15.27919879	6.497463647	13.88971684	-10.8030447327839	14.43379577							
13.94932936	15.26973596	6.500105012	13.94932936	-10.8100121862851	14.43403902							
14.00894188	15.22976879	6.501651392	14.00894188	-10.8169796397863	14.43417793							
14.0685544	15.21085282	6.502907233	14.0685544	-10.8239470932875	14.43462592							
14.12816692	15.20664797	6.500208462	14.12816692	-10.8309145467887	14.43447182							
14.18777943	15.20432044	6.500697171	14.18777943	-10.83788200029	14.43402478							
14.24739195	15.20418002	6.499885612	14.24739195	-10.8448494537912	14.43479888							
14.30700447	15.18751162	6.502556056	14.30700447	-10.8518169072924	14.4355386							
14.36661699	15.16006872	6.501108376	14.36661699	-10.8587843607936	14.43533275							
14.42622951	15.12638292	6.501061043	14.42622951	-10.8657518142948	14.43557807							
14.48584203	15.28926413	6.441871689	14.48584203	-10.872719267796	14.43422679							
			14.54545455	-10.8796867212973	14.4299544							
			14.60506706	-10.8866541747985	14.42894766							
			14.66467958	-10.8936216282997	14.42527864							
			14.7242921	-10.9005890818009	14.41900992							
			14.78390462	-10.9075565353021	14.42240201							
			14.84351714	-10.9145239888034	14.42563514							
			14.90312966	-10.9214914423046	14.42645286							
			14.96274218	-10.9284588958058	14.42683745							
			15.02235469	-10.935426349307	14.42888906							
			15.08196721	-10.9423938028082	14.42897205							
			15.14157973	-10.9493612563094	14.43440955							
			15.20119225	-10.9563287098107	14.42412428							
			15.26080477	-10.9632961633119	14.42791923							
