GMfas			GMext		
t	x	y	t	x	y
0.0000000000	20.4730725600	0.5565489969	0.0000000000	45.5156319800	8.6100068810
0.0236345159	20.4727309600	0.5564079618	0.0236345159	45.5157445100	8.6096246900
0.0472690317	20.4706297300	0.5559922221	0.0472690317	45.5149545700	8.6099724890
0.0709035475	20.4682047500	0.5555965256	0.0709035475	45.5145300000	8.6105960490
0.0945380634	20.4692768600	0.5559628548	0.0945380634	45.5156593800	8.6092604090
0.1181725792	20.4681883200	0.5561892196	0.1181725792	45.5157188400	8.6092178820
0.1418070951	20.4698679800	0.5571622512	0.1418070951	45.5155793900	8.6094931080
0.1654416109	20.4699716100	0.5577222235	0.1654416109	45.5152505900	8.6096526360
0.1890761268	20.4714235600	0.5572302488	0.1890761268	45.5153783700	8.6093748640
0.2127106426	20.4703566400	0.5569527364	0.2127106426	45.5156728200	8.6093358080
0.2363451585	20.4659732900	0.5554331260	0.2363451585	45.5149903200	8.6099584460
0.2599796743	20.4667472200	0.5550838013	0.2599796743	45.5153760000	8.6093520630
0.2836141902	20.4672875000	0.5552214698	0.2836141902	45.5151178000	8.6096144030
0.3072487060	20.4692246500	0.5573677203	0.3072487060	45.5148430800	8.6102221150
0.3308832219	20.4690380200	0.5586873537	0.3308832219	45.5143975400	8.6105671530
0.3545177377	20.4697875000	0.5583163734	0.3545177377	45.5151471400	8.6097330640
0.3781522536	20.4674750100	0.5573468885	0.3781522536	45.5150478300	8.6099567180
0.4017867694	20.4660549900	0.5577071500	0.4017867694	45.5148524800	8.6101512360
0.4254212852	20.4551553500	0.5622295501	0.4254212852	45.5147677200	8.6100618540
0.4490558011	20.4517104300	0.5665088613	0.4490558011	45.5145419600	8.6102970440
0.4726903169	20.4391969700	0.5679360590	0.4726903169	45.5141062100	8.6110374730
0.4963248328	20.4226233200	0.5762490743	0.4963248328	45.5138450700	8.6113926800
0.5199593486	20.3452324000	0.5917760329	0.5199593486	45.5134298900	8.6116492100
0.5435938645	20.3245390900	0.5951174097	0.5435938645	45.5133285400	8.6118329830
0.5672283803	20.3021695400	0.5943048686	0.5672283803	45.5127469000	8.6126394550
0.5908628962	20.2182410600	0.6265792318	0.5908628962	45.5104864900	8.6154680320
0.6144974120	20.0526393800	0.6500921895	0.6144974120	45.5076446200	8.6229885330
0.6381319279	19.9068309200	0.6825522458	0.6381319279	45.5011821900	8.6302513830
0.6617664437	19.7252916300	0.7414118876	0.6617664437	45.4990329300	8.6437841570
0.6854009596	19.4172273300	0.8010043939	0.6854009596	45.5219521500	8.6676683390
0.7090354754	19.2087776800	0.8405467279	0.7090354754	45.5188577700	8.6772335350
0.7326699913	19.1291407400	0.8504478394	0.7326699913	45.5185756200	8.6794111040
0.7563045071	18.9332470800	0.8746849972	0.7563045071	45.5150737800	8.6825624820
0.7799390229	18.7178605400	0.9186789185	0.7799390229	45.5157579100	8.6835714320
0.8035735388	18.5569404000	0.9435078946	0.8035735388	45.5145414200	8.6862406880
0.8272080546	18.3175552200	0.9835014294	0.8272080546	45.5127977300	8.6901557710
0.8508425705	18.1629084000	1.0089709890	0.8508425705	45.5112699300	8.6920516510
0.8744770863	18.0100792800	1.0311764290	0.8744770863	45.5121205400	8.6958630170
0.8981116022	17.7632675900	1.0785524170	0.8981116022	45.5053234000	8.7122400570
0.9217461180	17.6173368200	1.1167710000	0.9217461180	45.5313951700	8.7236405630
0.9453806339	17.3584559100	1.1002871370	0.9453806339	45.5272013700	8.7441273470
0.9690151497	17.1942716200	1.1011144410	0.9690151497	45.5257367700	8.7508253770
0.9926496656	17.1336321000	1.1084343450	0.9926496656	45.5256049700	8.7529748930
1.0162841810	17.0261442800	1.0916462770	1.0162841810	45.5268899400	8.7534466510
1.0399186970	16.8637134100	1.0999175140	1.0399186970	45.5264791200	8.7563280780
1.0635532130	16.5582381600	1.1287293520	1.0635532130	45.5214240800	8.7621431190
1.0871877290	16.4434398100	1.1168066680	1.0871877290	45.5189083000	8.7661024480
1.1108222450	16.0292737700	1.1577946980	1.1108222450	45.5161038000	8.7761175330
1.1344567610	15.8303762200	1.1190311910	1.1344567610	45.5142674600	8.7870025740
1.1580912770	15.6585182400	1.1499666850	1.1580912770	45.5138708400	8.7938972020
1.1817257920	15.5435092400	1.1550121660	1.1817257920	45.5469544400	8.7962730710
1.2053603080	15.4164230700	1.1793436140	1.2053603080	45.5461475900	8.8061168560
1.2289948240	15.2708777000	1.1946743430	1.2289948240	45.5472991300	8.8108918350
1.2526293400	15.1754402900	1.2053255870	1.2526293400	45.5473269100	8.8145106080
1.2762638560	15.0488666400	1.2322430400	1.2762638560	45.5467039800	8.8195851660
1.2998983720	14.8280155900	1.2751866260	1.2998983720	45.5449539400	8.8258485720
1.3235328870	14.7015252300	1.3036103590	1.3235328870	45.5475368200	8.8224528290
1.3471674030	14.6434068500	1.2977530920	1.3471674030	45.5478471600	8.8227617990
1.3708019190	14.4000587500	1.3108763460	1.3708019190	45.5477004700	8.8265881470
1.3944364350	14.1839039800	1.3748567680	1.3944364350	45.5445539300	8.8313066900
1.4180709510	14.1151852600	1.3981583500	1.4180709510	45.5450642100	8.8319306440
1.4417054670	14.0034160900	1.4173680830	1.4417054670	45.5425108600	8.8354230100
1.4653399830	13.8956042700	1.4298386820	1.4653399830	45.5386672400	8.8404017150
1.4889744980	13.7627429600	1.4394996660	1.4889744980	45.5361733300	8.8476125970
1.5126090140	13.5179361300	1.4762432390	1.5126090140	45.5323969800	8.8611144090
1.5362435300	13.4176555400	1.4701995770	1.5362435300	45.5276208600	8.8634741000
