GMfasMMM			GMextMMM		
0.7652053712	22.4146341300	0.8408148671	0.7652053712	47.8315562300	10.2008088100
0.7898894155	22.3442759100	0.8472518356	0.7898894155	47.8319791900	10.2000247300
0.8145734597	22.3096803000	0.8592995665	0.8145734597	47.8320726100	10.2002209100
0.8392575039	22.2864928800	0.8617952144	0.8392575039	47.8321730400	10.1999469800
0.8639415482	22.3206470400	0.8218646112	0.8639415482	47.8318468000	10.1999785800
0.8886255924	22.2501805100	0.8132355164	0.8886255924	47.8313905800	10.1992160700
0.9133096367	22.1236966800	0.8169205420	0.9133096367	47.8324022700	10.1995788200
0.9379936809	22.0724018400	0.8148339920	0.9379936809	47.8319687600	10.1988463000
0.9626777251	21.9751042900	0.7903162278	0.9626777251	47.8324004600	10.1980572900
0.9873617694	21.7970651500	0.7778805613	0.9873617694	47.8322431000	10.1972393600
1.0120458140	21.7443884200	0.7547161105	1.0120458140	47.8326064300	10.1972372200
1.0367298580	21.6407069200	0.7472539065	1.0367298580	47.8333439200	10.1968667900
1.0614139020	21.5542208900	0.7413654749	1.0614139020	47.8335761900	10.1964264700
1.0860979460	21.4703337800	0.7286344700	1.0860979460	47.8329499200	10.1967428300
1.1107819910	21.2589705700	0.7150176982	1.1107819910	47.8345216100	10.1957367600
1.1354660350	21.0575792600	0.7210501444	1.1354660350	47.8371324000	10.1935946800
1.1601500790	20.8743007100	0.7244837813	1.1601500790	47.8374482900	10.1922776500
1.1848341230	20.6646837800	0.7494590306	1.1848341230	47.8405903800	10.1905738600
1.2095181670	20.1729199500	0.7823595493	1.2095181670	47.8422026900	10.1856020800
1.2342022120	20.0650504700	0.7874373592	1.2342022120	47.8437189600	10.1832395200
1.2588862560	19.8693999900	0.8104381064	1.2588862560	47.8462590500	10.1792495000
1.2835703000	19.7151599100	0.8205523716	1.2835703000	47.8481321100	10.1775829700
1.3082543440	19.4951755500	0.8138602323	1.3082543440	47.8486245000	10.1731224100
1.3329383890	19.3322031300	0.8134298861	1.3329383890	47.8478464800	10.1719752300
1.3576224330	19.0817507300	0.8084802208	1.3576224330	47.8502274600	10.1676512200
1.3823064770	18.9256931200	0.8059831853	1.3823064770	47.8522639500	10.1649376400
1.4069905210	18.8386736800	0.8152710742	1.4069905210	47.8519025800	10.1641363300
1.4316745660	18.6493900100	0.8423154350	1.4316745660	47.8517368400	10.1659435800
1.4563586100	18.4932323700	0.8628537284	1.4563586100	47.8521481900	10.1673703700
1.4810426540	18.1188269300	0.9230003665	1.4810426540	47.8470401000	10.1697923000
1.5057266980	18.0598466800	0.9337339425	1.5057266980	47.8459342500	10.1742744300
1.5304107420	17.8659925900	0.9703507975	1.5304107420	47.8459534000	10.1766566100
1.5550947870	17.5915487200	1.0201344820	1.5550947870	47.8431786400	10.1791262900
1.5797788310	17.3185697500	1.0692070190	1.5797788310	47.8421189600	10.1811881600
1.6044628750	17.1716373200	1.0949210390	1.6044628750	47.8410443200	10.1829030300
1.6291469190	17.0082529900	1.1215540800	1.6291469190	47.8452545300	10.1849862000
1.6538309640	16.8519582200	1.1478359640	1.6538309640	47.8435407400	10.1875875700
1.6785150080	16.7114938700	1.1641707240	1.6785150080	47.8431776000	10.1877790800
1.7031990520	16.5298496700	1.1862949310	1.7031990520	47.8446218600	10.1887554200
1.7278830960	16.4021575800	1.2040821510	1.7278830960	47.8441773300	10.1913948100
1.7525671410	16.2133268900	1.2352110780	1.7525671410	47.8428880100	10.1922830700
1.7772511850	16.0471734100	1.2631169090	1.7772511850	47.8446564200	10.1929213100
1.8019352290	15.9568993300	1.2793812540	1.8019352290	47.8416343400	10.1940168700
1.8266192730	15.8484053700	1.3088620710	1.8266192730	47.8402312500	10.1953796800
1.8513033180	15.8076211100	1.3161791000	1.8513033180	47.8419378000	10.1945113600
1.8759873620	15.5334358800	1.3628869040	1.8759873620	47.8422866200	10.1941069700
1.9006714060	15.3861147800	1.3803174370	1.9006714060	47.8415565600	10.1938954400
1.9253554500	15.2039633400	1.3988909420	1.9253554500	47.8417946800	10.1949175100
1.9500394940	15.0791969400	1.4181961400	1.9500394940	47.8395822000	10.1940670400
1.9747235390	14.9387688900	1.4447932280	1.9747235390	47.8399506300	10.1955144700
1.9994075830	14.7424777200	1.4821405420	1.9994075830	47.8400865500	10.1962739400
2.0240916270	14.6548164700	1.4958785540	2.0240916270	47.8392286100	10.1962775800
2.0487756710	14.5319174600	1.5212120050	2.0487756710	47.8398798700	10.1968909200
2.0734597160	14.4799288500	1.5279569260	2.0734597160	47.8439754500	10.1980187700
2.0981437600	14.3870011600	1.5458334280	2.0981437600	47.8410860400	10.1996748900
2.1228278040	14.2800575800	1.5572435170	2.1228278040	47.8393772000	10.1992819000
2.1475118480	14.0904139900	1.5765846170	2.1475118480	47.8405832400	10.2009125500
2.1721958930	14.0090558000	1.5969742960	2.1721958930	47.8365268700	10.2025902300
2.1968799370	13.8971110100	1.6078358950	2.1968799370	47.8385491900	10.2025360000
2.2215639810	13.8360374600	1.6186683790	2.2215639810	47.8384174800	10.2033011300
2.2462480250	13.7201121800	1.6354173530	2.2462480250	47.8344527900	10.2052273500
2.2709320700	13.4563485800	1.6694003220	2.2709320700	47.8363440200	10.2061302300
2.2956161140	13.3452688300	1.6943434800	2.2956161140	47.8368599800	10.2070286600
2.3203001580	13.3007015000	1.6986575450	2.3203001580	47.8375971800	10.2071344600
2.3449842020	13.1312853400	1.7245223500	2.3449842020	47.8399322200	10.2071177100
2.3696682460	13.0418957500	1.7397943870	2.3696682460	47.8399013600	10.2076570000
2.3943522910	12.9959828600	1.7520238560	2.3943522910	47.8401028400	10.2065473700
2.4190363350	12.9787980100	1.7736808030	2.4190363350	47.8411132600	10.2063722300
2.4437203790	12.9147646800	1.8021616100	2.4437203790	47.8395807000	10.2077088400
2.4684044230	12.8803376900	1.8286794380	2.4684044230	47.8420135400	10.2068546000
2.4930884680	12.8414031100	1.8414812700	2.4930884680	47.8430258100	10.2058553000
2.5177725120	12.8119116700	1.8505874800	2.5177725120	47.8443558800	10.2045681700
2.5424565560	12.7351470700	1.8661282690	2.5424565560	47.8416894200	10.2050825000
2.5671406000	12.6872016200	1.8818479140	2.5671406000	47.8433703700	10.2045227900
2.5918246450	12.4600364600	1.9232815990	2.5918246450	47.8449215300	10.2050247500
2.6165086890	12.2732408100	1.9412360480	2.6165086890	47.8513526700	10.2024843400
2.6411927330	12.1774477900	1.9566883370	2.6411927330	47.8504766900	10.2035876800
2.6658767770	12.0910247300	1.9755420570	2.6658767770	47.8509043300	10.2029592100
2.6905608210	11.9063395700	1.9999871760	2.6905608210	47.8537539900	10.2013831200
2.7152448660	11.8062887900	2.0149719980	2.7152448660	47.8555787300	10.2015609500
2.7399289100	11.7702841200	2.0333089130	2.7399289100	47.8570092500	10.2014694700
2.7646129540	11.7277621200	2.0576782050	2.7646129540	47.8549286100	10.2034006600
2.7892969980	11.5584248500	2.1070000830	2.7892969980	47.8599582600	10.2000569600
2.8139810430	11.5227498200	2.1328316370	2.8139810430	47.8682529000	10.1968668700
2.8386650870	11.5218231100	2.1413616690	2.8386650870	47.8699405100	10.1966239800
2.8633491310	11.4402017900	2.2222726100	2.8633491310	47.8958150600	10.1936204100
2.8880331750	11.4016100800	2.2348246230	2.8880331750	47.9093905000	10.1903733700
2.9127172200	11.3706485600	2.2492021260	2.9127172200	47.9142174400	10.1885048100
2.9374012640	11.2934486600	2.2970291180	2.9374012640	47.9239205500	10.1868573600
2.9620853080	11.3044358000	2.3073662970	2.9620853080	47.9240613300	10.1859982400
2.9867693520	11.2106123000	2.3069563870	2.9867693520	47.9389094800	10.1830193000
3.0114533970	11.1573586900	2.3217939460	3.0114533970	47.9408237500	10.1822444000
3.0361374410	11.0788502500	2.3354865260	3.0361374410	47.9443264800	10.1844776300
3.0608214850	11.0016098900	2.3555640800	3.0608214850	47.9602686900	10.1805682300
3.0855055290	10.9384768400	2.3770847520	3.0855055290	47.9709259100	10.1769032800
3.1101895730	10.9050275800	2.3799995060	3.1101895730	47.9761264000	10.1758578300
3.1348736180	10.8567072200	2.3900174970	3.1348736180	47.9817646000	10.1756128500
3.1595576620	10.7953184200	2.4147938350	3.1595576620	47.9845456500	10.1739294300
3.1842417060	10.7741669600	2.4208346450	3.1842417060	47.9865422800	10.1729654600
3.2089257500	10.7544211800	2.4322632140	3.2089257500	47.9856625100	10.1749341000
3.2336097950	10.6968599100	2.4595817900	3.2336097950	47.9841502600	10.1750975800
3.2582938390	10.6936554400	2.4390589660	3.2582938390	47.9861274000	10.1737770900
3.2829778830	10.6509514000	2.4420316790	3.2829778830	47.9866489300	10.1737801000
3.3076619270	10.5369436700	2.4568913340	3.3076619270	47.9886668600	10.1743912200
3.3323459720	10.4351161200	2.4737794430	3.3323459720	47.9869859200	10.1751692200
3.3570300160	10.2791413400	2.5007124830	3.3570300160	47.9901671100	10.1748414200
3.3817140600	10.1077473800	2.5330375260	3.3817140600	47.9914739800	10.1742283400
3.4063981040	9.9782321970	2.5420709140	3.4063981040	47.9895964300	10.1751340700
3.4310821480	9.8234209410	2.5580608000	3.4310821480	47.9929857700	10.1744036600
3.4557661930	9.7795816770	2.5589478570	3.4557661930	47.9982692500	10.1734855800
3.4804502370	9.6489995650	2.5802189980	3.4804502370	47.9987968600	10.1740084200
3.5051342810	9.3463446150	2.6207014420	3.5051342810	48.0007950700	10.1733700600
3.5298183250	9.2133899530	2.6394936560	3.5298183250	48.0017768700	10.1734710900
3.5545023700	8.9733715250	2.6742702010	3.5545023700	48.0049326700	10.1758694100
3.5791864140	8.8657565070	2.6895846240	3.5791864140	48.0081614800	10.1757290300
3.6038704580	8.6354533030	2.7279915640	3.6038704580	48.0110495900	10.1782444500
3.6285545020	8.5440965220	2.7470822630	3.6285545020	48.0122783900	10.1799420600
3.6532385470	8.4882523630	2.7533786760	3.6532385470	48.0114488400	10.1779373700
3.6779225910	8.4444931900	2.7613615900	3.6779225910	48.0092853700	10.1784948300
3.7026066350	8.4027787840	2.7699158700	3.7026066350	48.0093014000	10.1788408100
3.7272906790	8.3523988500	2.7768520260	3.7272906790	48.0093455600	10.1798495600
3.7519747240	8.2224443600	2.7910258300	3.7519747240	48.0085954400	10.1805157300
3.7766587680	8.1367505900	2.8035814800	3.7766587680	48.0098348100	10.1803164100
3.8013428120	8.0280419550	2.8253092780	3.8013428120	48.0114149700	10.1811319100
3.8260268560	8.0014390220	2.8309375530	3.8260268560	48.0117677600	10.1811297800
3.8507109000	7.9442059470	2.8427950870	3.8507109000	48.0115288100	10.1816014400
3.8753949450	7.8553084050	2.8568492380	3.8753949450	48.0118180300	10.1806233700
3.9000789890	7.8043958530	2.8658210760	3.9000789890	48.0111421000	10.1819424300
3.9247630330	7.7502751860	2.8718300920	3.9247630330	48.0102300400	10.1819826800
3.9494470770	7.6086427850	2.8828462910	3.9494470770	48.0141140800	10.1815715600
3.9741311220	7.5289923730	2.8572684240	3.9741311220	48.0138463200	10.1824232600
3.9988151660	7.4100011010	2.8697019800	3.9988151660	48.0115685600	10.1833610000
4.0234992100	7.3539321430	2.8745017870	4.0234992100	48.0118492300	10.1827150500
4.0481832540	7.2263271600	2.8875397160	4.0481832540	48.0140806100	10.1828430900
4.0728672990	7.0516124990	2.9236172570	4.0728672990	48.0129262200	10.1849347300
4.0975513430	7.0243081660	2.9251247290	4.0975513430	48.0157454000	10.1846253200
4.1222353870	6.9411765180	2.9167759440	4.1222353870	48.0181398600	10.1832372900
4.1469194310	6.8896976440	2.9208404890	4.1469194310	48.0156344800	10.1839699500
4.1716034760	6.8348811570	2.9338259350	4.1716034760	48.0162969500	10.1823667800
4.1962875200	6.7234490440	2.9441768020	4.1962875200	48.0154183600	10.1833937400
4.2209715640	6.6859939200	2.9503769580	4.2209715640	48.0199698400	10.1824109100
4.2456556080	6.7557200910	2.9041956220	4.2456556080	48.0162713100	10.1823514000
4.2703396520	6.6463682440	2.9053057320	4.2703396520	48.0183623400	10.1833954500
4.2950236970	6.5940408570	2.9131584910	4.2950236970	48.0186331800	10.1829983900
4.3197077410	6.4151443660	2.9283052490	4.3197077410	48.0208403700	10.1826640500
4.3443917850	6.2858077070	2.9465020900	4.3443917850	48.0169024700	10.1831652900
4.3690758290	6.1408987450	2.9658809070	4.3690758290	48.0182573300	10.1835679000
4.3937598740	5.9019183910	2.9990464370	4.3937598740	48.0193762700	10.1823672200
4.4184439180	5.7208796780	3.0235198970	4.4184439180	48.0244410400	10.1810948200
4.4431279620	5.5608658650	3.0209553460	4.4431279620	48.0297949500	10.1796115400
4.4678120060	5.4601280200	3.0199172420	4.4678120060	48.0283805500	10.1791996300
4.4924960510	5.2670879380	3.0354542470	4.4924960510	48.0315097900	10.1782888200
4.5171800950	4.9704666630	3.0770096110	4.5171800950	48.0320452800	10.1766589700
4.5418641390	4.7273352270	3.1169562310	4.5418641390	48.0342506200	10.1765074500
4.5665481830	4.5729827420	3.1364595730	4.5665481830	48.0282758900	10.1775850600
4.5912322270	4.4292060030	3.1563310690	4.5912322270	48.0265225200	10.1781906100
4.6159162720	4.3872814010	3.1177729400	4.6159162720	48.0234499800	10.1827746500
4.6406003160	4.2387087960	3.1265590440	4.6406003160	48.0200627100	10.1867939700
4.6652843600	4.0730231500	3.1409873120	4.6652843600	48.0200357800	10.1887902400
4.6899684040	3.8782047320	3.1729364970	4.6899684040	48.0219940800	10.1923390400
4.7146524490	3.7027890010	3.1955076780	4.7146524490	48.0230180200	10.1969844600
4.7393364930	3.5441903560	3.2238658620	4.7393364930	48.0196508900	10.2002427500
4.7640205370	3.2279298570	3.2508939470	4.7640205370	48.0146339200	10.2089764700
4.7887045810	3.1449915190	3.2665492680	4.7887045810	48.0182072200	10.2062332800
4.8133886260	2.9501560450	3.2465433280	4.8133886260	48.0987810700	10.2189847000
4.8380726700	2.7663201070	3.2660010280	4.8380726700	48.0959930300	10.2248007600
4.8627567140	2.5725445990	3.2907184010	4.8627567140	48.0960397200	10.2284804000
4.8874407580	2.4806868190	3.3012169380	4.8874407580	48.0983899300	10.2298937600
4.9121248030	2.3030879020	3.2754989760	4.9121248030	48.0963068500	10.2369367200
4.9368088470	2.1789447380	3.2925612350	4.9368088470	48.1035756000	10.2367975500
4.9614928910	2.0282512400	3.3109937000	4.9614928910	48.1004505700	10.2408279000
4.9861769350	1.8133843400	3.3330064680	4.9861769350	48.1091545300	10.2424489600
5.0108609790	1.6671664430	3.3529963220	5.0108609790	48.1153332000	10.2433025400
5.0355450240	1.5300002570	3.3371258800	5.0355450240	48.1259955700	10.2442646500
5.0602290680	1.4424260050	3.3413040330	5.0602290680	48.1278764100	10.2438004000
5.0849131120	1.2723824510	3.3555859210	5.0849131120	48.1363724900	10.2479870600
5.1095971560	0.9243980406	3.3984650380	5.1095971560	48.1559936300	10.2479196300
5.1342812010	0.8563647269	3.4049595540	5.1342812010	48.1561426800	10.2468413700
5.1589652450	0.7201633231	3.3961221770	5.1589652450	48.1529882800	10.2536692600
5.1836492890	0.6534316498	3.3805355320	5.1836492890	48.1561229900	10.2537255500
5.2083333330	0.5139801798	3.3861562560	5.2083333330	48.1491963600	10.2593802700
5.2330173780	0.4039035757	3.4070704920	5.2330173780	48.1483619200	10.2609682600
5.2577014220	0.3419681748	3.4097872020	5.2577014220	48.1477124400	10.2630627800
5.2823854660	0.2231577987	3.4161285340	5.2823854660	48.1436892700	10.2702456400
5.3070695100	0.1862209054	3.3996173330	5.3070695100	48.1449997800	10.2667602700
5.3317535550	0.0504347048	3.4020893960	5.3317535550	48.1469945600	10.2680833500
5.3564375990	-0.1903952562	3.4368967190	5.3564375990	48.2076472100	10.2616811900
5.3811216430	-0.2290138950	3.4356828580	5.3811216430	48.2077742500	10.2643415400
5.4058056870	-0.4071533230	3.4608544170	5.4058056870	48.1990758300	10.2782714700
5.4304897310	-0.4836320682	3.4751499850	5.4304897310	48.2031694700	10.2769609800
5.4551737760	-0.5949464660	3.4874414120	5.4551737760	48.2032482700	10.2815516600
5.4798578200	-0.6383529246	3.4987876430	5.4798578200	48.2013376600	10.2827044700
5.5045418640	-0.7389097332	3.5129685120	5.5045418640	48.2064270200	10.2839991800
5.5292259080	-0.8282862033	3.5225792380	5.5292259080	48.2020547600	10.2864708200
5.5539099530	-0.9861316217	3.5466359100	5.5539099530	48.2091328000	10.2860994600
5.5785939970	-1.1084442760	3.5684173650	5.5785939970	48.2222960600	10.2872458000
5.6032780410	-1.2781736100	3.5818671510	5.6032780410	48.2335330100	10.2883175300
5.6279620850	-1.4117201650	3.6110721330	5.6279620850	48.2496510000	10.2902418700
5.6526461300	-1.4434481890	3.6057038310	5.6526461300	48.2666156400	10.2903562000
5.6773301740	-1.4289074810	3.6048556760	5.6773301740	48.2681986100	10.2915453700
5.7020142180	-1.4316640450	3.6058468100	5.7020142180	48.2644925800	10.2923303900
5.7266982620	-1.4452562800	3.6132015960	5.7266982620	48.2672395700	10.2914845800
5.7513823060	-1.5501397020	3.6274176710	5.7513823060	48.2795283000	10.2930067100
5.7760663510	-1.5773905260	3.6292709270	5.7760663510	48.2765978600	10.2952144500
5.8007503950	-1.5821400130	3.6296482320	5.8007503950	48.2737113500	10.2981586100
5.8254344390	-1.5994168580	3.6337971480	5.8254344390	48.2705502000	10.2995762100
5.8501184830	-1.6477059180	3.6374557720	5.8501184830	48.2651721400	10.3030825600
5.8748025280	-1.7067121910	3.6501766280	5.8748025280	48.2662917300	10.3096884600
5.8994865720	-1.7114727330	3.6549031700	5.8994865720	48.2669570500	10.3086108500
5.9241706160	-1.6508824550	3.6313550540	5.9241706160	48.2503923900	10.3235287100
5.9488546600	-1.6236405260	3.6323242350	5.9488546600	48.2553545300	10.3216779700
5.9735387050	-1.6137793140	3.6359245070	5.9735387050	48.2573906800	10.3228623500
5.9982227490	-1.5700452460	3.6212092710	5.9982227490	48.2519406700	10.3273187400
6.0229067930	-1.5569613260	3.6171572570	6.0229067930	48.2511809500	10.3287430800
6.0475908370	-1.5167335680	3.6153990150	6.0475908370	48.2820810400	10.3316055100
6.0722748820	-1.5077019590	3.6183990600	6.0722748820	48.2783915100	10.3368346200
6.0969589260	-1.4748041640	3.6157338740	6.0969589260	48.2771515400	10.3420190100
6.1216429700	-1.4414401410	3.5988904040	6.1216429700	48.2731756900	10.3488184400
6.1463270140	-1.2594101820	3.5473211710	6.1463270140	48.2741046100	10.3474550600
6.1710110580	-1.2449987230	3.5366095190	6.1710110580	48.2737231300	10.3562104600
6.1956951030	-1.1349470920	3.5068891200	6.1956951030	48.2706686700	10.3542006900
6.2203791470	-1.0692219960	3.4926979020	6.2203791470	48.2685355900	10.3552518700
6.2450631910	-1.0435962220	3.4894604890	6.2450631910	48.2656641400	10.3573013900
6.2697472350	-0.9960771118	3.4787584210	6.2697472350	48.2633966000	10.3592451500
6.2944312800	-0.9400911443	3.4675229640	6.2944312800	48.2603602600	10.3579991200
6.3191153240	-0.9370197520	3.4653660600	6.3191153240	48.2482422500	10.3618495600
6.3437993680	-0.8827133880	3.4537275910	6.3437993680	48.2455911600	10.3667570500
6.3684834120	-0.8367460512	3.4444281230	6.3684834120	48.2463726300	10.3647098500
6.3931674570	-0.8352815376	3.4485353430	6.3931674570	48.2297952200	10.3695782100
6.4178515010	-0.8451533797	3.4483383450	6.4178515010	48.2381538400	10.3660103700
6.4425355450	-0.8565075448	3.4431147150	6.4425355450	48.2373814300	10.3688219800
6.4672195890	-0.7138648631	3.4280572260	6.4672195890	48.2392240700	10.3668943200
6.4919036330	-0.6922311851	3.4308627380	6.4919036330	48.2305648600	10.3675420600
6.5165876780	-0.7961440087	3.4512070800	6.5165876780	48.2236704100	10.3688958300
6.5412717220	-0.6291667957	3.4123770020	6.5412717220	48.2359706600	10.3661877600
6.5659557660	-0.4240190631	3.3840831510	6.5659557660	48.2324017800	10.3640622700
6.5906398100	-0.5826311482	3.4177863350	6.5906398100	48.2041511600	10.3675891300
6.6153238550	-0.6637844793	3.4172609170	6.6153238550	48.2119900300	10.3707380400
6.6400078990	-0.4176951444	3.3837947550	6.6400078990	48.2186560100	10.3668975700
6.6646919430	-0.2910927190	3.3626309720	6.6646919430	48.1812681900	10.3654004500
6.6893759870	-0.3705766211	3.3889170900	6.6893759870	48.1747879100	10.3761234300
6.7140600320	-0.1889959961	3.3369077130	6.7140600320	48.1991237700	10.3668219400
6.7387440760	-0.0971500694	3.3179400880	6.7387440760	48.1692810900	10.3639207700
			6.7634281200	48.1621169600	10.3849631300
			6.7881121640	48.1784312400	10.3802739400
			6.8127962090	48.1840745800	10.3698106200
			6.8374802530	48.1553475600	10.3651196000
			6.8621642970	48.1348683600	10.3778730100
			6.8868483410	48.1699026900	10.3836205300
			6.9115323850	48.1689056000	10.3725210100
			6.9362164300	48.1210132900	10.3757034000
			6.9609004740	48.1615833000	10.3870864300
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
