GFsup			GFext		
t	x	y	t	x	y
0.00000000000000	14.43584046000000	19.30309702000000	0.00000000000000	-8.99080485500000	24.79881339000000
0.05526083112000	14.44124797000000	19.26740093000000	0.05526083112000	-9.00980436100000	24.79934325000000
0.11052166220000	14.43900703000000	19.28353407000000	0.11052166220000	-9.22238906900000	24.79820838000000
0.16578249340000	14.40328331000000	19.31509201000000	0.16578249340000	-9.26067698800000	24.80379441000000
0.22104332450000	14.34738148000000	19.36844167000000	0.22104332450000	-9.28959341600000	24.80257055000000
0.27630415560000	14.42530145000000	19.32699047000000	0.27630415560000	-9.20016410700000	24.80223044000000
0.33156498670000	14.41809197000000	19.34194281000000	0.33156498670000	-9.21060792200000	24.80181859000000
0.38682581790000	14.60504948000000	19.33216647000000	0.38682581790000	-9.23218018400000	24.80191581000000
0.44208664900000	14.58282004000000	19.32748669000000	0.44208664900000	-9.21313418500000	24.80120005000000
0.49734748010000	14.36772690000000	19.31859917000000	0.49734748010000	-9.25217784200000	24.80110651000000
0.55260831120000	14.39559626000000	19.31563552000000	0.55260831120000	-9.25262503700000	24.80041268000000
0.60786914240000	14.42196003000000	19.31837413000000	0.60786914240000	-9.24500750700000	24.80117045000000
0.66312997350000	14.44417473000000	19.32630731000000	0.66312997350000	-9.22936857500000	24.80074188000000
0.71839080460000	14.41903034000000	19.32238499000000	0.71839080460000	-9.23790666800000	24.80160674000000
0.77365163570000	14.40740819000000	19.31958524000000	0.77365163570000	-9.24428494000000	24.80228816000000
0.82891246680000	14.49356500000000	19.32259676000000	0.82891246680000	-9.27408961700000	24.80034171000000
0.88417329800000	14.62395475000000	19.32385889000000	0.88417329800000	-9.35416014000000	24.80129527000000
0.93943412910000	14.53074578000000	19.32013708000000	0.93943412910000	-9.33790142800000	24.80052889000000
0.99469496020000	14.39622506000000	19.31482362000000	0.99469496020000	-9.39486051600000	24.80214913000000
1.04995579100000	14.30515155000000	19.30154035000000	1.04995579100000	-9.44556484400000	24.80267483000000
1.10521662200000	14.29889710000000	19.30252294000000	1.10521662200000	-9.44583670800000	24.80268168000000
1.16047745400000	14.34951202000000	19.30627735000000	1.16047745400000	-9.41210126100000	24.80222247000000
1.21573828500000	14.22733774000000	19.30823054000000	1.21573828500000	-9.41389707100000	24.80234098000000
1.27099911600000	14.24855065000000	19.30906413000000	1.27099911600000	-9.42585757200000	24.80267497000000
1.32625994700000	14.30413300000000	19.31083614000000	1.32625994700000	-9.42401184200000	24.80255253000000
1.38152077800000	14.42529011000000	19.31539951000000	1.38152077800000	-9.41580466900000	24.80296712000000
1.43678160900000	14.53614037000000	19.32800049000000	1.43678160900000	-9.42021048100000	24.80456153000000
1.49204244000000	14.55581644000000	19.32857040000000	1.49204244000000	-9.35665584100000	24.80784303000000
1.54730327100000	14.52016505000000	19.31751468000000	1.54730327100000	-9.27066138000000	24.80919938000000
1.60256410300000	14.51880506000000	19.33075188000000	1.60256410300000	-9.29147951700000	24.80820407000000
1.65782493400000	14.46349533000000	19.30309702000000	1.65782493400000	-9.29558186600000	24.80880464000000
1.71308576500000	14.46349533000000	19.27544215000000	1.71308576500000	-9.37660819800000	24.80603946000000
1.76834659600000	14.49115020000000	19.24778728000000	1.76834659600000	-9.32171552600000	24.80805308000000
1.82360742700000	14.43584046000000	19.30309702000000	1.82360742700000	-9.46195204700000	24.80580421000000
1.87886825800000	14.40818560000000	19.16482268000000	1.87886825800000	-9.47029975800000	24.80624589000000
1.93412908900000	14.38053073000000	19.10951295000000	1.93412908900000	-9.45949319400000	24.80524844000000
1.98938992000000	14.35287586000000	19.22013242000000	1.98938992000000	-9.45773029200000	24.80596859000000
2.04465075200000	14.40818560000000	19.22013242000000	2.04465075200000	-9.40360854900000	24.80895545000000
2.09991158300000	14.24225640000000	19.22013242000000	2.09991158300000	-9.58176943400000	24.80759015000000
2.15517241400000	14.23623807000000	19.23327332000000	2.15517241400000	-9.56051944900000	24.80467172000000
2.21043324500000	14.26705514000000	19.24226845000000	2.21043324500000	-9.55532347700000	24.80262907000000
