GMfas3BEST			GMext		
t	x	y	t	x	y
0.000000000000	12.140615770000	0.312270077500	0.000000000000	45.051203520000	13.439144230000
0.018281869870	12.137876220000	0.312934900000	0.018281869870	45.050667810000	13.438585290000
0.036563739740	12.139587680000	0.312892942900	0.036563739740	45.050147210000	13.438692910000
0.054845609610	12.139981990000	0.312420923600	0.054845609610	45.050247480000	13.438806400000
0.073127479480	12.138941040000	0.312282635200	0.073127479480	45.050412950000	13.438683580000
0.091409349350	12.137739020000	0.312190547900	0.091409349350	45.049565430000	13.438935700000
0.109691219200	12.139516130000	0.312158468100	0.109691219200	45.050317950000	13.438287820000
0.127973089100	12.139473270000	0.312327542100	0.127973089100	45.050172620000	13.438832720000
0.146254959000	12.139434220000	0.311911346300	0.146254959000	45.050144020000	13.438550600000
0.164536828800	12.140336090000	0.311896490300	0.164536828800	45.050324600000	13.438527680000
0.182818698700	12.139249390000	0.311997256600	0.182818698700	45.050275640000	13.438423580000
0.201100568600	12.140692690000	0.311995005900	0.201100568600	45.050396450000	13.438805460000
0.219382438400	12.139904460000	0.311622962300	0.219382438400	45.050477730000	13.438321370000
0.237664308300	12.140544660000	0.311967637500	0.237664308300	45.050262930000	13.438546600000
0.255946178200	12.139288130000	0.311553652000	0.255946178200	45.049307930000	13.438717060000
0.274228048000	12.141271630000	0.311571539500	0.274228048000	45.050211600000	13.438374840000
0.292509917900	12.141148430000	0.311618905600	0.292509917900	45.050748040000	13.438317440000
0.310791787800	12.141275250000	0.312082614700	0.310791787800	45.050186580000	13.438727620000
0.329073657700	12.141340130000	0.311757596800	0.329073657700	45.051000550000	13.438425280000
0.347355527500	12.141193290000	0.311922960500	0.347355527500	45.049997890000	13.438583950000
0.365637397400	12.141702470000	0.311658667100	0.365637397400	45.050411200000	13.438584390000
0.383919267300	12.140978960000	0.311999160000	0.383919267300	45.049621680000	13.438818330000
0.402201137100	12.142516420000	0.311630663300	0.402201137100	45.050354580000	13.438475630000
0.420483007000	12.141596790000	0.311748730100	0.420483007000	45.050126080000	13.438897230000
0.438764876900	12.142828490000	0.311409240700	0.438764876900	45.049866800000	13.438520910000
0.457046746700	12.140718900000	0.311436828800	0.457046746700	45.050480610000	13.438464240000
0.475328616600	12.142291200000	0.311598922200	0.475328616600	45.050976040000	13.438427660000
0.493610486500	12.142694990000	0.311555169300	0.493610486500	45.050169390000	13.438341970000
0.511892356400	12.141616770000	0.311746903700	0.511892356400	45.049876620000	13.438678230000
0.530174226200	12.142637640000	0.311693725000	0.530174226200	45.049517150000	13.438910260000
0.548456096100	12.142268440000	0.311703336800	0.548456096100	45.048978280000	13.438842520000
