SOLfasSLIDES			SOLext		
t	x	y	t	x	y
0.0000000000000	-4.1999999090000	5.6624998770000	0.0000000000000	24.1544112400000	13.6607139900000
0.0236804092000	-4.1993486270000	5.6623098430000	0.0236804092000	24.1546498300000	13.6609137700000
0.0473608183900	-4.2001263280000	5.6620579360000	0.0473608183900	24.1543504600000	13.6606895000000
0.0710412275900	-4.1994960220000	5.6621749390000	0.0710412275900	24.1546707400000	13.6611029800000
0.0947216367900	-4.2001486980000	5.6621763730000	0.0947216367900	24.1546878300000	13.6607579300000
0.1184020460000	-4.2004120750000	5.6621909310000	0.1184020460000	24.1547284100000	13.6606861500000
0.1420824552000	-4.1994648380000	5.6621601160000	0.1420824552000	24.1538398600000	13.6608196500000
0.1657628644000	-4.1994203160000	5.6620642720000	0.1657628644000	24.1547060900000	13.6606732100000
0.1894432736000	-4.1999436100000	5.6622150780000	0.1894432736000	24.1546857900000	13.6608723600000
0.2131236828000	-4.1998088340000	5.6621032800000	0.2131236828000	24.1546476200000	13.6607055100000
0.2368040920000	-4.1994237720000	5.6621059910000	0.2368040920000	24.1549165300000	13.6610916000000
0.2604845012000	-4.1995578390000	5.6621694410000	0.2604845012000	24.1544520200000	13.6609117400000
0.2841649104000	-4.1997145330000	5.6621541970000	0.2841649104000	24.1546191100000	13.6610662600000
0.3078453196000	-4.2007799830000	5.6623363610000	0.3078453196000	24.1548391700000	13.6609101300000
0.3315257288000	-4.2007045180000	5.6619979990000	0.3315257288000	24.1543514400000	13.6610838400000
0.3552061380000	-4.2004039160000	5.6620068590000	0.3552061380000	24.1545833200000	13.6610714700000
0.3788865472000	-4.2002840470000	5.6616767520000	0.3788865472000	24.1544339100000	13.6610645800000
0.4025669564000	-4.2004485840000	5.6618783960000	0.4025669564000	24.1548699200000	13.6610225500000
0.4262473656000	-4.1998183970000	5.6618130270000	0.4262473656000	24.1546472500000	13.6610857100000
0.4499277748000	-4.2002195890000	5.6622167580000	0.4499277748000	24.1546419200000	13.6610740700000
0.4736081839000	-4.2001061460000	5.6621577450000	0.4736081839000	24.1550625300000	13.6609390600000
0.4972885931000	-4.1997702100000	5.6622447070000	0.4972885931000	24.1545564200000	13.6609714200000
0.5209690023000	-4.1999745350000	5.6622995320000	0.5209690023000	24.1551260900000	13.6610365600000
0.5446494115000	-4.2006536350000	5.6621629960000	0.5446494115000	24.1542367600000	13.6611549200000
0.5683298207000	-4.2003354070000	5.6620941920000	0.5683298207000	24.1544701800000	13.6610114100000
0.5920102299000	-4.2001725080000	5.6618110480000	0.5920102299000	24.1548213800000	13.6609732300000
0.6156906391000	-4.1998432010000	5.6619453990000	0.6156906391000	24.1547760700000	13.6611562900000
0.6393710483000	-4.2004407730000	5.6621616280000	0.6393710483000	24.1542808500000	13.6609160500000
0.6630514575000	-4.2003706930000	5.6619993440000	0.6630514575000	24.1548078000000	13.6612058700000
0.6867318667000	-4.1999115130000	5.6615535570000	0.6867318667000	24.1546470700000	13.6608246600000
0.7104122759000	-4.2004552480000	5.6618380610000	0.7104122759000	24.1548284900000	13.6608516800000
0.7340926851000	-4.2008384760000	5.6601531900000	0.7340926851000	24.1543608000000	13.6613646000000
0.7577730943000	-4.2267920270000	5.6507798240000	0.7577730943000	24.1554649600000	13.6611300100000
0.7814535035000	-4.3680361010000	5.6139131830000	0.7814535035000	24.1556461500000	13.6610522700000
0.8051339127000	-4.4704444750000	5.5836570300000	0.8051339127000	24.1554013400000	13.6612381600000
0.8288143219000	-4.7018633690000	5.5670192190000	0.8288143219000	24.1567292500000	13.6616139600000
