GFsup1BEST?			GFext		
t	x	y	t	x	y
0.00000000000000	10.81305291000000	18.58407048000000	0.00000000000000	2.22999456300000	24.66686969000000
0.05526083112000	10.85075921000000	18.57499096000000	0.05526083112000	2.21015369600000	24.66217290000000
0.11052166220000	10.84708583000000	18.56118870000000	0.11052166220000	2.20226997800000	24.66422331000000
0.16578249340000	10.91214357000000	18.58037174000000	0.16578249340000	2.18870255800000	24.66646955000000
0.22104332450000	10.94462642000000	18.57822883000000	0.22104332450000	2.18396588100000	24.67267670000000
0.27630415560000	10.92491813000000	18.58718834000000	0.27630415560000	2.18575556600000	24.67362023000000
0.33156498670000	10.94833534000000	18.58394104000000	0.33156498670000	2.17232150400000	24.67689308000000
0.38682581790000	10.98077142000000	18.58508524000000	0.38682581790000	2.14570825900000	24.67598260000000
0.44208664900000	10.99775366000000	18.58449139000000	0.44208664900000	2.11822282800000	24.67526802000000
0.49734748010000	11.14014878000000	18.59126151000000	0.49734748010000	2.12661074500000	24.67539476000000
0.55260831120000	11.21026292000000	18.58799196000000	0.55260831120000	2.11350039600000	24.67367708000000
0.60786914240000	11.25857000000000	18.59016078000000	0.60786914240000	2.11563053500000	24.67293320000000
0.66312997350000	11.27926621000000	18.59192671000000	0.66312997350000	2.11407772800000	24.67244623000000
0.71839080460000	11.37361721000000	18.58643194000000	0.71839080460000	2.11233739100000	24.67237087000000
0.77365163570000	11.42055214000000	18.58939261000000	0.77365163570000	2.11076969000000	24.67154404000000
0.82891246680000	11.44683102000000	18.58891794000000	0.82891246680000	2.10825648400000	24.67061534000000
0.88417329800000	11.49397405000000	18.58853553000000	0.88417329800000	2.10835637700000	24.67007077000000
0.93943412910000	11.48262254000000	18.59253446000000	0.93943412910000	2.11451221200000	24.67007969000000
0.99469496020000	11.47285584000000	18.58889837000000	0.99469496020000	2.10985119800000	24.66986944000000
1.04995579100000	11.45081108000000	18.58536708000000	1.04995579100000	2.11119980000000	24.66858170000000
1.10521662200000	11.41932585000000	18.58675341000000	1.10521662200000	2.11634721600000	24.66903948000000
1.16047745400000	11.46620086000000	18.58631050000000	1.16047745400000	2.11581169700000	24.66843850000000
1.21573828500000	11.45442260000000	18.58461090000000	1.21573828500000	2.11352963800000	24.66818630000000
1.27099911600000	11.46727928000000	18.58666229000000	1.27099911600000	2.11186595000000	24.66843919000000
1.32625994700000	11.48077441000000	18.58720298000000	1.32625994700000	2.11565027300000	24.66754942000000
1.38152077800000	11.53681347000000	18.58410857000000	1.38152077800000	2.11366325100000	24.66659904000000
1.43678160900000	11.57001174000000	18.58642301000000	1.43678160900000	2.11319628700000	24.66727860000000
1.49204244000000	11.49860219000000	18.58758742000000	1.49204244000000	2.11680113200000	24.66754997000000
1.54730327100000	11.57103737000000	18.58450154000000	1.54730327100000	2.11694424400000	24.66743286000000
1.60256410300000	11.63693023000000	18.58889028000000	1.60256410300000	2.11367941200000	24.66696857000000
1.65782493400000	11.63850732000000	18.58878709000000	1.65782493400000	2.11732900100000	24.66691627000000
1.71308576500000	11.66326452000000	18.58401468000000	1.71308576500000	2.11823993500000	24.66670122000000
1.76834659600000	11.71355796000000	18.58644481000000	1.76834659600000	2.12370935200000	24.66680040000000
1.82360742700000	11.69774489000000	18.58589429000000	1.82360742700000	2.11656125300000	24.66871399000000
1.87886825800000	11.70020390000000	18.58618235000000	1.87886825800000	2.12450304100000	24.66717683000000
1.93412908900000	11.70359280000000	18.58621054000000	1.93412908900000	2.11615384300000	24.66708181000000
1.98938992000000	11.75312878000000	18.58913515000000	1.98938992000000	2.11735160800000	24.66564606000000
2.04465075200000	11.74606000000000	18.58821679000000	2.04465075200000	2.12153347500000	24.66524750000000
2.09991158300000	11.76677355000000	18.58519200000000	2.09991158300000	2.12259539000000	24.66685168000000
2.15517241400000	11.84073573000000	18.58909160000000	2.15517241400000	2.12332749300000	24.66629084000000
2.21043324500000	11.83039184000000	18.58671858000000	2.21043324500000	2.12417615800000	24.66582036000000
2.26569407600000	11.80471047000000	18.58617866000000	2.26569407600000	2.11835925900000	24.66541413000000
2.32095490700000	11.81040632000000	18.58509414000000	2.32095490700000	2.12791224100000	24.66612454000000
2.37621573800000	11.85338651000000	18.58773650000000	2.37621573800000	2.12298628200000	24.66563411000000
2.43147656900000	11.88024383000000	18.58499735000000	2.43147656900000	2.12669103100000	24.66456599000000
2.48673740100000	11.91505357000000	18.58668800000000	2.48673740100000	2.12828909300000	24.66507185000000
2.54199823200000	11.89747869000000	18.58423892000000	2.54199823200000	2.12413395200000	24.66453290000000
2.59725906300000	11.89638500000000	18.58420502000000	2.59725906300000	2.13000008700000	24.66569796000000
