GFsup2BEST			GFext		
t	x	y	t	x	y
0.00000000000000	1.29190618600000	12.09224190000000	0.00000000000000	-2.73884111400000	18.29339159000000
0.05193456245000	1.29532946900000	12.09449150000000	0.05193456245000	-2.73821878500000	18.29254814000000
0.10386912490000	1.28076174600000	12.09542360000000	0.10386912490000	-2.73946623000000	18.29252841000000
0.15580368740000	1.28139634700000	12.09454681000000	0.15580368740000	-2.74034232400000	18.29239138000000
0.20773824980000	1.34079312300000	12.09888450000000	0.20773824980000	-2.73894275700000	18.29239288000000
0.25967281230000	1.40481442800000	12.10096341000000	0.25967281230000	-2.73833662800000	18.29263537000000
0.31160737470000	1.38320959600000	12.10020471000000	0.31160737470000	-2.73958706800000	18.29252302000000
0.36354193720000	1.35836373100000	12.10066902000000	0.36354193720000	-2.73907156700000	18.29249109000000
0.41547649960000	1.38695380800000	12.10186018000000	0.41547649960000	-2.74104183000000	18.29232401000000
0.46741106210000	1.36300217900000	12.10297680000000	0.46741106210000	-2.74220746400000	18.29237828000000
0.51934562450000	1.41311592700000	12.10494685000000	0.51934562450000	-2.73991069900000	18.29250142000000
0.57128018700000	1.40258489600000	12.10804543000000	0.57128018700000	-2.74276821600000	18.29244447000000
0.62321474940000	1.39632171800000	12.11137080000000	0.62321474940000	-2.74444551500000	18.29245782000000
0.67514931190000	1.40166474000000	12.11084639000000	0.67514931190000	-2.74379570400000	18.29236313000000
0.72708387430000	1.42017426900000	12.11120939000000	0.72708387430000	-2.74293052000000	18.29251142000000
0.77901843680000	1.40727197900000	12.11230487000000	0.77901843680000	-2.74289452700000	18.29246355000000
0.83095299920000	1.40128772000000	12.10853495000000	0.83095299920000	-2.74361502100000	18.29251480000000
0.88288756170000	1.40997407300000	12.10757830000000	0.88288756170000	-2.74330324500000	18.29243357000000
0.93482212410000	1.41311793300000	12.10577808000000	0.93482212410000	-2.74469342300000	18.29232965000000
0.98675668660000	1.39119161500000	12.10304041000000	0.98675668660000	-2.74516663100000	18.29243141000000
1.03869124900000	1.37690088400000	12.09777894000000	1.03869124900000	-2.74658536900000	18.29237420000000
1.09062581100000	1.37725888800000	12.09782973000000	1.09062581100000	-2.74767002700000	18.29241827000000
