GMfas			GMext		
t	x	y	t	x	y
0.0000000000	-5.8663784370	3.1157312380	0.0000000000	13.1605969900	11.1580374100
0.0234648145	-5.8665341910	3.1158528650	0.0234648145	13.1603319800	11.1581700000
0.0469296290	-5.8663464690	3.1158433960	0.0469296290	13.1603654400	11.1582040400
0.0703944435	-5.8671909930	3.1162509080	0.0703944435	13.1605818200	11.1580110800
0.0938592580	-5.8681922260	3.1162718060	0.0938592580	13.1603799700	11.1584867900
0.1173240726	-5.8688249050	3.1163038390	0.1173240726	13.1606286100	11.1585174300
0.1407888871	-5.8684202470	3.1159996720	0.1407888871	13.1601939300	11.1585110500
0.1642537016	-5.8685166890	3.1159840420	0.1642537016	13.1605151900	11.1584560700
0.1877185161	-5.8686735420	3.1159148950	0.1877185161	13.1601687700	11.1585296800
0.2111833306	-5.8679403700	3.1157847200	0.2111833306	13.1601696800	11.1584476200
0.2346481451	-5.8666647010	3.1156655400	0.2346481451	13.1603037800	11.1582398000
0.2581129596	-5.8657428420	3.1156653180	0.2581129596	13.1601238200	11.1580835100
0.2815777741	-5.8641089830	3.1158866180	0.2815777741	13.1604232600	11.1582304600
0.3050425886	-5.8639797230	3.1158540170	0.3050425886	13.1601541400	11.1584365400
0.3285074031	-5.8637264560	3.1159329390	0.3285074031	13.1604129400	11.1583125100
0.3519722177	-5.8646207300	3.1160987380	0.3519722177	13.1608308900	11.1585243600
0.3754370322	-5.8644980130	3.1160280990	0.3754370322	13.1602613200	11.1586763900
0.3989018467	-5.8649372900	3.1138701420	0.3989018467	13.1602442100	11.1582883600
0.4223666612	-5.8621944350	3.1107997700	0.4223666612	13.1608106700	11.1577426100
0.4458314757	-5.8626020780	3.1086112880	0.4458314757	13.1607484600	11.1574380200
0.4692962902	-5.8641664040	3.1056976420	0.4692962902	13.1606884400	11.1575312600
0.4927611047	-5.8691965930	3.1023679050	0.4927611047	13.1610053900	11.1570990400
0.5162259192	-5.8803585210	3.1027091510	0.5162259192	13.1608103600	11.1575359900
0.5396907337	-5.9769470110	3.0762412550	0.5396907337	13.1598316700	11.1586882200
0.5631555483	-6.0061849470	3.0758379660	0.5631555483	13.1596060700	11.1592384400
0.5866203628	-6.0604738310	3.0597639180	0.5866203628	13.1573978500	11.1609265200
0.6100851773	-6.0725516130	3.0196795430	0.6100851773	13.1567380400	11.1607831700
0.6335499918	-6.1516178110	3.0222851150	0.6335499918	13.1553485700	11.1605875800
0.6570148063	-6.1773468210	3.0266696030	0.6570148063	13.1542109200	11.1605352100
0.6804796208	-6.2540242290	3.0322647620	0.6804796208	13.1547198400	11.1584630100
0.7039444353	-6.3835499740	3.0044247760	0.7039444353	13.1545499500	11.1575689100
0.7274092498	-6.4739664970	3.0091929380	0.7274092498	13.1534763400	11.1588569800
0.7508740643	-6.5115762030	3.0061666980	0.7508740643	13.1515871600	11.1592691100
0.7743388789	-6.6675890780	3.0285854060	0.7743388789	13.1480602200	11.1635638700
0.7978036934	-6.8031632040	3.0590379160	0.7978036934	13.1402706700	11.1679926000
0.8212685079	-6.8493535480	3.0689142260	0.8212685079	13.1387332600	11.1685404100
0.8447333224	-6.9409372150	3.0569588080	0.8447333224	13.1320472700	11.1717890300
0.8681981369	-7.0795387450	3.0547708950	0.8681981369	13.1207666600	11.1729053400
0.8916629514	-7.2080926520	3.0528093160	0.8916629514	13.1011790900	11.1780384800
0.9151277659	-7.3010504430	3.0454540510	0.9151277659	13.0897971600	11.1798874300
0.9385925804	-7.4884497110	3.0423666140	0.9385925804	13.0861786600	11.1763278500
0.9620573949	-7.6830381840	3.0532481940	0.9620573949	13.0753128200	11.1743873100
0.9855222094	-7.7289079460	3.0467753690	0.9855222094	13.0817709400	11.1721931300
1.0089870240	-7.7990361470	3.0476591630	1.0089870240	13.0804071000	11.1726911800
1.0324518380	-7.8684399730	3.0532480000	1.0324518380	13.0787262900	11.1721456100
1.0559166530	-7.9436737720	3.0636917120	1.0559166530	13.0809750400	11.1734133900
1.0793814670	-8.0812103140	3.0623593700	1.0793814670	13.0728188100	11.1751952100
1.1028462820	-8.1507447690	3.0473892870	1.1028462820	13.0708494800	11.1772395000
1.1263110970	-8.2316714580	3.0374526620	1.1263110970	13.0786555400	11.1695477700
1.1497759110	-8.3127314390	3.0382405150	1.1497759110	13.0769523500	11.1672221800
1.1732407260	-8.4544947350	3.0347862660	1.1732407260	13.0797286000	11.1611705500
1.1967055400	-8.5732976060	3.0213837440	1.1967055400	13.0815215900	11.1572737800
1.2201703550	-8.6723787990	3.0108338500	1.2201703550	13.0812272900	11.1547329100
1.2436351690	-8.7932330800	3.0242482340	1.2436351690	13.0827775900	11.1545305400
1.2670999840	-8.9129666340	3.0512228620	1.2670999840	13.0792004800	11.1589360000
1.2905647980	-8.9596924870	3.0576980150	1.2905647980	13.0739607600	11.1636008500
1.3140296130	-9.1915440100	3.0813457790	1.3140296130	13.0574003000	11.1700600400
1.3374944270	-9.2776003240	3.0896948630	1.3374944270	13.0620494500	11.1664968900
1.3609592420	-9.3213752320	3.0904062890	1.3609592420	13.0664937700	11.1644150800
1.3844240560	-9.4362251910	3.0922773750	1.3844240560	13.0688675100	11.1652708800
1.4078888710	-9.5378828840	3.0918917300	1.4078888710	13.0602129400	11.1709812400
1.4313536850	-9.6680664100	3.1039685850	1.4313536850	13.0614088900	11.1733419900
1.4548185000	-9.7424842520	3.0954806630	1.4548185000	13.0642603200	11.1708491800
1.4782833140	-9.8384740610	3.0824066410	1.4782833140	13.0655060900	11.1692087400
1.5017481290	-9.9421008580	3.0906254310	1.5017481290	13.0532283500	11.1712226700
1.5252129430	-10.0826397900	3.1011649550	1.5252129430	13.0339350100	11.1663221100
1.5486777580	-10.1868540300	3.1159893180	1.5486777580	13.0089758100	11.1716170600
1.5721425720	-10.3331284900	3.1238889300	1.5721425720	12.9668944000	11.1803642000
1.5956073870	-10.3664677000	3.1338407360	1.5956073870	12.9563130300	11.1861783100
1.6190722010	-10.5503310000	3.1540664140	1.6190722010	12.9492117200	11.1872003400
1.6425370160	-10.6448325500	3.1447167650	1.6425370160	12.9452396200	11.1853611600
1.6660018300	-10.6720772500	3.1398435780	1.6660018300	12.9415135900	11.1873107600
1.6894666450	-10.7757753100	3.1294071080	1.6894666450	12.9428520200	11.1854180900
1.7129314590	-10.9734784900	3.1571718260	1.7129314590	12.9307519300	11.1880538100
1.7363962740	-11.0798233300	3.1814847410	1.7363962740	12.9250861600	11.1928153700
1.7598610880	-11.1396372600	3.1992874200	1.7598610880	12.9241288700	11.1960164400
1.7833259030	-11.2546417300	3.2236215080	1.7833259030	12.9259048800	11.1950964100
1.8067907170	-11.4368287300	3.2666420650	1.8067907170	12.9286870600	11.1899653000
1.8302555320	-11.5352745000	3.2925896480	1.8302555320	12.9263713700	11.1940874300
1.8537203460	-11.5803811100	3.2931699340	1.8537203460	12.9232997800	11.1970094800
1.8771851610	-11.6833116800	3.2980321780	1.8771851610	12.9240856000	11.1967314700
1.9006499750	-11.8413642400	3.3308691420	1.9006499750	12.9288504200	11.1892652200
1.9241147900	-11.8888551000	3.3355783140	1.9241147900	12.9282028600	11.1865693400
1.9475796040	-12.1464547200	3.3844265670	1.9475796040	12.9171447300	11.1888164100
1.9710444190	-12.2721880300	3.4059589490	1.9710444190	12.9136526000	11.1939726800
1.9945092330	-12.4373941700	3.4446808900	1.9945092330	12.9073650200	11.1958925700
2.0179740480	-12.5892599100	3.4764037640	2.0179740480	12.8518085800	11.2149861800
2.0414388620	-12.6918309300	3.5050348560	2.0414388620	12.8278711500	11.2196903000
2.0649036770	-13.0292836800	3.5740307270	2.0649036770	12.7956689400	11.2389565400
2.0883684910	-13.1188299500	3.5892893590	2.0883684910	12.7798694100	11.2484053300
2.1118333060	-13.2891944100	3.6139238030	2.1118333060	12.7645762200	11.2588232100
2.1352981200	-13.4660367600	3.6242215220	2.1352981200	12.7032296400	11.2786169000
2.1587629350	-13.6636653300	3.6290654270	2.1587629350	12.8053384000	11.2843688300
2.1822277490	-13.7643279300	3.6363678300	2.1822277490	12.7969786200	11.2965275800
2.2056925640	-14.1323836400	3.6692279070	2.2056925640	12.7531346900	11.3156231900
2.2291573790	-14.2869197200	3.6862531740	2.2291573790	12.7028423700	11.3349945000
2.2526221930	-14.4517029700	3.6918477870	2.2526221930	12.6861112300	11.3349156900
2.2760870080	-14.6855928600	3.6942845200	2.2760870080	12.6731631200	11.3385138200
2.2995518220	-14.8183938900	3.6908325010	2.2995518220	12.6494375100	11.3480106700
2.3230166370	-14.9108536500	3.6900043400	2.3230166370	12.6341548500	11.3546272500
2.3464814510	-15.0823136200	3.7185433770	2.3464814510	12.6051454500	11.3571380500
2.3699462660	-15.2781437800	3.7448893880	2.3699462660	12.5472482200	11.3737706400
2.3934110800	-15.4295747000	3.7555482560	2.3934110800	12.5109763900	11.3925816700
2.4168758950	-15.6420766700	3.7430860190	2.4168758950	12.6275087300	11.4009445600
2.4403407090	-15.7898324500	3.7485477030	2.4403407090	12.6031669700	11.4166129100
2.4638055240	-15.9277815100	3.7621709100	2.4638055240	12.5790020400	11.4318193100
2.4872703380	-16.0106915000	3.7663337080	2.4872703380	12.5737577100	11.4387370200
2.5107351530	-16.1731742700	3.7845178540	2.5107351530	12.5611961300	11.4398946900
