CALbumpBEST			CALext		
t	x	y	t	x	y
0.000000000000	9.963994641000	9.503026917000	0.000000000000	6.961794595000	14.940082120000
0.059612518630	9.969123691000	9.500877115000	0.059612518630	6.961526335000	14.939070410000
0.119225037300	9.969291895000	9.499998211000	0.119225037300	6.962500552000	14.938353100000
0.178837555900	9.964564204000	9.502610509000	0.178837555900	6.960509394000	14.938776110000
0.238450074500	9.960220360000	9.504039402000	0.238450074500	6.962011625000	14.940125190000
0.298062593100	9.953341028000	9.505854338000	0.298062593100	6.962563715000	14.940836630000
0.357675111800	9.896796300000	9.506723234000	0.357675111800	6.960748322000	14.941609680000
0.417287630400	9.804728816000	9.522297776000	0.417287630400	6.960274542000	14.945647370000
0.476900149000	9.720869521000	9.534775894000	0.476900149000	6.962343208000	14.954651240000
0.536512667700	9.676648034000	9.540479261000	0.536512667700	6.968057584000	14.969498070000
0.596125186300	9.651408192000	9.547593218000	0.596125186300	6.960922106000	14.967890780000
0.655737704900	9.648669451000	9.550576979000	0.655737704900	6.956991403000	14.970992480000
0.715350223500	9.630194236000	9.557656187000	0.715350223500	6.957621420000	14.974785740000
0.774962742200	9.645615491000	9.610144392000	0.774962742200	6.955616973000	14.979999470000
0.834575260800	9.654967429000	9.618929372000	0.834575260800	6.955666132000	14.982135830000
0.894187779400	9.653658097000	9.624695246000	0.894187779400	6.958191206000	14.982399280000
0.953800298100	9.642303770000	9.629822230000	0.953800298100	6.952011030000	14.981630670000
1.013412817000	9.673559582000	9.622993498000	1.013412817000	6.953020836000	14.980603620000
1.073025335000	9.734053777000	9.622274444000	1.073025335000	6.951851141000	14.976627660000
1.132637854000	9.767369070000	9.624210493000	1.132637854000	6.957637069000	14.976741120000
1.192250373000	9.777721213000	9.632184718000	1.192250373000	6.969168200000	14.974069760000
1.251862891000	9.799342423000	9.626427586000	1.251862891000	6.970173548000	14.974871490000
1.311475410000	9.769612577000	9.631911121000	1.311475410000	6.978918050000	14.974141260000
1.371087928000	9.783532212000	9.629813800000	1.371087928000	6.979183313000	14.974714220000
1.430700447000	9.803715407000	9.626471561000	1.430700447000	6.975188032000	14.984185890000
1.490312966000	9.796357500000	9.628983615000	1.490312966000	6.982233185000	15.001669680000
1.549925484000	9.788435084000	9.622855301000	1.549925484000	6.962358073000	15.009346630000
1.609538003000	9.790634054000	9.621819596000	1.609538003000	6.935358914000	15.012738350000
1.669150522000	9.770606305000	9.627719718000	1.669150522000	6.921459641000	15.020556740000
1.728763040000	9.770090081000	9.624002289000	1.728763040000	6.914149464000	15.023720840000
1.788375559000	9.774381342000	9.623056392000	1.788375559000	6.914966158000	15.022401880000
1.847988077000	9.775517176000	9.619812574000	1.847988077000	6.929045284000	15.022606330000
