CALbumpMMM2			CALext		
t	x	y	t	x	y
0.000000000000	20.532491790000	7.228573624000	0.000000000000	6.500025655000	15.003120440000
0.018351654400	20.531903610000	7.228681718000	0.018351654400	6.501411337000	15.001717730000
0.036703308800	20.532627160000	7.228406119000	0.036703308800	6.501315153000	15.001707050000
0.055054963200	20.533555500000	7.228615533000	0.055054963200	6.501172184000	15.001791140000
0.073406617610	20.534140190000	7.228698892000	0.073406617610	6.501055204000	15.001775190000
0.091758272010	20.533951990000	7.228859571000	0.091758272010	6.500853819000	14.999571910000
0.110109926400	20.533588600000	7.228814338000	0.110109926400	6.499475899000	15.001455070000
0.128461580800	20.534112640000	7.228587581000	0.128461580800	6.502507988000	14.999783870000
0.146813235200	20.533495150000	7.228843265000	0.146813235200	6.501166815000	15.001892780000
0.165164889600	20.533461820000	7.228250753000	0.165164889600	6.500728773000	15.001800880000
0.183516544000	20.532225420000	7.228338202000	0.183516544000	6.500562565000	15.001746130000
0.201868198400	20.532358780000	7.228244600000	0.201868198400	6.500264962000	15.001730100000
0.220219852800	20.533057620000	7.228428521000	0.220219852800	6.500508007000	15.001803930000
0.238571507200	20.533143260000	7.228518608000	0.238571507200	6.500943052000	15.001826400000
0.256923161600	20.533721320000	7.228494255000	0.256923161600	6.501392086000	15.001605660000
0.275274816000	20.533648890000	7.228532429000	0.275274816000	6.500257530000	15.001905560000
0.293626470400	20.532612120000	7.228510380000	0.293626470400	6.501009390000	15.001908200000
0.311978124800	20.533328740000	7.228642344000	0.311978124800	6.501440461000	15.001527770000
0.330329779200	20.532847910000	7.228338770000	0.330329779200	6.500407411000	15.001838720000
0.348681433600	20.533596890000	7.228145172000	0.348681433600	6.501140244000	15.001882170000
0.367033088000	20.533830160000	7.228390025000	0.367033088000	6.501293975000	15.001857250000
0.385384742400	20.532710850000	7.228062829000	0.385384742400	6.501204707000	15.001810580000
0.403736396800	20.533844930000	7.227847642000	0.403736396800	6.501476663000	15.001902880000
0.422088051200	20.533515410000	7.227676941000	0.422088051200	6.501368957000	15.001811330000
0.440439705600	20.532904360000	7.227862799000	0.440439705600	6.500910583000	14.999553700000
0.458791360000	20.531945120000	7.227698562000	0.458791360000	6.500866862000	15.000794100000
0.477143014400	20.532550380000	7.228311006000	0.477143014400	6.501230455000	15.001883520000
0.495494668800	20.533827130000	7.228110641000	0.495494668800	6.500724896000	15.001760270000
0.513846323200	20.534032440000	7.228134108000	0.513846323200	6.501590659000	15.001746580000
0.532197977600	20.533259860000	7.228324507000	0.532197977600	6.500645534000	15.001906330000
0.550549632000	20.533283660000	7.228449103000	0.550549632000	6.501038694000	15.001904630000
0.568901286500	20.533545470000	7.228457497000	0.568901286500	6.501032716000	15.001839870000
0.587252940900	20.532919020000	7.228409385000	0.587252940900	6.501325125000	15.001924530000
0.605604595300	20.532635430000	7.228757738000	0.605604595300	6.501501030000	15.001748160000
0.623956249700	20.531089280000	7.229163878000	0.623956249700	6.500183358000	14.999919540000
0.642307904100	20.530894550000	7.229874540000	0.642307904100	6.499288102000	15.001597420000
0.660659558500	20.530046590000	7.229823383000	0.660659558500	6.499015006000	15.001695130000
0.679011212900	20.528376480000	7.230397493000	0.679011212900	6.500603401000	14.999867480000
0.697362867300	20.527289380000	7.230883361000	0.697362867300	6.498541694000	15.001480700000
0.715714521700	20.525260290000	7.232277721000	0.715714521700	6.499797330000	15.001887340000
0.734066176100	20.523914260000	7.232975302000	0.734066176100	6.499067715000	15.001765820000
0.752417830500	20.518140990000	7.238371161000	0.752417830500	6.497704166000	15.002115130000
0.770769484900	20.508325520000	7.243554375000	0.770769484900	6.498364333000	15.002098730000
0.789121139300	20.385241240000	7.271269321000	0.789121139300	6.497561952000	15.001667530000
0.807472793700	20.381595780000	7.290691190000	0.807472793700	6.496600623000	15.001570910000
0.825824448100	20.361578620000	7.299533051000	0.825824448100	6.495403965000	15.001944980000
0.844176102500	20.350879680000	7.301866913000	0.844176102500	6.495684937000	15.002010690000
