GMfasMMM			GMext		
t	x	y	t	x	y
0.0000000000	17.0298540500	1.1732316200	0.0000000000	49.4598177500	10.4244325900
0.0250570047	17.0305390700	1.1733245780	0.0250570047	49.4601482100	10.4243283000
0.0501140094	17.0301717200	1.1732504310	0.0501140094	49.4604435600	10.4245854300
0.0751710141	17.0297310200	1.1733208670	0.0751710141	49.4605658600	10.4239942400
0.1002280187	17.0304415000	1.1734801860	0.1002280187	49.4603626600	10.4244389100
0.1252850234	17.0298346500	1.1734619800	0.1252850234	49.4605224900	10.4244209900
0.1503420281	17.0305330800	1.1734987800	0.1503420281	49.4604040100	10.4244495700
0.1753990328	17.0300019900	1.1734748640	0.1753990328	49.4603924700	10.4244431000
0.2004560375	17.0315413900	1.1735335810	0.2004560375	49.4603976600	10.4244546800
0.2255130422	17.0308940300	1.1735264620	0.2255130422	49.4602471300	10.4244442600
0.2505700469	17.0323018700	1.1736878720	0.2505700469	49.4602484100	10.4246080600
0.2756270515	17.0314853200	1.1738342590	0.2756270515	49.4603510500	10.4245569700
0.3006840562	17.0303909400	1.1737009100	0.3006840562	49.4598950400	10.4246224300
0.3257410609	17.0304807500	1.1741389100	0.3257410609	49.4600880600	10.4247163100
0.3507980656	17.0277082800	1.1741024520	0.3507980656	49.4596837100	10.4247073100
0.3758550703	17.0298573300	1.1738997440	0.3758550703	49.4600849700	10.4247351500
0.4009120750	17.0286974300	1.1739801870	0.4009120750	49.4601061200	10.4248030300
0.4259690797	17.0290726500	1.1736899830	0.4259690797	49.4597865600	10.4247776500
0.4510260843	17.0279045800	1.1734738940	0.4510260843	49.4595371000	10.4249765600
0.4760830890	17.0269985400	1.1732374110	0.4760830890	49.4598923200	10.4249791600
0.5011400937	17.0187603800	1.1733358160	0.5011400937	49.4597580200	10.4249412000
0.5261970984	17.0142499100	1.1732176680	0.5261970984	49.4596537600	10.4250529600
0.5512541031	16.9048607100	1.1883636530	0.5512541031	49.4589849000	10.4248677200
0.5763111078	16.7899311400	1.1888520860	0.5763111078	49.4589761900	10.4245908900
0.6013681125	16.5912904700	1.1705866210	0.6013681125	49.4596863600	10.4243049700
0.6264251171	16.4691256800	1.1779547000	0.6264251171	49.4595280300	10.4241167800
0.6514821218	16.2815309300	1.1579163500	0.6514821218	49.4592947500	10.4238527300
