SOLfasSAME			SOLext		
t	x	y	t	x	y
0.000000000000	17.228656140000	8.443083867000	0.000000000000	27.453580310000	13.700264950000
0.023611635810	17.227977830000	8.442779461000	0.023611635810	27.453486160000	13.699522580000
0.047223271630	17.228524500000	8.442800821000	0.047223271630	27.454145140000	13.699326150000
0.070834907440	17.228657430000	8.442591432000	0.070834907440	27.453236620000	13.699708300000
0.094446543260	17.228557730000	8.442690030000	0.094446543260	27.453634390000	13.699594130000
0.118058179100	17.227211970000	8.442890510000	0.118058179100	27.453515630000	13.699638850000
0.141669814900	17.226663220000	8.443359668000	0.141669814900	27.453597860000	13.699721100000
0.165281450700	17.223649450000	8.443914917000	0.165281450700	27.453428810000	13.699668230000
0.188893086500	17.221986550000	8.444232013000	0.188893086500	27.452486970000	13.699917670000
0.212504722300	17.219916070000	8.444395724000	0.212504722300	27.453365860000	13.699801830000
0.236116358100	17.218532210000	8.444032398000	0.236116358100	27.452726220000	13.699782440000
0.259727994000	17.216098840000	8.444117038000	0.259727994000	27.453753550000	13.700144700000
0.283339629800	17.216018880000	8.444202054000	0.283339629800	27.453059930000	13.699690080000
0.306951265600	17.214845130000	8.444564198000	0.306951265600	27.452287620000	13.699446750000
0.330562901400	17.212819210000	8.444242750000	0.330562901400	27.453230420000	13.699525410000
0.354174537200	17.212823130000	8.444202361000	0.354174537200	27.453537600000	13.699522190000
0.377786173000	17.213290960000	8.444098874000	0.377786173000	27.454229950000	13.700436800000
0.401397808800	17.213823980000	8.443933932000	0.401397808800	27.453829220000	13.699722780000
0.425009444700	17.213322300000	8.443323636000	0.425009444700	27.451443470000	13.699984500000
0.448621080500	17.214507650000	8.443086097000	0.448621080500	27.453299820000	13.700590140000
0.472232716300	17.215097810000	8.443779783000	0.472232716300	27.452785700000	13.700097080000
0.495844352100	17.214815700000	8.443650797000	0.495844352100	27.453599330000	13.700203820000
0.519455987900	17.212533850000	8.443706315000	0.519455987900	27.451783780000	13.700389650000
0.543067623700	17.211670020000	8.444116621000	0.543067623700	27.452995570000	13.700776980000
0.566679259500	17.210630390000	8.444160088000	0.566679259500	27.453731450000	13.700912040000
0.590290895400	17.208364070000	8.444773618000	0.590290895400	27.452861360000	13.700922410000
0.613902531200	17.208957000000	8.444564366000	0.613902531200	27.453028720000	13.700346660000
0.637514167000	17.210464750000	8.444369010000	0.637514167000	27.453866130000	13.700678680000
0.661125802800	17.207457490000	8.444504111000	0.661125802800	27.454212460000	13.700190680000
0.684737438600	17.204318250000	8.444338123000	0.684737438600	27.453135600000	13.701125540000
0.708349074400	17.209444730000	8.444656371000	0.708349074400	27.452544300000	13.700177340000
0.731960710200	17.211683400000	8.444996764000	0.731960710200	27.452226460000	13.699519020000
0.755572346100	17.210716550000	8.446645916000	0.755572346100	27.451736810000	13.698740560000
0.779183981900	17.203621740000	8.447962473000	0.779183981900	27.453325750000	13.699223850000
0.802795617700	17.143850470000	8.450041303000	0.802795617700	27.452326540000	13.698956640000
0.826407253500	17.134977200000	8.449925207000	0.826407253500	27.452387610000	13.699351550000
0.850018889300	17.087492340000	8.454830835000	0.850018889300	27.455155270000	13.696040000000
0.873630525100	17.064378040000	8.454373704000	0.873630525100	27.452692880000	13.697903420000
0.897242160900	17.035470110000	8.455705348000	0.897242160900	27.454649810000	13.698859520000
0.920853796800	16.995513540000	8.457551562000	0.920853796800	27.456376090000	13.699042170000
0.944465432600	16.952327000000	8.458261036000	0.944465432600	27.454238280000	13.699617040000
0.968077068400	16.892184560000	8.458548697000	0.968077068400	27.453496240000	13.696948410000
0.991688704200	16.876468670000	8.454121065000	0.991688704200	27.457975060000	13.697531080000
1.015300340000	16.812949970000	8.454515248000	1.015300340000	27.458230230000	13.696962200000
1.038911976000	16.669472400000	8.457612992000	1.038911976000	27.458469610000	13.695288180000
1.062523612000	16.616310350000	8.458254948000	1.062523612000	27.456452890000	13.697512830000
1.086135247000	16.531129580000	8.458835274000	1.086135247000	27.457999650000	13.697683650000
1.109746883000	16.472490890000	8.453294292000	1.109746883000	27.449902880000	13.697905050000
1.133358519000	16.405521220000	8.450952323000	1.133358519000	27.451323780000	13.699734790000
1.156970155000	16.347168950000	8.446559622000	1.156970155000	27.455144650000	13.699962230000
1.180581791000	16.321576380000	8.448679205000	1.180581791000	27.452333640000	13.700114510000
1.204193427000	16.277118070000	8.451156954000	1.204193427000	27.451231380000	13.698985720000
1.227805062000	16.189578200000	8.455138318000	1.227805062000	27.449335410000	13.699980290000
1.251416698000	16.029295790000	8.462322034000	1.251416698000	27.447934400000	13.700958460000
1.275028334000	15.860720620000	8.471965310000	1.275028334000	27.450985550000	13.696807210000
1.298639970000	15.732695450000	8.474490989000	1.298639970000	27.450589210000	13.699325850000
1.322251606000	15.629816690000	8.475125621000	1.322251606000	27.446903310000	13.698547360000
1.345863241000	15.580044300000	8.471107780000	1.345863241000	27.446562930000	13.700890970000
1.369474877000	15.474993710000	8.473990474000	1.369474877000	27.446355020000	13.703842350000
1.393086513000	15.356512180000	8.484665801000	1.393086513000	27.445939270000	13.708391870000
1.416698149000	15.324122340000	8.495516245000	1.416698149000	27.441402060000	13.709690020000
1.440309785000	15.264071210000	8.504282166000	1.440309785000	27.441947880000	13.713569170000
1.463921420000	15.135089780000	8.512524895000	1.463921420000	27.428771230000	13.717569270000
1.487533056000	15.106391220000	8.517054161000	1.487533056000	27.428591410000	13.719451860000
1.511144692000	14.969861140000	8.521721785000	1.511144692000	27.424981770000	13.721065780000
1.534756328000	14.915871840000	8.518892578000	1.534756328000	27.424754700000	13.721357650000
1.558367964000	14.876747970000	8.519622752000	1.558367964000	27.424178530000	13.723128840000
1.581979600000	14.859857210000	8.514800727000	1.581979600000	27.427799230000	13.721912890000
1.605591235000	14.820895230000	8.513906370000	1.605591235000	27.431171210000	13.727064380000
1.629202871000	14.790031800000	8.509906382000	1.629202871000	27.433671860000	13.725581390000
1.652814507000	14.698007430000	8.508252063000	1.652814507000	27.435802520000	13.721175720000
1.676426143000	14.642390710000	8.512057281000	1.676426143000	27.438631390000	13.718202600000
1.700037779000	14.550966470000	8.509517220000	1.700037779000	27.435508150000	13.717927780000
1.723649414000	14.525755680000	8.513813695000	1.723649414000	27.441455610000	13.717163740000
1.747261050000	14.503576690000	8.518069088000	1.747261050000	27.439035940000	13.715528890000
1.770872686000	14.460863390000	8.518452448000	1.770872686000	27.445176970000	13.714612400000
1.794484322000	14.406920880000	8.517850894000	1.794484322000	27.444428760000	13.712939990000
1.818095958000	14.358614160000	8.520740387000	1.818095958000	27.446090130000	13.711420120000
1.841707594000	14.343112120000	8.522251119000	1.841707594000	27.443863500000	13.709142510000
1.865319229000	14.261229390000	8.523181611000	1.865319229000	27.443831210000	13.706901160000
1.888930865000	14.232784990000	8.525514029000	1.888930865000	27.444336840000	13.705463420000
1.912542501000	14.207405190000	8.529641701000	1.912542501000	27.442333370000	13.705080620000
1.936154137000	14.191040420000	8.527184658000	1.936154137000	27.443537350000	13.704159420000
1.959765773000	14.163308670000	8.526342719000	1.959765773000	27.444717360000	13.703865440000
1.983377408000	14.144777710000	8.526219534000	1.983377408000	27.441386720000	13.704419950000
2.006989044000	14.138321930000	8.524969136000	2.006989044000	27.444826720000	13.705672260000
