SOLfasBES			SOLext		
t	x	y	t	x	y
0.000000000000	8.979152684000	11.331899160000	0.000000000000	26.399999430000	12.993749720000
0.018292906010	8.978509171000	11.331423970000	0.018292906010	26.399920130000	12.993751040000
0.036585812020	8.977619020000	11.331917750000	0.036585812020	26.399925970000	12.993725480000
0.054878718030	8.976433482000	11.332329160000	0.054878718030	26.399281670000	12.993585830000
0.073171624040	8.975957710000	11.332459890000	0.073171624040	26.399642540000	12.993581230000
0.091464530060	8.975583636000	11.332527180000	0.091464530060	26.399397590000	12.993478990000
0.109757436100	8.972749803000	11.332669900000	0.109757436100	26.400740260000	12.993545790000
0.128050342100	8.975837737000	11.332477370000	0.128050342100	26.399966780000	12.993303820000
0.146343248100	8.973719937000	11.332347980000	0.146343248100	26.400146060000	12.993586250000
0.164636154100	8.975114348000	11.332207240000	0.164636154100	26.400134690000	12.993480190000
0.182929060100	8.975431789000	11.332095220000	0.182929060100	26.400114250000	12.993223470000
0.201221966100	8.975457491000	11.332055020000	0.201221966100	26.400555800000	12.993788190000
0.219514872100	8.976577688000	11.332324140000	0.219514872100	26.400121960000	12.993361740000
0.237807778100	8.977438518000	11.332155360000	0.237807778100	26.400409310000	12.993470480000
0.256100684200	8.978058968000	11.332286210000	0.256100684200	26.400545180000	12.993646830000
0.274393590200	8.978813439000	11.331963490000	0.274393590200	26.400407280000	12.993379020000
0.292686496200	8.977889152000	11.331995840000	0.292686496200	26.400564310000	12.993491790000
0.310979402200	8.978952162000	11.331610060000	0.310979402200	26.400518930000	12.993523850000
0.329272308200	8.981403306000	11.331097910000	0.329272308200	26.400947220000	12.993394800000
0.347565214200	8.979412551000	11.331117340000	0.347565214200	26.400292680000	12.993457330000
0.365858120200	8.979549648000	11.330745410000	0.365858120200	26.399613820000	12.993399160000
0.384151026200	8.980677003000	11.330528130000	0.384151026200	26.399386410000	12.993430420000
0.402443932200	8.980662804000	11.330263630000	0.402443932200	26.399539020000	12.993263310000
0.420736838300	8.981873283000	11.330360930000	0.420736838300	26.399567430000	12.993276690000
0.439029744300	8.980883065000	11.330602360000	0.439029744300	26.399628590000	12.993505780000
0.457322650300	8.981701519000	11.330950970000	0.457322650300	26.399872720000	12.993230220000
0.475615556300	8.981354320000	11.331385420000	0.475615556300	26.399927130000	12.993383390000
0.493908462300	8.982426331000	11.331350100000	0.493908462300	26.398952130000	12.993204550000
0.512201368300	8.982668144000	11.331228180000	0.512201368300	26.399563610000	12.993177770000
0.530494274300	8.982568501000	11.331263440000	0.530494274300	26.399194400000	12.993379910000
0.548787180300	8.987210485000	11.330492710000	0.548787180300	26.399628990000	12.993281690000
0.567080086300	8.987658195000	11.330009250000	0.567080086300	26.399581410000	12.993279840000
0.585372992400	8.989715721000	11.329460180000	0.585372992400	26.399982280000	12.993357120000
0.603665898400	8.990917102000	11.329161360000	0.603665898400	26.399311330000	12.993230690000
0.621958804400	8.989869491000	11.329017420000	0.621958804400	26.399933720000	12.993408510000
0.640251710400	8.987670132000	11.329594160000	0.640251710400	26.399146390000	12.993373460000
0.658544616400	8.987399622000	11.329759580000	0.658544616400	26.399289280000	12.993319390000
0.676837522400	8.987138201000	11.329831770000	0.676837522400	26.399682750000	12.993372270000
0.695130428400	8.985365169000	11.330078830000	0.695130428400	26.399053660000	12.993460860000
0.713423334400	8.984238325000	11.330119780000	0.713423334400	26.399250740000	12.993067680000
0.731716240400	8.983512444000	11.330551120000	0.731716240400	26.399297760000	12.993395940000
0.750009146500	8.982837644000	11.330795590000	0.750009146500	26.399104580000	12.993001140000
0.768302052500	8.982789631000	11.330728220000	0.768302052500	26.400205120000	12.993379650000
0.786594958500	8.982708756000	11.331050000000	0.786594958500	26.399859390000	12.993414720000
0.804887864500	8.982115762000	11.331279410000	0.804887864500	26.400084770000	12.993443180000
0.823180770500	8.981024564000	11.331436790000	0.823180770500	26.400242600000	12.993499360000
0.841473676500	8.980744198000	11.331485600000	0.841473676500	26.399269220000	12.993459870000
0.859766582500	8.982518971000	11.331130490000	0.859766582500	26.399661290000	12.993597090000
0.878059488500	8.981006708000	11.331137110000	0.878059488500	26.398956810000	12.993580510000
0.896352394500	8.982131377000	11.330881420000	0.896352394500	26.399670380000	12.993630970000
0.914645300600	8.982796212000	11.330865940000	0.914645300600	26.399369670000	12.993255260000
0.932938206600	8.982958660000	11.330735900000	0.932938206600	26.398980750000	12.993297570000
0.951231112600	8.982930316000	11.330684750000	0.951231112600	26.399376150000	12.993142280000
0.969524018600	8.982939796000	11.330855530000	0.969524018600	26.399454930000	12.993530880000
0.987816924600	8.982849256000	11.331098760000	0.987816924600	26.399192720000	12.993163630000
