GMfas3			GMext		
3.33830104300	-1.93048111700	1.02269622200	3.33830104300	11.11813574000	10.33957740000
3.39791356200	-1.76681160300	0.99521960070	3.39791356200	11.11418970000	10.33978850000
3.45752608000	-1.71045767400	0.99021936820	3.45752608000	11.11281090000	10.33988091000
3.51713859900	-1.72247563300	0.99663003760	3.51713859900	11.11129754000	10.34000820000
3.57675111800	-1.73649079600	1.00699263400	3.57675111800	11.11055879000	10.34000624000
3.63636363600	-1.71444508000	1.00587629600	3.63636363600	11.10775515000	10.34233876000
3.69597615500	-1.62404477400	0.99823738960	3.69597615500	11.11040239000	10.34056738000
3.75558867400	-1.56138484500	0.98731941650	3.75558867400	11.11338795000	10.34026266000
3.81520119200	-1.52938015000	0.98681181880	3.81520119200	11.12062502000	10.33934016000
3.87481371100	-1.52012849100	0.98892889850	3.87481371100	11.11890467000	10.33958939000
3.93442623000	-1.46430600900	0.98394390590	3.93442623000	11.12471491000	10.33900218000
3.99403874800	-1.44863319100	0.97968674360	3.99403874800	11.12409816000	10.33913427000
4.05365126700	-1.43378310300	0.98737592930	4.05365126700	11.12909817000	10.33890511000
4.11326378500	-1.42030372700	0.98667217920	4.11326378500	11.12898972000	10.33851987000
4.17287630400	-1.35140828400	0.98841486400	4.17287630400	11.13204344000	10.33837966000
4.23248882300	-1.32190931700	0.99370935310	4.23248882300	11.13018081000	10.33877033000
4.29210134100	-1.32492453900	0.99414593440	4.29210134100	11.12948175000	10.33850222000
4.35171386000	-1.32270685600	0.99352401300	4.35171386000	11.12855942000	10.33863137000
4.41132637900	-1.37510223500	0.99603072040	4.41132637900	11.12926049000	10.33862755000
4.47093889700	-1.38417187100	0.99788338970	4.47093889700	11.13266942000	10.33745523000
4.53055141600	-1.31350704600	0.99319251770	4.53055141600	11.13067711000	10.33775499000
4.59016393400	-1.28609591800	0.99121030790	4.59016393400	11.12943195000	10.33748633000
4.64977645300	-1.27307379100	0.99071753670	4.64977645300	11.12924716000	10.33794211000
4.70938897200	-1.26649451100	0.99083879860	4.70938897200	11.12617289000	10.33822682000
4.76900149000	-1.24353188500	0.99109576750	4.76900149000	11.12321683000	10.33839022000
4.82861400900	-1.17543462700	0.98553822770	4.82861400900	11.11897196000	10.33875538000
4.88822652800	-1.12904107100	0.97858636630	4.88822652800	11.11685324000	10.33904063000
4.94783904600	-1.08546953900	0.97498820760	4.94783904600	11.11467906000	10.33959482000
5.00745156500	-1.05635594900	0.97528822800	5.00745156500	11.11453129000	10.33948291000
5.06706408300	-1.03910194000	0.97445995120	5.06706408300	11.11620026000	10.33950739000
5.12667660200	-1.03963044600	0.97500934740	5.12667660200	11.11650238000	10.33937497000
5.18628912100	-1.03112149300	0.97729217870	5.18628912100	11.11426591000	10.33944210000
5.24590163900	-0.97034008410	0.96887399600	5.24590163900	11.11587544000	10.33968776000
5.30551415800	-0.98401721400	0.97268745570	5.30551415800	11.11577614000	10.33935041000
5.36512667700	-0.98841524550	0.97223041510	5.36512667700	11.11815564000	10.33933664000
5.42473919500	-0.98088981680	0.96938733060	5.42473919500	11.12022960000	10.33895570000
5.48435171400	-0.98139350930	0.96965818240	5.48435171400	11.11937552000	10.33876167000
5.54396423200	-0.97513664640	0.96614247200	5.54396423200	11.12059368000	10.33857205000
5.60357675100	-0.95889833200	0.96405693390	5.60357675100	11.12229750000	10.33837920000
5.66318927000	-0.86633009910	0.95793216540	5.66318927000	11.12226369000	10.33884458000
5.72280178800	-0.72650735650	0.93915466630	5.72280178800	11.12412851000	10.33931931000
5.78241430700	-0.68719776850	0.93079284290	5.78241430700	11.12393505000	10.33926270000
5.84202682600	-0.69900675180	0.94090826780	5.84202682600	11.12484409000	10.33920667000
5.90163934400	-0.71648675370	0.94421052740	5.90163934400	11.12094568000	10.33951075000
5.96125186300	-0.63191346910	0.94137536930	5.96125186300	11.11658339000	10.34003185000
6.02086438200	-0.54437183220	0.94186189200	6.02086438200	11.11291680000	10.34075026000
6.08047690000	-0.52945489390	0.94019752570	6.08047690000	11.11352229000	10.34011315000
6.14008941900	-0.53958325060	0.94386459350	6.14008941900	11.11572897000	10.33993712000
6.19970193700	-0.53732096180	0.94473522940	6.19970193700	11.11913555000	10.33910203000
6.25931445600	-0.55054640720	0.94324149420	6.25931445600	11.12165804000	10.33891631000
6.31892697500	-0.55855477190	0.94717483800	6.31892697500	11.12195178000	10.33802992000
6.37853949300	-0.59248012600	0.95309259230	6.37853949300	11.11692555000	10.33821376000
6.43815201200	-0.63254721410	0.95706698830	6.43815201200	11.11417736000	10.33868964000
6.49776453100	-0.61539031190	0.96205250430	6.49776453100	11.11269997000	10.33885617000
6.55737704900	-0.58630497490	0.96696586130	6.55737704900	11.10752081000	10.33967807000
6.61698956800	-0.58906784000	0.96581175170	6.61698956800	11.11318165000	10.33922809000
6.67660208600	-0.66177449020	1.00324535100	6.67660208600	11.11147211000	10.33867292000
6.73621460500	-0.67575846770	1.00615373500	6.73621460500	11.10848061000	10.33907955000
6.79582712400	-0.74891457280	0.99044478700	6.79582712400	11.09943331000	10.34230565000
6.85543964200	-0.72515723810	0.97165956760	6.85543964200	11.09575537000	10.34045959000
6.91505216100	-0.79980295245	0.97164234180	6.91505216100	11.09539066000	10.34276798000
6.97466468000	-0.87444866680	0.97162511600	6.97466468000	11.09747577000	10.34265811000
7.03427719800	-0.95199479670	0.97012162530	7.03427719800	11.10289709000	10.34041837000
7.09388971700	-0.96498645180	0.97279348860	7.09388971700	11.10651003000	10.34016394000
7.15350223500	-0.98355046050	0.97341865410	7.15350223500	11.10879390000	10.34007780000
7.21311475400	-0.96725839960	0.97129365940	7.21311475400	11.10948705000	10.34032816000
7.27272727300	-0.95451482260	0.96794916300	7.27272727300	11.11025516000	10.34064311000
7.33233979100	-0.88370211880	0.96388576450	7.33233979100	11.11376239000	10.34032933000
7.39195231000	-0.91337539560	0.96329718020	7.39195231000	11.11694989000	10.33957585000
7.45156482900	-0.91339334110	0.96372225940	7.45156482900	11.11772732000	10.33974487000
7.51117734700	-0.93820380060	0.96084229370	7.51117734700	11.12056279000	10.33936124000
7.57078986600	-0.92136494970	0.96345267040	7.57078986600	11.11973122000	10.33921160000
7.63040238500	-0.94697227830	0.96027669130	7.63040238500	11.12165445000	10.33864128000
7.69001490300	-0.91455840340	0.96839721130	7.69001490300	11.12454409000	10.33866988000
7.74962742200	-0.92623018810	0.96681915650	7.74962742200	11.12427450000	10.33864553000
7.80923994000	-0.90812156150	0.96610916300	7.80923994000	11.12505108000	10.33861679000
7.86885245900	-0.90583726120	0.96690744990	7.86885245900	11.12447024000	10.33887619000
7.92846497800	-0.92749347600	0.96603688500	7.92846497800	11.12553819000	10.33828843000
7.98807749600	-0.92762353680	0.96698744250	7.98807749600	11.12415511000	10.33821773000
8.04769001500	-0.91806060720	0.96751339040	8.04769001500	11.12336870000	10.33845756000
8.10730253400	-0.93292939610	0.96491100610	8.10730253400	11.12219711000	10.33836090000
8.16691505200	-0.92364988660	0.96560538040	8.16691505200	11.12056408000	10.33870417000
8.22652757100	-0.93106307350	0.96213484820	8.22652757100	11.11957107000	10.33838020000
8.28614008900	-0.94483950880	0.96171002030	8.28614008900	11.12016633000	10.33859131000
8.34575260800	-0.93875906550	0.96051488550	8.34575260800	11.12122220000	10.33874846000
8.40536512700	-0.92928833950	0.96302558000	8.40536512700	11.11984282000	10.33849430000
8.46497764500	-0.92060523490	0.96289048970	8.46497764500	11.11920140000	10.33882283000
8.52459016400	-0.89734498520	0.96523146160	8.52459016400	11.11855362000	10.33892514000
8.58420268300	-0.90720330830	0.96645512790	8.58420268300	11.12321536000	10.33867306000
8.64381520100	-0.90307259350	0.96564463850	8.64381520100	11.12279880000	10.33883491000
8.70342772000	-0.89239068080	0.96100542410	8.70342772000	11.12347689000	10.33862465000
8.76304023800	-0.89143689620	0.96177781480	8.76304023800	11.12377486000	10.33834418000
8.82265275700	-0.89364797740	0.96624853990	8.82265275700	11.12170134000	10.33890365000
8.88226527600	-0.89513552410	0.96382585580	8.88226527600	11.12031152000	10.33906998000
8.94187779400	-0.89025674560	0.96488814820	8.94187779400	11.12160211000	10.33887044000
9.00149031300	-0.86585528210	0.96192499790	9.00149031300	11.12260859000	10.33875125000
9.06110283200	-0.84778245050	0.96080877630	9.06110283200	11.12198165000	10.33889396000
9.12071535000	-0.85409282490	0.96106962230	9.12071535000	11.12145710000	10.33895070000
9.18032786900	-0.84487271550	0.95564112490	9.18032786900	11.12019048000	10.33907883000
9.23994038700	-0.83941432640	0.95560434660	9.23994038700	11.11870638000	10.33909907000
9.29955290600	-0.80300693760	0.95458663530	9.29955290600	11.11888689000	10.33881124000
9.35916542500	-0.73900762500	0.95222390960	9.35916542500	11.11885492000	10.33879753000
9.41877794300	-0.72076142150	0.95032479360	9.41877794300	11.11881745000	10.33859622000
9.47839046200	-0.68013299050	0.94791938570	9.47839046200	11.11640845000	10.33884860000
9.53800298100	-0.67699742740	0.94829602200	9.53800298100	11.11784367000	10.33879155000
9.59761549900	-0.64542037390	0.94540012360	9.59761549900	11.11958113000	10.33874767000
9.65722801800	-0.60983867320	0.94195835190	9.65722801800	11.12032361000	10.33827682000
9.71684053700	-0.61698650630	0.94138141540	9.71684053700	11.12331572000	10.33783011000
9.77645305500	-0.54990044350	0.93700516580	9.77645305500	11.12195834000	10.33798015000
9.83606557400	-0.46432304150	0.92841312350	9.83606557400	11.12345401000	10.33807658000
9.89567809200	-0.41178795030	0.91626540330	9.89567809200	11.12269009000	10.33835856000
9.95529061100	-0.38648318730	0.90970545590	9.95529061100	11.12303730000	10.33851852000
10.01490313000	-0.39947281900	0.91064171050	10.01490313000	11.12516231000	10.33837591000
10.07451565000	-0.39713317440	0.91762872670	10.07451565000	11.12478432000	10.33832868000
10.13412817000	-0.39150535840	0.92243691930	10.13412817000	11.12476428000	10.33832977000
10.19374069000	-0.27991516490	0.91110770630	10.19374069000	11.12281420000	10.33880834000
10.25335320000	-0.26769567270	0.90870039350	10.25335320000	11.12359239000	10.33862984000
10.31296572000	-0.25459681420	0.91115292080	10.31296572000	11.12532301000	10.33857980000
10.37257824000	-0.26894165180	0.91390354830	10.37257824000	11.12584110000	10.33850092000
10.43219076000	-0.24649658560	0.91041414890	10.43219076000	11.12373834000	10.33872205000
10.49180328000	-0.21486277080	0.91209150100	10.49180328000	11.12479336000	10.33861654000
10.55141580000	-0.23805419560	0.91512286800	10.55141580000	11.12324955000	10.33891835000
10.61102832000	-0.22782385280	0.91709497320	10.61102832000	11.12348940000	10.33885195000
10.67064083000	-0.20693559740	0.91508045090	10.67064083000	11.12467831000	10.33886682000
10.73025335000	-0.15282958500	0.91278213760	10.73025335000	11.12366417000	10.33886532000
10.78986587000	-0.19674223120	0.91470578020	10.78986587000	11.12405885000	10.33888276000
10.84947839000	-0.20718414620	0.90886104770	10.84947839000	11.12163213000	10.33902766000
10.90909091000	-0.19026309220	0.90823178820	10.90909091000	11.12175279000	10.33881232000
10.96870343000	-0.17735649880	0.90836974890	10.96870343000	11.12134234000	10.33874971000
11.02831595000	-0.15381530960	0.91095772590	11.02831595000	11.12258449000	10.33890070000
11.08792846000	-0.14338529910	0.91071769950	11.08792846000	11.12171044000	10.33862145000
11.14754098000	-0.16153973190	0.91371342820	11.14754098000	11.12271352000	10.33872211000
11.20715350000	-0.14432429480	0.91498242890	11.20715350000	11.12319747000	10.33853656000
11.26676602000	-0.14373786170	0.91510696820	11.26676602000	11.12517664000	10.33865070000
11.32637854000	-0.12854938370	0.91195546290	11.32637854000	11.12217707000	10.33880710000
11.38599106000	-0.10619093180	0.90966561440	11.38599106000	11.12317845000	10.33859221000
11.44560358000	-0.10462838610	0.90996567700	11.44560358000	11.11901254000	10.33922597000
11.50521610000	-0.07934194047	0.90972748970	11.50521610000	11.12155339000	10.33896393000
11.56482861000	-0.05083215309	0.90543547350	11.56482861000	11.12196694000	10.33912815000
11.62444113000	0.02533144414	0.89964033680	11.62444113000	11.12250472000	10.33884353000
11.68405365000	0.02354286287	0.90030331500	11.68405365000	11.12295328000	10.33898645000
11.74366617000	-0.03965122536	0.90639134380	11.74366617000	11.12131363000	10.33898578000
11.80327869000	-0.06628315729	0.90823842820	11.80327869000	11.12084451000	10.33932661000
11.86289121000	-0.05115713118	0.90643812910	11.86289121000	11.12101231000	10.33911606000
11.92250373000	0.00416873352	0.90466233110	11.92250373000	11.12159018000	10.33908147000
11.98211624000	-0.00454472301	0.90549127920	11.98211624000	11.12245151000	10.33882326000
12.04172876000	0.02742103206	0.90068271880	12.04172876000	11.12009963000	10.33925646000
12.10134128000	0.06482767591	0.89691214480	12.10134128000	11.12165252000	10.33886493000
12.16095380000	0.07247193282	0.89822455490	12.16095380000	11.11960743000	10.33952458000
12.22056632000	0.08288330091	0.89607523160	12.22056632000	11.11549414000	10.33978091000
12.28017884000	0.11707139200	0.89392294020	12.28017884000	11.11770934000	10.33952451000
12.33979136000	0.18111958600	0.88820761960	12.33979136000	11.11762462000	10.33948705000
12.39940387000	0.20925329300	0.88818602810	12.39940387000	11.11683631000	10.33964786000
12.45901639000	0.23236752310	0.88583401640	12.45901639000	11.11673615000	10.33954523000
12.51862891000	0.25818570100	0.87878123210	12.51862891000	11.11633344000	10.33954610000
12.57824143000	0.31424573760	0.87635985930	12.57824143000	11.11718087000	10.33962973000
12.63785395000	0.35306871860	0.87543791440	12.63785395000	11.11873405000	10.33960609000
12.69746647000	0.37435149090	0.87716562220	12.69746647000	11.11998740000	10.33947246000
12.75707899000	0.38502311310	0.87789009080	12.75707899000	11.11853193000	10.33966919000
12.81669151000	0.38348604910	0.87945242180	12.81669151000	11.12016184000	10.33974928000
12.87630402000	0.43642008730	0.87618318960	12.87630402000	11.11832461000	10.33964679000
12.93591654000	0.47687382120	0.87224574460	12.93591654000	11.11858453000	10.33981082000
12.99552906000	0.49258109130	0.87151175420	12.99552906000	11.12032524000	10.33956886000
13.05514158000	0.45962695620	0.87013954000	13.05514158000	11.11962574000	10.33964987000
13.11475410000	0.46451113100	0.86581794710	13.11475410000	11.12070954000	10.33958410000
13.17436662000	0.49618669610	0.86138516550	13.17436662000	11.12034455000	10.33960689000
13.23397914000	0.54147412360	0.85716537750	13.23397914000	11.11938448000	10.33959443000
13.29359165000	0.58983825220	0.84874960280	13.29359165000	11.12024182000	10.33957357000
13.35320417000	0.55754315800	0.85270176240	13.35320417000	11.12083421000	10.33949250000
13.41281669000	0.56468106780	0.85594374240	13.41281669000	11.12027566000	10.33951238000
13.47242921000	0.58012283490	0.85799703630	13.47242921000	11.11929923000	10.33970696000
13.53204173000	0.58188468360	0.85929503850	13.53204173000	11.12167110000	10.33951645000
13.59165425000	0.57830962110	0.86000536540	13.59165425000	11.12111059000	10.33948951000
13.65126677000	0.55665715280	0.85697113690	13.65126677000	11.11974357000	10.33956157000
13.71087928000	0.54822236780	0.85534777140	13.71087928000	11.12081163000	10.33929531000
13.77049180000	0.55720342970	0.85760003440	13.77049180000	11.12410748000	10.33929187000
13.83010432000	0.54721036640	0.85682777510	13.83010432000	11.12115670000	10.33949790000
13.88971684000	0.55578543900	0.85844845600	13.88971684000	11.12282069000	10.33933611000
13.94932936000	0.55709010340	0.85988849740	13.94932936000	11.12286805000	10.33923848000
14.00894188000	0.55811953910	0.86038848580	14.00894188000	11.11998399000	10.33955540000
14.06855440000	0.57133483990	0.86310634990	14.06855440000	11.12248332000	10.33933932000
14.12816692000	0.56679974510	0.86275981210	14.12816692000	11.12126990000	10.33941741000
14.18777943000	0.55724711120	0.86186203150	14.18777943000	11.11886624000	10.33959389000
14.24739195000	0.54405492580	0.86178512540	14.24739195000	11.11941133000	10.33944039000
14.30700447000	0.54905329540	0.86314130710	14.30700447000	11.12238975000	10.33928343000
14.36661699000	0.57113805160	0.86766241660	14.36661699000	11.12357712000	10.33918506000
14.42622951000	0.59857698820	0.86844558080	14.42622951000	11.12220313000	10.33958849000
14.48584203000	0.59428169440	0.86980273620	14.48584203000	11.12103881000	10.33962768000
14.54545455000	0.57484358790	0.87015531390	14.54545455000	11.12020691000	10.33949104000
14.60506706000	0.57687658490	0.86930095460	14.60506706000	11.12220592000	10.33931550000
14.66467958000	0.59480632320	0.86987711550	14.66467958000	11.12490007000	10.33900435000
14.72429210000	0.59927163480	0.86916728890	14.72429210000	11.12571735000	10.33876571000
14.78390462000	0.60362949910	0.86824813580	14.78390462000	11.12430566000	10.33878751000
14.84351714000	0.59515671340	0.87008213480	14.84351714000	11.12460927000	10.33877082000
14.90312966000	0.61197476790	0.86872171170	14.90312966000	11.12764086000	10.33829060000
14.96274218000	0.64406396220	0.86111124540	14.96274218000	11.13191590000	10.33804290000
15.02235469000	0.61356840690	0.86652309760	15.02235469000	11.13160777000	10.33799260000
15.08196721000	0.59837170620	0.86224569300	15.08196721000	11.12732434000	10.33833092000
15.14157973000	0.61327434300	0.85752827600	15.14157973000	11.12604094000	10.33822971000
15.20119225000	0.63750075940	0.85505815700	15.20119225000	11.12782253000	10.33823649000
15.26080477000	0.65407919800	0.85591452000	15.26080477000	11.12953312000	10.33826878000
15.32041729000	0.62929752580	0.85462124820	15.32041729000	11.12373485000	10.33863328000
15.38002981000	0.61961494890	0.85471014480	15.38002981000	11.12422388000	10.33844567000
15.43964232000	0.62244834750	0.85277247860	15.43964232000	11.12489235000	10.33868542000
15.49925484000	0.61094139940	0.85887536430	15.49925484000	11.12216044000	10.33870452000
15.55886736000	0.61375683150	0.86280497110	15.55886736000	11.12471301000	10.33846223000
15.61847988000	0.60570576590	0.86035679810	15.61847988000	11.12256868000	10.33875837000
15.67809240000	0.57275175990	0.86098833060	15.67809240000	11.12348638000	10.33875508000
15.73770492000	0.55269014810	0.85927098450	15.73770492000	11.12012980000	10.33892794000
15.79731744000	0.54149034460	0.85718856250	15.79731744000	11.12242576000	10.33874759000
15.85692996000	0.52052653960	0.86098865070	15.85692996000	11.12282563000	10.33882137000
15.91654247000	0.47116562610	0.86338116180	15.91654247000	11.12119064000	10.33870063000
15.97615499000	0.46354495580	0.86463805860	15.97615499000	11.12157508000	10.33879827000
16.03576751000	0.48252439600	0.86495751450	16.03576751000	11.11920581000	10.33896773000
16.09538003000	0.47030809630	0.86365903430	16.09538003000	11.11876926000	10.33872020000
16.15499255000	0.45046971840	0.86991024770	16.15499255000	11.11812880000	10.33886357000
16.21460507000	0.39902176240	0.87207490800	16.21460507000	11.11627104000	10.33934729000
16.27421759000	0.41530288590	0.87242733600	16.27421759000	11.11697739000	10.33912260000
16.33383010000	0.39002798690	0.87943345610	16.33383010000	11.11642478000	10.33886110000
16.39344262000	0.36718344090	0.87817973520	16.39344262000	11.11895726000	10.33901293000
16.45305514000	0.33872381700	0.87981890720	16.45305514000	11.11831093000	10.33917436000
16.51266766000	0.27885088100	0.88081451320	16.51266766000	11.12063105000	10.33879849000
16.57228018000	0.25982499260	0.88036306230	16.57228018000	11.11749364000	10.33897386000
16.63189270000	0.24594729340	0.87979127580	16.63189270000	11.11938854000	10.33861939000
16.69150522000	0.18780368450	0.88379301250	16.69150522000	11.11929630000	10.33857035000
16.75111773000	0.13083170020	0.89151209340	16.75111773000	11.11953542000	10.33851617000
16.81073025000	0.15418607640	0.89146478290	16.81073025000	11.12006061000	10.33825179000
16.87034277000	0.13402085360	0.89503197930	16.87034277000	11.12181539000	10.33840166000
16.92995529000	0.09505434965	0.90074856000	16.92995529000	11.12304986000	10.33798161000
16.98956781000	0.09211875818	0.89712271060	16.98956781000	11.12429383000	10.33806684000
17.04918033000	0.03686350370	0.90443908330	17.04918033000	11.12499678000	10.33799242000
17.10879285000	-0.04376560028	0.90983626030	17.10879285000	11.12485182000	10.33760118000
17.16840537000	-0.14043422650	0.92573716930	17.16840537000	11.12341267000	10.33728363000
17.22801788000	-0.16299512390	0.92866709170	17.22801788000	11.12038225000	10.33798766000
17.28763040000	-0.17419006510	0.92851823090	17.28763040000	11.12432529000	10.33801303000
17.34724292000	-0.17512663420	0.92552216780	17.34724292000	11.12171650000	10.33869646000
17.40685544000	-0.16995898370	0.92135048490	17.40685544000	11.12201352000	10.33863223000
17.46646796000	-0.18550158020	0.91955834180	17.46646796000	11.11937635000	10.33917009000
17.52608048000	-0.24367085770	0.92844957780	17.52608048000	11.12112565000	10.33912647000
17.58569300000	-0.28057410160	0.93191584920	17.58569300000	11.12178190000	10.33915897000
17.64530551000	-0.31673178510	0.93916819960	17.64530551000	11.11942602000	10.33940618000
17.70491803000	-0.32540331360	0.94108197060	17.70491803000	11.11935705000	10.33938020000
17.76453055000	-0.32608550190	0.94070562790	17.76453055000	11.11815308000	10.33974109000
17.82414307000	-0.34543433920	0.93799324040	17.82414307000	11.11672315000	10.33979913000
17.88375559000	-0.38524454800	0.94193398670	17.88375559000	11.11861978000	10.33954555000
17.94336811000	-0.41903726740	0.93996411320	17.94336811000	11.11860513000	10.33967133000
18.00298063000	-0.42931115920	0.93974867020	18.00298063000	11.11714671000	10.33991604000
18.06259314000	-0.42948456410	0.93707628790	18.06259314000	11.11870761000	10.33980942000
18.12220566000	-0.46686415970	0.94059001700	18.12220566000	11.11975947000	10.33975775000
18.18181818000	-0.52848973290	0.94583083390	18.18181818000	11.11849571000	10.33975484000
18.24143070000	-0.60520616900	0.95206502820	18.24143070000	11.11927836000	10.33981051000
18.30104322000	-0.66023701600	0.95756343340	18.30104322000	11.11943118000	10.33998874000
18.36065574000	-0.66806544390	0.95393570300	18.36065574000	11.11918696000	10.33986007000
18.42026826000	-0.66649677530	0.95350499730	18.42026826000	11.11969535000	10.33992597000
18.47988077000	-0.70760701430	0.95413660670	18.47988077000	11.11797609000	10.34000125000
18.53949329000	-0.78261548530	0.96197127130	18.53949329000	11.11716348000	10.33988300000
18.59910581000	-0.82259418360	0.96959431040	18.59910581000	11.11856518000	10.33975694000
18.65871833000	-0.89331133770	0.97698635260	18.65871833000	11.11981630000	10.33978138000
18.71833085000	-0.91166026250	0.97571396010	18.71833085000	11.11858410000	10.33975160000
18.77794337000	-0.96622459260	0.98056731350	18.77794337000	11.11661265000	10.33978334000
18.83755589000	-0.97140723980	0.97810027650	18.83755589000	11.11487287000	10.33951321000
18.89716841000	-1.01819879600	0.98210816110	18.89716841000	11.11377300000	10.33949849000
18.95678092000	-1.06849484000	0.99345519030	18.95678092000	11.11136065000	10.33919877000
19.01639344000	-1.09892233100	0.99554056960	19.01639344000	11.11067692000	10.33941966000
19.07600596000	-1.12210609900	0.99668917510	19.07600596000	11.11086864000	10.33890366000
19.13561848000	-1.11527531600	0.99298621420	19.13561848000	11.11098799000	10.33883267000
19.19523100000	-1.10716704900	0.99058086990	19.19523100000	11.11028505000	10.33916762000
19.25484352000	-1.12806436200	0.98803567360	19.25484352000	11.11442791000	10.33899681000
19.31445604000	-1.17349019500	0.98813497360	19.31445604000	11.11620573000	10.33874203000
19.37406855000	-1.14448297600	0.98773035120	19.37406855000	11.11515584000	10.33906878000
