SOLfas			SOLskin		
t	x	y	t	x	y
0.0000000000000	17.8499996100000	9.3749997970000	0.0000000000000	20.9283815100000	13.6737397600000
0.0252009778000	17.8483400600000	9.3758569740000	0.0252009778000	20.9273376800000	13.6741952600000
0.0504019556000	17.8506639600000	9.3757775490000	0.0504019556000	20.9286381300000	13.6741200800000
0.0756029333900	17.8494577400000	9.3748338710000	0.0756029333900	20.9281979400000	13.6745687100000
0.1008039112000	17.8515999800000	9.3749438130000	0.1008039112000	20.9286138000000	13.6743301700000
0.1260048890000	17.8497618700000	9.3755112090000	0.1260048890000	20.9277332000000	13.6744669800000
0.1512058668000	17.8508869600000	9.3750098680000	0.1512058668000	20.9281624400000	13.6743768300000
0.1764068446000	17.8484267500000	9.3749217830000	0.1764068446000	20.9282808000000	13.6742126700000
0.2016078224000	17.8491882100000	9.3751696430000	0.2016078224000	20.9283594100000	13.6742225000000
0.2268088002000	17.8498898700000	9.3749895780000	0.2268088002000	20.9283154600000	13.6742847800000
0.2520097780000	17.8489253000000	9.3748557220000	0.2520097780000	20.9282165200000	13.6742183100000
0.2772107558000	17.8518578500000	9.3759100680000	0.2772107558000	20.9282389200000	13.6741534100000
0.3024117336000	17.8521549500000	9.3754259670000	0.3024117336000	20.9281695300000	13.6740471900000
0.3276127114000	17.8505799200000	9.3746710580000	0.3276127114000	20.9284385900000	13.6742031100000
0.3528136892000	17.8516987700000	9.3751233200000	0.3528136892000	20.9283565200000	13.6744011500000
0.3780146670000	17.8523796100000	9.3749353960000	0.3780146670000	20.9278346000000	13.6741633800000
0.4032156448000	17.8513397000000	9.3756495300000	0.4032156448000	20.9282897300000	13.6742847400000
0.4284166226000	17.8513115000000	9.3749764900000	0.4284166226000	20.9283154700000	13.6742932800000
0.4536176004000	17.8518059200000	9.3752626930000	0.4536176004000	20.9281020500000	13.6745421700000
0.4788185782000	17.8505048200000	9.3755468060000	0.4788185782000	20.9281971900000	13.6742921200000
0.5040195560000	17.8498680100000	9.3763373190000	0.5040195560000	20.9280896500000	13.6744052000000
