GMfas1MMM			GMext		
t	x	y	t	x	y
0.000000000000	11.559519780000	1.289164597000	0.000000000000	45.706872510000	7.881267825000
0.023760870600	11.556066170000	1.288897049000	0.023760870600	45.706113580000	7.881597356000
0.047521741200	11.548884270000	1.290292442000	0.047521741200	45.705798690000	7.881778038000
0.071282611800	11.553754180000	1.293177577000	0.071282611800	45.705323480000	7.881732638000
0.095043482400	11.556520110000	1.299902654000	0.095043482400	45.705602780000	7.881635084000
0.118804353000	11.555747740000	1.308713416000	0.118804353000	45.706423200000	7.881664147000
0.142565223600	11.550672920000	1.306017932000	0.142565223600	45.706470610000	7.881811423000
0.166326094200	11.542270280000	1.292278580000	0.166326094200	45.705390700000	7.881946050000
0.190086964800	11.542427840000	1.288087335000	0.190086964800	45.704734030000	7.882281042000
0.213847835400	11.540619490000	1.285766733000	0.213847835400	45.705417640000	7.881955774000
0.237608706000	11.541253830000	1.287536806000	0.237608706000	45.705068490000	7.882155021000
0.261369576600	11.546184810000	1.289531381000	0.261369576600	45.704312690000	7.882311716000
0.285130447200	11.549619520000	1.293058596000	0.285130447200	45.704577790000	7.882275881000
0.308891317800	11.551974140000	1.294717572000	0.308891317800	45.704324420000	7.882274533000
0.332652188400	11.548974970000	1.292350062000	0.332652188400	45.704756140000	7.882035340000
0.356413059000	11.549745990000	1.290450446000	0.356413059000	45.704780640000	7.881986839000
0.380173929600	11.551662430000	1.290880442000	0.380173929600	45.704487200000	7.882051898000
0.403934800200	11.554085090000	1.289759956000	0.403934800200	45.704750110000	7.882121407000
0.427695670800	11.551585330000	1.288823138000	0.427695670800	45.704214270000	7.882392412000
0.451456541400	11.545391180000	1.286062996000	0.451456541400	45.703999860000	7.882451942000
0.475217412000	11.539615600000	1.281747692000	0.475217412000	45.703804040000	7.882580714000
0.498978282600	11.539778410000	1.282313233000	0.498978282600	45.703761910000	7.882652794000
0.522739153200	11.545791010000	1.287616482000	0.522739153200	45.704490450000	7.882439580000
0.546500023800	11.552061520000	1.290662766000	0.546500023800	45.704289880000	7.882284267000
0.570260894400	11.553399630000	1.290501443000	0.570260894400	45.704187260000	7.882355835000
0.594021765000	11.549789620000	1.283324290000	0.594021765000	45.704406110000	7.882339784000
0.617782635600	11.547504540000	1.278962279000	0.617782635600	45.704691270000	7.882227555000
0.641543506200	11.552722700000	1.281853793000	0.641543506200	45.704956920000	7.881980084000
0.665304376800	11.554143490000	1.289194438000	0.665304376800	45.705122590000	7.882220536000
0.689065247400	11.553689270000	1.289756597000	0.689065247400	45.704786630000	7.882213669000
0.712826117900	11.554651370000	1.287240897000	0.712826117900	45.704919640000	7.882098710000
0.736586988500	11.552343910000	1.287504201000	0.736586988500	45.704391260000	7.882362213000
0.760347859100	11.556381250000	1.287631564000	0.760347859100	45.704458770000	7.882115319000
0.784108729700	11.558789750000	1.286677965000	0.784108729700	45.705227440000	7.881954793000
0.807869600300	11.555054120000	1.286135407000	0.807869600300	45.704597940000	7.882271739000
0.831630470900	11.552373810000	1.286175383000	0.831630470900	45.704391010000	7.882445197000
0.855391341500	11.554689990000	1.286384511000	0.855391341500	45.704168160000	7.882529345000
0.879152212100	11.553203930000	1.282704271000	0.879152212100	45.703325580000	7.882505415000
0.902913082700	11.552268540000	1.282273938000	0.902913082700	45.704038470000	7.882521363000
0.926673953300	11.550552790000	1.289769351000	0.926673953300	45.703145620000	7.882792008000
0.950434823900	11.548097890000	1.290382562000	0.950434823900	45.703443930000	7.883092352000
0.974195694500	11.543901780000	1.291973129000	0.974195694500	45.702408870000	7.882986433000
0.997956565100	11.545594150000	1.293683893000	0.997956565100	45.702690610000	7.883192328000
1.021717436000	11.547678010000	1.293659483000	1.021717436000	45.702412430000	7.883264944000
1.045478306000	11.546614080000	1.290964032000	1.045478306000	45.702773720000	7.883360424000
1.069239177000	11.534560140000	1.279540816000	1.069239177000	45.700833310000	7.883713718000
1.093000048000	11.539189220000	1.282529934000	1.093000048000	45.702224030000	7.883283172000
1.116760918000	11.532331490000	1.282052837000	1.116760918000	45.702202560000	7.883388599000
1.140521789000	11.523307830000	1.284109112000	1.140521789000	45.699976150000	7.883735925000
1.164282659000	11.537507590000	1.287764978000	1.164282659000	45.701196510000	7.883499404000
1.188043530000	11.539041620000	1.290805412000	1.188043530000	45.701164490000	7.883644115000
1.211804401000	11.525822750000	1.292907595000	1.211804401000	45.701714460000	7.883708235000
