GMfas			GMext		
t	x	y	t	x	y
0.0000000000	31.2483741900	0.4584180313	0.0000000000	43.8271420000	6.1601463820
0.0234312761	31.2493208700	0.4583507089	0.0234312761	43.8272333600	6.1598368190
0.0468625521	31.2507313600	0.4573642077	0.0468625521	43.8270079600	6.1595203180
0.0702938282	31.2512227000	0.4570922059	0.0702938282	43.8271855600	6.1592241450
0.0937251043	31.2512223300	0.4565779988	0.0937251043	43.8266011500	6.1590188920
0.1171563803	31.2507728200	0.4563291801	0.1171563803	43.8266637600	6.1591051650
0.1405876564	31.2520758400	0.4558835719	0.1405876564	43.8267045500	6.1591951050
0.1640189325	31.2529096900	0.4558585257	0.1640189325	43.8268009200	6.1593329100
0.1874502085	31.2507360200	0.4561778313	0.1874502085	43.8267232700	6.1594505120
0.2108814846	31.2498006600	0.4559286386	0.2108814846	43.8272780300	6.1591606210
0.2343127607	31.2506546400	0.4562574112	0.2343127607	43.8270388000	6.1592598990
0.2577440367	31.2497726600	0.4571100146	0.2577440367	43.8267410700	6.1593788130
0.2811753128	31.2468671100	0.4592269214	0.2811753128	43.8269829200	6.1603504420
0.3046065889	31.2445208300	0.4606930839	0.3046065889	43.8267220300	6.1606204700
0.3280378649	31.2433277700	0.4622024267	0.3280378649	43.8264681100	6.1610092170
0.3514691410	31.2418994600	0.4633076958	0.3514691410	43.8262126600	6.1620410220
0.3749004171	31.2378848800	0.4666983127	0.3749004171	43.8266201300	6.1625877410
0.3983316931	31.2380115100	0.4652716069	0.3983316931	43.8268544300	6.1622153030
0.4217629692	31.2391691900	0.4641637160	0.4217629692	43.8263935000	6.1623796510
0.4451942453	31.2459520000	0.4606282692	0.4451942453	43.8271820700	6.1620144390
0.4686255213	31.2462968000	0.4599997301	0.4686255213	43.8268615400	6.1616455920
0.4920567974	31.2487600300	0.4592535831	0.4920567974	43.8265518700	6.1600090160
0.5154880735	31.2496577900	0.4590840535	0.5154880735	43.8266921100	6.1603061870
0.5389193495	31.2523364500	0.4574269049	0.5389193495	43.8268024400	6.1596649850
0.5623506256	31.2514464400	0.4575551405	0.5623506256	43.8267312100	6.1595100020
0.5857819017	31.2502399300	0.4573576499	0.5857819017	43.8268047000	6.1598425240
0.6092131777	31.2537809700	0.4559951064	0.6092131777	43.8264483800	6.1594531120
0.6326444538	31.2538880600	0.4557303697	0.6326444538	43.8265001900	6.1590050890
0.6560757299	31.2522544500	0.4561235241	0.6560757299	43.8264834600	6.1593128210
0.6795070060	31.2523935900	0.4570508863	0.6795070060	43.8264286900	6.1595682650
0.7029382820	31.2504670200	0.4578379240	0.7029382820	43.8265384700	6.1595545830
0.7263695581	31.2504120800	0.4577321565	0.7263695581	43.8264978200	6.1594679060
0.7498008342	31.2500255100	0.4565084660	0.7498008342	43.8267299900	6.1594290500
0.7732321102	31.2514081200	0.4565313658	0.7732321102	43.8267411800	6.1595621580
0.7966633863	31.2506481200	0.4569367143	0.7966633863	43.8267117800	6.1597658180
0.8200946624	31.2515797700	0.4565793262	0.8200946624	43.8265091500	6.1595047600
0.8435259384	31.2511021000	0.4564717372	0.8435259384	43.8264647300	6.1591838940
0.8669572145	31.2512627000	0.4567808555	0.8669572145	43.8268439000	6.1594060990
0.8903884906	31.2510891100	0.4558925537	0.8903884906	43.8269081700	6.1591663460
0.9138197666	31.2529759800	0.4549112505	0.9138197666	43.8263515800	6.1586090110
0.9372510427	31.2502659800	0.4558732870	0.9372510427	43.8259188300	6.1590190940
0.9606823188	31.2513316300	0.4559179646	0.9606823188	43.8266858300	6.1588778670
0.9841135948	31.2514370300	0.4557230297	0.9841135948	43.8267591300	6.1588117830
1.0075448710	31.2525549800	0.4560725675	1.0075448710	43.8264775900	6.1585810080
1.0309761470	31.2518749100	0.4553531581	1.0309761470	43.8265008600	6.1575848120
1.0544074230	31.2502970300	0.4569938012	1.0544074230	43.8261109000	6.1580580000
1.0778386990	31.2462640800	0.4580868514	1.0778386990	43.8266282600	6.1581927330
1.1012699750	31.2325116700	0.4592480143	1.1012699750	43.8269697200	6.1572977070
1.1247012510	31.2232922700	0.4592629994	1.1247012510	43.8266086600	6.1570288950
1.1481325270	31.1400214900	0.4619198071	1.1481325270	43.8264154800	6.1554727180
1.1715638030	31.0197015000	0.4369210457	1.1715638030	43.8238385000	6.1446270690
1.1949950790	30.9841670500	0.4332118894	1.1949950790	43.8250268800	6.1439877270
1.2184263550	30.9287090000	0.4238011171	1.2184263550	43.8240670000	6.1362899540
1.2418576320	30.8270029300	0.4281615843	1.2418576320	43.8233996000	6.1218780590
1.2652889080	30.7443077200	0.4293225013	1.2652889080	43.8231593600	6.1097671030
1.2887201840	30.6274396400	0.4433300711	1.2887201840	43.8213628100	6.1057951350
1.3121514600	30.5895157800	0.4435110530	1.3121514600	43.8197645500	6.1010684010
1.3355827360	30.5564327300	0.4483583394	1.3355827360	43.8204064800	6.0978438740
1.3590140120	30.5404458400	0.4504301044	1.3590140120	43.8189381900	6.0962154280
1.3824452880	30.5249178600	0.4488834598	1.3824452880	43.8199124800	6.0934008040
1.4058765640	30.4755182800	0.4505465688	1.4058765640	43.8190311700	6.0913341980
1.4293078400	30.4042903100	0.4514705907	1.4293078400	43.8171682400	6.0890647850
1.4527391160	30.3041955000	0.4473555479	1.4527391160	43.8175662100	6.0863898410
1.4761703920	30.2488889900	0.4318919202	1.4761703920	43.8167112100	6.0846984150
1.4996016680	30.1095121200	0.4308316587	1.4996016680	43.8148285700	6.0809462510
1.5230329440	29.5973076300	0.3901494451	1.5230329440	43.8094804400	6.0363420160
1.5464642200	29.3837705200	0.3857829803	1.5464642200	43.8069723900	6.0187662650
1.5698954970	29.2702537900	0.3863641607	1.5698954970	43.8068053800	6.0156130120
1.5933267730	29.1013689200	0.3801867034	1.5933267730	43.8055937700	6.0089128000
1.6167580490	28.9394572900	0.3678832478	1.6167580490	43.8032556000	6.0027629610
1.6401893250	28.7342674500	0.3657883159	1.6401893250	43.7988066200	5.9979274590
1.6636206010	28.5325806600	0.3757901927	1.6636206010	43.7887070900	5.9840297010
1.6870518770	28.3512825700	0.3836456125	1.6870518770	43.7958603100	5.9578916780
1.7104831530	28.1876467800	0.3976183158	1.7104831530	43.7911384700	5.9440662540
1.7339144290	28.0780456900	0.4041670153	1.7339144290	43.7840540200	5.9385565200
1.7573457050	27.8472036500	0.4115273550	1.7573457050	43.7794300400	5.9295331800
1.7807769810	27.7411588200	0.4175098055	1.7807769810	43.7817903400	5.9208749370
1.8042082570	27.6557847100	0.4173502283	1.8042082570	43.7771951000	5.9075871100
1.8276395330	27.5900865100	0.4205467082	1.8276395330	43.7838920900	5.8957015360
1.8510708090	27.5123708300	0.4204170056	1.8510708090	43.7788303800	5.8821676820
1.8745020850	27.4465659300	0.4164599760	1.8745020850	43.7739127000	5.8753541450
1.8979333610	27.2794967400	0.4050279835	1.8979333610	43.7752423600	5.8682783210
1.9213646380	27.2280448400	0.3990693767	1.9213646380	43.7763593300	5.8670541790
1.9447959140	27.1258172400	0.3862065559	1.9447959140	43.7704256500	5.8624553660
1.9682271900	26.9756806200	0.3964090938	1.9682271900	43.7686369800	5.8601250430
1.9916584660	26.9439104100	0.3988771089	1.9916584660	43.7695571900	5.8594829330
2.0150897420	26.8311300900	0.4090875828	2.0150897420	43.7699853400	5.8593885260
2.0385210180	26.6580046100	0.4365434523	2.0385210180	43.7718936400	5.8603098340
2.0619522940	26.6018231100	0.4433456576	2.0619522940	43.7730081900	5.8611092900
2.0853835700	26.4630990300	0.4607822390	2.0853835700	43.7745964800	5.8581170880
2.1088148460	26.3363863100	0.4694936693	2.1088148460	43.7743112700	5.8563001420
2.1322461220	26.0427924400	0.4589846633	2.1322461220	43.7735755500	5.8523514210
2.1556773980	25.9714898600	0.4554410667	2.1556773980	43.7738700900	5.8513256430
2.1791086740	25.7065898600	0.4571808463	2.1791086740	43.7718467900	5.8423842820
2.2025399500	25.5710104200	0.4629467639	2.2025399500	43.7736644000	5.8416598170
2.2259712260	25.3745952200	0.4660479843	2.2259712260	43.7759891100	5.8397172050
2.2494025020	25.3123636300	0.4651269269	2.2494025020	43.7758388400	5.8387894710
2.2728337790	25.0555040300	0.4709217706	2.2728337790	43.7759893800	5.8295740910
2.2962650550	24.9385909900	0.4840262772	2.2962650550	43.7644703700	5.8264451640
2.3196963310	24.8058914400	0.5118155551	2.3196963310	43.7664258400	5.8139585680
2.3431276070	24.7661499700	0.5073217933	2.3431276070	43.7671355300	5.8079526680
2.3665588830	24.5392001100	0.5162663609	2.3665588830	43.7662357900	5.8003952400
2.3899901590	24.4616820300	0.5229218627	2.3899901590	43.7651510000	5.7990405910
2.4134214350	24.3387038900	0.5377652937	2.4134214350	43.7661839700	5.7974629290
2.4368527110	24.2559426800	0.5444824015	2.4368527110	43.7646407600	5.7970813790
2.4602839870	24.2091827500	0.5517119528	2.4602839870	43.7649662300	5.7936054850
2.4837152630	24.1572930500	0.5473762526	2.4837152630	43.7663691800	5.7905403070
2.5071465390	24.1131029900	0.5558333152	2.5071465390	43.7667661900	5.7896454360
2.5305778150	24.0785295900	0.5547329798	2.5305778150	43.7654620400	5.7875368580
2.5540090910	24.0003067500	0.5508420503	2.5540090910	43.7688564900	5.7804787820
2.5774403670	23.9809510700	0.5449944261	2.5774403670	43.7701740800	5.7830338790
2.6008716430	23.9027475400	0.5394201119	2.6008716430	43.7684487200	5.7834196180
2.6243029200	23.8662824400	0.5365510162	2.6243029200	43.7735023200	5.7826259150
2.6477341960	23.8587809200	0.5338644745	2.6477341960	43.7767934500	5.7818362390
2.6711654720	23.8437341100	0.5315969825	2.6711654720	43.7718610500	5.7834071020
2.6945967480	23.8305400700	0.5215436267	2.6945967480	43.7764531500	5.7812089190
2.7180280240	23.7581817800	0.5312472186	2.7180280240	43.7829680900	5.7808508160
2.7414593000	23.7252126700	0.5380333101	2.7414593000	43.7846799100	5.7811847170
2.7648905760	23.6231114700	0.5475811337	2.7648905760	43.7877287100	5.7789278300
2.7883218520	23.6057544300	0.5457179277	2.7883218520	43.7888811700	5.7773275500
2.8117531280	23.5477859600	0.5272566865	2.8117531280	43.7886997200	5.7661924190
2.8351844040	23.4719461900	0.5224676279	2.8351844040	43.7900777600	5.7623822930
2.8586156800	23.3975822900	0.5339514338	2.8586156800	43.7863337100	5.7676924880
2.8820469560	23.2907052600	0.5402000297	2.8820469560	43.7859000800	5.7805124880
2.9054782320	23.2347390700	0.5420959131	2.9054782320	43.7859863400	5.7829474470
2.9289095080	23.1905027000	0.5511981343	2.9289095080	43.7872024900	5.7859206520
2.9523407840	23.0895855400	0.5647403961	2.9523407840	43.7875129800	5.7871797230
2.9757720610	22.9804238600	0.5779588680	2.9757720610	43.7853136300	5.7891971420
2.9992033370	22.7817465200	0.5759644121	2.9992033370	43.7800126400	5.7881254550
