GMfend3BEST			GMext		
t	x	y	t	x	y
0.000000000000	44.825212620000	-0.012445763700	0.000000000000	49.569328150000	14.118230160000
0.018709423940	44.825014690000	-0.011662080920	0.018709423940	49.568558290000	14.118083170000
0.037418847870	44.825443480000	-0.012049660440	0.037418847870	49.570865330000	14.117187250000
0.056128271810	44.825524000000	-0.011973268040	0.056128271810	49.569754280000	14.117558240000
0.074837695750	44.825739350000	-0.011859596300	0.074837695750	49.568663770000	14.117244230000
0.093547119680	44.825649780000	-0.012409921010	0.093547119680	49.570610300000	14.117047340000
0.112256543600	44.825929930000	-0.012012006050	0.112256543600	49.569580980000	14.117165460000
0.130965967600	44.825929750000	-0.011414399190	0.130965967600	49.571111920000	14.116707290000
0.149675391500	44.825289640000	-0.011012722320	0.149675391500	49.570445350000	14.117396560000
0.168384815400	44.825052470000	-0.010160720340	0.168384815400	49.568454550000	14.116758860000
0.187094239400	44.824540630000	-0.009319844785	0.187094239400	49.568931280000	14.117320860000
0.205803663300	44.824232990000	-0.008756997096	0.205803663300	49.568500110000	14.117698710000
0.224513087200	44.823585900000	-0.008219760405	0.224513087200	49.568739330000	14.117476310000
0.243222511200	44.823162500000	-0.007844098742	0.243222511200	49.568194480000	14.117997090000
0.261931935100	44.821517020000	-0.007234044115	0.261931935100	49.568932020000	14.118273110000
0.280641359100	44.820738900000	-0.006949052640	0.280641359100	49.568580860000	14.118489380000
0.299350783000	44.823072240000	-0.008277066856	0.299350783000	49.568216950000	14.118540710000
0.318060206900	44.823235580000	-0.008824586618	0.318060206900	49.568823920000	14.118366590000
0.336769630900	44.824330000000	-0.009353455692	0.336769630900	49.566739330000	14.119512030000
0.355479054800	44.824160570000	-0.009779702158	0.355479054800	49.568592740000	14.118511640000
0.374188478700	44.824528960000	-0.009921450924	0.374188478700	49.568500850000	14.118557880000
0.392897902700	44.825179600000	-0.010593503420	0.392897902700	49.568400340000	14.118119830000
0.411607326600	44.825133400000	-0.010792149880	0.411607326600	49.568596820000	14.118034290000
0.430316750500	44.825300020000	-0.010844531490	0.430316750500	49.568503620000	14.118211520000
0.449026174500	44.825497870000	-0.010681809430	0.449026174500	49.567963390000	14.118322910000
0.467735598400	44.825529600000	-0.010854752850	0.467735598400	49.569829020000	14.117977530000
0.486445022400	44.825666590000	-0.010819276320	0.486445022400	49.568641030000	14.118140080000
0.505154446300	44.825006240000	-0.010795239580	0.505154446300	49.568270010000	14.118238630000
0.523863870200	44.826223230000	-0.011194184710	0.523863870200	49.568715450000	14.118420050000
0.542573294200	44.826253510000	-0.011463073230	0.542573294200	49.567828470000	14.118406250000
0.561282718100	44.826247090000	-0.011463110380	0.561282718100	49.568369710000	14.118365890000
0.579992142000	44.825978900000	-0.011380925810	0.579992142000	49.568317210000	14.117556910000
0.598701566000	44.827023950000	-0.011931745530	0.598701566000	49.568767390000	14.118058940000
0.617410989900	44.827168880000	-0.011660697580	0.617410989900	49.567993550000	14.118078410000
0.636120413900	44.826958690000	-0.011810595210	0.636120413900	49.567950100000	14.118332320000
0.654829837800	44.827585940000	-0.011820220290	0.654829837800	49.568754660000	14.117715960000
0.673539261700	44.827583690000	-0.011935036690	0.673539261700	49.568799480000	14.117657870000
0.692248685700	44.827633370000	-0.012130521340	0.692248685700	49.569078270000	14.117660990000
0.710958109600	44.828053050000	-0.012141313830	0.710958109600	49.568620610000	14.117335940000
0.729667533500	44.828164220000	-0.012085556420	0.729667533500	49.568273290000	14.118105700000
0.748376957500	44.827913530000	-0.012093138740	0.748376957500	49.568603140000	14.117295880000
0.767086381400	44.828324370000	-0.012388893110	0.767086381400	49.569708220000	14.117534320000
0.785795805300	44.829167050000	-0.012951359540	0.785795805300	49.568960430000	14.117302700000
0.804505229300	44.829694400000	-0.012814694740	0.804505229300	49.569860380000	14.117127330000
0.823214653200	44.828686680000	-0.012451149150	0.823214653200	49.570412160000	14.117673120000
0.841924077200	44.828570950000	-0.012106663370	0.841924077200	49.568641580000	14.117521090000
0.860633501100	44.827150670000	-0.011935639410	0.860633501100	49.568793420000	14.117795320000
0.879342925000	44.825649840000	-0.010930776010	0.879342925000	49.568741180000	14.118443870000
0.898052349000	44.823534970000	-0.010585530770	0.898052349000	49.568004810000	14.118705890000
0.916761772900	44.822061250000	-0.009241638469	0.916761772900	49.568222040000	14.118603980000
0.935471196800	44.820612320000	-0.008747277698	0.935471196800	49.569548680000	14.118742950000
0.954180620800	44.817775170000	-0.006641617487	0.954180620800	49.567083190000	14.119330510000
0.972890044700	44.810446970000	-0.002403662129	0.972890044700	49.566953770000	14.119597220000
0.991599468700	44.792201810000	0.007203616143	0.991599468700	49.567016520000	14.119391580000
1.010308893000	44.753094980000	0.029671263040	1.010308893000	49.567685230000	14.118985890000
1.029018317000	44.683784730000	0.083211375010	1.029018317000	49.567750140000	14.118564410000
1.047727740000	44.668866890000	0.097109741340	1.047727740000	49.567413350000	14.118830730000
1.066437164000	44.594599810000	0.127069143400	1.066437164000	49.568416740000	14.119190100000
1.085146588000	44.488294980000	0.180299093000	1.085146588000	49.568040970000	14.119419460000
1.103856012000	44.381064210000	0.232856556900	1.103856012000	49.568124970000	14.118784400000
1.122565436000	44.200815480000	0.292226457100	1.122565436000	49.568673070000	14.117373430000
1.141274860000	44.092459940000	0.315218412400	1.141274860000	49.568372740000	14.116801710000
1.159984284000	43.859306540000	0.370935989600	1.159984284000	49.567874520000	14.115995150000
1.178693708000	43.621119460000	0.411257877200	1.178693708000	49.567839550000	14.111885820000
1.197403132000	43.375546070000	0.444369002500	1.197403132000	49.565980250000	14.112315910000
1.216112556000	43.140129080000	0.448889612600	1.216112556000	49.563930600000	14.109591430000
1.234821980000	42.998755730000	0.462192941700	1.234821980000	49.564045640000	14.107013450000
1.253531404000	42.777884180000	0.497413752800	1.253531404000	49.564342850000	14.106265760000
1.272240828000	42.547992320000	0.540801440500	1.272240828000	49.559040400000	14.102205430000
1.290950252000	42.352836250000	0.581667738100	1.290950252000	49.561838340000	14.102865550000
1.309659676000	42.166179520000	0.615097654200	1.309659676000	49.562187000000	14.102495010000
1.328369100000	42.096049610000	0.633214601600	1.328369100000	49.560062510000	14.103790980000
1.347078523000	41.962889890000	0.652598651900	1.347078523000	49.558919080000	14.101729610000
1.365787947000	41.803454850000	0.686103205000	1.365787947000	49.561921160000	14.102122200000
1.384497371000	41.640235530000	0.699989295000	1.384497371000	49.559471900000	14.102799480000
1.403206795000	41.500258480000	0.729296178500	1.403206795000	49.556659880000	14.101196540000
1.421916219000	41.415268400000	0.742116902700	1.421916219000	49.557236580000	14.103046800000
1.440625643000	41.241762260000	0.779462087500	1.440625643000	49.556446060000	14.102725820000
1.459335067000	41.060602060000	0.812161704300	1.459335067000	49.555257080000	14.102540060000
1.478044491000	40.910936460000	0.847599992000	1.478044491000	49.559116110000	14.101365540000
1.496753915000	40.769726570000	0.874970259700	1.496753915000	49.559751200000	14.104961070000
1.515463339000	40.621272620000	0.906532406900	1.515463339000	49.560098320000	14.104756720000
1.534172763000	40.540535960000	0.920372961100	1.534172763000	49.556731450000	14.103069660000
1.552882187000	40.400309910000	0.948812587600	1.552882187000	49.560437280000	14.103163520000
1.571591611000	40.243621200000	0.979764834600	1.571591611000	49.563716300000	14.101469230000
1.590301035000	40.072770030000	1.013775201000	1.590301035000	49.555755670000	14.104512800000
1.609010459000	39.898154940000	1.053592998000	1.609010459000	49.559429930000	14.107909420000
1.627719883000	39.825605720000	1.074698680000	1.627719883000	49.557531920000	14.107005110000
