GMfas			GMext		
t	x	y	t	x	y
0.0000000000	19.4800427600	0.5810908813	0.0000000000	44.9383610600	10.7393189200
0.0234758316	19.4793629100	0.5810516182	0.0234758316	44.9384885700	10.7389629000
0.0469516633	19.4785427000	0.5809467153	0.0469516633	44.9382349100	10.7395558800
0.0704274949	19.4805561500	0.5810637281	0.0704274949	44.9377866700	10.7393809200
0.0939033265	19.4812465800	0.5809919057	0.0939033265	44.9382117100	10.7393477700
0.1173791582	19.4821683000	0.5809332211	0.1173791582	44.9381776700	10.7395678500
0.1408549898	19.4805654700	0.5809989102	0.1408549898	44.9383792700	10.7393210700
0.1643308214	19.4807214800	0.5809484368	0.1643308214	44.9384455800	10.7390999500
0.1878066531	19.4805234500	0.5814005330	0.1878066531	44.9381951900	10.7392276300
0.2112824847	19.4805236900	0.5813487283	0.2112824847	44.9382172100	10.7392423100
0.2347583163	19.4799914100	0.5811887687	0.2347583163	44.9385704000	10.7391828300
0.2582341479	19.4807013400	0.5806470356	0.2582341479	44.9378218000	10.7394841800
0.2817099796	19.4802048200	0.5802409563	0.2817099796	44.9378539300	10.7390792500
0.3051858112	19.4803381900	0.5799967184	0.3051858112	44.9383717600	10.7394190700
0.3286616428	19.4795387400	0.5792558669	0.3286616428	44.9382293600	10.7385621000
0.3521374745	19.4777163200	0.5795067546	0.3521374745	44.9381973500	10.7385666800
0.3756133061	19.4772316000	0.5801272989	0.3756133061	44.9376006600	10.7387565000
0.3990891377	19.4785800700	0.5806608678	0.3990891377	44.9380824200	10.7388717900
0.4225649694	19.4789235200	0.5815341373	0.4225649694	44.9382435800	10.7391354300
0.4460408010	19.4775980800	0.5824037562	0.4460408010	44.9375262600	10.7389542500
0.4695166326	19.4764054100	0.5831783266	0.4695166326	44.9384501400	10.7388542100
0.4929924643	19.4760081300	0.5829228166	0.4929924643	44.9381392800	10.7391405000
0.5164682959	19.4777588300	0.5828665059	0.5164682959	44.9379864200	10.7393509200
0.5399441275	19.4773995100	0.5832343044	0.5399441275	44.9380428200	10.7391067200
0.5634199592	19.4783717400	0.5827697962	0.5634199592	44.9380561400	10.7392518900
0.5868957908	19.4777854500	0.5830780862	0.5868957908	44.9381364300	10.7388848100
0.6103716224	19.4768299800	0.5827437214	0.6103716224	44.9388797200	10.7388393600
