CALbumpOK			CALext		
t	x	y	t	x	y
0.00000000000	10.58956185000	9.01080860300	0.00000000000	-15.75924587000	14.71128255000
0.02304572271	10.58958164000	9.01075322800	0.02304572271	-15.75779253000	14.71108193000
0.04609144543	10.58924254000	9.01094770000	0.04609144543	-15.75778774000	14.71105302000
0.06913716814	10.58891586000	9.01092316100	0.06913716814	-15.75938980000	14.71102520000
0.09218289086	10.58922067000	9.01091129700	0.09218289086	-15.75886125000	14.71108264000
0.11522861360	10.58935703000	9.01097688100	0.11522861360	-15.75836570000	14.71101691000
0.13827433630	10.58972731000	9.01089643200	0.13827433630	-15.75914379000	14.71108102000
0.16132005900	10.59040769000	9.01097658300	0.16132005900	-15.75866955000	14.71097614000
0.18436578170	10.59015191000	9.01081492900	0.18436578170	-15.75865339000	14.71098459000
0.20741150440	10.59030394000	9.01077313200	0.20741150440	-15.75867664000	14.71107332000
0.23045722710	10.58926614000	9.01079768200	0.23045722710	-15.75876319000	14.71100542000
0.25350294990	10.58925923000	9.01117426100	0.25350294990	-15.75876607000	14.71100179000
0.27654867260	10.58916426000	9.01071307700	0.27654867260	-15.75864417000	14.71100834000
0.29959439530	10.58973548000	9.01065895300	0.29959439530	-15.75741840000	14.71101243000
0.32264011800	10.58826716000	9.01074754900	0.32264011800	-15.75861982000	14.71102633000
0.34568584070	10.58948305000	9.01055526600	0.34568584070	-15.75883556000	14.71100518000
0.36873156340	10.58936779000	9.01041272400	0.36873156340	-15.75845388000	14.71101347000
0.39177728610	10.58908599000	9.01040045400	0.39177728610	-15.75931236000	14.71104033000
0.41482300880	10.58943004000	9.01036741400	0.41482300880	-15.75848520000	14.71110979000
0.43786873160	10.58935296000	9.01030578600	0.43786873160	-15.75872350000	14.71105481000
0.46091445430	10.58965857000	9.01046267800	0.46091445430	-15.75888560000	14.71102914000
0.48396017700	10.58979415000	9.00976473300	0.48396017700	-15.75932444000	14.71101355000
0.50700589970	10.59040131000	9.01005410500	0.50700589970	-15.75876028000	14.71115034000
0.53005162240	10.59042512000	9.00998338500	0.53005162240	-15.75852139000	14.71094674000
0.55309734510	10.59088917000	9.00984573900	0.55309734510	-15.75894251000	14.71110085000
0.57614306780	10.59153832000	9.00902983100	0.57614306780	-15.75820872000	14.71106895000
0.59918879060	10.59162491000	9.00935271400	0.59918879060	-15.75955264000	14.71107464000
0.62223451330	10.59184307000	9.00944547100	0.62223451330	-15.75914962000	14.71098126000
0.64528023600	10.59169124000	9.00932513600	0.64528023600	-15.75987176000	14.71104962000
0.66832595870	10.59284517000	9.00916714700	0.66832595870	-15.75924857000	14.71107457000
0.69137168140	10.59211862000	9.00937359900	0.69137168140	-15.75879121000	14.71109890000
0.71441740410	10.59118161000	9.00978384800	0.71441740410	-15.75886615000	14.71100913000
0.73746312680	10.59113656000	9.01013364800	0.73746312680	-15.75855453000	14.71102080000
0.76050884960	10.59261423000	9.01001239000	0.76050884960	-15.75937677000	14.71101648000
0.78355457230	10.59218446000	9.00998452600	0.78355457230	-15.75944716000	14.71107642000
0.80660029500	10.59084151000	9.01001266300	0.80660029500	-15.75932289000	14.71104021000
0.82964601770	10.59191754000	9.01036570600	0.82964601770	-15.76007454000	14.71093175000
0.85269174040	10.59071336000	9.01007126200	0.85269174040	-15.75847776000	14.71102741000
0.87573746310	10.59086159000	9.00984557800	0.87573746310	-15.75960058000	14.71093064000
0.89878318580	10.59090298000	9.00991111200	0.89878318580	-15.75897752000	14.71108151000
0.92182890860	10.59245324000	9.00993096200	0.92182890860	-15.75928872000	14.71101898000
0.94487463130	10.59279580000	9.00995341100	0.94487463130	-15.75936715000	14.71103508000
0.96792035400	10.59400048000	9.01036775100	0.96792035400	-15.75886409000	14.71111587000
0.99096607670	10.59393919000	9.01023854000	0.99096607670	-15.75901329000	14.71105811000
1.01401179900	10.59206040000	9.01037766800	1.01401179900	-15.75931136000	14.71101891000
1.03705752200	10.59157241000	9.01040974800	1.03705752200	-15.75899025000	14.71099316000
1.06010324500	10.58933856000	9.01082014800	1.06010324500	-15.75904986000	14.71100866000
1.08314896800	10.58911895000	9.01108086500	1.08314896800	-15.75911418000	14.71109628000
1.10619469000	10.58741989000	9.01139272600	1.10619469000	-15.75882088000	14.71104443000
1.12924041300	10.58501591000	9.01165173300	1.12924041300	-15.75904974000	14.71107667000
1.15228613600	10.58059593000	9.01278071700	1.15228613600	-15.75884792000	14.71104024000
1.17533185800	10.56561070000	9.01173463800	1.17533185800	-15.75854713000	14.71113666000
1.19837758100	10.44456134000	9.01653709500	1.19837758100	-15.75840532000	14.71096541000
1.22142330400	10.36400819000	9.01908886500	1.22142330400	-15.76037807000	14.71088152000
1.24446902700	10.26428666000	9.02743218100	1.24446902700	-15.76245110000	14.71078698000
1.26751474900	10.14817516000	9.03199957000	1.26751474900	-15.76705297000	14.71082275000
1.29056047200	10.03790198000	9.04389261700	1.29056047200	-15.77541286000	14.71073882000
1.31360619500	9.99980211300	9.04124925400	1.31360619500	-15.77862993000	14.71081298000
1.33665191700	9.86936457400	9.04245650200	1.33665191700	-15.78542541000	14.71075433000
1.35969764000	9.81253577200	9.05985414900	1.35969764000	-15.79353971000	14.71116525000
1.38274336300	9.65806463300	9.07660752200	1.38274336300	-15.80705613000	14.71121492000
1.40578908600	9.62378078600	9.07956005900	1.40578908600	-15.81572278000	14.71071310000
1.42883480800	9.54157575800	9.08459866500	1.42883480800	-15.82239262000	14.71082608000
1.45188053100	9.35927340200	9.08725168000	1.45188053100	-15.83940024000	14.71080611000
