SOLfas5MM_USED			SOLext		
t	x	y	t	x	y
0.000000000000	9.311114585000	7.822527121000	0.000000000000	24.380852750000	11.675337940000
0.024720045480	9.312718433000	7.821299995000	0.024720045480	24.381040250000	11.675313540000
0.049440090970	9.310497060000	7.821111605000	0.049440090970	24.381351960000	11.675366280000
0.074160136450	9.314516823000	7.821076580000	0.074160136450	24.381023270000	11.675334130000
0.098880181940	9.309372460000	7.821455407000	0.098880181940	24.381452460000	11.675300270000
0.123600227400	9.310958842000	7.821507256000	0.123600227400	24.380774540000	11.675599870000
0.148320272900	9.313824185000	7.821137386000	0.148320272900	24.380847680000	11.675468490000
0.173040318400	9.312153190000	7.821838044000	0.173040318400	24.380819330000	11.675464160000
0.197760363900	9.314097512000	7.821505461000	0.197760363900	24.381163700000	11.675408050000
0.222480409400	9.312822381000	7.821334595000	0.222480409400	24.381017050000	11.675409070000
0.247200454800	9.313534513000	7.821839902000	0.247200454800	24.380711000000	11.675497080000
0.271920500300	9.312557813000	7.821858244000	0.271920500300	24.381365350000	11.675400370000
0.296640545800	9.312672884000	7.821660966000	0.296640545800	24.381256190000	11.675517770000
0.321360591300	9.312863176000	7.821977519000	0.321360591300	24.381062180000	11.675502680000
0.346080636800	9.312632871000	7.821888695000	0.346080636800	24.381383920000	11.675503900000
0.370800682300	9.315233068000	7.821784129000	0.370800682300	24.380829420000	11.675615410000
0.395520727800	9.312283505000	7.821543841000	0.395520727800	24.381134030000	11.675519230000
0.420240773200	9.315675405000	7.820774583000	0.420240773200	24.380840940000	11.675622780000
0.444960818700	9.314171316000	7.821297792000	0.444960818700	24.380877300000	11.675525800000
0.469680864200	9.316606788000	7.820373538000	0.469680864200	24.380883120000	11.675622480000
0.494400909700	9.313459638000	7.820973855000	0.494400909700	24.380962980000	11.675473270000
0.519120955200	9.310215175000	7.821107693000	0.519120955200	24.380811010000	11.675247070000
0.543841000700	9.304833594000	7.820775289000	0.543841000700	24.380748870000	11.675211300000
0.568561046200	9.193130266000	7.817172810000	0.568561046200	24.380401800000	11.674983500000
0.593281091600	9.169845143000	7.817816808000	0.593281091600	24.380721800000	11.674963900000
0.618001137100	9.119398705000	7.818772354000	0.618001137100	24.381725100000	11.675030140000
0.642721182600	8.947289761000	7.820783031000	0.642721182600	24.383413170000	11.675028260000
0.667441228100	8.893657873000	7.820720699000	0.667441228100	24.383329620000	11.674639120000
0.692161273600	8.804703597000	7.822471215000	0.692161273600	24.383756750000	11.675072260000
0.716881319100	8.710782800000	7.821610572000	0.716881319100	24.384658070000	11.674814320000
0.741601364500	8.591794026000	7.820261340000	0.741601364500	24.386035890000	11.674174320000
0.766321410000	8.546470228000	7.822695269000	0.766321410000	24.385714790000	11.674135370000
0.791041455500	8.451230254000	7.821346940000	0.791041455500	24.385822750000	11.673935020000
0.815761501000	8.413596649000	7.821143262000	0.815761501000	24.385664290000	11.672954940000
0.840481546500	8.399117876000	7.821180574000	0.840481546500	24.385349960000	11.672894460000
0.865201592000	8.341836943000	7.822114882000	0.865201592000	24.384582010000	11.672535860000
0.889921637500	8.228601751000	7.823665140000	0.889921637500	24.382797570000	11.671437710000
0.914641682900	8.212505210000	7.823838509000	0.914641682900	24.382265180000	11.670985220000
0.939361728400	7.967181550000	7.823934914000	0.939361728400	24.382839710000	11.670775890000
0.964081773900	7.755174757000	7.823919538000	0.964081773900	24.378691210000	11.669285250000
0.988801819400	7.349427070000	7.819014374000	0.988801819400	24.369353590000	11.660715820000
1.013521865000	7.077724095000	7.811331853000	1.013521865000	24.368882980000	11.657221000000
1.038241910000	6.863307552000	7.809181524000	1.038241910000	24.373518600000	11.647054390000
1.062961956000	6.666041931000	7.807559830000	1.062961956000	24.375819270000	11.640252140000
1.087682001000	6.529078264000	7.804037678000	1.087682001000	24.375249170000	11.625187190000
1.112402047000	6.253066590000	7.787576491000	1.112402047000	24.371364600000	11.603698960000
1.137122092000	5.936487700000	7.762707924000	1.137122092000	24.372130950000	11.583445460000
1.161842138000	5.816437957000	7.745487008000	1.161842138000	24.370209600000	11.574821590000
1.186562183000	5.748325836000	7.734837600000	1.186562183000	24.363129870000	11.562394390000
1.211282229000	5.692780991000	7.733564709000	1.211282229000	24.360481420000	11.553604130000
1.236002274000	5.623699873000	7.731693671000	1.236002274000	24.353244440000	11.545683380000
1.260722320000	5.537419537000	7.730915072000	1.260722320000	24.351411510000	11.529124950000
1.285442365000	5.414685643000	7.726991604000	1.285442365000	24.353417800000	11.519195730000
1.310162411000	5.352598511000	7.719174956000	1.310162411000	24.353861750000	11.507105680000
1.334882456000	5.235402809000	7.713215812000	1.334882456000	24.357611320000	11.490478100000
1.359602502000	5.232405714000	7.716302884000	1.359602502000	24.359375690000	11.487721490000
1.384322547000	5.223976644000	7.716218098000	1.384322547000	24.360242020000	11.483351030000
1.409042593000	5.222998561000	7.714585745000	1.409042593000	24.361378480000	11.479459410000
1.433762638000	5.203964269000	7.714200062000	1.433762638000	24.361424090000	11.478536250000
1.458482684000	5.182549180000	7.716007382000	1.458482684000	24.361173730000	11.477956460000
1.483202729000	5.149448662000	7.719213286000	1.483202729000	24.362471750000	11.477188460000
1.507922775000	5.041791225000	7.721631264000	1.507922775000	24.353546850000	11.465050430000
1.532642820000	4.940446499000	7.721428042000	1.532642820000	24.350218840000	11.451146970000
1.557362866000	4.866447782000	7.721161472000	1.557362866000	24.355803980000	11.443700930000
1.582082911000	4.718644677000	7.719289042000	1.582082911000	24.359648490000	11.425853370000
1.606802957000	4.713674237000	7.718384949000	1.606802957000	24.360628850000	11.421772790000
1.631523002000	4.600437333000	7.709307889000	1.631523002000	24.355222300000	11.390620290000
1.656243047000	4.475228957000	7.706389707000	1.656243047000	24.360416920000	11.374085090000
1.680963093000	4.484515268000	7.710544292000	1.680963093000	24.359046370000	11.366173360000
1.705683138000	4.371547035000	7.716591276000	1.705683138000	24.356070590000	11.353490620000
1.730403184000	4.172434288000	7.720852089000	1.730403184000	24.352776300000	11.307985760000
1.755123229000	4.065153443000	7.720871851000	1.755123229000	24.349517310000	11.289514590000
1.779843275000	3.905861744000	7.720965305000	1.779843275000	24.346629310000	11.267353310000
1.804563320000	3.790804338000	7.721555281000	1.804563320000	24.347360590000	11.254628070000
1.829283366000	3.723041184000	7.723575959000	1.829283366000	24.333016910000	11.240986780000
1.854003411000	3.619547096000	7.723170449000	1.854003411000	24.334104710000	11.236142240000
1.878723457000	3.589051859000	7.722423672000	1.878723457000	24.333871720000	11.234560260000
1.903443502000	3.585079578000	7.723140369000	1.903443502000	24.332871020000	11.233426890000
1.928163548000	3.586005308000	7.723553106000	1.928163548000	24.333607600000	11.231614890000
1.952883593000	3.588016101000	7.725294906000	1.952883593000	24.334075850000	11.228816150000
1.977603639000	3.593778589000	7.725220441000	1.977603639000	24.333329910000	11.228917010000
2.002323684000	3.594403829000	7.724241352000	2.002323684000	24.334074450000	11.227403460000
2.027043730000	3.596415855000	7.724343516000	2.027043730000	24.333500220000	11.226798910000
2.051763775000	3.580517620000	7.725826754000	2.051763775000	24.334292910000	11.220358210000
2.076483821000	3.513087856000	7.725728161000	2.076483821000	24.334390260000	11.214421360000
2.101203866000	3.483244013000	7.725180097000	2.101203866000	24.334045020000	11.214093980000
2.125923912000	3.434260461000	7.726752715000	2.125923912000	24.334448110000	11.205685980000
2.150643957000	3.324062565000	7.727676039000	2.150643957000	24.331732750000	11.187387720000
2.175364003000	3.303570744000	7.727052598000	2.175364003000	24.333378180000	11.178976240000
2.200084048000	3.205730622000	7.726168575000	2.200084048000	24.333664230000	11.170903260000
2.224804094000	3.104473512000	7.729100066000	2.224804094000	24.337654640000	11.163914510000
2.249524139000	2.964310453000	7.730802868000	2.249524139000	24.340751350000	11.155759800000
2.274244185000	2.796403829000	7.729599889000	2.274244185000	24.338264570000	11.122816660000
2.298964230000	2.668869420000	7.729408760000	2.298964230000	24.338551460000	11.102156280000
2.323684276000	2.519503648000	7.727563778000	2.323684276000	24.338221640000	11.087014480000
2.348404321000	2.335931565000	7.731009253000	2.348404321000	24.335092490000	11.036794140000
2.373124367000	2.220410925000	7.730872795000	2.373124367000	24.336194940000	11.008835350000
2.397844412000	2.149900641000	7.725398349000	2.397844412000	24.332203230000	10.997087380000
2.422564458000	2.088455664000	7.724365669000	2.422564458000	24.329069140000	10.984765870000
2.447284503000	2.020931759000	7.725021771000	2.447284503000	24.325444740000	10.970850320000
2.472004548000	1.964360620000	7.724580181000	2.472004548000	24.320815830000	10.958020140000
2.496724594000	1.899835077000	7.717816189000	2.496724594000	24.318358700000	10.948705520000
2.521444639000	1.850235290000	7.713281433000	2.521444639000	24.320274170000	10.938928000000
2.546164685000	1.836444024000	7.711874914000	2.546164685000	24.316345670000	10.936363450000
2.570884730000	1.824792154000	7.716543899000	2.570884730000	24.320949800000	10.935166640000
2.595604776000	1.809143382000	7.716008381000	2.595604776000	24.320779420000	10.934475630000
2.620324821000	1.751165383000	7.712169842000	2.620324821000	24.320040250000	10.933141920000
2.645044867000	1.721931251000	7.713694897000	2.645044867000	24.318777580000	10.928884890000
2.669764912000	1.672685970000	7.719015515000	2.669764912000	24.319732070000	10.928857400000
2.694484958000	1.678527242000	7.722396162000	2.694484958000	24.319788850000	10.929122920000
2.719205003000	1.655665940000	7.719983824000	2.719205003000	24.319863430000	10.926615930000
2.743925049000	1.632468250000	7.717674310000	2.743925049000	24.319466680000	10.925602970000
2.768645094000	1.617118415000	7.717071366000	2.768645094000	24.319446310000	10.928043990000
2.793365140000	1.579696784000	7.713967784000	2.793365140000	24.316485950000	10.927401610000
2.818085185000	1.547545941000	7.714556852000	2.818085185000	24.316220370000	10.924345120000
2.842805231000	1.518992553000	7.716085007000	2.842805231000	24.317709360000	10.920653340000
2.867525276000	1.514119100000	7.719049559000	2.867525276000	24.317273000000	10.918526680000
2.892245322000	1.416327353000	7.719563136000	2.892245322000	24.312424990000	10.895809680000
2.916965367000	1.368634519000	7.724332596000	2.916965367000	24.312394750000	10.883969670000
2.941685413000	1.249795205000	7.722031726000	2.941685413000	24.312670710000	10.874233130000
2.966405458000	1.234900446000	7.718099045000	2.966405458000	24.310618770000	10.868772950000
2.991125504000	1.211491514000	7.716464241000	2.991125504000	24.309113560000	10.857236270000
3.015845549000	1.065539803000	7.723479064000	3.015845549000	24.313473740000	10.828338420000
3.040565595000	1.028576647000	7.718771664000	3.040565595000	24.311113730000	10.815251420000
3.065285640000	0.952271525700	7.724536331000	3.065285640000	24.311612160000	10.803525430000
