SOLfas3MMUSED			SOLext		
t	x	y	t	x	y
0.000000000000	10.480542230000	6.474056463000	0.000000000000	26.829494220000	11.300148340000
0.023588800040	10.483511270000	6.473499054000	0.023588800040	26.829962870000	11.300101430000
0.047177600080	10.482775440000	6.473300119000	0.047177600080	26.829607790000	11.300006140000
0.070766400110	10.480394200000	6.473426998000	0.070766400110	26.829639050000	11.300428610000
0.094355200150	10.480545490000	6.473527499000	0.094355200150	26.830309580000	11.300053410000
0.117944000200	10.483165900000	6.473265392000	0.117944000200	26.830970770000	11.300028580000
0.141532800200	10.481912820000	6.473288492000	0.141532800200	26.830822900000	11.299960500000
0.165121600300	10.481430240000	6.473324506000	0.165121600300	26.830102310000	11.299966830000
0.188710400300	10.483602470000	6.473458340000	0.188710400300	26.831334980000	11.299456980000
0.212299200300	10.483934230000	6.473106804000	0.212299200300	26.831398920000	11.299707410000
0.235888000400	10.483867300000	6.472983910000	0.235888000400	26.831548360000	11.300118850000
0.259476800400	10.480665080000	6.473043201000	0.259476800400	26.830389650000	11.299631020000
0.283065600500	10.480350520000	6.472899164000	0.283065600500	26.830335080000	11.299766060000
0.306654400500	10.481031080000	6.472752289000	0.306654400500	26.830288730000	11.299856560000
0.330243200500	10.481364780000	6.472836857000	0.330243200500	26.829795870000	11.299861570000
0.353832000600	10.480743220000	6.473347824000	0.353832000600	26.830325020000	11.299989080000
0.377420800600	10.480083660000	6.472897036000	0.377420800600	26.830463760000	11.299635780000
0.401009600600	10.479552210000	6.472716600000	0.401009600600	26.830472910000	11.299780390000
0.424598400700	10.479504470000	6.472879453000	0.424598400700	26.830568730000	11.299838080000
0.448187200700	10.478694020000	6.473199363000	0.448187200700	26.830180120000	11.300415010000
0.471776000800	10.478610190000	6.473231792000	0.471776000800	26.830457400000	11.300134170000
0.495364800800	10.477607840000	6.472916161000	0.495364800800	26.830226290000	11.300369210000
0.518953600800	10.478762300000	6.473318484000	0.518953600800	26.830339280000	11.299761690000
0.542542400900	10.477265530000	6.473296895000	0.542542400900	26.830370420000	11.299879650000
0.566131200900	10.477783200000	6.473361668000	0.566131200900	26.830205090000	11.299807080000
0.589720000900	10.477963090000	6.473403078000	0.589720000900	26.830330940000	11.299549650000
0.613308801000	10.476201550000	6.473150727000	0.613308801000	26.829900340000	11.300137650000
0.636897601000	10.479216990000	6.472983277000	0.636897601000	26.829915580000	11.300014840000
0.660486401100	10.480239590000	6.473041398000	0.660486401100	26.830240280000	11.299475560000
0.684075201100	10.479439400000	6.472785025000	0.684075201100	26.830478060000	11.299682890000
