CALbumpBEST			CALext		
t	x	y	t	x	y
0.000000000000	11.952472820000	8.017550973000	0	-8.181241131	15.08390219
0.059612518630	11.954023840000	8.013651835000	0.059612519	-8.182655156	15.08242818
0.119225037300	11.958441960000	8.013739042000	0.119225037	-8.184042361	15.08460876
0.178837555900	11.944767180000	8.018909692000	0.178837556	-8.191761312	15.08624157
0.238450074500	11.808222610000	8.022463313000	0.238450075	-8.196963522	15.08602792
0.298062593100	11.713766750000	8.026652322000	0.298062593	-8.216376781	15.08469067
0.357675111800	11.713662440000	8.071822620000	0.357675112	-8.231289818	15.06468064
0.417287630400	11.677088590000	8.079912119000	0.41728763	-8.267272705	15.04512764
0.476900149000	11.659657140000	8.084875836000	0.476900149	-8.264304565	15.02832304
0.536512667700	11.568972890000	8.098341586000	0.536512668	-8.275778273	15.02435766
0.596125186300	11.549148580000	8.157870590000	0.596125186	-8.340384778	15.01408087
0.655737704900	11.477311300000	8.176772728000	0.655737705	-8.554217891	15.01944881
0.715350223500	11.482103060000	8.224125101000	0.715350224	-8.632588646	15.02435582
0.774962742200	11.372973850000	8.237563175000	0.774962742	-8.626170759	15.0601767
0.834575260800	11.327458550000	8.249819170000	0.834575261	-8.79333011	15.06230803
0.894187779400	11.318779260000	8.269727458000	0.894187779	-8.871301778	15.03459302
0.953800298100	11.293146650000	8.264106145000	0.953800298	-8.98693905	15.02203734
1.013412817000	11.297456650000	8.254773716000	1.013412817	-8.982583996	15.01719577
1.073025335000	11.375543200000	8.246777406000	1.073025335	-8.99620319	15.01566303
1.132637854000	11.470620710000	8.239242643000	1.132637854	-8.993718621	15.01534036
1.192250373000	11.506877540000	8.220541601000	1.192250373	-8.983991304	15.01837211
1.251862891000	11.512860670000	8.225574631000	1.251862891	-8.973409887	15.02521162
1.311475410000	11.523898440000	8.214429533000	1.31147541	-8.973004931	15.07900828
1.371087928000	11.500208510000	8.192034947000	1.371087928	-8.957995047	15.07371581
1.430700447000	11.518456430000	8.162252639000	1.430700447	-8.932406898	15.06017491
1.490312966000	11.533663880000	8.110851014000	1.490312966	-8.927950305	15.05128673
1.549925484000	11.668628750000	8.070809073000	1.549925484	-8.918510728	15.03681228
1.609538003000	11.641794440000	8.044531208000	1.609538003	-8.901585572	15.04991694
1.669150522000	11.657279740000	8.013837110000	1.669150522	-8.874813549	15.06189274
1.728763040000	11.657485760000	7.999948548000	1.72876304	-8.892847931	15.06982635
1.788375559000	11.639901900000	7.974335183000	1.788375559	-8.851638204	15.06219128
1.847988077000	11.659873460000	7.950374937000	1.847988077	-8.822078461	15.04971696
1.907600596000	11.673998050000	7.934093972000	1.907600596	-8.798807062	15.04964218
1.967213115000	11.725962660000	7.929274616000	1.967213115	-8.772721013	15.04391779
2.026825633000	11.772409440000	7.929686939000	2.026825633	-8.745960916	15.03878511
2.086438152000	11.761509680000	7.894272638000	2.086438152	-8.688669881	15.03208597
2.146050671000	11.775516130000	7.873972954000	2.146050671	-8.61791578	15.03401117
2.205663189000	11.807062290000	7.869917492000	2.205663189	-8.603121212	15.00399577
2.265275708000	11.862582290000	7.856036637000	2.265275708	-8.563274771	14.99018065
2.324888227000	11.923102750000	7.843120944000	2.324888227	-8.57150425	14.97317423
2.384500745000	11.919805990000	7.815736679000	2.384500745	-8.558807773	14.96213071
2.444113264000	11.954775800000	7.794000812000	2.444113264	-8.57664073	14.92870132
2.503725782000	11.981538480000	7.782466329000	2.503725782	-8.503975091	14.94452718
2.563338301000	11.974797090000	7.778168060000	2.563338301	-8.459370418	14.93557471
2.622950820000	11.968409150000	7.743680649000	2.62295082	-8.306358433	14.92827228
2.682563338000	12.019316590000	7.721428398000	2.682563338	-8.212488994	14.97080931
2.742175857000	12.055418930000	7.705393912000	2.742175857	-8.251292749	15.00483651
2.801788376000	12.085662780000	7.695424714000	2.801788376	-8.234853178	14.96475124
2.861400894000	12.117672870000	7.671759161000	2.861400894	-8.270724519	14.90042439
2.921013413000	12.152746500000	7.639093011000	2.921013413	-8.237317348	14.86368662
2.980625931000	12.213856090000	7.598807360000	2.980625931	-8.183531486	14.86014354
3.040238450000	12.221591760000	7.584431023000	3.04023845	-8.182657205	14.86978074
3.099850969000	12.244888270000	7.559654478000	3.099850969	-8.144493364	14.85063893
3.159463487000	12.273639620000	7.540830750000	3.159463487	-8.06995664	14.84813311
3.219076006000	12.328131840000	7.509740418000	3.219076006	-8.046711342	14.84058585
3.278688525000	12.325746520000	7.492139536000	3.278688525	-8.039204387	14.84005063
3.338301043000	12.337812760000	7.523930935000	3.338301043	-8.028791639	14.84010241
3.397913562000	12.322081150000	7.545830291000	3.397913562	-8.03057249	14.8438229
3.457526080000	12.315929200000	7.572419633000	3.45752608	-8.026162175	14.84334682
3.517138599000	12.318732240000	7.568759039000	3.517138599	-8.033549613	14.84283624
3.576751118000	12.325569960000	7.567668566000	3.576751118	-8.034292892	14.84451398
3.636363636000	12.328010880000	7.567386908000	3.636363636	-8.028568837	14.84476863
3.695976155000	12.337004950000	7.563794944000	3.695976155	-8.028405442	14.84361537
3.755588674000	12.337629830000	7.563662974000	3.755588674	-8.029661241	14.84262498
3.815201192000	12.340524070000	7.555318634000	3.815201192	-8.028481094	14.84564129
3.874813711000	12.334974600000	7.558496397000	3.874813711	-8.028913973	14.84485469
3.934426230000	12.338598560000	7.545057629000	3.93442623	-8.025292783	14.84426525
3.994038748000	12.337480450000	7.548824859000	3.994038748	-8.028808399	14.84271176
