GMfas			GMext		
t	x	y	t	x	y
0.0000000000	29.1685596000	1.6455835570	0.0000000000	47.9071016500	10.6974065700
0.0235549065	29.1706398600	1.6200997380	0.0235549065	47.9068590800	10.6978685300
0.0471098130	29.1726212200	1.6199297860	0.0471098130	47.9075436100	10.6973532900
0.0706647195	29.1721803900	1.6204906050	0.0706647195	47.9064984500	10.6985931000
0.0942196260	29.1737483600	1.6205442140	0.0942196260	47.9067264400	10.6981475100
0.1177745324	29.1751286800	1.6206178890	0.1177745324	47.9066697800	10.6981986600
0.1413294389	29.1813754900	1.6207229090	0.1413294389	47.9076224900	10.6978524000
0.1648843454	29.1836882000	1.6201136170	0.1648843454	47.9075979300	10.6979007600
0.1884392519	29.1807642100	1.6201265370	0.1884392519	47.9078600200	10.6975018400
0.2119941584	29.1765720100	1.6199621590	0.2119941584	47.9074956200	10.6971530900
0.2355490649	29.1779463600	1.6191715690	0.2355490649	47.9079908100	10.6963377400
0.2591039714	29.1702706000	1.6191328670	0.2591039714	47.9081227600	10.6944890700
0.2826588778	29.1657100900	1.6201099510	0.2826588778	47.9076655200	10.6952024300
0.3062137843	29.1318367300	1.6301823840	0.3062137843	47.9074053400	10.6964277700
0.3297686908	29.1094032900	1.6338749290	0.3297686908	47.9065867600	10.6968270500
0.3533235973	29.0641320200	1.6400963520	0.3533235973	47.9070328800	10.6959821300
0.3768785038	29.0080671900	1.6483776860	0.3768785038	47.9070702600	10.6955510400
0.4004334103	28.9065637900	1.6595081820	0.4004334103	47.9065264100	10.6938176400
0.4239883168	28.8649141100	1.6609189440	0.4239883168	47.9059608400	10.6926217200
0.4475432233	28.7186969200	1.6572057960	0.4475432233	47.9054072300	10.6832071800
0.4710981297	28.5684145300	1.6764112410	0.4710981297	47.9023871500	10.6763247300
0.4946530362	28.2510750000	1.7246188010	0.4946530362	47.8992177100	10.6831176600
0.5182079427	28.1703218000	1.7311844770	0.5182079427	47.8955780500	10.6851852900
0.5417628492	28.0172326200	1.7559857390	0.5417628492	47.8943589000	10.6859945200
0.5653177557	27.9040818300	1.7846665600	0.5653177557	47.8942720200	10.6881887300
0.5888726622	27.7106789100	1.8091818120	0.5888726622	47.8950876500	10.6831266300
0.6124275687	27.6426497300	1.8008397830	0.6124275687	47.8930816800	10.6812353300
0.6359824751	27.5252392500	1.8116808840	0.6359824751	47.8911514300	10.6826381000
0.6595373816	27.3832028000	1.8372477590	0.6595373816	47.8924199300	10.6860350100
0.6830922881	27.2976574300	1.8509881050	0.6830922881	47.8926430100	10.6861075500
0.7066471946	27.2168370200	1.8589442170	0.7066471946	47.8952078400	10.6822252900
0.7302021011	26.9956938300	1.8968226180	0.7302021011	47.8909551600	10.6760823700
0.7537570076	26.9371989000	1.9073351270	0.7537570076	47.8902213700	10.6804361500
0.7773119141	26.7780305500	1.9308639160	0.7773119141	47.8863939600	10.6800453800
0.8008668206	26.5841012400	1.9586473980	0.8008668206	47.8835574500	10.6822040500
0.8244217270	26.3850585100	1.9830203820	0.8244217270	47.8797056400	10.6829039800
0.8479766335	26.1241262400	2.0036229600	0.8479766335	47.8718170500	10.6756531900
0.8715315400	25.9683059000	2.0114901090	0.8715315400	47.7899051900	10.6754903700
0.8950864465	25.6797642300	2.0401035260	0.8950864465	47.7884807300	10.6626967600
0.9186413530	25.5275434100	2.0728687400	0.9186413530	47.7825226400	10.6600114400
0.9421962595	25.3719914300	2.1083130420	0.9421962595	47.7733679200	10.6639629000
0.9657511660	25.3308679700	2.1175825370	0.9657511660	47.7682316400	10.6641127900
0.9893060725	25.2341861600	2.1250930320	0.9893060725	47.7686145300	10.6593295600
1.0128609790	25.0302258300	2.1510330760	1.0128609790	47.7581948900	10.6580271000
1.0364158850	24.9755510200	2.1610252410	1.0364158850	47.7566401800	10.6599538500
1.0599707920	24.8920510600	2.1767387560	1.0599707920	47.7510404200	10.6609141700
1.0835256980	24.7005910000	2.1953410580	1.0835256980	47.7479664500	10.6622694200
1.1070806050	24.6353670400	2.2078793540	1.1070806050	47.7391220900	10.6654015500
1.1306355110	24.3498703100	2.2562081830	1.1306355110	47.7267075900	10.6758598700
1.1541904180	24.2258670000	2.2882965670	1.1541904180	47.7256084900	10.6734159400
1.1777453240	24.1147793500	2.3176369790	1.1777453240	47.7277142500	10.6684693300
1.2013002310	24.0442503300	2.3361735270	1.2013002310	47.7229563200	10.6706730800
1.2248551370	23.8833862800	2.3614715660	1.2248551370	47.7147344500	10.6770018400
1.2484100440	23.7466629100	2.3854670370	1.2484100440	47.7105818400	10.6736667200
1.2719649500	23.5648560800	2.4127700890	1.2719649500	47.6897527800	10.6773224600
1.2955198570	23.4302524300	2.4434103110	1.2955198570	47.6510436000	10.6977402400
1.3190747630	23.1771462400	2.4880451450	1.3190747630	47.6066154500	10.7113564100
1.3426296700	23.0383617300	2.5181427800	1.3426296700	47.5995161400	10.7073556400
1.3661845760	22.9758392900	2.5394152930	1.3661845760	47.5932231000	10.7075931600
1.3897394830	22.8289833300	2.5506075710	1.3897394830	47.5895791400	10.7152231800
1.4132943890	22.5902365400	2.5334184320	1.4132943890	47.5872058600	10.7033049300
1.4368492960	22.4499652100	2.5275621610	1.4368492960	47.5862419400	10.6917432000
1.4604042020	22.3942267400	2.5236586230	1.4604042020	47.5863987400	10.6895045700
1.4839591090	22.1082153200	2.5205703220	1.4839591090	47.5911538400	10.6839482900
1.5075140150	21.9747898400	2.5360150350	1.5075140150	47.5909243400	10.6845718000
1.5310689220	21.7712486200	2.5763588190	1.5310689220	47.5928191000	10.6862849200
1.5546238280	21.6334259100	2.6052779420	1.5546238280	47.5864130000	10.6910542200
1.5781787350	21.5006659800	2.6285594270	1.5781787350	47.5866500800	10.6961287600
1.6017336410	21.3587761500	2.6519407140	1.6017336410	47.5823859200	10.7025033500
1.6252885480	21.2577145300	2.6764996420	1.6252885480	47.5588710800	10.7057074300
1.6488434540	21.2099617100	2.6830720170	1.6488434540	47.5343382100	10.7153959700
1.6723983610	21.1034445900	2.6887148440	1.6723983610	47.5178650800	10.7168784000
1.6959532670	20.9871646800	2.6873496340	1.6959532670	47.5161171600	10.7125580300
1.7195081740	20.7547639800	2.6983498840	1.7195081740	47.4990359800	10.7254202400
1.7430630800	20.5923685800	2.7124522140	1.7430630800	47.4860107500	10.7252626700
1.7666179870	20.3049115100	2.7226217990	1.7666179870	47.4641658300	10.7352712100
1.7901728930	20.1380941600	2.7389430760	1.7901728930	47.4435736800	10.7445286800
1.8137278000	20.0582215800	2.7451067310	1.8137278000	47.5446193000	10.7434691400
1.8372827060	19.8961262400	2.7701918800	1.8372827060	47.5104251100	10.7618872100
1.8608376120	19.7323094200	2.7884891680	1.8608376120	47.4990790400	10.7628505800
1.8843925190	19.5957727200	2.7893444050	1.8843925190	47.4637043600	10.7802603300
1.9079474250	19.3911502100	2.8134121800	1.9079474250	47.4382765300	10.7961061900
1.9315023320	19.2831331700	2.8238335110	1.9315023320	47.4414534200	10.7946382900
1.9550572380	19.1444183900	2.8421563110	1.9550572380	47.4338017200	10.7959923300
1.9786121450	18.9977286600	2.8536462340	1.9786121450	47.4239739100	10.7972050700
2.0021670510	18.9193375600	2.8402080230	2.0021670510	47.4187741800	10.7997480200
2.0257219580	18.8001307800	2.8502256940	2.0257219580	47.4042236100	10.8095466000
2.0492768640	18.7557674600	2.8521900690	2.0492768640	47.3912219400	10.8155440300
2.0728317710	18.6370649600	2.8661723530	2.0728317710	47.3812004300	10.8256612800
2.0963866770	18.4594650800	2.8532429220	2.0963866770	47.4560755200	10.8433111800
2.1199415840	18.3603732900	2.8645918480	2.1199415840	47.4519252800	10.8577298500
2.1434964900	18.3034503100	2.8704892880	2.1434964900	47.4527350400	10.8597683700
2.1670513970	18.0385933400	2.8865379880	2.1670513970	47.4400946600	10.8624012700
2.1906063030	17.7325782100	2.9332611960	2.1906063030	47.3943492100	10.8923532900
2.2141612100	17.6667712800	2.9393628730	2.2141612100	47.3918348600	10.8946142600
2.2377161160	17.5281415300	2.9633231330	2.2377161160	47.3847795800	10.8998668600
2.2612710230	17.3902320600	2.9845399230	2.2612710230	47.3708471100	10.9035855600
2.2848259290	17.2785796800	3.0030882240	2.2848259290	47.4271897100	10.9168204200
2.3083808360	17.1527582700	3.0087056760	2.3083808360	47.4034035600	10.9364475800
2.3319357420	16.9551534700	3.0209099470	2.3319357420	47.3592168000	10.9591880000
2.3554906490	16.8337958500	3.0441651650	2.3554906490	47.3348910000	10.9721939400
2.3790455550	16.6040405700	3.0864576850	2.3790455550	47.2988524400	10.9879212500
2.4026004620	16.5411285400	3.0944912030	2.4026004620	47.2896462400	10.9892736700
2.4261553680	16.4112932600	3.1115781000	2.4261553680	47.2828386800	10.9933468400
2.4497102750	16.2884190100	3.1191575460	2.4497102750	47.2705714800	11.0024626100
2.4732651810	15.9897043600	3.1611392380	2.4732651810	47.3043544800	11.0399749100
2.4968200880	15.9362866500	3.1529046820	2.4968200880	47.2905287100	11.0496086500
2.5203749940	15.8028552900	3.1688563650	2.5203749940	47.2630023600	11.0646890500
2.5439299010	15.6707494000	3.1958303670	2.5439299010	47.2479230600	11.0705566300
2.5674848070	15.5584362100	3.2129351740	2.5674848070	47.2217868800	11.0855072400
2.5910397140	15.3658644600	3.2396028080	2.5910397140	47.2821193100	11.1079810900
2.6145946200	15.2240376600	3.2679427550	2.6145946200	47.2715121600	11.1243893400
2.6381495270	15.1106502500	3.2884194800	2.6381495270	47.2717730900	11.1310483700
2.6617044330	14.9694827000	3.3199239480	2.6617044330	47.2484914900	11.1431100100
2.6852593400	14.9051407700	3.3316027650	2.6852593400	47.2320571800	11.1511943000
2.7088142460	14.7848656100	3.3556657260	2.7088142460	47.2052989800	11.1767513400
2.7323691520	14.5766104600	3.3931900840	2.7323691520	47.2618634800	11.1961968000
2.7559240590	14.4708852600	3.4068010990	2.7559240590	47.2289021000	11.2169774900
2.7794789650	14.4072359600	3.4220236800	2.7794789650	47.2067225100	11.2200964500
2.8030338720	14.4033558000	3.4378700580	2.8030338720	47.1936753800	11.2241628200
2.8265887780	14.3997057200	3.4511881020	2.8265887780	47.1474936800	11.2572191900
2.8501436850	14.3819394200	3.4563035910	2.8501436850	47.1534250500	11.2502049600
2.8736985910	14.3285743400	3.4743722740	2.8736985910	47.1464588700	11.2559493900
2.8972534980	14.2226411200	3.4991569620	2.8972534980	47.1144277600	11.2620485600
2.9208084040	13.9222199300	3.5432898920	2.9208084040	47.1581276400	11.3004920200
2.9443633110	13.8485832000	3.5497636210	2.9443633110	47.1477605300	11.3005973400
2.9679182170	13.4443576300	3.5835850650	2.9679182170	47.1521404500	11.3570166200
2.9914731240	13.2489941400	3.6150780320	2.9914731240	47.1133172800	11.3793761300
3.0150280300	13.0963336500	3.6433135770	3.0150280300	47.0891116700	11.3863598100
3.0385829370	13.0167191500	3.6635741920	3.0385829370	47.0725574500	11.3957692900
3.0621378430	12.7026714900	3.6988718820	3.0621378430	47.0168571300	11.4122434300
3.0856927500	12.5687878200	3.7179522460	3.0856927500	46.9888742300	11.4254967400
3.1092476560	12.3752928800	3.7197040440	3.1092476560	46.9695299100	11.4469485500
3.1328025630	12.2311609100	3.7391541640	3.1328025630	47.0489893900	11.4688671400
3.1563574690	11.9006863200	3.7696138540	3.1563574690	47.0000776500	11.4889839200
