SOLfas2USED			SOLext		
t	x	y	t	x	y
0.000000000000	3.128103209000	9.980138810000	0.000000000000	19.387499580000	13.612499700000
0.023397285910	3.126319270000	9.978934266000	0.023397285910	19.387986920000	13.612353880000
0.046794571830	3.127124006000	9.978846591000	0.046794571830	19.387535330000	13.612208040000
0.070191857740	3.128570075000	9.978445277000	0.070191857740	19.387475610000	13.612307190000
0.093589143660	3.126610801000	9.979103326000	0.093589143660	19.387472420000	13.612244870000
0.116986429600	3.125029205000	9.977963354000	0.116986429600	19.387263680000	13.612110260000
0.140383715500	3.124265910000	9.977822384000	0.140383715500	19.387388740000	13.612344870000
0.163781001400	3.124096054000	9.977544463000	0.163781001400	19.387555370000	13.612150040000
0.187178287300	3.124129736000	9.978126096000	0.187178287300	19.387488710000	13.612315790000
0.210575573200	3.123647265000	9.978224011000	0.210575573200	19.387183770000	13.612421030000
0.233972859100	3.124504981000	9.978402175000	0.233972859100	19.386693320000	13.612160340000
0.257370145100	3.125598342000	9.979346713000	0.257370145100	19.387267420000	13.612382920000
0.280767431000	3.124793341000	9.978227725000	0.280767431000	19.387076810000	13.612255690000
0.304164716900	3.125015264000	9.978907469000	0.304164716900	19.387231220000	13.612407820000
0.327562002800	3.122002299000	9.979227436000	0.327562002800	19.386570530000	13.612021620000
0.350959288700	3.122362542000	9.978249113000	0.350959288700	19.386538270000	13.612051650000
0.374356574600	3.120692478000	9.978348475000	0.374356574600	19.386385700000	13.611810080000
0.397753860600	3.116742599000	9.976668547000	0.397753860600	19.386200510000	13.612176870000
0.421151146500	3.120518224000	9.978331770000	0.421151146500	19.386174350000	13.612250460000
0.444548432400	3.121714374000	9.978136849000	0.444548432400	19.385219680000	13.612095010000
0.467945718300	3.122304196000	9.978052652000	0.467945718300	19.385719890000	13.612077060000
0.491343004200	3.123425608000	9.977985300000	0.491343004200	19.386721270000	13.612320900000
0.514740290100	3.123109328000	9.978160334000	0.514740290100	19.386406510000	13.612380990000
0.538137576000	3.125291128000	9.978433273000	0.538137576000	19.386796400000	13.612064820000
0.561534862000	3.125671581000	9.978181577000	0.561534862000	19.387144410000	13.612453670000
0.584932147900	3.123770210000	9.977827880000	0.584932147900	19.386187920000	13.612258910000
0.608329433800	3.123729078000	9.978332712000	0.608329433800	19.386001960000	13.612201700000
0.631726719700	3.119984173000	9.978946608000	0.631726719700	19.385868800000	13.612361310000
0.655124005600	3.121480669000	9.978951545000	0.655124005600	19.385584000000	13.612314830000
0.678521291500	3.121733483000	9.979047996000	0.678521291500	19.385484780000	13.612213300000
0.701918577400	3.120212630000	9.978160842000	0.701918577400	19.385966190000	13.612214340000
0.725315863400	3.122175378000	9.978711103000	0.725315863400	19.385321140000	13.612391920000
0.748713149300	3.124402602000	9.978654166000	0.748713149300	19.385920440000	13.612392140000
0.772110435200	3.122199616000	9.978181439000	0.772110435200	19.386073520000	13.612264400000
0.795507721100	3.122057620000	9.976960885000	0.795507721100	19.385770480000	13.612063850000
0.818905007000	3.123460329000	9.976669514000	0.818905007000	19.386099710000	13.611847890000
0.842302292900	3.125055719000	9.978588657000	0.842302292900	19.386044170000	13.612595900000
0.865699578800	3.122849386000	9.977502997000	0.865699578800	19.385468040000	13.612409240000
0.889096864800	3.122421507000	9.978092536000	0.889096864800	19.385655340000	13.612211610000
0.912494150700	3.120180455000	9.977740370000	0.912494150700	19.385121640000	13.612144240000
0.935891436600	3.119355938000	9.978094230000	0.935891436600	19.385405460000	13.612214290000
0.959288722500	3.120288547000	9.977428150000	0.959288722500	19.384957010000	13.612256990000
0.982686008400	3.119602460000	9.977656345000	0.982686008400	19.384634770000	13.612326630000
1.006083294000	3.120202813000	9.977485158000	1.006083294000	19.385459110000	13.612245720000
1.029480580000	3.121162777000	9.978324968000	1.029480580000	19.385342830000	13.612065100000
1.052877866000	3.120335604000	9.978311252000	1.052877866000	19.384737850000	13.612298030000
1.076275152000	3.120290765000	9.977679826000	1.076275152000	19.385921590000	13.612267390000
1.099672438000	3.121760378000	9.977245522000	1.099672438000	19.385069580000	13.612193700000
1.123069724000	3.120681757000	9.978077031000	1.123069724000	19.385472700000	13.612041260000
1.146467010000	3.122219345000	9.977859664000	1.146467010000	19.385997880000	13.612282310000
1.169864296000	3.121125942000	9.977900995000	1.169864296000	19.385977030000	13.612287010000
1.193261582000	3.122002239000	9.979330849000	1.193261582000	19.385318900000	13.612234640000
1.216658868000	3.123466266000	9.979243501000	1.216658868000	19.384407370000	13.612457660000
1.240056153000	3.121803881000	9.979323679000	1.240056153000	19.385122580000	13.612533050000
1.263453439000	3.122520639000	9.978688260000	1.263453439000	19.385552390000	13.612197050000
1.286850725000	3.121835676000	9.978815269000	1.286850725000	19.385395230000	13.612469580000
1.310248011000	3.121270650000	9.979199826000	1.310248011000	19.385050790000	13.612293370000
1.333645297000	3.121052036000	9.978698792000	1.333645297000	19.383671020000	13.612274840000
1.357042583000	3.123042069000	9.978813898000	1.357042583000	19.385486140000	13.612464840000
1.380439869000	3.124721084000	9.979095007000	1.380439869000	19.386040140000	13.612115260000
1.403837155000	3.124299789000	9.978623643000	1.403837155000	19.386557660000	13.612276670000
1.427234441000	3.124270223000	9.978764540000	1.427234441000	19.385700200000	13.612114330000
1.450631727000	3.125571172000	9.978912781000	1.450631727000	19.385257560000	13.612398080000
1.474029013000	3.125299670000	9.979412209000	1.474029013000	19.386260160000	13.612371270000
