GMfasBEST			GMext		
t	x	y	t	x	y
0.000000000000	38.199371370000	0.634702636200	0.000000000000	48.188573040000	15.019789570000
0.023397285910	38.199037800000	0.634575621400	0.023397285910	48.188366500000	15.019398950000
0.046794571830	38.199414500000	0.634630420300	0.046794571830	48.189278800000	15.019276960000
0.070191857740	38.199998330000	0.634491318800	0.070191857740	48.188167320000	15.019540770000
0.093589143660	38.200246680000	0.634319463600	0.093589143660	48.188539600000	15.018886080000
0.116986429600	38.201532570000	0.634208102500	0.116986429600	48.188926370000	15.018814880000
0.140383715500	38.200163860000	0.633968607600	0.140383715500	48.188251680000	15.019190470000
0.163781001400	38.199387350000	0.633681827800	0.163781001400	48.188821090000	15.018796200000
0.187178287300	38.199370140000	0.633450653000	0.187178287300	48.187516490000	15.018055970000
0.210575573200	38.200456860000	0.633063597300	0.210575573200	48.188334280000	15.017670880000
0.233972859100	38.201665120000	0.632763736200	0.233972859100	48.187863350000	15.017468920000
0.257370145100	38.201267750000	0.632561149700	0.257370145100	48.187944950000	15.017347100000
0.280767431000	38.202582600000	0.632133237100	0.280767431000	48.188117420000	15.017137000000
0.304164716900	38.203746560000	0.630395269800	0.304164716900	48.188386870000	15.016089170000
0.327562002800	38.196612160000	0.629787946900	0.327562002800	48.188177120000	15.014849080000
0.350959288700	38.192486460000	0.629750100700	0.350959288700	48.188765460000	15.014941360000
0.374356574600	38.188853910000	0.631415280000	0.374356574600	48.188328250000	15.015151910000
0.397753860600	38.188790300000	0.632351834700	0.397753860600	48.188121670000	15.015215900000
0.421151146500	38.187812730000	0.633079319400	0.421151146500	48.189010720000	15.015816900000
0.444548432400	38.189951940000	0.633226260400	0.444548432400	48.188697750000	15.015759610000
0.467945718300	38.191288570000	0.633735177400	0.467945718300	48.188997290000	15.016387160000
0.491343004200	38.192435390000	0.633885123900	0.491343004200	48.188435650000	15.016649770000
0.514740290100	38.192448610000	0.633643688100	0.514740290100	48.187975620000	15.016750990000
0.538137576000	38.196206860000	0.633738349100	0.538137576000	48.188105690000	15.017045770000
