SOLfasbigBEST			SOLext		
t	x	y	t	x	y
0.000000000000	9.871374903000	9.029466595000	0.000000000000	24.482758090000	13.806365750000
0.024123124430	9.871771958000	9.029774494000	0.024123124430	24.481823000000	13.805582780000
0.048246248850	9.872639072000	9.029575972000	0.048246248850	24.482549680000	13.804966270000
0.072369373280	9.870450923000	9.029612760000	0.072369373280	24.482780670000	13.805375750000
0.096492497710	9.871631002000	9.030917861000	0.096492497710	24.482699870000	13.805564040000
0.120615622100	9.870689328000	9.029954624000	0.120615622100	24.483016480000	13.805769740000
0.144738746600	9.870848813000	9.029105992000	0.144738746600	24.481363320000	13.805387880000
0.168861871000	9.871981057000	9.028806061000	0.168861871000	24.483034050000	13.805406040000
0.192984995400	9.871541127000	9.029575905000	0.192984995400	24.481951330000	13.805509400000
0.217108119800	9.871327807000	9.029402132000	0.217108119800	24.482010900000	13.805592780000
0.241231244300	9.870511792000	9.028595848000	0.241231244300	24.482437020000	13.805649400000
0.265354368700	9.869715001000	9.028558128000	0.265354368700	24.482610810000	13.805660890000
0.289477493100	9.869341181000	9.028620428000	0.289477493100	24.481816350000	13.805168480000
0.313600617600	9.871261745000	9.028414109000	0.313600617600	24.482979550000	13.805548450000
0.337723742000	9.871440145000	9.028020112000	0.337723742000	24.483108260000	13.805477390000
0.361846866400	9.873667407000	9.027929411000	0.361846866400	24.482868210000	13.805847120000
0.385969990800	9.874620810000	9.028212829000	0.385969990800	24.482819880000	13.805486730000
0.410093115300	9.875328120000	9.028340913000	0.410093115300	24.482357400000	13.805005060000
0.434216239700	9.874427200000	9.028004136000	0.434216239700	24.482823750000	13.805524270000
0.458339364100	9.876844571000	9.028569148000	0.458339364100	24.483173910000	13.805438310000
0.482462488500	9.875888017000	9.028718500000	0.482462488500	24.482173200000	13.805757840000
0.506585613000	9.872618415000	9.028351588000	0.506585613000	24.483561350000	13.805695600000
0.530708737400	9.873246958000	9.027977313000	0.530708737400	24.482507390000	13.805605180000
0.554831861800	9.873353537000	9.028132873000	0.554831861800	24.482110830000	13.805590300000
0.578954986200	9.872297536000	9.028816750000	0.578954986200	24.482311690000	13.805047700000
0.603078110700	9.871877322000	9.028293455000	0.603078110700	24.482609470000	13.806114060000
0.627201235100	9.871888211000	9.028335035000	0.627201235100	24.484068410000	13.805679920000
0.651324359500	9.872975614000	9.028801244000	0.651324359500	24.482993410000	13.805651850000
0.675447484000	9.874068764000	9.029442656000	0.675447484000	24.483550040000	13.805444640000
0.699570608400	9.872532213000	9.029811692000	0.699570608400	24.481727500000	13.805205470000
0.723693732800	9.873055047000	9.029934725000	0.723693732800	24.482301140000	13.805982230000
0.747816857200	9.872507582000	9.029195695000	0.747816857200	24.483140720000	13.805926450000
0.771939981700	9.871732367000	9.029517452000	0.771939981700	24.482673150000	13.805724210000
0.796063106100	9.872079639000	9.030032472000	0.796063106100	24.482482700000	13.805527990000
