GMfasBEST			GMext					
t	x	y	t	x	y			
0.00000000000	28.18263207000	1.09806172300	0.00000000000	6.20667593500	20.13944074000			
0.05961251863	28.30656909000	1.09125068700	0.05961251863	6.20711704800	20.13887164000			
0.11922503730	28.36133242000	1.08678103800	0.11922503730	6.20742153000	20.13929183000			
0.17883755590	28.45042959000	1.08456214300	0.17883755590	6.20760588000	20.13876419000			
0.23845007450	28.58991883000	1.07501035800	0.23845007450	6.20783396400	20.13891361000			
0.29806259310	28.63075427000	1.07604704400	0.29806259310	6.20791204700	20.13907983000			
0.35767511180	28.69166708000	1.07538121100	0.35767511180	6.20842955300	20.13862023000			
0.41728763040	28.77503154000	1.06642576900	0.41728763040	6.20730711600	20.13897388000			
0.47690014900	28.90395906000	1.05211707700	0.47690014900	6.20912434100	20.13861717000			
0.53651266770	28.99807019000	1.04272309100	0.53651266770	6.20894053500	20.13886134000			
0.59612518630	29.08929892000	1.03935125300	0.59612518630	6.20959173600	20.13870240000			
0.65573770490	29.12879560000	1.04467782400	0.65573770490	6.20901109400	20.13886709000			
0.71535022350	29.24030065000	1.04062144200	0.71535022350	6.20955141100	20.13893920000			
0.77496274220	29.33092546000	1.03699881000	0.77496274220	6.20927018400	20.13879919000			
0.83457526080	29.48469081000	1.02213880400	0.83457526080	6.20970369500	20.13808229000			
0.89418777940	29.56981010000	1.02201547500	0.89418777940	6.21189359600	20.13793059000			
0.95380029810	29.66004754000	1.02584185000	0.95380029810	6.21168459100	20.13791251000			
1.01341281700	29.82300232000	1.03231947500	1.01341281700	6.21339470800	20.13730908000			
1.07302533500	29.90627551000	1.03337948700	1.07302533500	6.21364031200	20.13674554000			
1.13263785400	29.95026371000	1.03692587100	1.13263785400	6.21633541200	20.13617611000			
1.19225037300	30.08310980000	1.04136819200	1.19225037300	6.21918137000	20.13504396000			
1.25186289100	30.21600700000	1.03405778600	1.25186289100	6.22043920400	20.13519741000			
1.31147541000	30.28396666000	1.02471221500	1.31147541000	6.22330670600	20.13455229000			
1.37108792800	30.35033112000	1.01595990600	1.37108792800	6.23027236500	20.13184050000			
1.43070044700	30.45159127000	1.00693476900	1.43070044700	6.23002698600	20.13129903000			
1.49031296600	30.54030388000	1.00326013200	1.49031296600	6.23314283000	20.13061260000			
1.54992548400	30.62920602000	1.00339671700	1.54992548400	6.23819937000	20.12815948000			
1.60953800300	30.70621916000	0.99272552880	1.60953800300	6.23646600500	20.12643461000			
1.66915052200	30.82216569000	0.98624973550	1.66915052200	6.24881336000	20.13209638000			
1.72876304000	30.92893478000	0.98308682100	1.72876304000	6.25403240900	20.12907825000			
1.78837555900	30.97829947000	0.98873002120	1.78837555900	6.25522429700	20.12740396000			
1.84798807700	30.97399063000	1.00641212900	1.84798807700	6.25573676400	20.12749561000			
1.90760059600	31.06509165000	1.01189650400	1.90760059600	6.25636414100	20.12619001000			
1.96721311500	31.13874826000	1.01391552600	1.96721311500	6.25813663800	20.12602832000			
2.02682563300	31.18277230000	1.01290358900	2.02682563300	6.25910386900	20.12524909000			
2.08643815200	31.28554145000	1.00469067300	2.08643815200	6.26125441500	20.12455034000			
2.14605067100	31.37697532000	1.00079526100	2.14605067100	6.26405096700	20.12304784000			
2.20566318900	31.43734758000	1.00045931300	2.20566318900	6.26466268400	20.12237438000			
