GMfasBEST			GMext		
t	x	y	t	x	y
0.000000000000	17.533195850000	1.578285039000	0.000000000000	39.290608460000	14.070969280000
0.023714665150	17.532525780000	1.578265573000	0.023714665150	39.290041080000	14.070996020000
0.047429330300	17.532275390000	1.578239448000	0.047429330300	39.288989380000	14.071123130000
0.071143995450	17.530124970000	1.577418996000	0.071143995450	39.288736260000	14.071561460000
0.094858660600	17.530961040000	1.576940687000	0.094858660600	39.287401560000	14.072011470000
0.118573325700	17.531714390000	1.576448280000	0.118573325700	39.286664450000	14.072013160000
0.142287990900	17.530551650000	1.577408154000	0.142287990900	39.288286080000	14.071794410000
0.166002656000	17.531125610000	1.579331537000	0.166002656000	39.286911560000	14.072369900000
0.189717321200	17.529090310000	1.581058599000	0.189717321200	39.285613540000	14.073252180000
0.213431986300	17.529753020000	1.583206156000	0.213431986300	39.286818360000	14.072546650000
0.237146651500	17.530994450000	1.584860504000	0.237146651500	39.285849060000	14.073257460000
0.260861316600	17.531784300000	1.583550080000	0.260861316600	39.286172990000	14.073243220000
0.284575981800	17.532451630000	1.580686730000	0.284575981800	39.284755660000	14.073422900000
0.308290646900	17.531081360000	1.581932676000	0.308290646900	39.285170760000	14.073306710000
0.332005312100	17.531940150000	1.581294884000	0.332005312100	39.284838890000	14.073738750000
0.355719977200	17.533236660000	1.579906031000	0.355719977200	39.285924180000	14.073698910000
0.379434642400	17.531742700000	1.580556150000	0.379434642400	39.286177120000	14.073561560000
0.403149307500	17.528234970000	1.581832846000	0.403149307500	39.284575070000	14.074527330000
0.426863972700	17.524894290000	1.582572446000	0.426863972700	39.285169960000	14.073974740000
0.450578637800	17.374805260000	1.614901257000	0.450578637800	39.285024190000	14.073584210000
0.474293303000	17.043502520000	1.611512278000	0.474293303000	39.282504290000	14.071619960000
0.498007968100	16.770438930000	1.596481088000	0.498007968100	39.280377080000	14.071461310000
0.521722633300	16.605827320000	1.606858018000	0.521722633300	39.277414340000	14.071154010000
0.545437298400	16.340241110000	1.610091603000	0.545437298400	39.277464600000	14.071113950000
0.569151963600	16.221833480000	1.607785342000	0.569151963600	39.276307190000	14.071367980000
0.592866628700	15.719836870000	1.609856377000	0.592866628700	39.275887040000	14.070372750000
0.616581293900	15.584838490000	1.619006836000	0.616581293900	39.275482170000	14.070025510000
0.640295959000	15.361809920000	1.664482156000	0.640295959000	39.275469320000	14.069310960000
0.664010624200	15.261592010000	1.673761042000	0.664010624200	39.276248900000	14.068811450000
0.687725289300	15.103358330000	1.692465615000	0.687725289300	39.276256050000	14.069046170000
0.711439954500	15.010827630000	1.694650369000	0.711439954500	39.275552180000	14.069769110000
0.735154619600	14.948120140000	1.702436841000	0.735154619600	39.275802400000	14.070507380000
0.758869284800	14.835845590000	1.713097069000	0.758869284800	39.277206850000	14.070470390000
0.782583949900	14.761911150000	1.722806520000	0.782583949900	39.277527580000	14.070516380000
0.806298615100	14.671613800000	1.728595807000	0.806298615100	39.277711050000	14.070342740000
0.830013280200	14.615440960000	1.737453838000	0.830013280200	39.278474680000	14.070819610000
0.853727945400	14.344331180000	1.778807983000	0.853727945400	39.278107610000	14.070922160000
0.877442610500	14.187010890000	1.794561376000	0.877442610500	39.276764240000	14.071611320000
0.901157275700	14.072746930000	1.800550614000	0.901157275700	39.278357580000	14.071600530000
0.924871940800	13.954238960000	1.821357798000	0.924871940800	39.278052940000	14.071772570000
0.948586606000	13.817773770000	1.853171015000	0.948586606000	39.278590030000	14.072472940000
0.972301271100	13.697895590000	1.874628653000	0.972301271100	39.277997820000	14.072928800000
0.996015936300	13.469530970000	1.926967742000	0.996015936300	39.279458760000	14.072741770000
1.019730601000	13.271180150000	1.977875917000	1.019730601000	39.276368510000	14.073802930000
1.043445267000	12.994862790000	2.035364543000	1.043445267000	39.274459830000	14.075773230000
1.067159932000	12.948751930000	2.049359809000	1.067159932000	39.276708810000	14.074062400000
1.090874597000	12.795804570000	2.096422910000	1.090874597000	39.275554820000	14.075273130000
1.114589262000	12.684125910000	2.137302074000	1.114589262000	39.273578300000	14.076515020000
1.138303927000	12.451163570000	2.161223178000	1.138303927000	39.272766100000	14.076968330000
1.162018592000	12.407040890000	2.165988403000	1.162018592000	39.272202020000	14.077662720000
1.185733257000	12.276842490000	2.185866059000	1.185733257000	39.273068270000	14.076596210000
1.209447923000	11.928226520000	2.257781215000	1.209447923000	39.269587250000	14.078530070000
1.233162588000	11.841808500000	2.286742503000	1.233162588000	39.271046950000	14.078988200000
1.256877253000	11.693584160000	2.316730001000	1.256877253000	39.273154460000	14.079285600000
1.280591918000	11.558159900000	2.342001574000	1.280591918000	39.269860850000	14.080674980000
