CALbump1			CALext1		
t	x	y	t	x	y
0.000000000000	13.441362170000	10.428133730000	0.000000000000	3.217342018000	14.097807750000
0.018782517230	13.443765330000	10.428060300000	0.018782517230	3.217827258000	14.097387960000
0.037565034470	13.442917980000	10.428506300000	0.037565034470	3.218117279000	14.096867480000
0.056347551700	13.443322930000	10.428307420000	0.056347551700	3.217079295000	14.096986230000
0.075130068930	13.442222810000	10.427956270000	0.075130068930	3.217749320000	14.096890990000
0.093912586160	13.441083810000	10.428105580000	0.093912586160	3.218159268000	14.096442900000
0.112695103400	13.441809160000	10.427759390000	0.112695103400	3.216927341000	14.097554660000
0.131477620600	13.440365510000	10.428473920000	0.131477620600	3.216166527000	14.097708820000
0.150260137900	13.440011150000	10.428159350000	0.150260137900	3.216411982000	14.097563860000
0.169042655100	13.439955790000	10.427597520000	0.169042655100	3.218073446000	14.097719770000
0.187825172300	13.439109730000	10.427825870000	0.187825172300	3.216303278000	14.097846130000
0.206607689600	13.438640010000	10.427683900000	0.206607689600	3.216612850000	14.097475430000
0.225390206800	13.437247020000	10.427363520000	0.225390206800	3.215686442000	14.097490950000
0.244172724000	13.438076480000	10.427757780000	0.244172724000	3.215683451000	14.097434600000
0.262955241300	13.436050070000	10.428124140000	0.262955241300	3.216729780000	14.097181030000
0.281737758500	13.431768330000	10.428091300000	0.281737758500	3.214560365000	14.097489180000
0.300520275700	13.432915970000	10.428655680000	0.300520275700	3.216112382000	14.097532250000
0.319302793000	13.433458120000	10.428813080000	0.319302793000	3.213780591000	14.097887550000
0.338085310200	13.434672850000	10.428230720000	0.338085310200	3.215210641000	14.097409630000
0.356867827400	13.436235260000	10.428537170000	0.356867827400	3.216394154000	14.097525390000
0.375650344700	13.435470740000	10.428371120000	0.375650344700	3.216690776000	14.097400290000
0.394432861900	13.436103180000	10.428182190000	0.394432861900	3.216588546000	14.097528710000
0.413215379100	13.435486620000	10.428129250000	0.413215379100	3.217119524000	14.097192910000
0.431997896400	13.436092390000	10.428035720000	0.431997896400	3.216121874000	14.097446020000
0.450780413600	13.436671040000	10.427808720000	0.450780413600	3.214305441000	14.097406330000
