GFsup			GFext		
t	x	y	t	x	y
0.00000000000000	4.89771168200000	18.86607325000000	0.00000000000000	-1.60403117700000	24.23651986000000
0.05359056806000	4.90647761300000	18.86475691000000	0.05359056806000	-1.60301835800000	24.23653272000000
0.10718113610000	4.89559956800000	18.86545845000000	0.10718113610000	-1.60468218000000	24.23647576000000
0.16077170420000	4.88933157300000	18.86593974000000	0.16077170420000	-1.60440738200000	24.23663783000000
0.21436227220000	4.90713473000000	18.86599231000000	0.21436227220000	-1.60380489400000	24.23667663000000
0.26795284030000	4.89526806000000	18.86728539000000	0.26795284030000	-1.60435918600000	24.23657923000000
0.32154340840000	4.88467603800000	18.86540476000000	0.32154340840000	-1.60589039700000	24.23679370000000
0.37513397640000	4.88161107100000	18.86052900000000	0.37513397640000	-1.60706513400000	24.23680437000000
0.42872454450000	4.93117005500000	18.86602998000000	0.42872454450000	-1.60503820300000	24.23646710000000
0.48231511250000	5.02732315400000	18.86753008000000	0.48231511250000	-1.60396233200000	24.23640226000000
0.53590568060000	4.92095618200000	18.86624730000000	0.53590568060000	-1.60660529300000	24.23662284000000
0.58949624870000	4.95468266300000	18.86728120000000	0.58949624870000	-1.60438445300000	24.23673743000000
0.64308681670000	5.06069510100000	18.87327876000000	0.64308681670000	-1.60386102600000	24.23654128000000
0.69667738480000	4.94538590100000	18.87339152000000	0.69667738480000	-1.60301024000000	24.23722876000000
0.75026795280000	4.88661618700000	18.86437736000000	0.75026795280000	-1.60536252800000	24.23706279000000
0.80385852090000	4.88850017300000	18.86625023000000	0.80385852090000	-1.60577560300000	24.23712744000000
0.85744908900000	4.89132659300000	18.86865942000000	0.85744908900000	-1.60780566100000	24.23680455000000
0.91103965700000	5.04104712100000	18.87415306000000	0.91103965700000	-1.60309019600000	24.23696866000000
0.96463022510000	4.96792734700000	18.86852487000000	0.96463022510000	-1.60594234100000	24.23669403000000
1.01822079300000	4.92522561900000	18.86867207000000	1.01822079300000	-1.60751017300000	24.23685123000000
1.07181136100000	4.91006178300000	18.86937208000000	1.07181136100000	-1.60728566600000	24.23699254000000
1.12540192900000	4.89811006700000	18.86805230000000	1.12540192900000	-1.60669800800000	24.23734793000000
1.17899249700000	4.82823089100000	18.86714870000000	1.17899249700000	-1.60758059700000	24.23765099000000
1.23258306500000	4.87714096900000	18.86956237000000	1.23258306500000	-1.60701775800000	24.23734452000000
1.28617363300000	4.94952769500000	18.87475746000000	1.28617363300000	-1.60781972000000	24.23742233000000
1.33976420200000	4.90951951900000	18.87123002000000	1.33976420200000	-1.60631346900000	24.23702257000000
1.39335477000000	4.91371613200000	18.87055402000000	1.39335477000000	-1.60563263000000	24.23719707000000
