GFsup			GFextUNCLEAR		
t	x	y	t	x	y
0.00000000000000	-13.01040189000000	16.98493994000000	0.00000000000000	-0.91261060400000	25.13827391000000
0.05526083112000	-12.99671509000000	16.98214770000000	0.05526083112000	-0.91404679290000	25.13839929000000
0.11052166220000	-12.96018186000000	16.97944979000000	0.11052166220000	-0.91197308130000	25.13834144000000
0.16578249340000	-12.83156476000000	16.97759073000000	0.16578249340000	-0.91218715460000	25.13815015000000
0.22104332450000	-12.74702720000000	16.97698252000000	0.22104332450000	-0.91213979430000	25.13891832000000
0.27630415560000	-12.75478968000000	16.98883779000000	0.27630415560000	-0.90396069470000	25.13750214000000
0.33156498670000	-12.73810476000000	16.99392310000000	0.33156498670000	-0.91009430090000	25.13867091000000
0.38682581790000	-12.75710547000000	16.99717473000000	0.38682581790000	-0.90908778760000	25.13887671000000
0.44208664900000	-12.74296070000000	16.98922541000000	0.44208664900000	-0.91000326100000	25.13957861000000
0.49734748010000	-12.76000193000000	16.98588682000000	0.49734748010000	-0.90882363470000	25.13998586000000
0.55260831120000	-12.78220415000000	16.98129537000000	0.55260831120000	-0.90545090470000	25.14038329000000
0.60786914240000	-12.79946140000000	16.97676307000000	0.60786914240000	-0.90898961390000	25.14001984000000
0.66312997350000	-12.79319794000000	16.97537809000000	0.66312997350000	-0.90563401970000	25.14032931000000
0.71839080460000	-12.80824915000000	16.97674880000000	0.71839080460000	-0.90870386710000	25.13963169000000
0.77365163570000	-12.85056375000000	16.97311526000000	0.77365163570000	-0.90719749470000	25.13908386000000
0.82891246680000	-12.80598318000000	16.97743743000000	0.82891246680000	-0.91215569760000	25.13893596000000
0.88417329800000	-12.87216249000000	16.96383096000000	0.88417329800000	-0.91014782910000	25.13860218000000
0.93943412910000	-12.84038614000000	16.96475001000000	0.93943412910000	-0.91035590940000	25.13916132000000
0.99469496020000	-12.82927832000000	16.96638033000000	0.99469496020000	-0.91294762660000	25.13899693000000
1.04995579100000	-12.83002716000000	16.96624800000000	1.04995579100000	-0.90925822870000	25.13907579000000
1.10521662200000	-12.82825569000000	16.96673769000000	1.10521662200000	-0.90997247910000	25.13956741000000
1.16047745400000	-12.80735125000000	16.96550611000000	1.16047745400000	-0.91446057720000	25.13882872000000
1.21573828500000	-12.80148881000000	16.96447262000000	1.21573828500000	-0.91190807700000	25.13903628000000
1.27099911600000	-12.81276330000000	16.96357441000000	1.27099911600000	-0.91459406850000	25.13887036000000
1.32625994700000	-12.80301410000000	16.96387872000000	1.32625994700000	-0.91565211780000	25.13819865000000
1.38152077800000	-12.79558397000000	16.96415637000000	1.38152077800000	-0.91922643530000	25.13820543000000
