GFsup2BEST?			GFext		
t	x	y	t	x	y
0.00000000000000	-0.33116121990000	17.39467881000000	0.00000000000000	19.76238171000000	24.93521690000000
0.05526083112000	-0.32648006830000	17.39551965000000	0.05526083112000	19.76140308000000	24.93494058000000
0.11052166220000	-0.32032423080000	17.39613636000000	0.11052166220000	19.76173263000000	24.93461680000000
0.16578249340000	-0.32622367680000	17.39680315000000	0.16578249340000	19.76148073000000	24.93464128000000
0.22104332450000	-0.32374637830000	17.39576080000000	0.22104332450000	19.76247518000000	24.93406682000000
0.27630415560000	-0.32551181310000	17.39656725000000	0.27630415560000	19.76030794000000	24.93415022000000
0.33156498670000	-0.31523338150000	17.39868022000000	0.33156498670000	19.75994497000000	24.93390592000000
0.38682581790000	-0.32559354560000	17.39685038000000	0.38682581790000	19.76091592000000	24.93352012000000
0.44208664900000	-0.33416259810000	17.39782008000000	0.44208664900000	19.75782418000000	24.93316366000000
0.49734748010000	-0.32497979380000	17.39905396000000	0.49734748010000	19.75730561000000	24.93308538000000
0.55260831120000	-0.29328883660000	17.40253678000000	0.55260831120000	19.75792883000000	24.93210088000000
0.60786914240000	-0.27031193370000	17.40502795000000	0.60786914240000	19.75807947000000	24.93226109000000
0.66312997350000	-0.22345007230000	17.40881144000000	0.66312997350000	19.75940647000000	24.93201303000000
0.71839080460000	-0.24267643300000	17.39862801000000	0.71839080460000	19.75922151000000	24.93189454000000
0.77365163570000	-0.23216320810000	17.40228691000000	0.77365163570000	19.75744717000000	24.93087055000000
0.82891246680000	-0.23211397360000	17.40032617000000	0.82891246680000	19.75602105000000	24.93119841000000
0.88417329800000	-0.21517221010000	17.40818098000000	0.88417329800000	19.75530106000000	24.93098370000000
0.93943412910000	-0.20431113960000	17.40963650000000	0.93943412910000	19.75920321000000	24.93079850000000
0.99469496020000	-0.17337953370000	17.41014225000000	0.99469496020000	19.75792864000000	24.93065781000000
1.04995579100000	-0.26043227060000	17.40322465000000	1.04995579100000	19.75504770000000	24.93024305000000
1.10521662200000	-0.30043061630000	17.40138378000000	1.10521662200000	19.75391521000000	24.92942725000000
1.16047745400000	-0.22008568150000	17.40234207000000	1.16047745400000	19.75260115000000	24.92742085000000
1.21573828500000	-0.22213290920000	17.40341977000000	1.21573828500000	19.75671113000000	24.92836159000000
1.27099911600000	-0.21479149570000	17.40268870000000	1.27099911600000	19.75444970000000	24.92904411000000
1.32625994700000	-0.23812479700000	17.40028808000000	1.32625994700000	19.75581436000000	24.92889355000000
1.38152077800000	-0.24854485440000	17.39926857000000	1.38152077800000	19.75283945000000	24.92732642000000
1.43678160900000	-0.27651889610000	17.39936029000000	1.43678160900000	19.74464919000000	24.92801039000000
1.49204244000000	-0.22199821290000	17.39790184000000	1.49204244000000	19.74015425000000	24.92651147000000
1.54730327100000	-0.22534486830000	17.39927211000000	1.54730327100000	19.73834708000000	24.92723910000000
1.60256410300000	-0.22543749410000	17.39570027000000	1.60256410300000	19.74722868000000	24.92529509000000
1.65782493400000	-0.21047109470000	17.39813504000000	1.65782493400000	19.74172258000000	24.92544964000000
1.71308576500000	-0.20391638440000	17.39928155000000	1.71308576500000	19.74281488000000	24.92528946000000
1.76834659600000	-0.20207025800000	17.39718078000000	1.76834659600000	19.74059624000000	24.92494975000000
1.82360742700000	-0.19717488940000	17.39727068000000	1.82360742700000	19.74875867000000	24.92548926000000
1.87886825800000	-0.21277439010000	17.39503604000000	1.87886825800000	19.74230116000000	24.92527584000000
1.93412908900000	-0.21564980890000	17.39437282000000	1.93412908900000	19.73884675000000	24.92506150000000
1.98938992000000	-0.23172801870000	17.39346410000000	1.98938992000000	19.73490574000000	24.92387401000000
2.04465075200000	-0.25117920030000	17.39097787000000	2.04465075200000	19.73837691000000	24.92439479000000
2.09991158300000	-0.22642854700000	17.39356131000000	2.09991158300000	19.73952287000000	24.92457138000000
2.15517241400000	-0.22041503460000	17.39369056000000	2.15517241400000	19.74181702000000	24.92592642000000
