GMfasUSE			GMext		
t	x	y	t	x	y
0.000000000000	6.800998870000	0.351913423100	0.000000000000	26.798758020000	13.157351400000
0.025255714110	6.799789075000	0.350557641400	0.025255714110	26.798256150000	13.157437160000
0.050511428210	6.800923246000	0.350427603900	0.050511428210	26.798166570000	13.157126390000
0.075767142320	6.802020237000	0.350277139700	0.075767142320	26.798230620000	13.156982300000
0.101022856400	6.802498467000	0.348777676300	0.101022856400	26.798273660000	13.156900490000
0.126278570500	6.803729292000	0.349155665700	0.126278570500	26.798414520000	13.156826010000
0.151534284600	6.806479025000	0.349088341400	0.151534284600	26.797922780000	13.157040530000
0.176789998700	6.810109224000	0.349132901400	0.176789998700	26.798351400000	13.156896560000
0.202045712800	6.806240405000	0.349526333100	0.202045712800	26.797949580000	13.156892350000
0.227301426900	6.804752736000	0.349600633100	0.227301426900	26.798621960000	13.156924540000
0.252557141100	6.804947698000	0.348846111400	0.252557141100	26.798745770000	13.157100120000
0.277812855200	6.806190786000	0.349257399300	0.277812855200	26.798504960000	13.156782950000
0.303068569300	6.806585532000	0.348757589700	0.303068569300	26.799100690000	13.156928940000
0.328324283400	6.805763948000	0.349325158400	0.328324283400	26.798699920000	13.156871520000
0.353579997500	6.809244581000	0.348583838700	0.353579997500	26.798587280000	13.156710240000
0.378835711600	6.811142213000	0.348476009800	0.378835711600	26.798582870000	13.156578370000
0.404091425700	6.812637568000	0.348059288300	0.404091425700	26.798537780000	13.156712480000
0.429347139800	6.818153048000	0.346772242000	0.429347139800	26.798666970000	13.156725860000
0.454602853900	6.815998622000	0.346623526800	0.454602853900	26.798587890000	13.156597280000
0.479858568000	6.817409139000	0.345144969100	0.479858568000	26.798598970000	13.156496300000
0.505114282100	6.817215247000	0.345038412300	0.505114282100	26.798223360000	13.156270600000
0.530369996200	6.824002266000	0.343835040800	0.530369996200	26.798268110000	13.156479710000
0.555625710300	6.819720110000	0.345747361400	0.555625710300	26.798481890000	13.156329330000
0.580881424400	6.823432741000	0.346054024300	0.580881424400	26.798789140000	13.156202390000
0.606137138500	6.821015250000	0.346309211900	0.606137138500	26.798408970000	13.156526640000
0.631392852600	6.819937789000	0.346064550300	0.631392852600	26.798519760000	13.156334900000
0.656648566700	6.815657450000	0.346952454900	0.656648566700	26.798266210000	13.156620290000
0.681904280800	6.808493565000	0.348875948700	0.681904280800	26.798194660000	13.156624010000
0.707159994900	6.804652627000	0.350115889400	0.707159994900	26.798520480000	13.156876340000
0.732415709100	6.801184007000	0.350976501000	0.732415709100	26.798588610000	13.156979770000
0.757671423200	6.798184819000	0.352429923100	0.757671423200	26.797978350000	13.157462170000
0.782927137300	6.797556403000	0.353135910300	0.782927137300	26.798422110000	13.157779200000
0.808182851400	6.798748285000	0.353147524700	0.808182851400	26.797872130000	13.157884990000
0.833438565500	6.798223356000	0.353893874300	0.833438565500	26.797948480000	13.157933130000
0.858694279600	6.797358569000	0.353800568600	0.858694279600	26.798325310000	13.157956030000
0.883949993700	6.798139666000	0.353067838000	0.883949993700	26.798417430000	13.157706980000
0.909205707800	6.800010497000	0.352001790100	0.909205707800	26.798254910000	13.157622230000
