GMfasBEST			GMext		
t	x	y	t	x	y
0.00000000000	4.77347176200	1.23689034400	0.00000000000	5.87032729300	10.68090509000
0.05961251863	4.78807529200	1.23466870100	0.05961251863	5.86949780200	10.67982027000
0.11922503730	4.86533738600	1.22821318200	0.11922503730	5.86771383800	10.67995332000
0.17883755590	5.09951151200	1.18515461800	0.17883755590	5.86774103700	10.67995564000
0.23845007450	5.18973013100	1.18321358200	0.23845007450	5.86763138100	10.68046522000
0.29806259310	5.23782007800	1.17902175200	0.29806259310	5.86600198200	10.68016348000
0.35767511180	5.31524322200	1.17449128900	0.35767511180	5.86815441000	10.67972161000
0.41728763040	5.40230947700	1.16747686800	0.41728763040	5.86680362000	10.68021746000
0.47690014900	5.49420926700	1.16098668600	0.47690014900	5.86759707000	10.68012786000
0.53651266770	5.55751734600	1.15259092400	0.53651266770	5.86691925900	10.68004307000
0.59612518630	5.65655434300	1.14068005800	0.59612518630	5.86861150100	10.67956575000
0.65573770490	5.69819793900	1.13548810600	0.65573770490	5.86467814100	10.67958623000
0.71535022350	5.73490140300	1.13275334900	0.71535022350	5.86409427100	10.67939017000
0.77496274220	5.88127063400	1.11874512800	0.77496274220	5.86294080000	10.67928893000
0.83457526080	5.96151303900	1.10889649100	0.83457526080	5.85965172900	10.68029432000
0.89418777940	6.00934942100	1.10530982500	0.89418777940	5.86459476200	10.67941982000
0.95380029810	6.08448277200	1.09724487600	0.95380029810	5.85364156600	10.68061658000
1.01341281700	6.27222651600	1.07482848800	1.01341281700	5.85290280100	10.68149774000
1.07302533500	6.41017758000	1.06343302800	1.07302533500	5.85171851400	10.68113888000
1.13263785400	6.45833949100	1.06257177200	1.13263785400	5.84803241600	10.68190522000
1.19225037300	6.56707202600	1.04951576800	1.19225037300	5.85019841000	10.68206457000
1.25186289100	6.63808935900	1.04694235300	1.25186289100	5.84692817100	10.68249626000
1.31147541000	6.82320123600	1.03206944000	1.31147541000	5.84785746900	10.68235113000
1.37108792800	6.81038154000	1.03281101400	1.37108792800	5.85002780600	10.68166815000
1.43070044700	6.88534222800	1.02637231000	1.43070044700	5.85019470300	10.68215967000
1.49031296600	6.92517597100	1.02602255200	1.49031296600	5.85014012300	10.68220495000
1.54992548400	7.04760890300	1.00785313200	1.54992548400	5.85291754300	10.68216627000
1.60953800300	7.13399906600	1.00182321800	1.60953800300	5.85135052600	10.68288689000
1.66915052200	7.21893771600	0.99257057570	1.66915052200	5.85304923600	10.68318532000
1.72876304000	7.29663566800	0.98781960820	1.72876304000	5.85300685600	10.68243408000
1.78837555900	7.38066167000	0.98315068090	1.78837555900	5.85082688700	10.68296988000
1.84798807700	7.48153371400	0.97434315210	1.84798807700	5.85298782500	10.68283635000
1.90760059600	7.62253986300	0.95903802170	1.90760059600	5.85407625200	10.68341152000
1.96721311500	7.69635497900	0.95120859170	1.96721311500	5.85342913500	10.68361584000
2.02682563300	7.76153255600	0.94484255720	2.02682563300	5.85292786800	10.68290964000
2.08643815200	7.80674781700	0.94370241220	2.08643815200	5.85449848100	10.68365695000
2.14605067100	7.88801986300	0.93630561200	2.14605067100	5.85494527400	10.68418131000
2.20566318900	7.93578237800	0.92832554660	2.20566318900	5.85444605000	10.68491449000
2.26527570800	8.04769124800	0.91832815060	2.26527570800	5.85173422000	10.68479789000
2.32488822700	8.11178586000	0.91169812940	2.32488822700	5.85407315700	10.68466255000
2.38450074500	8.14035401700	0.90662527530	2.38450074500	5.85994522700	10.68445840000
2.44411326400	8.22839476300	0.89565895020	2.44411326400	5.85686167800	10.68338835000
2.50372578200	8.27959359100	0.88287729680	2.50372578200	5.85742506700	10.68374706000
2.56333830100	8.37257787400	0.87704895200	2.56333830100	5.85785072700	10.68234884000
2.62295082000	8.41432845600	0.87521440500	2.62295082000	5.85787025400	10.68140301000
2.68256333800	8.53309819300	0.86452409960	2.68256333800	5.85868452600	10.68297081000
2.74217585700	8.59099266200	0.85780621290	2.74217585700	5.85630239000	10.68280296000
2.80178837600	8.69682582200	0.84651817590	2.80178837600	5.85752044000	10.68162997000
2.86140089400	8.73981922100	0.84069159710	2.86140089400	5.85576187800	10.68114599000
2.92101341300	8.85248971800	0.82780161400	2.92101341300	5.85742022100	10.68094022000
2.98062593100	8.88338282700	0.82221337930	2.98062593100	5.85373189200	10.68119689000
3.04023845000	8.97623832100	0.81195523630	3.04023845000	5.85555950500	10.68090991000
3.09985096900	9.13772973000	0.79200706910	3.09985096900	5.85690895200	10.67977279000
3.15946348700	9.17190386000	0.78720078420	3.15946348700	5.84983616300	10.68039010000
