mass_A			mass_B		
t	x	y	t	x	y
0.000000000000	18.842461130000	-6.485312202000	0.000000000000	0.000000000000	0.000000000000
0.059612518630	18.858628140000	-6.486814552000	0.059612518630	0.000000000000	0.000000000000
0.119225037300	18.844504740000	-6.485536434000	0.119225037300	0.000000000000	0.000000000000
0.178837555900	18.821319140000	-6.487239538000	0.178837555900	0.000000000000	0.000000000000
0.238450074500	18.821109870000	-6.487403998000	0.238450074500	0.000000000000	0.000000000000
0.298062593100	18.837552390000	-6.485832012000	0.298062593100	0.000000000000	0.000000000000
0.357675111800	18.829727840000	-6.484656829000	0.357675111800	0.000000000000	0.000000000000
0.417287630400	18.833699330000	-6.483936769000	0.417287630400	0.000000000000	0.000000000000
0.476900149000	18.830366690000	-6.484899377000	0.476900149000	0.000000000000	0.000000000000
0.536512667700	18.840684020000	-6.485969814000	0.536512667700	0.000000000000	0.000000000000
0.596125186300	18.783991020000	-6.486903581000	0.596125186300	0.000000000000	0.000000000000
0.655737704900	18.758404470000	-6.485442258000	0.655737704900	0.000000000000	0.000000000000
0.715350223500	18.728951310000	-6.484631530000	0.715350223500	0.000000000000	0.000000000000
0.774962742200	18.699632980000	-6.485291162000	0.774962742200	0.000000000000	0.000000000000
0.834575260800	18.719177900000	-6.485699223000	0.834575260800	0.000000000000	0.000000000000
0.894187779400	18.723041370000	-6.487741741000	0.894187779400	0.000000000000	0.000000000000
0.953800298100	18.702467810000	-6.488136325000	0.953800298100	0.000000000000	0.000000000000
1.013412817000	18.692943320000	-6.486503889000	1.013412817000	0.000000000000	0.000000000000
1.073025335000	18.701802400000	-6.485779272000	1.073025335000	0.000000000000	0.000000000000
1.132637854000	18.808955280000	-6.484353190000	1.132637854000	0.000000000000	0.000000000000
1.192250373000	18.845122390000	-6.481525293000	1.192250373000	0.000000000000	0.000000000000
1.251862891000	18.862221820000	-6.475375481000	1.251862891000	0.000000000000	0.000000000000
1.311475410000	18.950318060000	-6.474217403000	1.311475410000	0.000000000000	0.000000000000
1.371087928000	18.977623590000	-6.476151438000	1.371087928000	0.000000000000	0.000000000000
1.430700447000	19.001138300000	-6.473960410000	1.430700447000	0.000000000000	0.000000000000
1.490312966000	19.089207090000	-6.468375592000	1.490312966000	0.000000000000	0.000000000000
1.549925484000	19.105244940000	-6.464114974000	1.549925484000	0.000000000000	0.000000000000
1.609538003000	19.106771470000	-6.467650852000	1.609538003000	0.000000000000	0.000000000000
1.669150522000	19.248295390000	-6.467141845000	1.669150522000	0.000000000000	0.000000000000
1.728763040000	19.314827100000	-6.466856896000	1.728763040000	0.000000000000	0.000000000000
1.788375559000	19.289041700000	-6.455046600000	1.788375559000	0.000000000000	0.000000000000
1.847988077000	19.370707530000	-6.455333334000	1.847988077000	0.000000000000	0.000000000000
1.907600596000	19.470641480000	-6.453896723000	1.907600596000	0.000000000000	0.000000000000
1.967213115000	19.534833450000	-6.463020776000	1.967213115000	0.000000000000	0.000000000000
2.026825633000	19.592633510000	-6.463611027000	2.026825633000	0.000000000000	0.000000000000
2.086438152000	19.650497860000	-6.460957540000	2.086438152000	0.000000000000	0.000000000000
2.146050671000	19.762383390000	-6.468975734000	2.146050671000	0.000000000000	0.000000000000
2.205663189000	19.812337570000	-6.465704253000	2.205663189000	0.000000000000	0.000000000000
2.265275708000	19.867906300000	-6.457212849000	2.265275708000	0.000000000000	0.000000000000
2.324888227000	19.888897840000	-6.453613101000	2.324888227000	0.000000000000	0.000000000000
2.384500745000	19.848864720000	-6.445168534000	2.384500745000	0.000000000000	0.000000000000
2.444113264000	19.877397320000	-6.436769175000	2.444113264000	0.000000000000	0.000000000000
2.503725782000	19.958322090000	-6.429768978000	2.503725782000	0.000000000000	0.000000000000
2.563338301000	19.918423440000	-6.419769201000	2.563338301000	0.000000000000	0.000000000000
2.622950820000	19.767990940000	-6.411799803000	2.622950820000	0.000000000000	0.000000000000
2.682563338000	19.783675440000	-6.413180081000	2.682563338000	0.000000000000	0.000000000000
2.742175857000	19.605622650000	-6.408974066000	2.742175857000	0.000000000000	0.000000000000
2.801788376000	19.554684480000	-6.419705108000	2.801788376000	0.000000000000	0.000000000000
2.861400894000	19.421155620000	-6.423623306000	2.861400894000	0.000000000000	0.000000000000
2.921013413000	19.287261530000	-6.426079925000	2.921013413000	0.000000000000	0.000000000000
2.980625931000	19.267946660000	-6.423466925000	2.980625931000	0.000000000000	0.000000000000
3.040238450000	19.116832350000	-6.431687126000	3.040238450000	0.000000000000	0.000000000000
3.099850969000	18.931695220000	-6.440801881000	3.099850969000	0.000000000000	0.000000000000
3.159463487000	18.874358070000	-6.440825819000	3.159463487000	0.000000000000	0.000000000000
3.219076006000	18.794841520000	-6.442854793000	3.219076006000	0.000000000000	0.000000000000
3.278688525000	18.692861860000	-6.458798862000	3.278688525000	0.000000000000	0.000000000000
3.338301043000	18.487394850000	-6.477269471000	3.338301043000	0.000000000000	0.000000000000
3.397913562000	18.429451040000	-6.488437227000	3.397913562000	0.000000000000	0.000000000000
3.457526080000	18.316179450000	-6.494468356000	3.457526080000	0.000000000000	0.000000000000
3.517138599000	18.272050790000	-6.495699377000	3.517138599000	0.000000000000	0.000000000000
3.576751118000	18.184399180000	-6.502505013000	3.576751118000	0.000000000000	0.000000000000
3.636363636000	18.137682110000	-6.494721328000	3.636363636000	0.000000000000	0.000000000000
3.695976155000	18.094456830000	-6.498052000000	3.695976155000	0.000000000000	0.000000000000
3.755588674000	18.009614580000	-6.503579187000	3.755588674000	0.000000000000	0.000000000000
3.815201192000	17.916433300000	-6.506670257000	3.815201192000	0.000000000000	0.000000000000
3.874813711000	17.807433470000	-6.513481940000	3.874813711000	0.000000000000	0.000000000000
3.934426230000	17.691523110000	-6.518750359000	3.934426230000	0.000000000000	0.000000000000
3.994038748000	17.620517020000	-6.517655277000	3.994038748000	0.000000000000	0.000000000000
4.053651267000	17.469361310000	-6.531741348000	4.053651267000	0.000000000000	0.000000000000
4.113263785000	17.371530870000	-6.540463561000	4.113263785000	0.000000000000	0.000000000000
4.172876304000	17.272004080000	-6.547819981000	4.172876304000	0.000000000000	0.000000000000
4.232488823000	17.139350870000	-6.558619073000	4.232488823000	0.000000000000	0.000000000000
4.292101341000	17.040104560000	-6.559036747000	4.292101341000	0.000000000000	0.000000000000
4.351713860000	16.915492110000	-6.564083948000	4.351713860000	0.000000000000	0.000000000000
4.411326379000	16.776102120000	-6.569821717000	4.411326379000	0.000000000000	0.000000000000
4.470938897000	16.625250540000	-6.582078933000	4.470938897000	0.000000000000	0.000000000000
4.530551416000	16.498593820000	-6.595500607000	4.530551416000	0.000000000000	0.000000000000
4.590163934000	16.337483120000	-6.601284868000	4.590163934000	0.000000000000	0.000000000000
4.649776453000	16.241275800000	-6.604842226000	4.649776453000	0.000000000000	0.000000000000
