SOLfas			SOLext		
t	x	y	t	x	y
0.00000000000000	4.61105140200000	10.96030019000000	0.00000000000000	-7.60461356900000	14.82296105000000
0.05961251863000	4.69381955100000	10.96268865000000	0.05961251863000	-7.60242839400000	14.82419871000000
0.11922503730000	4.76329836700000	10.95955956000000	0.11922503730000	-7.60288851900000	14.82566168000000
0.17883755590000	4.76623817500000	10.96105513000000	0.17883755590000	-7.60337530100000	14.82766994000000
0.23845007450000	4.83957927300000	10.96561802000000	0.23845007450000	-7.60614483700000	14.82670576000000
0.29806259310000	4.90065121000000	10.97332775000000	0.29806259310000	-7.61022505500000	14.82755035000000
0.35767511180000	4.93223711800000	10.96784133000000	0.35767511180000	-7.59814959000000	14.83324271000000
0.41728763040000	4.97872535500000	10.97300746000000	0.41728763040000	-7.60776000000000	14.83221595000000
0.47690014900000	5.05031681000000	10.97933777000000	0.47690014900000	-7.60888163800000	14.83236449000000
0.53651266770000	5.07771325500000	10.96787657000000	0.53651266770000	-7.60635293900000	14.83635125000000
0.59612518630000	5.07985113900000	10.96554693000000	0.59612518630000	-7.60584611500000	14.83700900000000
0.65573770490000	5.12956989800000	10.96690485000000	0.65573770490000	-7.59389387200000	14.83949376000000
0.71535022350000	5.18586052900000	10.97834492000000	0.71535022350000	-7.59893037800000	14.83780318000000
0.77496274220000	5.21110407800000	10.98235298000000	0.77496274220000	-7.59992009400000	14.83847641000000
0.83457526080000	5.24077276300000	10.98099524000000	0.83457526080000	-7.60413226100000	14.83794570000000
0.89418777940000	5.26528065000000	10.98667904000000	0.89418777940000	-7.60456533400000	14.83720460000000
0.95380029810000	5.33375850700000	10.97846054000000	0.95380029810000	-7.60645362200000	14.83872988000000
1.01341281700000	5.38197569700000	10.97721362000000	1.01341281700000	-7.60974579900000	14.83965828000000
1.07302533500000	5.35896893500000	10.97777250000000	1.07302533500000	-7.60646511000000	14.83650616000000
1.13263785400000	5.48236713400000	10.97844858000000	1.13263785400000	-7.60715043300000	14.83727145000000
1.19225037300000	5.53632931200000	10.97934851000000	1.19225037300000	-7.60051209900000	14.83550714000000
1.25186289100000	5.58415014700000	10.98348191000000	1.25186289100000	-7.60717301800000	14.83341772000000
1.31147541000000	5.61814483200000	10.99092763000000	1.31147541000000	-7.60899698900000	14.83252478000000
1.37108792800000	5.75633199100000	10.98834971000000	1.37108792800000	-7.60673349200000	14.83539588000000
1.43070044700000	5.77619272500000	10.98873536000000	1.43070044700000	-7.61152920200000	14.83557948000000
1.49031296600000	5.80914248000000	10.99091358000000	1.49031296600000	-7.61619337300000	14.83626895000000
1.54992548400000	5.91137463700000	10.98990296000000	1.54992548400000	-7.61662576700000	14.83716684000000
1.60953800300000	5.91563852200000	10.99689475000000	1.60953800300000	-7.62074554700000	14.83748733000000
1.66915052200000	5.94005737600000	11.00212656000000	1.66915052200000	-7.61932857400000	14.83816170000000
1.72876304000000	6.06125695000000	11.02250905000000	1.72876304000000	-7.62303976100000	14.83783987000000
1.78837555900000	6.20890475400000	11.03233827000000	1.78837555900000	-7.62677011200000	14.83967972000000
1.84798807700000	6.27545795500000	11.04203432000000	1.84798807700000	-7.62509302800000	14.84039367000000
1.90760059600000	6.26405785800000	11.04381505000000	1.90760059600000	-7.63172804900000	14.84120188000000
1.96721311500000	6.24272335100000	11.04481572000000	1.96721311500000	-7.63250152100000	14.84386894000000
2.02682563300000	6.26985193000000	11.04638512000000	2.02682563300000	-7.63732259500000	14.84540066000000
2.08643815200000	6.33761558100000	11.04287023000000	2.08643815200000	-7.63502129800000	14.84529868000000
2.14605067100000	6.37240377300000	11.04905943000000	2.14605067100000	-7.63596900500000	14.84669262000000
2.20566318900000	6.37234307100000	11.05100295000000	2.20566318900000	-7.63522737300000	14.84677519000000
2.26527570800000	6.50387195600000	11.05635624000000	2.26527570800000	-7.63194345600000	14.84608157000000
2.32488822700000	6.52965274100000	11.05670506000000	2.32488822700000	-7.63164951400000	14.84595240000000
2.38450074500000	6.54557156200000	11.05910878000000	2.38450074500000	-7.63054578100000	14.84424200000000
2.44411326400000	6.59296038700000	11.06079457000000	2.44411326400000	-7.63363569300000	14.84557556000000
2.50372578200000	6.63004843100000	11.05985902000000	2.50372578200000	-7.63307637700000	14.84463154000000
2.56333830100000	6.70085443700000	11.06093820000000	2.56333830100000	-7.63602922400000	14.84595952000000
2.62295082000000	6.75118976100000	11.06137954000000	2.62295082000000	-7.63983465700000	14.84518595000000
2.68256333800000	6.77728484400000	11.06109258000000	2.68256333800000	-7.64491555200000	14.84534154000000
2.74217585700000	6.78611217300000	11.06521742000000	2.74217585700000	-7.65154708900000	14.84748337000000
2.80178837600000	6.85670693100000	11.06578756000000	2.80178837600000	-7.64899678600000	14.84706966000000
2.86140089400000	6.92048428500000	11.06240168000000	2.86140089400000	-7.65607507500000	14.84938650000000
2.92101341300000	6.94719460200000	11.06289712000000	2.92101341300000	-7.68440683500000	14.84717750000000
2.98062593100000	7.02579849300000	11.05863957000000	2.98062593100000	-7.68068450500000	14.84839616000000
3.04023845000000	7.07558757300000	11.06150261000000	3.04023845000000	-7.69093674000000	14.84613369000000
3.09985096900000	7.07723025300000	11.05855620000000	3.09985096900000	-7.69496654500000	14.84640312000000
3.15946348700000	7.09441224800000	11.06294929000000	3.15946348700000	-7.69901788700000	14.84483020000000
3.21907600600000	7.15106903600000	11.07124505000000	3.21907600600000	-7.70957292600000	14.84305763000000
3.27868852500000	7.07134746100000	11.06121499000000	3.27868852500000	-7.71966228900000	14.84160520000000
3.33830104300000	7.06145872400000	11.06428213000000	3.33830104300000	-7.71989593200000	14.83847074000000
3.39791356200000	7.10199797200000	11.07058901000000	3.39791356200000	-7.72204499500000	14.83916020000000
3.45752608000000	7.17115211200000	11.07028205000000	3.45752608000000	-7.72437387300000	14.83893948000000
3.51713859900000	7.25913546500000	11.07334390000000	3.51713859900000	-7.71674228400000	14.83988113000000
3.57675111800000	7.38358010900000	11.08118936000000	3.57675111800000	-7.72489251500000	14.83719159000000
3.63636363600000	7.43143739000000	11.06729602000000	3.63636363600000	-7.73300185900000	14.84131564000000
3.69597615500000	7.52075067700000	11.09396882000000	3.69597615500000	-7.74548436500000	14.84043659000000
3.75558867400000	7.61824940300000	11.10880883000000	3.75558867400000	-7.74840671600000	14.84018377000000
3.81520119200000	7.60344029100000	11.11208877000000	3.81520119200000	-7.75082052200000	14.83943034000000
3.87481371100000	7.63068248500000	11.10417674000000	3.87481371100000	-7.75686238700000	14.83980170000000
3.93442623000000	7.68504599500000	11.11313260000000	3.93442623000000	-7.75671263400000	14.83901258000000
3.99403874800000	7.74394498600000	11.11888203000000	3.99403874800000	-7.75509826400000	14.83872716000000
4.05365126700000	7.80087869700000	11.12140074000000	4.05365126700000	-7.77063175600000	14.83581632000000
4.11326378500000	7.86295814200000	11.12773667000000	4.11326378500000	-7.75957437100000	14.83737785000000
4.17287630400000	8.01433587600000	11.13052028000000	4.17287630400000	-7.76100640000000	14.83686243000000
4.23248882300000	8.08169728600000	11.13155622000000	4.23248882300000	-7.76934752300000	14.83660221000000
4.29210134100000	8.09065274900000	11.13769546000000	4.29210134100000	-7.77192130000000	14.83564813000000
4.35171386000000	8.15184282000000	11.13365697000000	4.35171386000000	-7.76835879900000	14.83654912000000
4.41132637900000	8.22978366400000	11.13346831000000	4.41132637900000	-7.77216680600000	14.83730229000000
4.47093889700000	8.29138296900000	11.13450241000000	4.47093889700000	-7.77076336200000	14.83760960000000
4.53055141600000	8.30723383600000	11.14376603000000	4.53055141600000	-7.76816433000000	14.83834787000000
