GFsupBEST?			GFext		
t	x	y	t	x	y
0.00000000000000	-8.26627113100000	18.29996544000000	0.00000000000000	8.50799550800000	24.15773907000000
0.05526083112000	-8.27526492700000	18.29794062000000	0.05526083112000	8.50660955700000	24.15756746000000
0.11052166220000	-8.30728782200000	18.29222623000000	0.11052166220000	8.50552171700000	24.15721495000000
0.16578249340000	-8.29932528500000	18.29101014000000	0.16578249340000	8.50547314300000	24.15730342000000
0.22104332450000	-8.31913358200000	18.29307519000000	0.22104332450000	8.50364001500000	24.15696139000000
0.27630415560000	-8.28322425200000	18.28887716000000	0.27630415560000	8.50449925800000	24.15697950000000
0.33156498670000	-8.27318548200000	18.29127314000000	0.33156498670000	8.50527372800000	24.15683072000000
0.38682581790000	-8.25912888900000	18.28789608000000	0.38682581790000	8.50566370600000	24.15737488000000
0.44208664900000	-8.26181897800000	18.28868928000000	0.44208664900000	8.50614616100000	24.15748611000000
0.49734748010000	-8.23566324800000	18.28709189000000	0.49734748010000	8.50594390600000	24.15756975000000
0.55260831120000	-8.22656459300000	18.28633936000000	0.55260831120000	8.50531150400000	24.15722898000000
0.60786914240000	-8.23523991800000	18.28660975000000	0.60786914240000	8.50573572800000	24.15760934000000
0.66312997350000	-8.18976847300000	18.28795715000000	0.66312997350000	8.50597636400000	24.15781238000000
0.71839080460000	-8.19051085600000	18.28752476000000	0.71839080460000	8.50709046300000	24.15783876000000
0.77365163570000	-8.14329518500000	18.28813707000000	0.77365163570000	8.50750142800000	24.15754057000000
0.82891246680000	-8.12946029200000	18.28491606000000	0.82891246680000	8.50763854500000	24.15780659000000
0.88417329800000	-8.12475589800000	18.28491571000000	0.88417329800000	8.50678893100000	24.15763730000000
0.93943412910000	-8.10683320700000	18.28305152000000	0.93943412910000	8.50708107200000	24.15744511000000
0.99469496020000	-7.97703754600000	18.28561881000000	0.99469496020000	8.50668580800000	24.15736356000000
1.04995579100000	-7.92881879600000	18.28445596000000	1.04995579100000	8.50845381800000	24.15720313000000
1.10521662200000	-7.91956158100000	18.27882253000000	1.10521662200000	8.50780451100000	24.15779086000000
1.16047745400000	-7.89281896900000	18.26691521000000	1.16047745400000	8.50703531600000	24.15768529000000
1.21573828500000	-7.88209639600000	18.25585127000000	1.21573828500000	8.50633045300000	24.15672881000000
1.27099911600000	-7.96988348100000	18.23474091000000	1.27099911600000	8.50575567700000	24.15677583000000
1.32625994700000	-7.84029302900000	18.25334291000000	1.32625994700000	8.50693536300000	24.15710619000000
1.38152077800000	-7.91472587300000	18.22496015000000	1.38152077800000	8.50583771800000	24.15682601000000
1.43678160900000	-7.89037055800000	18.20801374000000	1.43678160900000	8.50774539300000	24.15672455000000
1.49204244000000	-7.93587506500000	18.20611526000000	1.49204244000000	8.50762518900000	24.15674530000000
1.54730327100000	-7.90524959100000	18.19819276000000	1.54730327100000	8.50707023600000	24.15679509000000
1.60256410300000	-7.90905562700000	18.19315223000000	1.60256410300000	8.50641451300000	24.15682377000000
1.65782493400000	-7.89457787100000	18.18276946000000	1.65782493400000	8.50572099700000	24.15629651000000
1.71308576500000	-7.73470947400000	18.18345037000000	1.71308576500000	8.50599380400000	24.15660078000000
1.76834659600000	-7.72817278000000	18.17802397000000	1.76834659600000	8.50763700800000	24.15658597000000
1.82360742700000	-7.66900436000000	18.17252467000000	1.82360742700000	8.50707961600000	24.15702358000000
1.87886825800000	-7.63062061100000	18.17084387000000	1.87886825800000	8.50787963000000	24.15640895000000
