CALins2BEST_redoneMM			CALext		
t	x	y	t	x	y
0.000000000000	17.291096310000	6.563865192000	0.000000000000	-14.098495430000	14.064358640000
0.018361763460	17.291783100000	6.563935207000	0.018361763460	-14.098800510000	14.062829890000
0.036723526930	17.292372530000	6.564007485000	0.036723526930	-14.098871820000	14.062869090000
0.055085290390	17.291933740000	6.564330393000	0.055085290390	-14.098864240000	14.063117810000
0.073447053860	17.291575770000	6.564383891000	0.073447053860	-14.098783170000	14.063071710000
0.091808817320	17.291388230000	6.564328638000	0.091808817320	-14.098323250000	14.062984190000
0.110170580800	17.292096210000	6.564745589000	0.110170580800	-14.098505460000	14.062705290000
0.128532344200	17.291791260000	6.564356764000	0.128532344200	-14.098688730000	14.062908480000
0.146894107700	17.290846310000	6.564351414000	0.146894107700	-14.098581460000	14.062877080000
0.165255871200	17.291651200000	6.564476402000	0.165255871200	-14.098446920000	14.062947100000
0.183617634600	17.290796830000	6.564393585000	0.183617634600	-14.098506970000	14.063125370000
0.201979398100	17.291980770000	6.564467442000	0.201979398100	-14.098072100000	14.062846530000
0.220341161600	17.291003610000	6.564384150000	0.220341161600	-14.096986000000	14.062855240000
0.238702925000	17.291875820000	6.564467641000	0.238702925000	-14.098836350000	14.062999200000
0.257064688500	17.291399340000	6.564252546000	0.257064688500	-14.097937950000	14.062952170000
0.275426452000	17.290997880000	6.564179909000	0.275426452000	-14.098623500000	14.063067220000
0.293788215400	17.291451760000	6.564207634000	0.293788215400	-14.099347790000	14.062916740000
0.312149978900	17.291199340000	6.564552160000	0.312149978900	-14.098807160000	14.062924290000
0.330511742300	17.291271880000	6.564304252000	0.330511742300	-14.098105380000	14.062850060000
0.348873505800	17.290977120000	6.563774864000	0.348873505800	-14.098475200000	14.062981580000
0.367235269300	17.291200510000	6.563869744000	0.367235269300	-14.098515760000	14.062972370000
0.385597032700	17.291769340000	6.563984477000	0.385597032700	-14.098059770000	14.063017670000
0.403958796200	17.291830490000	6.564021972000	0.403958796200	-14.098050230000	14.062918400000
0.422320559700	17.291391970000	6.563782039000	0.422320559700	-14.097965410000	14.062928800000
0.440682323100	17.290806630000	6.563757148000	0.440682323100	-14.098474590000	14.062767250000
0.459044086600	17.290438060000	6.563474862000	0.459044086600	-14.097371680000	14.063150550000
0.477405850100	17.290949860000	6.563592283000	0.477405850100	-14.097966260000	14.062917930000
0.495767613500	17.291741340000	6.563944972000	0.495767613500	-14.097631920000	14.062805070000
0.514129377000	17.291101380000	6.563566337000	0.514129377000	-14.098388310000	14.063132410000
0.532491140400	17.291356880000	6.563959916000	0.532491140400	-14.097492030000	14.063017020000
0.550852903900	17.290802750000	6.564161927000	0.550852903900	-14.097339690000	14.062882740000
0.569214667400	17.291075230000	6.564159909000	0.569214667400	-14.097444530000	14.062849560000
0.587576430800	17.291790200000	6.564288541000	0.587576430800	-14.097658060000	14.063113400000
0.605938194300	17.291802050000	6.563904023000	0.605938194300	-14.097936210000	14.062736110000
0.624299957800	17.291910060000	6.563991743000	0.624299957800	-14.097935600000	14.062583410000
0.642661721200	17.292156100000	6.564019143000	0.642661721200	-14.097707770000	14.062454200000
0.661023484700	17.291307630000	6.563984481000	0.661023484700	-14.097758200000	14.062462490000
0.679385248200	17.291017870000	6.563815787000	0.679385248200	-14.097862220000	14.062284370000
0.697747011600	17.290199690000	6.563615682000	0.697747011600	-14.097342000000	14.062304960000
0.716108775100	17.289890140000	6.563346695000	0.716108775100	-14.097670410000	14.062616160000
0.734470538600	17.290913010000	6.563467011000	0.734470538600	-14.096937890000	14.062627110000
0.752832302000	17.290772370000	6.563399152000	0.752832302000	-14.096865150000	14.062398700000
0.771194065500	17.290989980000	6.563778266000	0.771194065500	-14.098062000000	14.062505210000
0.789555828900	17.291076990000	6.563699902000	0.789555828900	-14.097848370000	14.062542430000
0.807917592400	17.289543660000	6.563536438000	0.807917592400	-14.097994270000	14.062573750000
0.826279355900	17.290532600000	6.563575913000	0.826279355900	-14.097400440000	14.062597660000
0.844641119300	17.291056360000	6.563746472000	0.844641119300	-14.097183650000	14.062634940000
0.863002882800	17.290575880000	6.563526941000	0.863002882800	-14.098208090000	14.062763420000
0.881364646300	17.289611050000	6.563435039000	0.881364646300	-14.097448300000	14.062666710000
0.899726409700	17.289581660000	6.563399863000	0.899726409700	-14.097496450000	14.062500200000
0.918088173200	17.290243610000	6.563494229000	0.918088173200	-14.098294100000	14.062758350000
0.936449936700	17.291317370000	6.563723403000	0.936449936700	-14.097102360000	14.062969030000
0.954811700100	17.292630440000	6.563306696000	0.954811700100	-14.098039430000	14.062449470000
0.973173463600	17.291306650000	6.562730021000	0.973173463600	-14.097387750000	14.062866910000
0.991535227000	17.293360760000	6.563229959000	0.991535227000	-14.098473530000	14.062816200000
1.009896991000	17.295382510000	6.563192725000	1.009896991000	-14.098057780000	14.062695900000
1.028258754000	17.297640870000	6.562702947000	1.028258754000	-14.099147110000	14.062499200000
1.046620517000	17.296074270000	6.562254510000	1.046620517000	-14.098181140000	14.062087270000
1.064982281000	17.294412440000	6.561661651000	1.064982281000	-14.098121470000	14.062226070000
1.083344044000	17.292284970000	6.560486870000	1.083344044000	-14.098567320000	14.062258800000
1.101705808000	17.291103680000	6.560878496000	1.101705808000	-14.098077180000	14.062151740000
1.120067571000	17.292830250000	6.561163789000	1.120067571000	-14.098432910000	14.062188530000
1.138429335000	17.292886980000	6.561633529000	1.138429335000	-14.098559900000	14.062094290000
1.156791098000	17.293854880000	6.561801780000	1.156791098000	-14.098400110000	14.062417530000
1.175152862000	17.294495750000	6.562070694000	1.175152862000	-14.098707970000	14.062414790000
1.193514625000	17.292334520000	6.562145418000	1.193514625000	-14.099461700000	14.062365410000
1.211876389000	17.293655290000	6.562762083000	1.211876389000	-14.098021670000	14.062221650000
1.230238152000	17.293596940000	6.562760110000	1.230238152000	-14.098387680000	14.062504230000
1.248599916000	17.292873530000	6.563136180000	1.248599916000	-14.097127230000	14.062502030000
1.266961679000	17.292770930000	6.563685450000	1.266961679000	-14.098442900000	14.062531000000
1.285323442000	17.293292300000	6.563962467000	1.285323442000	-14.097911340000	14.062691120000
1.303685206000	17.294802570000	6.564053535000	1.303685206000	-14.096581650000	14.062615860000
1.322046969000	17.293588640000	6.562714222000	1.322046969000	-14.097188810000	14.062793130000
1.340408733000	17.287691470000	6.558505945000	1.340408733000	-14.098193270000	14.062590490000
1.358770496000	17.282306060000	6.552472733000	1.358770496000	-14.097732030000	14.062585360000
1.377132260000	17.299932630000	6.501449367000	1.377132260000	-14.096534360000	14.062257360000
1.395494023000	17.265779430000	6.467211824000	1.395494023000	-14.098800720000	14.060568420000
1.413855787000	17.281645660000	6.414945257000	1.413855787000	-14.096889050000	14.059697980000
1.432217550000	17.266893260000	6.403546542000	1.432217550000	-14.099214290000	14.060447140000
1.450579314000	17.286950120000	6.359750196000	1.450579314000	-14.097244610000	14.059451210000
1.468941077000	17.261389740000	6.330702542000	1.468941077000	-14.090404680000	14.060648510000
1.487302841000	17.265788590000	6.329475838000	1.487302841000	-14.091742990000	14.059984860000
1.505664604000	17.265341530000	6.323550929000	1.505664604000	-14.085382150000	14.056205490000
1.524026367000	17.269462880000	6.324618837000	1.524026367000	-14.084100640000	14.056918380000
1.542388131000	17.281010600000	6.330238768000	1.542388131000	-14.078050440000	14.053712250000
1.560749894000	17.282023380000	6.332979363000	1.560749894000	-14.088434420000	14.053970470000
1.579111658000	17.275421060000	6.329622226000	1.579111658000	-14.100474820000	14.056389200000
1.597473421000	17.277119410000	6.324944973000	1.597473421000	-14.107810880000	14.058687580000
1.615835185000	17.280785690000	6.324560442000	1.615835185000	-14.090063650000	14.061039320000
1.634196948000	17.278508020000	6.323168054000	1.634196948000	-14.077122320000	14.057775960000
1.652558712000	17.269684140000	6.320781401000	1.652558712000	-14.067922850000	14.055718480000
1.670920475000	17.249513880000	6.314401420000	1.670920475000	-14.056119100000	14.059734230000
1.689282239000	17.248219210000	6.311413533000	1.689282239000	-13.995998650000	14.053020370000
1.707644002000	17.246158030000	6.312735869000	1.707644002000	-13.994606190000	14.041750480000
1.726005766000	17.245279160000	6.312843436000	1.726005766000	-14.014595330000	14.036325100000
1.744367529000	17.225254490000	6.310476881000	1.744367529000	-14.059596070000	14.035983420000
1.762729293000	17.200803500000	6.307495367000	1.762729293000	-14.078612580000	14.048410710000
1.781091056000	17.139073020000	6.306810367000	1.781091056000	-14.105659130000	14.054610600000
1.799452819000	17.123395710000	6.308884917000	1.799452819000	-14.156008340000	14.056341790000
1.817814583000	17.111338360000	6.309983286000	1.817814583000	-14.148970220000	14.056186920000
1.836176346000	17.090715430000	6.310206963000	1.836176346000	-14.153136590000	14.052773040000
1.854538110000	17.078348330000	6.311780174000	1.854538110000	-14.112478110000	14.041225440000
1.872899873000	17.086939940000	6.315692189000	1.872899873000	-13.872452760000	13.996619790000
1.891261637000	17.088547860000	6.318344937000	1.891261637000	-13.838287640000	13.995680550000
1.909623400000	17.091133660000	6.338384671000	1.909623400000	-13.788869430000	13.992346000000
1.927985164000	17.076813930000	6.363439362000	1.927985164000	-13.808596770000	13.997132350000
1.946346927000	17.070250280000	6.376592950000	1.946346927000	-13.816723310000	13.991253340000
1.964708691000	17.064300220000	6.381815041000	1.964708691000	-13.813073690000	13.990528670000
1.983070454000	17.037400380000	6.394624078000	1.983070454000	-13.809360380000	13.989892620000
2.001432218000	16.997337280000	6.409957896000	2.001432218000	-13.815448720000	13.984075550000
2.019793981000	16.951566050000	6.432251435000	2.019793981000	-13.811809140000	13.985690040000
2.038155744000	16.942984440000	6.449541083000	2.038155744000	-13.811017580000	13.983877340000
2.056517508000	16.927518080000	6.472089415000	2.056517508000	-13.811643270000	13.984036940000
2.074879271000	16.887965870000	6.519105474000	2.074879271000	-13.815443680000	13.987368730000
2.093241035000	16.884258420000	6.542860914000	2.093241035000	-13.823536290000	13.988327580000
2.111602798000	16.862027260000	6.560562070000	2.111602798000	-13.820580330000	13.988950930000
2.129964562000	16.841928080000	6.571252982000	2.129964562000	-13.815620920000	13.990088890000
2.148326325000	16.813604890000	6.604878933000	2.148326325000	-13.810990540000	13.988383750000
2.166688089000	16.796924870000	6.630392830000	2.166688089000	-13.803530290000	13.988791620000
2.185049852000	16.798004020000	6.667165468000	2.185049852000	-13.787523200000	13.985655010000
2.203411616000	16.779166630000	6.679267511000	2.203411616000	-13.796363050000	13.985402380000
2.221773379000	16.745982160000	6.693167854000	2.221773379000	-13.790464530000	13.984141680000
2.240135143000	16.733319400000	6.732834464000	2.240135143000	-13.792293730000	13.984965070000
2.258496906000	16.685506420000	6.761439519000	2.258496906000	-13.797579460000	13.983712920000
2.276858670000	16.647887240000	6.774548788000	2.276858670000	-13.801967080000	13.983583930000
2.295220433000	16.623068250000	6.782520271000	2.295220433000	-13.800487980000	13.985034750000
2.313582196000	16.611189680000	6.806242237000	2.313582196000	-13.801612580000	13.985890300000
2.331943960000	16.612590450000	6.844730264000	2.331943960000	-13.807936450000	13.981702470000
2.350305723000	16.614259600000	6.857160802000	2.350305723000	-13.811678520000	13.978057680000
2.368667487000	16.613356800000	6.860629828000	2.368667487000	-13.807511840000	13.978544770000
2.387029250000	16.614479770000	6.876743204000	2.387029250000	-13.812025500000	13.974484740000
2.405391014000	16.630842570000	6.902040289000	2.405391014000	-13.814380120000	13.973080090000
